generation	pedigree_id	age
179800	7572	3.99894	48
179850	7478	3.95748	43
179900	7428	4.02881	36
179950	7467	4.02946	38
180000	5991	5.03722	40
180005	1962	10.1254	44
180010	681	15.1791	49
180015	225	20.2089	45
180020	99	18.0808	42
180025	102	7.30392	42
180030	87	6.02299	47
180035	93	4.21505	47
180040	101	3.84158	52
180045	101	4.43564	57
180050	89	3.68539	16
180100	92	4.11957	26
180150	100	3.96	24
180200	97	4.75258	26
180250	100	3.45	13
180300	98	4	26
180350	105	3.87619	28
180400	97	3.91753	24
180450	100	4.29	22
180500	95	4.89474	26
180550	98	3.79592	16
180600	98	3.71429	16
180650	93	3.89247	16
180700	96	3.63542	17
180750	97	2.91753	17
180800	103	4.14563	32
180850	105	3.8381	16
180900	100	3.43	22
180950	91	4.67033	21
181000	101	4.14851	21
181050	94	3.62766	17
181100	94	4.25532	20
181150	99	4.55556	28
181200	102	3.7549	27
181250	104	3.91346	18
181300	103	3.04854	14
181350	92	3.8913	18
181400	102	4.23529	30
181450	102	3.62745	15
181500	102	4.07843	21
181550	99	4.0303	23
181600	98	3.76531	30
181650	116	4.12931	22
181700	94	3.23404	20
181750	91	3.94505	19
181800	95	4.28421	25
181850	106	3.73585	17
181900	93	4.49462	29
181950	91	4.41758	19
182000	92	4.1413	19
182050	91	4.51648	20
182100	99	2.81818	13
182150	91	3.40659	28
182200	91	4.52747	22
182250	99	4.57576	26
182300	105	4.1619	25
182350	108	3.74074	20
182400	100	3.95	29
182450	103	5.13592	30
182500	111	3.93694	20
182550	105	3.3619	23
182600	94	4.59574	25
182650	106	4.01887	30
182700	84	4.7381	30
182750	97	4.08247	17
182800	90	4.73333	31
182850	100	4.19	18
182900	101	3.72277	22
182950	84	4.42857	21
183000	104	3.97115	18
183050	105	4.41905	33
183100	99	4.06061	26
183150	99	4.57576	23
183200	98	5.14286	42
183250	103	4.08738	24
183300	99	4.84848	28
183350	97	3.36082	13
183400	101	4.57426	29
183450	85	3.6	18
183500	104	3.98077	36
183550	93	3.31183	23
183600	96	3.3125	15
183650	111	4.03604	23
183700	92	3.46739	20
183750	99	3.0101	18
183800	99	4.0404	21
183850	104	3.375	26
183900	100	4.71	19
183950	102	3.84314	16
184000	102	4.85294	42
184050	102	4.48039	24
184100	101	4.10891	20
184150	89	4.91011	26
184200	102	3.84314	21
184250	98	4.22449	52
184300	112	4.20536	23
184350	95	3.43158	16
184400	105	3.93333	19
184450	103	4.05825	31
184500	99	3.54545	22
184550	102	3.76471	18
184600	97	4.07216	23
184650	104	3.63462	15
184700	96	3.8125	19
184750	98	3.22449	30
184800	103	3.48544	19
184850	101	4.09901	26
184900	105	3.91429	23
184950	100	4.22	26
185000	101	4.12871	18
185050	92	4.43478	25
185100	100	4.17	21
185150	102	5.09804	27
185200	101	3.70297	21
185250	107	3.7757	23
185300	103	4.48544	15
185350	108	4.48148	36
185400	100	3.64	18
185450	103	3.90291	26
185500	88	3.94318	19
185550	101	4.78218	20
185600	108	3.89815	18
185650	107	4.78505	19
185700	96	3.8125	24
185750	97	3.72165	25
185800	103	4.01942	22
185850	102	4.03922	32
185900	91	6.14286	31
185950	96	4.23958	22
186000	86	5	33
186050	95	3.61053	15
186100	91	3.73626	24
186150	113	4.68142	22
186200	103	4.06796	19
186250	93	4.09677	23
186300	96	3.1875	16
186350	95	3.87368	44
186400	105	4.2	20
186450	86	3.7907	24
186500	110	4.7	34
186550	97	4.3299	28
186600	100	4	17
186650	102	4.34314	20
186700	98	4.29592	21
186750	97	3.90722	20
186800	98	2.97959	13
186850	109	3.75229	22
186900	106	4.56604	23
186950	105	3.81905	16
187000	102	3.78431	24
187050	98	4.76531	21
187100	108	4.5	30
187150	102	4.0098	21
187200	104	3.88462	35
187250	99	4.56566	30
187300	98	3.7551	24
187350	103	4.16505	29
187400	96	3.98958	25
187450	102	3.93137	31
187500	105	4.01905	24
187550	100	3.72	20
187600	106	4.01887	24
187650	88	4.18182	16
187700	100	3.34	21
187750	101	4.28713	27
187800	89	4.5618	16
187850	104	3.95192	30
187900	107	3.59813	16
187950	100	4.1	23
188000	102	3.76471	19
188050	100	4.22	20
188100	106	3.51887	14
188150	103	4.30097	22
188200	105	4.32381	18
188250	96	4.58333	26
188300	96	4.52083	23
188350	103	3.26214	18
188400	98	3.55102	21
188450	95	3.82105	20
188500	104	4.01923	14
188550	88	3.98864	23
188600	100	3.87	27
188650	92	3.80435	19
188700	91	3.71429	17
188750	104	3.24038	16
188800	102	4.16667	21
188850	106	4.86792	24
188900	101	3.65347	29
188950	100	4.45	40
189000	109	3.55046	20
189050	102	3.85294	30
189100	99	3.88889	40
189150	103	3.30097	21
189200	104	3.69231	29
189250	108	3.76852	24
189300	97	4.3299	21
189350	97	3.60825	15
189400	96	3.8125	26
189450	95	3.44211	19
189500	106	3.82075	22
189550	99	3.53535	26
189600	102	3.77451	24
189650	93	4.50538	20
189700	99	4.42424	33
189750	111	4.26126	17
189800	99	4.52525	21
189850	101	4.9703	23
189900	91	3.49451	34
189950	103	3.83495	20
190000	101	2.91089	11
