generation	pedigree_id	age
179800	7492	3.91911	39
179850	7519	4.0274	41
179900	7621	3.91642	35
179950	7535	4.03092	45
180000	6028	5.00796	42
180005	1920	9.88021	36
180010	658	14.845	37
180015	210	19.5381	38
180020	94	16.7447	38
180025	99	6.43434	38
180030	93	3.46237	40
180035	100	4.1	45
180040	103	4.3301	18
180045	85	4.09412	23
180050	89	3.68539	19
180100	99	3.78788	18
180150	100	3.41	14
180200	97	4.49485	23
180250	107	3.83178	23
180300	87	4.17241	17
180350	103	3.48544	15
180400	104	3.82692	19
180450	101	4.35644	25
180500	102	3.58824	15
180550	100	4.8	23
180600	92	4.94565	18
180650	94	4.53191	35
180700	102	4.09804	18
180750	95	3.24211	20
180800	95	4.03158	17
180850	103	3.79612	16
180900	103	3.74757	23
180950	103	4.56311	26
181000	110	4.09091	27
181050	101	3.23762	14
181100	94	3.93617	17
181150	97	4.23711	24
181200	100	4.1	22
181250	99	4.20202	25
181300	110	3.97273	27
181350	93	4.35484	46
181400	97	3.6701	19
181450	100	3.93	17
181500	102	3.05882	16
181550	95	4.52632	32
181600	106	4.0283	32
181650	110	3.77273	38
181700	105	3.78095	16
181750	104	4.35577	23
181800	102	4.59804	32
181850	96	4.71875	28
181900	99	3.57576	16
181950	100	3.91	15
182000	108	3.51852	27
182050	100	3.34	22
182100	105	3.95238	21
182150	93	4.22581	23
182200	100	4.32	27
182250	94	4.42553	22
182300	97	3.19588	17
182350	100	4.08	25
182400	102	3.64706	32
182450	94	3.89362	21
182500	97	4.49485	42
182550	106	4.51887	31
182600	87	3.88506	24
182650	94	3.64894	26
182700	102	4.82353	22
182750	96	3.40625	20
182800	89	3.32584	23
182850	89	4.83146	27
182900	99	4.60606	30
182950	94	4.21277	19
183000	85	4.36471	21
183050	103	3.31068	18
183100	98	4.23469	27
183150	97	4.16495	24
183200	104	3.08654	15
183250	98	4.19388	39
183300	102	3.31373	22
183350	97	4.39175	30
183400	108	4.30556	21
183450	106	3.4434	21
183500	106	3.54717	22
183550	94	4.08511	27
183600	94	4.41489	23
183650	97	3.98969	23
183700	102	3.2451	19
183750	105	4.65714	19
183800	89	3.86517	20
183850	101	4.28713	31
183900	100	4.07	22
183950	104	4.03846	25
184000	102	4.11765	19
184050	96	4.05208	18
184100	101	3.77228	15
184150	92	3.40217	20
184200	98	4.86735	25
184250	103	3.99029	22
184300	94	4.47872	27
184350	96	3.73958	18
184400	90	3.57778	14
184450	101	3.42574	20
184500	108	4.11111	19
184550	88	3.98864	22
184600	101	3.60396	22
184650	97	3.16495	16
184700	96	4.08333	17
184750	103	3.82524	16
184800	98	4.27551	30
184850	100	4.05	20
184900	87	5.31034	39
184950	106	4.27358	27
185000	105	3.41905	16
185050	101	3.53465	18
185100	99	4.13131	16
185150	106	3.65094	18
185200	103	4.65049	29
185250	93	3.74194	23
185300	93	4.24731	24
185350	95	3.54737	20
185400	96	3.97917	20
185450	99	3.41414	20
185500	100	3.87	20
185550	102	3.48039	17
185600	93	4.27957	19
185650	102	3.7451	28
185700	97	4.37113	24
185750	102	4.20588	19
185800	106	3.83962	19
185850	111	3.69369	36
185900	96	4.28125	32
185950	101	3.50495	24
186000	102	3.88235	36
186050	107	4.13084	26
186100	107	4.69159	20
186150	97	4.26804	23
186200	93	3.19355	15
186250	99	3.88889	18
186300	98	4.06122	20
186350	102	4.14706	19
186400	105	3.44762	16
186450	92	3.8587	17
186500	98	4.63265	19
186550	101	3.20792	13
186600	103	4.23301	53
186650	104	4.92308	25
186700	102	3.79412	19
186750	102	4.5	20
186800	108	3.7037	23
186850	87	4.10345	37
186900	94	4.38298	31
186950	105	3.8381	22
187000	101	3.76238	18
187050	108	3.83333	17
187100	108	3.47222	15
187150	103	3.53398	19
187200	110	3.99091	15
187250	104	3.45192	22
187300	99	5.42424	24
187350	92	3.22826	20
187400	109	3.54128	15
187450	101	5.14851	34
187500	103	4.54369	28
187550	96	3.05208	20
187600	110	3.16364	16
187650	93	3.97849	26
187700	96	4.02083	19
187750	99	4.83838	23
187800	103	3.39806	21
187850	104	3.90385	28
187900	103	4.70874	21
187950	102	3.98039	19
188000	103	3.38835	21
188050	98	4.37755	20
188100	95	3.94737	25
188150	97	3.60825	27
188200	100	4.1	25
188250	94	3.71277	23
188300	94	4.91489	25
188350	97	3.98969	22
188400	94	2.78723	16
188450	83	3.3012	17
188500	97	3.73196	19
188550	94	3.93617	25
188600	94	3.17021	23
188650	96	4.17708	20
188700	106	4.07547	19
188750	110	3.11818	15
188800	105	3.87619	18
188850	96	3.73958	22
188900	98	2.71429	14
188950	99	3.36364	19
189000	102	3.30392	13
189050	101	3.37624	21
189100	89	4.24719	16
189150	106	4.85849	20
189200	101	3.73267	18
189250	91	3.37363	23
189300	105	3.85714	23
189350	94	4.30851	16
189400	80	4.225	30
189450	103	3.80583	21
189500	106	3.23585	22
189550	91	3.72527	30
189600	109	3.55046	21
189650	100	3.95	21
189700	97	4	20
189750	107	4.05607	19
189800	103	4.24272	23
189850	104	3.45192	15
189900	103	4.2233	27
189950	105	4.1619	25
190000	102	4.0098	19
