generation	pedigree_id	age
179800	7531	4.04886	43
179850	7488	3.88555	36
179900	7468	4.17997	43
179950	7533	3.97995	39
180000	6012	5.03277	37
180005	1934	10.1556	41
180010	649	15.2419	46
180015	215	20.4093	37
180020	91	17.1099	36
180025	106	6.76415	41
180030	97	4.41237	39
180035	103	3.8835	40
180040	99	3.53535	15
180045	91	3.51648	19
180050	94	3.8617	19
180100	97	4.18557	27
180150	100	3.5	13
180200	102	4.57843	24
180250	103	5.33981	28
180300	95	3.16842	15
180350	98	4.26531	24
180400	105	4.34286	24
180450	99	3.9596	19
180500	97	3.3299	36
180550	104	4.83654	26
180600	105	3.2381	14
180650	96	4.4375	28
180700	97	4.49485	26
180750	106	4.08491	20
180800	99	4.0303	18
180850	104	3.88462	32
180900	101	3.78218	21
180950	109	4.26606	36
181000	92	4.06522	29
181050	104	4.90385	24
181100	108	3.34259	15
181150	97	4.25773	16
181200	98	4.30612	26
181250	97	4.54639	29
181300	97	3.87629	16
181350	102	3.42157	29
181400	102	3.80392	19
181450	94	3.87234	22
181500	97	2.96907	15
181550	103	3.30097	19
181600	101	3.20792	16
181650	98	3.91837	23
181700	108	4.09259	20
181750	101	3.35644	14
181800	104	3.76923	19
181850	103	4.60194	18
181900	109	3.83486	21
181950	99	4.40404	23
182000	103	4.02913	24
182050	113	3.93805	23
182100	110	4.01818	19
182150	93	3.43011	25
182200	99	3.63636	16
182250	100	4.26	17
182300	92	3.58696	29
182350	102	3.92157	17
182400	99	4.30303	23
182450	95	4.6	18
182500	96	3.60417	22
182550	87	4.2069	17
182600	103	4.68932	34
182650	113	4.65487	36
182700	104	3.75962	17
182750	101	3.82178	22
182800	94	4.44681	37
182850	101	3.80198	26
182900	89	4.77528	20
182950	97	4.05155	19
183000	105	4.0381	24
183050	95	3.84211	18
183100	97	4.15464	28
183150	99	4.32323	26
183200	99	4.27273	17
183250	85	4.08235	34
183300	114	3.90351	19
183350	94	4.19149	17
183400	91	3.73626	18
183450	103	4.25243	20
183500	93	4.1828	22
183550	110	4.10909	18
183600	91	4.62637	38
183650	98	3.87755	25
183700	98	4.68367	23
183750	110	3.99091	21
183800	105	3.55238	20
183850	94	3.90426	19
183900	95	4.12632	18
183950	104	4.15385	23
184000	98	3.94898	27
184050	100	3.64	21
184100	108	4.41667	25
184150	97	4.48454	27
184200	100	4.1	23
184250	101	3.78218	19
184300	97	3.81443	24
184350	101	4.62376	17
184400	97	5.58763	25
184450	95	4.07368	24
184500	105	4.24762	25
184550	88	4.26136	28
184600	96	3.25	14
184650	102	3.55882	27
184700	89	4.73034	28
184750	105	4.00952	28
184800	92	4.45652	21
184850	96	4.1875	31
184900	102	4.13725	29
184950	101	4.08911	22
185000	99	4.77778	31
185050	99	4.26263	19
185100	103	3.81553	31
185150	101	3.73267	19
185200	96	4.28125	33
185250	91	3.53846	29
185300	103	4.58252	25
185350	109	3.78899	30
185400	99	4.13131	18
185450	104	4.25	35
185500	95	3.84211	20
185550	95	4.56842	26
185600	105	5.21905	27
185650	98	4.45918	32
185700	100	3.27	18
185750	105	4.28571	21
185800	99	3.79798	26
185850	88	3.93182	22
185900	103	3.91262	19
185950	92	3.26087	17
186000	106	4.21698	15
186050	101	3.87129	28
186100	107	3.83178	24
186150	98	3.87755	22
186200	106	3.25472	14
186250	99	4.11111	23
186300	95	4.61053	25
186350	93	5.27957	26
186400	104	4.71154	30
186450	96	3.875	16
186500	103	4.08738	18
186550	110	4.26364	18
186600	95	3.81053	19
186650	98	3.86735	31
186700	95	4.66316	27
186750	105	4.8	22
186800	107	3.70093	25
186850	107	2.8972	15
186900	107	4.2243	22
186950	99	4.20202	21
187000	105	3.89524	21
187050	98	3.46939	20
187100	96	3.88542	17
187150	102	3.45098	21
187200	103	4.62136	20
187250	98	3.9898	21
187300	93	4.80645	27
187350	97	4.68041	22
187400	97	4.07216	24
187450	95	3.32632	21
187500	95	4.87368	23
187550	108	3.89815	24
187600	101	3.84158	19
187650	89	3.16854	12
187700	96	3.32292	14
187750	106	3.5566	24
187800	95	4.29474	20
187850	91	4.3956	21
187900	93	3.47312	15
187950	101	4.21782	23
188000	100	4.09	16
188050	108	4.23148	24
188100	96	3.46875	22
188150	96	3.90625	23
188200	88	4.875	26
188250	95	4.14737	20
188300	94	3.76596	19
188350	92	4.8587	28
188400	96	4.26042	32
188450	104	4.23077	30
188500	100	3.48	22
188550	99	4.0303	21
188600	101	3.66337	22
188650	109	4.11009	17
188700	97	3.78351	27
188750	99	4.56566	22
188800	102	4.43137	29
188850	114	3.38596	30
188900	100	4.25	23
188950	93	3.07527	15
189000	101	3.86139	25
189050	104	3.04808	19
189100	95	3.18947	18
189150	99	3.24242	15
189200	100	3.87	16
189250	98	4.08163	24
189300	98	3.93878	17
189350	102	4.76471	23
189400	110	4.66364	39
189450	105	3.72381	16
189500	97	4.71134	33
189550	99	4.35354	27
189600	97	3.52577	21
189650	99	5.05051	70
189700	82	4.78049	23
189750	103	3.36893	33
189800	99	4.61616	27
189850	105	3.9619	20
189900	96	3.80208	16
189950	96	4.84375	29
190000	94	4.2766	20
