generation	pedigree_id	age
179800	4206
179850	4355
179900	4209
179950	4173
180000	4175
180005	1425
180010	469
180015	154
180020	67
180025	52
180030	63
180035	57
180040	69
180045	57
180050	71
180100	57
180150	56
180200	56
180250	55
180300	52
180350	49
180400	52
180450	54
180500	62
180550	62
180600	54
180650	68
180700	53
180750	69
180800	50
180850	51
180900	56
180950	56
181000	70
181050	54
181100	58
181150	57
181200	60
181250	57
181300	48
181350	59
181400	64
181450	52
181500	56
181550	53
181600	45
181650	46
181700	61
181750	48
181800	62
181850	58
181900	53
181950	45
182000	58
182050	62
182100	52
182150	52
182200	54
182250	51
182300	66
182350	55
182400	62
182450	65
182500	66
182550	43
182600	50
182650	58
182700	56
182750	54
182800	49
182850	49
182900	65
182950	54
183000	56
183050	53
183100	63
183150	55
183200	63
183250	68
183300	41
183350	68
183400	57
183450	55
183500	59
183550	60
183600	41
183650	64
183700	54
183750	53
183800	48
183850	61
183900	42
183950	43
184000	51
184050	57
184100	53
184150	56
184200	66
184250	65
184300	55
184350	63
184400	62
184450	51
184500	54
184550	52
184600	49
184650	43
184700	57
184750	67
184800	68
184850	42
184900	51
184950	38
185000	47
185050	67
185100	58
185150	54
185200	63
185250	49
185300	59
185350	57
185400	50
185450	54
185500	77
185550	46
185600	57
185650	52
185700	61
185750	61
185800	58
185850	60
185900	72
185950	52
186000	49
186050	62
186100	49
186150	61
186200	49
186250	56
186300	52
186350	53
186400	52
186450	60
186500	65
186550	61
186600	69
186650	51
186700	56
186750	53
186800	60
186850	55
186900	65
186950	66
187000	69
187050	60
187100	63
187150	45
187200	52
187250	61
187300	50
187350	59
187400	57
187450	47
187500	55
187550	52
187600	48
187650	71
187700	57
187750	61
187800	49
187850	47
187900	63
187950	52
188000	69
188050	48
188100	49
188150	55
188200	55
188250	59
188300	63
188350	65
188400	51
188450	63
188500	55
188550	57
188600	56
188650	36
188700	62
188750	66
188800	57
188850	45
188900	59
188950	45
189000	48
189050	51
189100	57
189150	49
189200	64
189250	72
189300	60
189350	55
189400	61
189450	52
189500	49
189550	56
189600	57
189650	71
189700	58
189750	47
189800	50
189850	70
189900	50
189950	55
190000	59
