generation	pedigree_id	age
179800	7523	4.02353	40
179850	7525	4.00904	46
179900	7418	4.02211	43
179950	7506	4.03304	43
180000	5972	4.99548	50
180005	1971	9.86555	55
180010	625	14.5824	34
180015	210	19.4857	36
180020	94	16.383	38
180025	101	6.26733	34
180030	96	4.9375	39
180035	83	3.96386	38
180040	102	3.37255	17
180045	91	3.68132	21
180050	113	3.61062	16
180100	96	3.35417	30
180150	96	3.91667	21
180200	103	4.17476	23
180250	100	3.83	24
180300	93	3.63441	14
180350	107	3.8785	17
180400	94	3.95745	19
180450	100	3.77	17
180500	102	3.27451	16
180550	94	4.09574	22
180600	92	3.75	15
180650	101	3.92079	44
180700	104	4.08654	18
180750	93	3.69892	21
180800	117	3.47863	25
180850	98	3.38776	16
180900	98	3.67347	19
180950	112	3.98214	20
181000	102	4.39216	25
181050	111	3.37838	19
181100	93	4.01075	18
181150	112	4.03571	22
181200	101	3.70297	14
181250	98	4.38776	23
181300	95	4.16842	34
181350	105	3.84762	25
181400	100	3.97	19
181450	100	3.69	26
181500	115	4.5913	24
181550	103	3.25243	24
181600	98	3.79592	23
181650	99	4.66667	22
181700	99	4.67677	25
181750	99	3.69697	20
181800	113	4.38938	26
181850	105	4.75238	24
181900	99	3.77778	23
181950	104	3.64423	20
182000	96	3.80208	21
182050	100	4.05	25
182100	109	3.84404	14
182150	96	4.66667	28
182200	112	3.99107	21
182250	91	4.08791	28
182300	105	4.48571	19
182350	92	4.52174	24
182400	97	4.42268	20
182450	95	4.09474	17
182500	93	4.2043	17
182550	96	4.20833	24
182600	102	3.53922	17
182650	85	4.48235	20
182700	112	4.08036	20
182750	97	4.46392	33
182800	91	3.75824	16
182850	104	4.13462	22
182900	101	3.25743	14
182950	93	4.32258	34
183000	103	4.78641	20
183050	93	3.91398	21
183100	100	3.7	17
183150	95	4.81053	26
183200	97	3.59794	17
183250	103	4.02913	24
183300	86	3.7907	25
183350	102	4.30392	18
183400	96	3.91667	18
183450	99	4.58586	26
183500	104	4.42308	22
183550	98	4.45918	23
183600	105	3.84762	26
183650	101	4.39604	18
183700	105	3.48571	18
183750	108	3.94444	24
183800	100	4.38	31
183850	104	4.34615	32
183900	98	4.31633	22
183950	101	3.81188	17
184000	101	3.9505	16
184050	100	4.63	22
184100	99	5.9596	30
184150	100	3.48	18
184200	92	3.36957	15
184250	95	3.89474	18
184300	98	3.71429	16
184350	99	4.45455	21
184400	98	4.10204	21
184450	99	4.0303	26
184500	86	3.48837	18
184550	92	5.01087	18
184600	95	4.08421	33
184650	106	4.33019	24
184700	97	3.61856	24
184750	102	4.40196	23
184800	101	4.22772	21
184850	100	4.65	22
184900	102	3.90196	18
184950	112	4.1875	24
185000	104	3.77885	23
185050	93	4.84946	25
185100	95	3.90526	16
185150	102	4.51961	20
185200	90	3.6	22
185250	101	3.05941	16
185300	93	3.5914	17
185350	94	4.62766	29
185400	90	4.56667	24
185450	102	3.80392	31
185500	99	3.54545	25
185550	102	4.53922	40
185600	102	4.02941	23
185650	104	4.24038	24
185700	105	3.68571	19
185750	92	2.86957	22
185800	95	4.22105	27
185850	103	4.1068	30
185900	97	4.19588	17
185950	105	4.70476	28
186000	97	4.23711	16
186050	101	4.15842	22
186100	95	4.2	26
186150	101	4.28713	13
186200	101	4.64356	20
186250	104	3.65385	23
186300	108	4.24074	21
186350	110	3.73636	20
186400	98	3.92857	19
186450	92	3.96739	18
186500	96	3.90625	18
186550	97	4.89691	31
186600	109	3.73394	26
186650	104	3.69231	25
186700	96	4.79167	28
186750	96	3.8125	36
186800	99	4.43434	37
186850	100	4.72	20
186900	99	3.61616	18
186950	104	4.86538	35
187000	106	3.9434	20
187050	96	4.22917	17
187100	97	4.45361	37
187150	94	3.40426	26
187200	94	3.47872	17
187250	98	3.82653	27
187300	102	3.58824	29
187350	97	3.65979	16
187400	100	3.76	17
187450	103	4.2233	26
187500	103	4.58252	25
187550	97	4.24742	27
187600	95	3.04211	25
187650	105	4.4381	27
187700	97	4.24742	20
187750	99	4.65657	28
187800	104	3.875	25
187850	94	4.91489	36
187900	93	4	19
187950	96	3.69792	21
188000	105	3.60952	22
188050	104	3.73077	33
188100	99	4.43434	37
188150	94	4.53191	20
188200	99	3.86869	22
188250	92	4.19565	24
188300	90	4.21111	21
188350	96	3.40625	20
188400	96	3.45833	17
188450	102	4.03922	18
188500	92	3.76087	20
188550	107	4.59813	34
188600	97	3.27835	23
188650	103	4.49515	23
188700	98	4.09184	18
188750	95	4.41053	42
188800	108	4.50926	45
188850	78	4.23077	22
188900	100	4.25	17
188950	90	3.87778	18
189000	97	3.69072	35
189050	98	3.9898	20
189100	111	4.14414	32
189150	106	3.56604	14
189200	101	3.73267	22
189250	108	3.26852	27
189300	106	4.04717	20
189350	109	3.91743	17
189400	89	4.35955	23
189450	95	3.76842	32
189500	95	4.46316	31
189550	99	4.68687	20
189600	104	4.30769	34
189650	102	3.95098	17
189700	104	3.94231	19
189750	113	3.86726	21
189800	114	3.68421	28
189850	111	3.96396	22
189900	103	3.93204	24
189950	94	3.42553	17
190000	105	3.84762	27
