generation	pedigree_id	age
179800	4172
179850	4241
179900	4161
179950	4300
180000	4278
180005	1447
180010	428
180015	139
180020	44
180025	59
180030	61
180035	55
180040	57
180045	54
180050	54
180100	62
180150	70
180200	51
180250	57
180300	66
180350	59
180400	59
180450	61
180500	53
180550	55
180600	57
180650	55
180700	47
180750	49
180800	62
180850	51
180900	56
180950	55
181000	74
181050	70
181100	55
181150	50
181200	56
181250	43
181300	61
181350	49
181400	63
181450	54
181500	56
181550	49
181600	66
181650	51
181700	40
181750	54
181800	47
181850	62
181900	51
181950	62
182000	51
182050	45
182100	66
182150	53
182200	45
182250	46
182300	61
182350	71
182400	46
182450	45
182500	68
182550	63
182600	59
182650	60
182700	54
182750	56
182800	61
182850	56
182900	48
182950	69
183000	57
183050	52
183100	50
183150	59
183200	62
183250	52
183300	50
183350	46
183400	64
183450	69
183500	54
183550	58
183600	57
183650	52
183700	56
183750	56
183800	60
183850	36
183900	53
183950	61
184000	48
184050	58
184100	70
184150	64
184200	58
184250	60
184300	59
184350	54
184400	63
184450	64
184500	64
184550	45
184600	64
184650	58
184700	65
184750	55
184800	41
184850	63
184900	59
184950	64
185000	57
185050	51
185100	49
185150	50
185200	54
185250	61
185300	63
185350	65
185400	58
185450	57
185500	63
185550	61
185600	65
185650	61
185700	59
185750	60
185800	51
185850	62
185900	55
185950	52
186000	59
186050	77
186100	66
186150	64
186200	45
186250	45
186300	52
186350	58
186400	57
186450	58
186500	56
186550	49
186600	58
186650	56
186700	57
186750	66
186800	55
186850	45
186900	54
186950	49
187000	53
187050	39
187100	51
187150	64
187200	49
187250	53
187300	57
187350	56
187400	59
187450	47
187500	57
187550	49
187600	53
187650	54
187700	60
187750	54
187800	64
187850	56
187900	66
187950	38
188000	69
188050	61
188100	68
188150	64
188200	64
188250	54
188300	53
188350	47
188400	63
188450	60
188500	62
188550	56
188600	57
188650	49
188700	54
188750	59
188800	45
188850	59
188900	63
188950	53
189000	68
189050	67
189100	49
189150	63
189200	46
189250	57
189300	57
189350	46
189400	67
189450	56
189500	72
189550	53
189600	50
189650	65
189700	52
189750	64
189800	52
189850	49
189900	50
189950	48
190000	60
