generation	pedigree_id	age
179800	4203
179850	4233
179900	4282
179950	4213
180000	4315
180005	1423
180010	434
180015	158
180020	52
180025	57
180030	47
180035	50
180040	66
180045	52
180050	45
180100	54
180150	48
180200	63
180250	63
180300	57
180350	55
180400	69
180450	58
180500	51
180550	68
180600	53
180650	53
180700	56
180750	67
180800	65
180850	49
180900	53
180950	60
181000	47
181050	54
181100	56
181150	49
181200	57
181250	57
181300	62
181350	53
181400	67
181450	49
181500	55
181550	50
181600	45
181650	60
181700	52
181750	62
181800	59
181850	54
181900	55
181950	49
182000	58
182050	60
182100	65
182150	59
182200	62
182250	51
182300	49
182350	54
182400	47
182450	71
182500	49
182550	62
182600	62
182650	40
182700	64
182750	56
182800	45
182850	53
182900	54
182950	58
183000	55
183050	63
183100	56
183150	62
183200	59
183250	50
183300	56
183350	44
183400	53
183450	60
183500	65
183550	51
183600	68
183650	64
183700	45
183750	66
183800	50
183850	65
183900	60
183950	47
184000	60
184050	35
184100	58
184150	49
184200	45
184250	57
184300	56
184350	69
184400	52
184450	41
184500	52
184550	50
184600	49
184650	48
184700	56
184750	50
184800	70
184850	49
184900	48
184950	58
185000	39
185050	64
185100	61
185150	72
185200	51
185250	52
185300	47
185350	63
185400	68
185450	57
185500	65
185550	59
185600	58
185650	60
185700	52
185750	58
185800	48
185850	46
185900	70
185950	47
186000	57
186050	55
186100	57
186150	51
186200	47
186250	51
186300	59
186350	51
186400	60
186450	55
186500	55
186550	64
186600	51
186650	64
186700	50
186750	54
186800	59
186850	61
186900	56
186950	52
187000	57
187050	55
187100	54
187150	60
187200	61
187250	63
187300	55
187350	57
187400	73
187450	58
187500	45
187550	56
187600	42
187650	47
187700	71
187750	41
187800	62
187850	58
187900	48
187950	62
188000	44
188050	59
188100	51
188150	66
188200	60
188250	63
188300	47
188350	53
188400	66
188450	60
188500	49
188550	59
188600	57
188650	53
188700	61
188750	40
188800	56
188850	43
188900	48
188950	37
189000	68
189050	55
189100	58
189150	60
189200	62
189250	57
189300	64
189350	53
189400	56
189450	54
189500	49
189550	39
189600	69
189650	56
189700	49
189750	60
189800	55
189850	48
189900	68
189950	68
190000	47
