generation	pedigree_id	age
179800	4264
179850	4278
179900	4271
179950	4312
180000	4199
180005	1402
180010	447
180015	141
180020	40
180025	53
180030	54
180035	54
180040	53
180045	57
180050	50
180100	57
180150	69
180200	60
180250	63
180300	57
180350	56
180400	68
180450	61
180500	43
180550	52
180600	56
180650	51
180700	58
180750	50
180800	60
180850	57
180900	65
180950	53
181000	52
181050	58
181100	65
181150	59
181200	69
181250	58
181300	61
181350	63
181400	60
181450	62
181500	60
181550	44
181600	54
181650	43
181700	54
181750	55
181800	48
181850	59
181900	61
181950	52
182000	55
182050	57
182100	49
182150	71
182200	63
182250	57
182300	47
182350	46
182400	71
182450	47
182500	53
182550	66
182600	70
182650	52
182700	60
182750	50
182800	65
182850	57
182900	69
182950	66
183000	57
183050	57
183100	70
183150	57
183200	51
183250	57
183300	44
183350	64
183400	60
183450	63
183500	61
183550	54
183600	62
183650	47
183700	67
183750	53
183800	60
183850	56
183900	65
183950	68
184000	56
184050	64
184100	55
184150	48
184200	53
184250	45
184300	48
184350	49
184400	55
184450	64
184500	47
184550	52
184600	63
184650	65
184700	63
184750	51
184800	52
184850	56
184900	54
184950	46
185000	43
185050	47
185100	61
185150	48
185200	61
185250	65
185300	47
185350	65
185400	57
185450	59
185500	52
185550	53
185600	58
185650	59
185700	47
185750	65
185800	63
185850	51
185900	54
185950	74
186000	49
186050	61
186100	64
186150	55
186200	53
186250	53
186300	44
186350	61
186400	58
186450	52
186500	72
186550	55
186600	61
186650	46
186700	59
186750	59
186800	55
186850	52
186900	49
186950	56
187000	50
187050	56
187100	58
187150	60
187200	60
187250	68
187300	65
187350	64
187400	57
187450	63
187500	55
187550	57
187600	59
187650	65
187700	51
187750	44
187800	58
187850	67
187900	60
187950	53
188000	64
188050	59
188100	63
188150	51
188200	66
188250	61
188300	48
188350	56
188400	52
188450	61
188500	50
188550	69
188600	54
188650	57
188700	44
188750	58
188800	70
188850	54
188900	49
188950	60
189000	50
189050	61
189100	43
189150	48
189200	47
189250	55
189300	57
189350	57
189400	54
189450	50
189500	46
189550	56
189600	57
189650	37
189700	57
189750	53
189800	60
189850	61
189900	69
189950	64
190000	65
