generation	pedigree_id	age
179800	4240
179850	4259
179900	4215
179950	4290
180000	4142
180005	1422
180010	472
180015	152
180020	60
180025	59
180030	44
180035	75
180040	60
180045	63
180050	57
180100	54
180150	61
180200	59
180250	52
180300	58
180350	55
180400	47
180450	59
180500	68
180550	60
180600	47
180650	61
180700	48
180750	53
180800	59
180850	50
180900	51
180950	59
181000	49
181050	71
181100	53
181150	62
181200	64
181250	56
181300	53
181350	45
181400	60
181450	59
181500	54
181550	59
181600	44
181650	55
181700	53
181750	54
181800	62
181850	44
181900	50
181950	46
182000	60
182050	43
182100	41
182150	64
182200	54
182250	59
182300	67
182350	58
182400	59
182450	61
182500	50
182550	40
182600	53
182650	48
182700	49
182750	58
182800	53
182850	58
182900	47
182950	57
183000	55
183050	55
183100	54
183150	49
183200	61
183250	69
183300	50
183350	47
183400	47
183450	66
183500	57
183550	61
183600	69
183650	57
183700	56
183750	43
183800	57
183850	66
183900	63
183950	52
184000	71
184050	57
184100	69
184150	60
184200	60
184250	54
184300	54
184350	46
184400	46
184450	57
184500	47
184550	49
184600	71
184650	50
184700	57
184750	68
184800	53
184850	55
184900	54
184950	56
185000	52
185050	50
185100	65
185150	51
185200	60
185250	63
185300	50
185350	76
185400	66
185450	52
185500	65
185550	50
185600	70
185650	49
185700	58
185750	57
185800	57
185850	59
185900	58
185950	62
186000	59
186050	51
186100	57
186150	45
186200	65
186250	57
186300	62
186350	59
186400	47
186450	51
186500	45
186550	58
186600	60
186650	61
186700	48
186750	57
186800	59
186850	51
186900	57
186950	52
187000	57
187050	52
187100	45
187150	57
187200	62
187250	66
187300	50
187350	54
187400	64
187450	72
187500	52
187550	55
187600	55
187650	58
187700	64
187750	67
187800	49
187850	43
187900	73
187950	53
188000	59
188050	50
188100	58
188150	49
188200	51
188250	44
188300	60
188350	51
188400	60
188450	65
188500	54
188550	47
188600	57
188650	52
188700	46
188750	58
188800	64
188850	55
188900	59
188950	63
189000	65
189050	55
189100	65
189150	50
189200	52
189250	49
189300	52
189350	43
189400	57
189450	53
189500	65
189550	59
189600	55
189650	46
189700	61
189750	70
189800	49
189850	52
189900	58
189950	50
190000	61
