generation	pedigree_id	age
179800	7576	3.98799	45
179850	7507	3.93473	38
179900	7497	3.97786	43
179950	7512	3.93996	40
180000	5973	4.92332	42
180005	1961	9.923	40
180010	644	14.6693	36
180015	209	19.9569	36
180020	102	17.2157	40
180025	98	7.86735	45
180030	106	5.76415	41
180035	109	4.04587	36
180040	99	4.57576	21
180045	102	3.94118	19
180050	107	4.2243	23
180100	95	3.71579	25
180150	90	3.25556	15
180200	93	4.19355	17
180250	102	4.08824	24
180300	107	4.19626	24
180350	103	2.96117	21
180400	92	4.63043	20
180450	102	4	23
180500	92	3.75	18
180550	110	3.99091	34
180600	99	3.93939	20
180650	96	3.58333	16
180700	96	3.67708	19
180750	97	3.83505	29
180800	101	4.19802	24
180850	97	4.29897	26
180900	87	4.22989	18
180950	107	3.70093	27
181000	107	3.27103	27
181050	112	4.01786	22
181100	116	3.43103	21
181150	106	3.95283	31
181200	116	3.96552	17
181250	112	3.875	21
181300	99	4.83838	21
181350	92	3.82609	25
181400	105	3.75238	27
181450	94	3.41489	14
181500	101	3.34653	21
181550	90	3.75556	18
181600	103	4.09709	22
181650	100	4.15	32
181700	103	3.66019	22
181750	104	4.69231	25
181800	108	3.47222	15
181850	100	3.32	18
181900	94	3.97872	22
181950	86	4.46512	24
182000	86	3.67442	22
182050	97	3.87629	19
182100	90	3.88889	22
182150	97	4.37113	33
182200	96	4.15625	19
182250	105	4.52381	31
182300	101	3.52475	25
182350	84	4.60714	34
182400	93	5.23656	29
182450	100	3.57	33
182500	86	3.72093	19
182550	110	3.9	24
182600	92	4.1087	24
182650	101	4.37624	36
182700	104	3.90385	17
182750	95	4.05263	28
182800	99	4.16162	29
182850	98	3.66327	18
182900	102	3.9902	21
182950	100	3.56	25
183000	82	4.41463	26
183050	92	3.23913	13
183100	93	4.03226	26
183150	100	3.98	24
183200	112	4.25893	25
183250	97	3.96907	25
183300	102	4.19608	21
183350	96	4.05208	32
183400	102	4.53922	27
183450	92	4.8587	20
183500	103	3.42718	19
183550	104	4.16346	18
183600	98	4.0102	19
183650	98	3.92857	21
183700	104	4.03846	32
183750	107	3.99065	17
183800	103	3.68932	16
183850	99	3.34343	23
183900	98	4.69388	28
183950	105	4.35238	21
184000	101	3.86139	24
184050	81	3.66667	16
184100	97	4.06186	16
184150	103	3.85437	29
184200	113	3.9823	33
184250	94	3.52128	20
184300	86	3.93023	18
184350	103	4.08738	38
184400	97	4.73196	22
184450	99	4.13131	19
184500	96	4.52083	38
184550	109	4.15596	21
184600	87	4.7931	30
184650	89	3.76404	26
184700	94	3.38298	24
184750	103	4	24
184800	97	3.56701	27
184850	88	3.11364	17
184900	94	3.53191	29
184950	99	4.35354	23
185000	97	4.17526	21
185050	95	4.28421	18
185100	107	4.83178	21
185150	102	3.83333	18
185200	103	4.26214	25
185250	100	3.68	21
185300	109	2.80734	18
185350	100	4.12	30
185400	109	4.47706	27
185450	101	3.69307	19
185500	104	4.06731	24
185550	100	3.34	17
185600	96	3.70833	16
185650	102	2.92157	11
185700	100	4.04	22
185750	105	4.32381	22
185800	97	4.2268	18
185850	109	4.49541	20
185900	98	3.84694	15
185950	97	4.24742	21
186000	96	3.77083	20
186050	101	3.61386	27
186100	114	3.68421	17
186150	101	3.9703	26
186200	105	3.69524	15
186250	102	3.73529	21
186300	100	3.96	21
186350	97	3.64948	18
186400	96	4.15625	29
186450	92	3.91304	26
186500	91	3.56044	16
186550	103	4.46602	21
186600	104	4.14423	35
186650	96	3.25	14
186700	103	4.23301	23
186750	94	3.44681	17
186800	96	4.15625	24
186850	99	3.67677	19
186900	103	4.28155	26
186950	107	4.02804	20
187000	99	4.48485	21
187050	107	4.18692	21
187100	104	3.99038	21
187150	94	4.57447	23
187200	107	4.41121	23
187250	88	3.46591	34
187300	95	3.25263	16
187350	102	3.65686	22
187400	97	3.58763	19
187450	111	3.81081	26
187500	102	3.98039	26
187550	100	3.97	17
187600	102	3.62745	29
187650	99	3.90909	23
187700	91	4.2967	23
187750	103	3.4466	22
187800	103	4.34951	33
187850	99	3.22222	20
187900	95	3.85263	15
187950	106	4.36792	23
188000	97	4.23711	30
188050	83	3.55422	18
188100	95	4.4	25
188150	100	3.9	30
188200	93	3.35484	19
188250	95	4.02105	22
188300	96	4.65625	25
188350	104	3.63462	20
188400	103	3.86408	23
188450	104	3.85577	16
188500	89	4.53933	23
188550	89	3.44944	21
188600	101	4.0297	21
188650	88	4.23864	25
188700	100	3.95	29
188750	103	4.32039	29
188800	90	4.72222	31
188850	103	4.6699	31
188900	107	4.96262	34
188950	101	4.36634	20
189000	107	4.95327	24
189050	102	4.03922	30
189100	103	3.63107	15
189150	95	4.90526	25
189200	96	3.94792	25
189250	100	4.6	21
189300	106	4.10377	21
189350	96	4.44792	30
189400	113	3.84071	18
189450	94	4.21277	21
189500	92	3.42391	25
189550	99	4.59596	19
189600	95	3.55789	18
189650	105	3.08571	16
189700	95	4.29474	21
189750	101	3.60396	20
189800	104	4.47115	28
189850	105	4.01905	23
189900	95	4.02105	32
189950	106	3.32075	18
190000	101	4.89109	24
