generation	pedigree_id	age
179800	7489	4.0195	37
179850	7385	4.02532	50
179900	7464	3.93917	37
179950	7543	3.95943	43
180000	5972	4.964	40
180005	1891	9.92861	45
180010	666	14.8243	50
180015	211	20.0047	55
180020	103	16.3592	48
180025	96	7.9375	40
180030	96	5.72917	42
180035	109	4.46789	47
180040	90	3.78889	41
180045	96	3.21875	22
180050	101	4.44554	27
180100	99	3.27273	20
180150	108	3.75926	17
180200	90	3.65556	19
180250	102	4.05882	16
180300	109	4.17431	20
180350	91	3.86813	31
180400	97	4.37113	30
180450	105	4.44762	22
180500	94	5.04255	26
180550	110	4.43636	22
180600	100	4.31	20
180650	110	3.72727	18
180700	110	4.15455	28
180750	93	4.69892	25
180800	91	3.92308	17
180850	108	4.26852	21
180900	104	3.76923	16
180950	103	3.65049	16
181000	102	3.83333	26
181050	94	3.71277	18
181100	109	4.07339	26
181150	95	3.85263	18
181200	85	3.58824	13
181250	98	4.4898	19
181300	95	4.06316	19
181350	103	3.45631	14
181400	96	3.61458	18
181450	99	3.70707	14
181500	97	3.94845	18
181550	100	4.56	20
181600	102	3.9902	20
181650	104	3.80769	19
181700	101	4.87129	21
181750	101	4.36634	18
181800	106	3.84906	21
181850	107	3.95327	34
181900	105	5.04762	25
181950	102	4.13725	24
182000	107	3.97196	29
182050	93	4.64516	25
182100	104	3.60577	17
182150	101	4.37624	24
182200	98	4.31633	27
182250	95	3.87368	23
182300	104	3.77885	28
182350	96	4.6875	31
182400	97	3.05155	17
182450	99	4.35354	29
182500	98	4.55102	25
182550	106	3.76415	21
182600	99	3.71717	19
182650	101	3.0198	14
182700	102	3.54902	22
182750	111	3.41441	15
182800	109	3.44954	18
182850	101	4.85149	20
182900	94	4.5	24
182950	98	4.15306	32
183000	101	4.67327	22
183050	109	3.66972	34
183100	101	3.52475	20
183150	101	3.86139	23
183200	98	3.83673	20
183250	86	4.09302	19
183300	97	4.51546	23
183350	87	3.98851	43
183400	98	4.47959	27
183450	109	3.82569	25
183500	89	4.33708	22
183550	99	4.14141	20
183600	94	3.34043	28
183650	105	3.81905	21
183700	102	3.27451	17
183750	89	4.34831	18
183800	88	3.85227	19
183850	92	4.36957	25
183900	107	3.36449	30
183950	99	3.87879	22
184000	105	4.44762	26
184050	89	3.33708	20
184100	101	3.92079	24
184150	98	4.76531	23
184200	100	3.61	16
184250	96	4.03125	21
184300	91	4.63736	24
184350	104	3.72115	17
184400	106	4.64151	24
184450	113	3.38938	18
184500	102	3.90196	16
184550	86	4.63953	26
184600	89	4.75281	22
184650	97	4.30928	19
184700	104	3.875	35
184750	102	4.42157	20
184800	93	4.7957	32
184850	107	4.1028	24
184900	106	3.5	28
184950	97	4.34021	26
185000	98	4.10204	20
185050	97	4.56701	32
185100	103	4.03883	21
185150	105	3.90476	18
185200	106	4.16981	24
185250	94	4.25532	19
185300	102	3.65686	18
185350	96	4.55208	16
185400	90	4.77778	34
185450	100	4.56	27
185500	94	3.59574	21
185550	99	3.45455	20
185600	84	3.7381	19
185650	100	4.18	22
185700	90	4.56667	30
185750	102	4.01961	43
185800	111	4.33333	25
185850	90	3.67778	28
185900	103	3.66019	19
185950	102	4.52941	25
186000	102	4.30392	24
186050	101	4.58416	23
186100	111	3.67568	17
186150	101	3.82178	22
186200	101	4.81188	35
186250	92	4.59783	25
186300	98	3.37755	21
186350	100	4.13	19
186400	108	3.27778	19
186450	108	4.00926	19
186500	99	4.13131	29
186550	99	3.75758	23
186600	96	4.09375	22
186650	100	3.19	26
186700	92	3.54348	21
186750	100	4	21
186800	95	3.93684	32
186850	94	4.15957	16
186900	104	4.33654	19
186950	93	4.52688	31
187000	109	4.01835	22
187050	102	4.64706	30
187100	95	3.70526	27
187150	112	3.9375	21
187200	97	5.35052	27
187250	105	4.51429	22
187300	101	3.84158	18
187350	105	3.99048	41
187400	95	4.56842	22
187450	109	3.40367	31
187500	92	4.78261	33
187550	96	3.60417	21
187600	102	3.83333	19
187650	105	4.27619	20
187700	106	3.83019	17
187750	96	4.35417	27
187800	99	3.42424	15
187850	96	3.3125	18
187900	105	4.12381	29
187950	99	4.0101	23
188000	89	3.14607	12
188050	111	3.24324	17
188100	106	3.72642	18
188150	103	4.13592	26
188200	113	3.74336	20
188250	97	4.06186	26
188300	96	4.17708	20
188350	106	4.46226	32
188400	103	3.75728	22
188450	101	4.48515	24
188500	94	4.06383	17
188550	105	4.61905	32
188600	92	4.15217	22
188650	103	4.26214	27
188700	103	3.59223	20
188750	96	3.36458	20
188800	118	2.95763	16
188850	94	3.71277	19
188900	99	4.10101	19
188950	97	4.76289	35
189000	101	3.35644	18
189050	101	4.0495	24
189100	101	4.69307	20
189150	97	3.82474	22
189200	98	3.9898	36
189250	105	4.27619	23
189300	96	3.05208	13
189350	99	3.30303	24
189400	94	3.94681	24
189450	99	4.10101	26
189500	111	3.82883	28
189550	103	3.63107	27
189600	99	4.65657	18
189650	100	3.26	16
189700	97	3.63918	18
189750	106	4.46226	30
189800	99	4.55556	27
189850	106	3.70755	23
189900	95	4.37895	18
189950	106	4.60377	35
190000	104	4.61538	35
