generation	pedigree_id	age
179800	7471	4.03226	45
179850	7436	3.95186	32
179900	7424	4.02734	43
179950	7444	4.0759	33
180000	5992	5.00267	50
180005	1945	10.1213	39
180010	663	15.0724	44
180015	215	19.9395	35
180020	101	17.7327	38
180025	93	10.6989	36
180030	101	5.70297	40
180035	99	4.59596	43
180040	108	3.94444	46
180045	103	3.72816	19
180050	103	4.24272	24
180100	105	4.2	24
180150	96	4.3125	27
180200	107	3.03738	19
180250	100	3.77	20
180300	119	4.30252	31
180350	113	3.76106	25
180400	96	4.94792	32
180450	92	3.65217	14
180500	107	4.31776	20
180550	96	4.41667	34
180600	104	3.83654	17
180650	98	4.07143	26
180700	107	4.48598	32
180750	103	3.94175	27
180800	95	4.57895	26
180850	89	3.69663	20
180900	88	4.40909	32
180950	104	4.51923	30
181000	107	4.48598	29
181050	96	4.86458	22
181100	100	4.02	22
181150	95	4.58947	24
181200	103	3.63107	20
181250	95	4.54737	26
181300	91	4.05495	24
181350	109	3.58716	20
181400	100	4.08	21
181450	94	3.06383	18
181500	94	4	23
181550	108	4.16667	30
181600	115	4.09565	25
181650	103	4.15534	17
181700	97	4.38144	17
181750	98	3.87755	20
181800	108	3.0463	23
181850	91	3.81319	20
181900	98	4.45918	17
181950	90	3.86667	17
182000	104	4.06731	31
182050	99	4.09091	19
182100	108	4.7963	24
182150	92	3.80435	20
182200	104	4.75	39
182250	96	3.66667	18
182300	89	4.26966	15
182350	95	4.64211	17
182400	107	3.25234	19
182450	107	4.71963	27
182500	98	3.55102	22
182550	102	3.80392	18
182600	106	4.16038	19
182650	100	3.8	17
182700	100	3.73	23
182750	101	3.84158	20
182800	99	4.79798	44
182850	100	3.7	19
182900	90	3.5	16
182950	103	4.47573	35
183000	100	3.72	19
183050	103	4.70874	24
183100	118	3.65254	25
183150	94	3.98936	18
183200	97	4.72165	22
183250	97	4	20
183300	94	4.1383	31
183350	107	3.40187	16
183400	91	3.20879	13
183450	101	4.53465	26
183500	93	4.58065	24
183550	92	3.77174	21
183600	107	3.69159	21
183650	99	3.36364	17
183700	106	4.4717	39
183750	98	3.7449	17
183800	112	3.5	18
183850	103	3.6699	20
183900	111	4.41441	21
183950	93	3.49462	29
184000	88	4	22
184050	106	4.33019	47
184100	105	3.57143	33
184150	93	3.7957	16
184200	96	3.59375	28
184250	93	3.70968	20
184300	102	3.82353	16
184350	96	3.66667	28
184400	101	3.62376	16
184450	104	4.41346	28
184500	101	4.18812	31
184550	90	3.68889	13
184600	97	3.65979	19
184650	97	3.50515	18
184700	97	4.01031	19
184750	99	4.68687	23
184800	100	3.65	22
184850	105	3.70476	14
184900	95	4.13684	19
184950	105	4.04762	32
185000	83	4.07229	28
185050	99	3.94949	22
185100	90	4.3	14
185150	99	3.50505	20
185200	95	4.65263	32
185250	93	3.78495	17
185300	107	3.71028	17
185350	102	3.83333	23
185400	109	3.66972	28
185450	91	4	37
185500	92	4.20652	17
185550	106	3.18868	16
185600	102	4.66667	22
185650	86	4.68605	20
185700	102	4.01961	19
185750	92	4.02174	20
185800	93	3.68817	24
185850	105	4.35238	23
185900	102	3.89216	19
185950	111	3.87387	23
186000	97	4.47423	24
186050	105	3.90476	22
186100	86	3.17442	25
186150	111	4.21622	27
186200	101	4.29703	24
186250	95	4.09474	24
186300	107	4.33645	21
186350	116	4.25	30
186400	96	3.28125	25
186450	94	3.73404	20
186500	112	3.58036	21
186550	104	4.29808	31
186600	105	3.45714	18
186650	111	4.30631	20
186700	89	3.85393	25
186750	100	4.44	21
186800	98	4.45918	25
186850	91	3.62637	17
186900	113	4.73451	23
186950	99	4.0303	23
187000	101	4.0396	24
187050	89	3.40449	29
187100	91	3.30769	14
187150	94	4.75532	30
187200	102	4.05882	22
187250	88	3.72727	30
187300	103	4.19417	30
187350	104	3.91346	19
187400	100	3.52	20
187450	91	4.25275	29
187500	104	4.09615	25
187550	102	3.12745	17
187600	96	4.63542	28
187650	107	4.28037	23
187700	86	3.72093	22
187750	104	4.375	22
187800	91	3.94505	24
187850	113	3.74336	18
187900	96	3.67708	17
187950	96	3.52083	27
188000	105	4.21905	24
188050	93	3.54839	21
188100	101	4.46535	31
188150	110	4.03636	19
188200	103	3.60194	20
188250	89	3.70787	17
188300	96	4.03125	17
188350	94	4.42553	19
188400	109	3.6789	17
188450	86	3.82558	17
188500	105	5.0381	30
188550	93	3.55914	19
188600	93	4.75269	23
188650	95	3.50526	31
188700	98	4.23469	31
188750	97	3.36082	24
188800	106	4.74528	30
188850	105	4.7619	32
188900	103	4.20388	19
188950	96	4.76042	18
189000	101	3.69307	25
189050	92	3.98913	19
189100	102	3.89216	24
189150	94	4.28723	17
189200	99	3.61616	21
189250	104	4.04808	26
189300	99	4.22222	19
189350	106	3.83962	15
189400	113	4.00885	19
189450	108	4.02778	18
189500	95	3.72632	20
189550	103	3.7767	17
189600	90	4.33333	23
189650	98	3.90816	18
189700	101	4	28
189750	102	3.80392	31
189800	96	3.9375	23
189850	106	3.45283	20
189900	103	4.18447	23
189950	95	3.93684	19
190000	90	3.67778	16
