generation	pedigree_id	age
179800	7468	3.99371	40
179850	7461	3.98539	46
179900	7492	3.95168	39
179950	7492	3.9705	47
180000	5956	4.91387	40
180005	1876	9.89446	37
180010	592	15.1166	37
180015	192	19.8333	41
180020	106	15.7642	34
180025	90	8.01111	39
180030	91	5.59341	40
180035	94	4.58511	42
180040	101	4.78218	41
180045	94	3.91489	20
180050	104	3.92308	18
180100	108	3.81481	20
180150	101	4.42574	25
180200	102	3.51961	15
180250	93	4.41935	23
180300	108	4.90741	35
180350	105	3.95238	22
180400	102	3.71569	20
180450	97	4.12371	29
180500	106	3.69811	23
180550	86	3.96512	19
180600	101	4.09901	23
180650	93	4.84946	28
180700	103	4.45631	22
180750	91	4.20879	21
180800	100	4.22	19
180850	98	3.86735	32
180900	104	3.76923	21
180950	92	3.56522	15
181000	108	3.0463	20
181050	90	4.07778	14
181100	97	3.30928	14
181150	98	4.03061	23
181200	97	3.80412	20
181250	109	3.88073	26
181300	99	3.9798	21
181350	98	3.42857	16
181400	105	4.26667	21
181450	103	3.76699	19
181500	86	4.30233	16
181550	107	3.57944	19
181600	101	4.57426	24
181650	97	4.2268	17
181700	99	3.46465	15
181750	94	3.95745	20
181800	95	4.04211	21
181850	100	3.82	12
181900	105	3.97143	20
181950	105	4.19048	33
182000	103	3.29126	17
182050	86	3.56977	15
182100	97	3.8866	24
182150	83	4.37349	27
182200	95	3.72632	29
182250	99	4.46465	27
182300	102	3.60784	18
182350	99	4.38384	19
182400	104	4.18269	23
182450	91	3.82418	18
182500	97	3.84536	18
182550	97	3.93814	22
182600	97	4.15464	39
182650	93	3.91398	22
182700	96	3.67708	18
182750	97	3.68041	24
182800	102	4.39216	27
182850	94	4.42553	24
182900	103	3.66019	13
182950	98	3.70408	18
183000	95	3.76842	19
183050	92	4.76087	22
183100	98	4.39796	22
183150	98	3.31633	15
183200	108	4.09259	17
183250	97	4.08247	23
183300	104	4.73077	30
183350	109	4.29358	20
183400	107	3.85047	39
183450	101	4.13861	19
183500	95	3.42105	13
183550	100	3.58	19
183600	101	3.24752	21
183650	102	3.7549	17
183700	103	3.08738	18
183750	88	4.42045	24
183800	102	3.7451	22
183850	112	3.86607	27
183900	91	3.41758	16
183950	100	4.23	16
184000	107	4.20561	19
184050	104	3.625	15
184100	105	4.12381	30
184150	99	3.52525	23
184200	112	4.38393	29
184250	105	4.5619	22
184300	99	3.71717	25
184350	96	4	15
184400	105	4.29524	18
184450	100	4.36	25
184500	96	3.41667	20
184550	86	3.74419	19
184600	100	3.46	17
184650	104	4.05769	25
184700	100	3.87	24
184750	96	4.22917	18
184800	110	3.56364	25
184850	98	4.11224	35
184900	94	3.88298	18
184950	98	3.87755	22
185000	106	3.65094	22
185050	95	3.37895	14
185100	107	4.36449	21
185150	104	3.35577	22
185200	95	3.54737	22
185250	94	3.19149	14
185300	103	3.94175	18
185350	105	3.35238	15
185400	98	4.21429	20
185450	111	3.8018	24
185500	104	4.44231	17
185550	87	4.34483	23
185600	113	3.30973	21
185650	88	4.11364	16
185700	99	3.38384	19
185750	102	4.90196	24
185800	91	4.28571	21
185850	98	4.26531	22
185900	90	3.75556	14
185950	94	3.85106	16
186000	108	3.89815	26
186050	91	3.85714	35
186100	109	4.52294	22
186150	94	4.09574	22
186200	90	4.16667	24
186250	115	3.24348	18
186300	92	3.29348	17
186350	106	4.68868	36
186400	82	4.41463	18
186450	110	4.35455	26
186500	98	4.20408	28
186550	95	3.65263	22
186600	110	3.86364	17
186650	98	4.0102	14
186700	107	3.25234	19
186750	106	4.04717	17
186800	100	3.71	19
186850	109	4.43119	21
186900	101	4.0495	26
186950	93	4.30108	18
187000	95	5.08421	24
187050	104	4.58654	26
187100	98	3.60204	16
187150	101	4.46535	21
187200	85	3.29412	16
187250	89	3.39326	14
187300	99	4.35354	22
187350	98	3.42857	17
187400	99	3.73737	23
187450	96	3.03125	15
187500	101	4.32673	30
187550	98	3.93878	26
187600	108	4.27778	28
187650	101	4.43564	20
187700	93	3.93548	17
187750	105	3.82857	21
187800	99	3.74747	21
187850	93	3.63441	21
187900	88	4.20455	23
187950	97	3.96907	25
188000	96	4.04167	16
188050	100	3.73	21
188100	95	4.56842	29
188150	104	3.75	26
188200	104	4.47115	40
188250	107	3.75701	17
188300	94	4.53191	31
188350	106	4.29245	21
188400	99	4.42424	23
188450	101	3.44554	20
188500	101	4.11881	18
188550	95	4.12632	30
188600	94	5.39362	29
188650	93	3.3871	24
188700	111	3.73874	22
188750	87	4.02299	26
188800	113	3.25664	15
188850	101	3.85149	18
188900	97	3.30928	25
188950	99	4.46465	18
189000	96	3.85417	27
189050	106	5.06604	29
189100	88	4.82955	20
189150	94	4.54255	23
189200	109	4.79817	33
189250	98	4.0102	17
189300	89	3.11236	28
189350	99	4.75758	25
189400	103	4.79612	30
189450	90	4.04444	16
189500	103	4.2233	21
189550	106	4.5283	34
189600	100	3.98	16
189650	100	4.7	27
189700	97	4.14433	28
189750	96	4.34375	24
189800	104	3.11538	14
189850	90	3.74444	15
189900	100	3.39	26
189950	96	4.13542	20
190000	85	3.96471	25
