generation	pedigree_id	age
179800	4226
179850	4264
179900	4179
179950	4268
180000	4200
180005	1424
180010	439
180015	136
180020	64
180025	53
180030	53
180035	56
180040	58
180045	50
180050	56
180100	52
180150	64
180200	61
180250	59
180300	67
180350	58
180400	46
180450	58
180500	51
180550	63
180600	53
180650	63
180700	52
180750	58
180800	48
180850	56
180900	58
180950	54
181000	64
181050	69
181100	64
181150	60
181200	65
181250	51
181300	47
181350	56
181400	63
181450	50
181500	51
181550	59
181600	48
181650	45
181700	75
181750	54
181800	56
181850	59
181900	62
181950	61
182000	49
182050	82
182100	41
182150	57
182200	67
182250	59
182300	64
182350	60
182400	43
182450	56
182500	56
182550	66
182600	63
182650	61
182700	54
182750	55
182800	58
182850	68
182900	56
182950	57
183000	58
183050	64
183100	43
183150	47
183200	56
183250	48
183300	68
183350	74
183400	69
183450	54
183500	69
183550	57
183600	62
183650	66
183700	73
183750	51
183800	50
183850	61
183900	66
183950	56
184000	65
184050	62
184100	60
184150	42
184200	64
184250	58
184300	61
184350	60
184400	54
184450	53
184500	44
184550	49
184600	46
184650	59
184700	60
184750	62
184800	52
184850	54
184900	50
184950	71
185000	51
185050	52
185100	56
185150	59
185200	60
185250	51
185300	52
185350	56
185400	60
185450	46
185500	55
185550	51
185600	59
185650	51
185700	53
185750	55
185800	72
185850	63
185900	49
185950	58
186000	51
186050	48
186100	57
186150	54
186200	47
186250	53
186300	55
186350	48
186400	46
186450	44
186500	65
186550	65
186600	68
186650	56
186700	55
186750	76
186800	59
186850	60
186900	50
186950	53
187000	58
187050	59
187100	52
187150	54
187200	59
187250	57
187300	59
187350	50
187400	49
187450	54
187500	49
187550	52
187600	47
187650	67
187700	53
187750	61
187800	58
187850	51
187900	61
187950	65
188000	70
188050	40
188100	67
188150	54
188200	64
188250	69
188300	63
188350	55
188400	53
188450	58
188500	40
188550	60
188600	73
188650	55
188700	46
188750	50
188800	52
188850	44
188900	66
188950	58
189000	58
189050	53
189100	66
189150	58
189200	46
189250	64
189300	53
189350	50
189400	47
189450	54
189500	64
189550	66
189600	65
189650	39
189700	50
189750	44
189800	63
189850	54
189900	60
189950	51
190000	58
