generation	pedigree_id	age
179800	7579	4.00409	37
179850	7509	4.05607	38
179900	7537	3.98063	30
179950	7403	4.11995	38
180000	6037	5.04737	34
180005	1980	10.0747	37
180010	687	14.9753	40
180015	216	19.588	45
180020	101	17	40
180025	97	10.4021	34
180030	91	7.92308	39
180035	106	5.43396	43
180040	110	4.92727	48
180045	98	3.9898	49
180050	111	3.91892	20
180100	97	3.26804	24
180150	92	4.21739	18
180200	95	4.81053	24
180250	110	4.2	19
180300	108	3.25926	20
180350	81	4.55556	27
180400	110	3.82727	24
180450	96	4.96875	33
180500	102	3.35294	18
180550	93	3.4086	16
180600	108	3.64815	23
180650	93	4.11828	21
180700	102	3.51961	28
180750	96	3.84375	16
180800	101	3.90099	20
180850	95	3.76842	20
180900	99	4.0303	26
180950	90	4.68889	21
181000	106	3.64151	27
181050	106	4.09434	26
181100	100	4.03	29
181150	100	4.34	19
181200	93	4.6129	20
181250	109	4.26606	15
181300	103	4.49515	24
181350	104	4.38462	22
181400	103	3.50485	17
181450	96	4.16667	25
181500	96	3.90625	23
181550	106	3.63208	24
181600	94	3.34043	18
181650	105	3.40952	18
181700	99	4.26263	26
181750	103	4.41748	27
181800	103	4.26214	24
181850	99	3.24242	15
181900	104	3.91346	21
181950	94	5.05319	21
182000	87	4.43678	21
182050	96	4.69792	23
182100	90	4.64444	39
182150	101	4.27723	26
182200	103	4.02913	19
182250	96	4.39583	23
182300	101	4.29703	21
182350	94	4.09574	21
182400	97	3.73196	22
182450	97	3.58763	18
182500	103	3.47573	20
182550	113	4.31858	29
182600	91	2.84615	13
182650	100	3.94	25
182700	98	4.12245	31
182750	109	3.29358	18
182800	92	3.59783	17
182850	95	4.45263	26
182900	95	3.28421	17
182950	97	4.06186	16
183000	101	3.30693	28
183050	104	3.53846	20
183100	98	4.13265	26
183150	96	4.16667	25
183200	97	3.24742	17
183250	99	4.10101	23
183300	103	3.80583	20
183350	101	4.67327	24
183400	99	4.10101	20
183450	97	4.31959	16
183500	87	3.75862	35
183550	101	3.77228	15
183600	91	3.94505	13
183650	106	4.21698	23
183700	107	4.36449	33
183750	98	3.60204	18
183800	97	3.96907	34
183850	109	4	17
183900	95	3.96842	19
183950	112	3.85714	21
184000	101	3.71287	21
184050	89	4.67416	20
184100	97	3.50515	21
184150	96	3.63542	19
184200	99	3.88889	27
184250	104	3.76923	34
184300	97	3.57732	22
184350	93	4.30108	17
184400	95	4.75789	30
184450	96	3.59375	14
184500	105	4.5619	21
184550	102	4.55882	25
184600	103	3.86408	30
184650	103	4.6699	22
184700	92	4.32609	20
184750	90	3.13333	17
184800	89	5.01124	25
184850	92	4.27174	22
184900	90	3.57778	24
184950	100	3.78	30
185000	100	4.52	42
185050	105	4.42857	20
185100	91	2.9011	17
185150	104	3.58654	19
185200	104	3.83654	23
185250	101	4	20
185300	92	4.57609	19
185350	103	4.39806	20
185400	95	4.90526	30
185450	90	3.64444	20
185500	95	3.91579	20
185550	105	3.34286	14
185600	88	4.43182	22
185650	97	4.3299	21
185700	103	4.91262	38
185750	100	4.45	29
185800	92	4.8587	32
185850	106	3.82075	24
185900	80	4.275	28
185950	104	3.64423	17
186000	86	3.94186	28
186050	99	3.69697	27
186100	96	3.5625	37
186150	105	4.15238	31
186200	97	3.26804	30
186250	107	4.42056	26
186300	95	4.07368	29
186350	108	4.13889	23
186400	96	3.82292	16
186450	103	3.76699	16
186500	98	3.33673	20
186550	100	4.34	21
186600	89	3.34831	26
186650	103	5.65049	49
186700	96	3.73958	21
186750	100	4.06	21
186800	100	3.55	21
186850	100	4.3	29
186900	100	3.55	23
186950	92	4.58696	36
187000	98	4.76531	26
187050	90	3.72222	16
187100	103	4.32039	39
187150	101	3.35644	16
187200	101	3.38614	36
187250	121	3.09917	19
187300	97	3.64948	23
187350	94	3.46809	20
187400	103	4.03883	28
187450	103	3.73786	19
187500	97	3.98969	40
187550	92	4.25	33
187600	94	4.01064	19
187650	101	4.25743	21
187700	96	4	18
187750	89	3.79775	31
187800	83	4.38554	22
187850	100	3.98	20
187900	94	4.23404	23
187950	96	3.78125	20
188000	96	3.83333	27
188050	89	3.95506	21
188100	99	3.65657	20
188150	102	4.11765	22
188200	110	4.28182	31
188250	95	4.05263	46
188300	90	4.04444	22
188350	104	5.25	22
188400	102	3.58824	21
188450	97	4.59794	23
188500	100	4.91	27
188550	96	3.88542	35
188600	104	3.59615	18
188650	90	4.92222	26
188700	93	3.62366	21
188750	101	4.39604	33
188800	107	4.14019	21
188850	105	4.4	20
188900	98	4.20408	28
188950	98	3.85714	24
189000	91	3.86813	15
189050	115	3.63478	18
189100	103	4.24272	19
189150	97	4.38144	30
189200	101	4.08911	23
189250	100	3.72	18
189300	95	3.88421	29
189350	96	3.75	15
189400	104	4.15385	26
189450	88	3.92045	24
189500	102	3.80392	35
189550	96	3.96875	18
189600	101	4.16832	28
189650	96	4.17708	17
189700	97	4	14
189750	107	4.17757	21
189800	106	3.9717	21
189850	95	3.32632	22
189900	93	3.62366	17
189950	104	4.23077	27
190000	100	3.87	25
