generation	pedigree_id	age
179800	7438	4.02407	44
179850	7512	3.99255	55
179900	7509	3.99614	34
179950	7416	3.95995	49
180000	6036	4.9387	37
180005	1900	9.97737	41
180010	607	14.9918	36
180015	186	20.3495	40
180020	100	15.41	36
180025	99	6.16162	41
180030	98	4.69388	36
180035	103	4.95146	39
180040	108	3.71296	44
180045	100	4.11	25
180050	95	4.55789	21
180100	108	2.76852	14
180150	97	5.1134	34
180200	93	4.21505	20
180250	100	4.21	19
180300	93	4.93548	33
180350	103	3.97087	16
180400	105	3.87619	19
180450	104	3.26923	18
180500	99	4.79798	25
180550	108	3.89815	21
180600	101	4.41584	23
180650	103	3.20388	22
180700	110	3.72727	17
180750	97	4.58763	57
180800	94	3.82979	14
180850	96	4.02083	14
180900	89	4.33708	17
180950	101	4.32673	27
181000	100	3.76	14
181050	96	3.44792	18
181100	96	3.21875	18
181150	84	4.07143	20
181200	102	4.34314	27
181250	97	3.92784	24
181300	102	3.93137	20
181350	86	4.74419	20
181400	110	4.12727	28
181450	97	3.80412	22
181500	102	4.70588	27
181550	101	3.38614	17
181600	102	3.31373	18
181650	95	4.23158	23
181700	104	4.18269	29
181750	104	4.31731	22
181800	111	3.83784	21
181850	98	3.86735	22
181900	103	4.25243	22
181950	104	4.05769	18
182000	112	3.64286	18
182050	104	4.13462	19
182100	118	4.24576	21
182150	99	4.15152	27
182200	105	3.87619	19
182250	94	4.3617	28
182300	111	3.76577	30
182350	105	3.94286	27
182400	87	5.10345	23
182450	99	4.11111	16
182500	93	4.46237	26
182550	110	3.65455	17
182600	94	3.82979	17
182650	92	3.71739	18
182700	96	4.10417	22
182750	101	4.0198	18
182800	88	4.125	22
182850	100	3.71	28
182900	98	3.43878	17
182950	104	4.03846	24
183000	97	4.05155	24
183050	102	3.56863	18
183100	91	3.03297	16
183150	97	4.12371	22
183200	111	3.82883	19
183250	102	3.69608	14
183300	105	4.38095	24
183350	97	3.06186	11
183400	88	4.09091	21
183450	102	4.11765	36
183500	103	4.54369	33
183550	96	4.32292	21
183600	103	3.19417	17
183650	99	4.0404	22
183700	102	3.94118	30
183750	95	3.69474	20
183800	98	3.26531	18
183850	98	3.38776	21
183900	97	3.74227	23
183950	93	4.24731	27
184000	94	3.93617	24
184050	104	3.61538	18
184100	101	4.29703	17
184150	96	4.25	22
184200	112	3.33929	17
184250	83	4.25301	23
184300	101	3.59406	15
184350	102	4.27451	20
184400	98	4.39796	21
184450	90	3.35556	24
184500	91	4.48352	24
184550	99	3.93939	23
184600	111	3.77477	19
184650	90	4.23333	25
184700	109	4.6422	22
184750	98	4.09184	16
184800	95	4.95789	23
184850	98	4.43878	24
184900	103	3.93204	22
184950	99	4.10101	33
185000	109	4.53211	39
185050	106	3.42453	13
185100	103	3.98058	26
185150	94	4.59574	21
185200	105	3.8	26
185250	110	4.22727	24
185300	94	3.61702	14
185350	100	4.19	28
185400	106	3.83019	14
185450	99	4.43434	23
185500	106	3.93396	20
185550	101	3.32673	18
185600	95	4.07368	15
185650	95	4.02105	21
185700	107	3.85047	21
185750	107	4.88785	39
185800	101	3.82178	17
185850	106	3.95283	16
185900	102	3.55882	18
185950	110	4.01818	17
186000	97	4.24742	18
186050	96	4.02083	18
186100	95	3.97895	14
186150	101	4.09901	24
186200	99	3.69697	25
186250	89	3.61798	15
186300	101	4.65347	26
186350	112	3.86607	16
186400	91	5.27473	26
186450	104	4.78846	27
186500	92	3.98913	18
186550	105	4.08571	30
186600	92	3.77174	28
186650	97	3.43299	15
186700	101	3.12871	11
186750	100	4.3	34
186800	99	4.0404	21
186850	100	3.75	20
186900	94	3.44681	25
186950	105	3.80952	18
187000	102	3.48039	18
187050	108	3.7963	20
187100	102	4.32353	22
187150	88	4.14773	26
187200	98	3.33673	19
187250	101	4.59406	31
187300	83	4.15663	26
187350	93	4.10753	15
187400	106	5.0566	40
187450	97	3.7732	16
187500	99	3.88889	21
187550	106	4.49057	22
187600	108	3.77778	22
187650	105	3.79048	23
187700	94	5.11702	35
187750	100	3.77	14
187800	103	4.30097	20
187850	88	3.55682	20
187900	101	4.21782	13
187950	98	3.72449	17
188000	101	3.78218	21
188050	103	4.12621	29
188100	101	4.16832	15
188150	93	4.21505	30
188200	98	4.13265	19
188250	98	4.0102	25
188300	101	3.94059	17
188350	98	3.59184	21
188400	106	4.29245	32
188450	100	3.74	22
188500	98	3.7449	27
188550	109	3.42202	17
188600	106	3.87736	23
188650	96	3.98958	27
188700	90	4.52222	19
188750	106	3.83962	18
188800	105	2.75238	14
188850	95	3.29474	27
188900	108	3.92593	27
188950	102	4.78431	35
189000	90	3.97778	20
189050	76	3.71053	23
189100	98	4.22449	25
189150	88	4.69318	31
189200	103	3.69903	19
189250	100	3.21	19
189300	93	4.95699	44
189350	103	3.5534	20
189400	111	4.12613	20
189450	103	3.35922	22
189500	99	4.53535	30
189550	93	4.02151	16
189600	96	4.61458	24
189650	104	3.79808	21
189700	100	3.91	29
189750	103	3.79612	15
189800	95	3.83158	17
189850	108	3.72222	23
189900	109	3.53211	11
189950	86	3.77907	17
190000	99	3.83838	28
