generation	pedigree_id	age
179800	7452	3.94096	40
179850	7461	3.97279	42
179900	7520	4.00399	47
179950	7481	3.9464	33
180000	6042	4.97699	41
180005	1898	10.0058	40
180010	616	15.0179	37
180015	204	19.5	34
180020	110	14.8273	36
180025	94	9.43617	38
180030	97	6.68041	43
180035	102	4.30392	40
180040	97	3.74227	21
180045	102	3.93137	26
180050	104	3.61538	18
180100	94	5.08511	21
180150	106	4.53774	24
180200	108	4.18519	19
180250	87	3.55172	21
180300	100	3.77	26
180350	105	3.88571	26
180400	108	3.81481	32
180450	88	5.09091	34
180500	101	3.89109	17
180550	96	3.4375	33
180600	107	3.48598	16
180650	92	3.59783	17
180700	99	3.66667	16
180750	99	3.71717	20
180800	100	4.13	23
180850	100	3.69	19
180900	91	4.20879	20
180950	93	3.97849	22
181000	98	4.11224	32
181050	100	4.36	23
181100	94	4.23404	23
181150	102	3.67647	18
181200	107	3.98131	23
181250	94	4.07447	19
181300	106	3.69811	24
181350	102	4.26471	25
181400	95	3.56842	22
181450	97	4.8866	20
181500	100	3.38	15
181550	110	4.25455	26
181600	99	4.41414	24
181650	90	4.43333	17
181700	103	4.29126	18
181750	92	3.19565	12
181800	100	4.01	20
181850	96	4.05208	27
181900	101	4.50495	21
181950	106	4.14151	26
182000	105	3.22857	14
182050	86	3.88372	19
182100	94	3.78723	43
182150	92	4.6413	29
182200	90	4.82222	29
182250	108	3.56481	15
182300	96	3.54167	20
182350	100	4.99	27
182400	91	4.36264	29
182450	116	3.25862	20
182500	107	4.58879	42
182550	98	4.55102	26
182600	103	4.25243	20
182650	91	4.28571	23
182700	107	4.11215	25
182750	102	3.71569	16
182800	102	3.57843	24
182850	86	3.88372	24
182900	109	4.43119	19
182950	100	4.71	44
183000	104	3.69231	17
183050	95	3.43158	17
183100	92	3.27174	14
183150	95	3.34737	22
183200	79	4.11392	23
183250	99	4.45455	31
183300	103	4.39806	31
183350	102	4.10784	21
183400	89	3.51685	21
183450	99	4.06061	17
183500	94	4.41489	20
183550	92	4.47826	23
183600	109	4.3578	26
183650	106	4.0283	34
183700	105	3.59048	21
183750	106	3.78302	24
183800	99	3.38384	39
183850	106	4.53774	29
183900	96	4.15625	19
183950	102	4.30392	26
184000	109	4.81651	23
184050	94	4.79787	30
184100	97	3.35052	19
184150	91	4.03297	17
184200	102	2.83333	31
184250	103	3.80583	19
184300	103	4	25
184350	106	4.21698	22
184400	88	4.29545	30
184450	101	4.24752	21
184500	103	3.35922	28
184550	98	3.61224	22
184600	104	3.94231	23
184650	106	4.38679	25
184700	104	4.78846	38
184750	98	3.70408	21
184800	101	4.62376	30
184850	105	4.80952	32
184900	93	4.51613	28
184950	100	4.2	28
185000	113	4.58407	27
185050	97	4.21649	32
185100	95	3.90526	20
185150	103	4.49515	26
185200	101	4.60396	20
185250	100	4.43	26
185300	85	4.05882	17
185350	106	3.82075	14
185400	100	4.27	23
185450	103	5.1165	33
185500	101	3.52475	16
185550	95	3.87368	22
185600	106	4.07547	21
185650	97	3.48454	23
185700	95	4.49474	20
185750	106	4.22642	20
185800	97	3.34021	21
185850	110	3.88182	18
185900	104	4.25	26
185950	94	3.3617	20
186000	93	3.70968	26
186050	98	3.72449	18
186100	94	3.79787	23
186150	101	3.82178	16
186200	99	4.07071	17
186250	100	3.67	23
186300	98	4.12245	28
186350	88	5.46591	32
186400	99	4.26263	25
186450	97	4.52577	18
186500	101	3.32673	19
186550	96	4.59375	21
186600	106	4.31132	19
186650	99	3.61616	25
186700	84	3.5119	19
186750	104	3.96154	25
186800	98	4.14286	24
186850	96	4	19
186900	94	2.96809	20
186950	96	3.46875	21
187000	98	3.57143	29
187050	108	4.03704	23
187100	103	3.52427	16
187150	98	3.61224	27
187200	104	4.71154	25
187250	101	4.07921	37
187300	92	3.75	19
187350	98	4.34694	33
187400	104	4.03846	20
187450	95	3.98947	21
187500	98	4.35714	22
187550	93	4.51613	24
187600	113	3.86726	20
187650	98	3.28571	19
187700	99	3.79798	14
187750	100	3.26	18
187800	91	3.35165	21
187850	100	4	20
187900	102	4.61765	37
187950	107	3.61682	19
188000	113	3.9469	21
188050	95	4.49474	42
188100	90	3.5	27
188150	103	3.98058	15
188200	95	3.52632	23
188250	106	3.67925	15
188300	97	3.47423	19
188350	102	4.08824	29
188400	101	3.88119	19
188450	101	4.40594	42
188500	107	3.41121	18
188550	106	4.43396	27
188600	101	4.26733	21
188650	94	3.82979	21
188700	91	3.83516	19
188750	98	3.85714	15
188800	97	4.02062	25
188850	110	3.88182	23
188900	102	3.85294	13
188950	101	3.41584	31
189000	103	4.02913	18
189050	93	4.16129	23
189100	98	4.38776	32
189150	95	3.41053	19
189200	104	3.53846	18
189250	100	3.88	22
189300	107	4.35514	16
189350	93	4.21505	23
189400	102	3.72549	25
189450	97	3.23711	14
189500	105	3.62857	21
189550	95	3.83158	18
189600	99	3.86869	22
189650	98	3.7551	22
189700	100	3.48	22
189750	104	3.39423	13
189800	96	3.91667	23
189850	100	4.04	29
189900	113	3.78761	14
189950	103	4.6699	24
190000	106	4.01887	16
