generation	pedigree_id	age
179800	7335	4.04853	37
179850	7544	4.00888	41
179900	7447	4.06862	40
179950	7518	4.03512	42
180000	5991	5.02053	38
180005	2012	10.0865	39
180010	638	14.8856	40
180015	219	20.1142	45
180020	107	16.8318	50
180025	101	8.18812	37
180030	108	4.68519	39
180035	102	4.61765	38
180040	106	5.08491	43
180045	96	3.85417	18
180050	100	3.62	23
180100	105	4.82857	38
180150	95	3.50526	16
180200	105	3.99048	18
180250	103	3.45631	23
180300	101	5.0297	19
180350	92	3.68478	15
180400	103	3.86408	17
180450	106	3.67925	33
180500	99	4.09091	21
180550	87	4.2069	16
180600	98	3.9898	15
180650	98	4.9898	27
180700	98	4.45918	21
180750	105	3.75238	32
180800	101	3.80198	16
180850	102	3.55882	17
180900	96	3.625	19
180950	96	4.51042	29
181000	94	3.7766	17
181050	98	3.88776	21
181100	99	5.14141	24
181150	99	3.81818	37
181200	94	4.3617	28
181250	102	4.41176	25
181300	96	3.21875	20
181350	105	3.68571	25
181400	106	4.08491	21
181450	111	3.55856	17
181500	99	3.92929	17
181550	108	4.37037	39
181600	93	3.69892	20
181650	106	4.30189	25
181700	96	3.79167	17
181750	107	4.15888	35
181800	97	3.42268	29
181850	101	3.51485	20
181900	101	3.72277	22
181950	83	2.98795	17
182000	95	4.73684	21
182050	102	4.37255	17
182100	101	4.94059	34
182150	117	4.06838	18
182200	107	3.60748	23
182250	108	3.23148	19
182300	100	3.88	35
182350	102	3.5098	16
182400	96	4.19792	22
182450	97	3.78351	19
182500	99	4.25253	22
182550	99	3.48485	18
182600	101	3.56436	19
182650	97	3.97938	44
182700	119	4.54622	27
182750	106	4.31132	25
182800	92	3.92391	24
182850	96	4.29167	20
182900	98	3.09184	16
182950	97	3.5567	21
183000	95	4.55789	20
183050	93	3.75269	15
183100	89	3.97753	24
183150	100	4.05	37
183200	105	3.95238	17
183250	98	3.96939	20
183300	101	4.0396	18
183350	93	3.6129	16
183400	91	4	24
183450	99	3.75758	23
183500	99	3.78788	13
183550	97	3.63918	17
183600	98	3.83673	23
183650	103	3.94175	20
183700	101	3.44554	19
183750	98	3.80612	23
183800	93	4.24731	18
183850	104	4.50962	21
183900	112	3.72321	23
183950	95	3.38947	21
184000	99	3.86869	19
184050	100	5.32	25
184100	109	4.57798	31
184150	102	4.39216	39
184200	101	4.11881	20
184250	92	4.16304	17
184300	102	3.90196	19
184350	94	4.17021	27
184400	102	4.42157	19
184450	97	4.57732	37
184500	97	3.39175	15
184550	105	4.33333	21
184600	100	4.32	28
184650	105	3.52381	25
184700	94	4.2234	24
184750	97	4.19588	30
184800	104	3.84615	25
184850	105	4.06667	22
184900	99	3.22222	24
184950	113	4.28319	30
185000	94	3.54255	24
185050	98	3.77551	19
185100	91	3.86813	19
185150	105	4.12381	24
185200	97	4.06186	27
185250	100	3.79	22
185300	106	4.14151	37
185350	101	4.32673	29
185400	101	3.12871	15
185450	93	3.37634	15
185500	87	4.14943	31
185550	110	3.9	24
185600	108	4.14815	24
185650	113	4.55752	23
185700	94	3.44681	20
185750	105	3.95238	17
185800	102	3.88235	26
185850	97	3.86598	19
185900	88	5	27
185950	91	4.83516	26
186000	92	4.17391	25
186050	98	3.95918	16
186100	105	3.35238	26
186150	97	3.96907	29
186200	101	3.94059	26
186250	98	3.36735	17
186300	96	3.625	24
186350	101	3.75248	17
186400	89	4.65169	23
186450	90	3.96667	35
186500	92	3.93478	25
186550	103	4.02913	14
186600	105	4.22857	26
186650	106	4.72642	33
186700	96	4.10417	20
186750	106	3.35849	30
186800	97	4.7732	26
186850	104	3.74038	19
186900	109	4.33945	23
186950	99	4.05051	17
187000	110	3.67273	25
187050	103	3.8932	17
187100	95	4.37895	17
187150	112	3.61607	19
187200	101	4.10891	16
187250	111	3.66667	21
187300	98	4.61224	22
187350	110	3.93636	17
187400	93	4.65591	19
187450	107	4.71028	36
187500	97	4.46392	19
187550	92	3.81522	17
187600	105	3.32381	13
187650	98	5.16327	23
187700	105	4.05714	27
187750	95	3.63158	20
187800	102	4.18627	26
187850	99	4.34343	24
187900	95	3.98947	24
187950	96	3.29167	19
188000	101	4.09901	20
188050	97	3.42268	16
188100	99	4.40404	18
188150	104	3.65385	16
188200	104	4.15385	17
188250	100	4.38	22
188300	112	4.09821	21
188350	109	3.20183	14
188400	104	3.875	19
188450	107	3.69159	22
188500	97	4.41237	24
188550	97	3.56701	17
188600	105	4.44762	24
188650	98	4.03061	27
188700	104	3.65385	15
188750	90	3.57778	20
188800	98	3.72449	30
188850	101	3.86139	21
188900	97	4.79381	27
188950	99	3.71717	21
189000	99	4.34343	32
189050	104	4.93269	31
189100	94	3.64894	17
189150	99	2.79798	14
189200	105	4.09524	24
189250	107	4.31776	35
189300	94	4.37234	20
189350	89	4.02247	20
189400	103	3.43689	21
189450	106	4.31132	24
189500	100	3.43	19
189550	99	4.15152	20
189600	100	3.66	19
189650	96	3.83333	16
189700	89	3.86517	21
189750	101	4.43564	24
189800	99	3.41414	19
189850	99	4.05051	32
189900	107	3.88785	22
189950	95	4.29474	34
190000	97	4.81443	24
