generation	pedigree_id	age
179800	7517	4.07144	42
179850	7481	4.0151	52
179900	7537	3.95714	36
179950	7525	4.0113	57
180000	5979	5.02977	39
180005	1946	10.0555	39
180010	664	14.9428	39
180015	223	20.1883	44
180020	114	14.8947	49
180025	102	6.83333	31
180030	95	5.43158	33
180035	101	4.82178	36
180040	94	4.46809	41
180045	105	4.06667	46
180050	96	4.57292	51
180100	98	4.03061	22
180150	86	4.59302	20
180200	101	3.63366	18
180250	89	3.37079	30
180300	96	4.82292	30
180350	94	3.40426	19
180400	102	3.31373	18
180450	100	4.08	21
180500	101	4.12871	22
180550	101	4.53465	34
180600	98	4.7551	28
180650	99	3.45455	18
180700	99	3.58586	31
180750	110	3.70909	20
180800	89	3.58427	13
180850	109	5.09174	24
180900	100	4.49	23
180950	99	4.39394	22
181000	102	3.93137	18
181050	107	4.14019	24
181100	105	4.18095	29
181150	88	3.78409	21
181200	101	3.66337	24
181250	89	3.89888	27
181300	100	3.99	29
181350	101	3.68317	22
181400	99	4.0101	20
181450	93	4.30108	28
181500	97	2.82474	11
181550	99	4.40404	18
181600	99	3.82828	15
181650	108	3.98148	22
181700	107	4.75701	24
181750	103	4.47573	41
181800	99	3.78788	29
181850	94	3.68085	20
181900	104	3.48077	12
181950	93	4.13978	27
182000	88	3.22727	22
182050	95	3.91579	27
182100	95	4.29474	37
182150	104	3.34615	17
182200	101	4.15842	16
182250	89	3.75281	15
182300	101	4.10891	24
182350	101	3.82178	19
182400	104	3.61538	21
182450	103	4.45631	34
182500	93	3.95699	32
182550	99	3.86869	20
182600	101	4.45545	18
182650	107	4.08411	23
182700	97	4.73196	21
182750	105	4.08571	21
182800	86	3.89535	24
182850	102	3.81373	18
182900	84	3.85714	23
182950	116	4.39655	25
183000	96	3.41667	15
183050	98	4.27551	26
183100	93	3.22581	16
183150	102	3.63725	17
183200	96	4.71875	20
183250	103	4.05825	15
183300	109	4.46789	29
183350	104	3.65385	20
183400	100	3.48	18
183450	100	4.25	18
183500	95	3.57895	23
183550	102	4.28431	19
183600	106	4.26415	18
183650	99	4.07071	18
183700	101	3.72277	16
183750	106	3.59434	17
183800	102	3.70588	28
183850	88	4.54545	19
183900	103	4.73786	38
183950	103	3.64078	21
184000	90	4.27778	17
184050	96	3.5625	22
184100	101	3.75248	20
184150	101	3.52475	21
184200	98	3.89796	24
184250	113	3.86726	21
184300	93	3.98925	21
184350	98	4.67347	25
184400	107	4.14953	22
184450	104	3.625	21
184500	97	3.89691	23
184550	93	4.2043	24
184600	101	5.0099	25
184650	104	3.69231	20
184700	91	4.97802	23
184750	106	3.08491	14
184800	98	4.10204	17
184850	100	3.14	22
184900	95	3.77895	17
184950	98	4.72449	30
185000	99	4.9798	22
185050	92	3.6087	26
185100	112	4.28571	21
185150	111	3.37838	14
185200	105	4.19048	31
185250	93	3.5914	25
185300	101	3.31683	20
185350	101	4.10891	21
185400	102	4.09804	42
185450	91	3.37363	13
185500	96	4.96875	31
185550	97	3.53608	16
185600	97	3.74227	23
185650	106	4.11321	22
185700	108	4.07407	22
185750	101	4.64356	19
185800	94	4.42553	26
185850	99	4.58586	26
185900	106	3.37736	31
185950	89	4.33708	32
186000	101	4.33663	31
186050	97	5.35052	34
186100	95	3.97895	21
186150	103	3.91262	20
186200	105	5.55238	40
186250	100	4.24	43
186300	99	3.85859	28
186350	96	2.52083	13
186400	107	4.01869	26
186450	100	3.52	19
186500	95	3.38947	18
186550	99	3.9596	16
186600	95	5.15789	29
186650	100	3.83	15
186700	106	3.75472	26
186750	103	4.39806	20
186800	102	3.97059	21
186850	110	3.82727	16
186900	102	4.84314	23
186950	95	3.11579	17
187000	90	3.82222	16
187050	83	3.85542	20
187100	108	4.33333	16
187150	104	4.44231	16
187200	94	4.15957	22
187250	105	3.77143	21
187300	106	3.78302	22
187350	103	4.2233	20
187400	109	3.79817	19
187450	99	4.23232	22
187500	91	3.92308	19
187550	101	3.67327	19
187600	93	4.04301	21
187650	107	4.24299	19
187700	104	4.35577	31
187750	93	4.33333	28
187800	94	4.19149	21
187850	90	4.2	21
187900	89	3.89888	27
187950	92	4.47826	20
188000	96	3.41667	19
188050	104	3.88462	37
188100	106	4.34906	19
188150	95	4.16842	16
188200	97	4.16495	14
188250	96	3.58333	24
188300	116	3.27586	26
188350	96	5.0625	22
188400	100	3.52	16
188450	105	3.44762	28
188500	97	4.76289	21
188550	106	4.27358	32
188600	101	2.82178	15
188650	104	4.52885	30
188700	98	3.52041	18
188750	97	4.09278	16
188800	106	3.9434	24
188850	108	3.48148	18
188900	104	4.58654	32
188950	100	4.43	29
189000	95	3.91579	34
189050	98	3.43878	17
189100	92	4.63043	28
189150	104	3.84615	17
189200	99	3.9697	18
189250	110	3.61818	15
189300	96	4.54167	25
189350	98	3.88776	18
189400	98	4.85714	25
189450	104	4.26923	28
189500	96	4.13542	22
189550	97	4.58763	20
189600	90	3.9	35
189650	82	4.5122	24
189700	90	3.95556	22
189750	94	3.55319	20
189800	91	3.93407	23
189850	100	3.69	23
189900	97	3.62887	16
189950	90	3.31111	15
190000	103	3.54369	19
