generation	pedigree_id	age
179800	7435	4.02327	42
179850	7557	4.00582	45
179900	7549	4.00172	41
179950	7493	4.06166	37
180000	6035	4.97846	39
180005	1956	10.0593	39
180010	654	15.1682	44
180015	228	20.2281	49
180020	111	16.7928	54
180025	106	9.27358	59
180030	103	5.96117	42
180035	95	3.94737	42
180040	85	3.92941	17
180045	100	3.09	17
180050	95	3.53684	22
180100	111	3.48649	24
180150	100	3.72	19
180200	101	3.57426	24
180250	99	4.17172	19
180300	96	4.41667	17
180350	98	4.45918	24
180400	98	3.29592	15
180450	90	3.95556	22
180500	101	3.9604	28
180550	98	3.85714	18
180600	107	3.94393	35
180650	90	3.71111	27
180700	98	3.95918	21
180750	100	4.66	25
180800	97	4.28866	26
180850	112	3.98214	29
180900	105	4.46667	26
180950	100	3.94	25
181000	93	3.36559	18
181050	96	4.13542	19
181100	121	4.64463	28
181150	96	3.34375	14
181200	91	4.3956	26
181250	96	3.33333	17
181300	106	3.87736	23
181350	94	3.38298	19
181400	103	3.73786	20
181450	100	3.58	26
181500	100	3.84	29
181550	96	3.36458	23
181600	98	4.03061	15
181650	103	3.67961	23
181700	99	4.29293	22
181750	97	4.80412	28
181800	103	3.94175	29
181850	107	3.65421	25
181900	100	3.88	37
181950	97	4.04124	24
182000	94	3.46809	20
182050	110	4.05455	21
182100	113	4.30973	30
182150	104	3.91346	22
182200	96	3.23958	13
182250	99	3.89899	16
182300	96	4.59375	24
182350	102	3.35294	16
182400	106	3.82075	16
182450	105	3.33333	15
182500	106	3.88679	15
182550	92	4.79348	29
182600	96	4.52083	30
182650	96	3.75	25
182700	97	3.81443	18
182750	101	3.91089	25
182800	106	3.26415	25
182850	105	3.77143	18
182900	98	4.13265	26
182950	103	4.4466	21
183000	95	4.50526	25
183050	93	3.3871	13
183100	92	3.75	22
183150	98	4.41837	24
183200	96	3.94792	22
183250	99	3.76768	16
183300	101	3.62376	14
183350	99	4.52525	29
183400	82	4.17073	24
183450	95	4.46316	22
183500	91	3.07692	24
183550	101	4.18812	24
183600	99	4.75758	24
183650	106	3.5283	31
183700	93	3.56989	22
183750	88	3.94318	21
183800	100	3.47	14
183850	98	3.97959	27
183900	99	4.91919	18
183950	108	3.84259	22
184000	105	4.7619	27
184050	99	3.69697	19
184100	103	4.27184	19
184150	99	3.89899	18
184200	104	4.27885	24
184250	97	4.2268	20
184300	97	4.45361	19
184350	104	4.17308	24
184400	98	3.86735	26
184450	107	3.30841	29
184500	99	3.64646	17
184550	99	4.52525	22
184600	90	3.62222	16
184650	103	3.78641	20
184700	105	3.74286	15
184750	102	3.40196	17
184800	98	3.27551	23
184850	93	4.48387	23
184900	96	4.16667	20
184950	97	4.19588	23
185000	93	3.77419	15
185050	92	3.92391	23
185100	107	4.53271	37
185150	102	4.02941	38
185200	99	4.14141	20
185250	84	3.7381	27
185300	101	4.25743	24
185350	103	4.13592	29
185400	98	4.46939	16
185450	100	3.78	23
185500	100	3.68	19
185550	97	3.5567	16
185600	92	4.68478	24
185650	97	4.08247	18
185700	105	4.50476	24
185750	103	4.08738	29
185800	108	4.28704	22
185850	100	4.44	28
185900	97	3.94845	29
185950	111	3.8018	26
186000	109	3.84404	16
186050	103	4.7767	28
186100	106	3.96226	18
186150	103	4.08738	19
186200	101	4.54455	21
186250	109	3.90826	22
186300	93	5.06452	29
186350	104	4.63462	24
186400	105	4.34286	24
186450	94	3.64894	19
186500	104	3.86538	19
186550	99	4.45455	17
186600	96	5.34375	29
186650	102	3.84314	20
186700	101	3.85149	20
186750	98	3.43878	21
186800	100	4.91	21
186850	97	3.94845	17
186900	101	3.13861	20
186950	98	4.33673	28
187000	106	3.17925	24
187050	97	3.64948	15
187100	100	3.74	15
187150	96	3.80208	25
187200	103	4.56311	20
187250	96	3.67708	22
187300	99	3.77778	14
187350	101	3.68317	20
187400	101	4.62376	25
187450	98	3.77551	26
187500	96	3.55208	16
187550	89	3.69663	20
187600	99	3.64646	17
187650	100	4.12	24
187700	101	3.89109	19
187750	91	3.3956	23
187800	97	4.36082	24
187850	93	3.4086	19
187900	101	4.30693	26
187950	99	3.41414	23
188000	93	4.30108	25
188050	104	4.72115	20
188100	93	3.70968	20
188150	103	4.15534	36
188200	95	3.86316	22
188250	113	4.16814	21
188300	107	4.17757	16
188350	97	3.96907	22
188400	103	3.80583	18
188450	110	3.69091	21
188500	93	3.56989	14
188550	95	4.23158	27
188600	104	3.94231	25
188650	101	4.42574	24
188700	91	3.28571	17
188750	104	3.75962	23
188800	95	3.62105	16
188850	101	4.16832	23
188900	100	4.47	22
188950	105	4.01905	20
189000	105	4.71429	29
189050	98	3.09184	21
189100	106	2.80189	17
189150	98	4.39796	22
189200	96	3.79167	23
189250	97	3.71134	15
189300	110	4	21
189350	85	4.08235	21
189400	92	4.1413	23
189450	96	4.32292	20
189500	105	4.40952	33
189550	95	3.73684	24
189600	105	4.6381	20
189650	102	4.22549	21
189700	104	3.82692	20
189750	115	3.52174	31
189800	100	3.85	27
189850	99	3.76768	31
189900	99	3.07071	14
189950	91	4.57143	36
190000	93	3.97849	25
