generation	pedigree_id	age
179800	7490	4.0283	45
179850	7528	4.07984	36
179900	7411	4.10768	34
179950	7401	3.95784	39
180000	6116	4.9086	39
180005	2009	9.83922	40
180010	702	14.8447	36
180015	222	19.8108	37
180020	102	18.4804	42
180025	96	10.1875	47
180030	97	5.54639	52
180035	90	4.46667	42
180040	102	4.36275	47
180045	106	3.53774	46
180050	94	4.51064	51
180100	87	4.58621	30
180150	101	3.92079	17
180200	96	4.17708	38
180250	105	2.8381	14
180300	87	3.81609	20
180350	88	3.97727	21
180400	95	3.88421	18
180450	106	4.04717	20
180500	102	4.03922	20
180550	109	3.91743	26
180600	93	4.04301	24
180650	100	3.17	22
180700	99	3.80808	16
180750	93	5.04301	25
180800	104	3.48077	16
180850	101	4.0198	15
180900	93	4.23656	23
180950	100	3.81	20
181000	99	3.58586	27
181050	91	4.12088	20
181100	100	5.14	23
181150	110	4.77273	32
181200	99	4.45455	21
181250	100	3.76	20
181300	101	3.75248	19
181350	103	4.6699	22
181400	101	4.14851	24
181450	106	4.17925	18
181500	98	4.0102	24
181550	110	3.71818	19
181600	98	3.64286	15
181650	105	3.73333	18
181700	106	4.83019	33
181750	96	5.17708	29
181800	102	4.5098	18
181850	92	4.40217	26
181900	96	4.73958	27
181950	99	3.85859	18
182000	101	4.45545	33
182050	92	3.32609	20
182100	99	3.9697	22
182150	100	3.17	29
182200	105	3.90476	28
182250	105	4.1619	24
182300	105	3.80952	19
182350	100	3.93	23
182400	102	3.5098	24
182450	99	3.82828	19
182500	91	3.53846	20
182550	98	4.16327	19
182600	97	4.49485	22
182650	107	4.07477	31
182700	102	4.71569	22
182750	95	4.2	37
182800	97	4.5567	23
182850	101	4.11881	35
182900	103	3.70874	25
182950	102	4.33333	27
183000	106	3.9717	23
183050	112	3.50893	20
183100	92	4.17391	21
183150	99	4.25253	15
183200	95	4.13684	17
183250	103	3.50485	15
183300	106	3.33019	18
183350	105	3.47619	15
183400	102	4.40196	18
183450	105	3.88571	18
183500	98	4.93878	19
183550	101	3.51485	17
183600	103	3.80583	20
183650	94	4	19
183700	96	4.02083	43
183750	106	3.68868	22
183800	106	3.72642	22
183850	96	4.40625	23
183900	99	3.58586	21
183950	102	5.23529	22
184000	106	3.61321	24
184050	100	4	15
184100	100	4.54	27
184150	100	3.64	24
184200	108	4	22
184250	104	3.42308	35
184300	97	4.08247	25
184350	94	4.80851	25
184400	102	3.7549	23
184450	108	4.09259	22
184500	111	3.7027	21
184550	99	3.80808	32
184600	98	4.38776	19
184650	108	4.50926	23
184700	111	4.20721	31
184750	95	4	19
184800	112	4	25
184850	99	3.77778	17
184900	99	2.9899	17
184950	96	3.82292	22
185000	94	3.68085	17
185050	97	3.49485	19
185100	105	3.8381	20
185150	98	4.53061	24
185200	94	3.81915	19
185250	99	4.58586	24
185300	103	3.07767	18
185350	87	3.8046	21
185400	101	4.11881	19
185450	109	4.14679	18
185500	106	3.69811	19
185550	100	3.81	19
185600	98	3.82653	20
185650	99	4.11111	25
185700	103	4.07767	19
185750	98	4.5102	21
185800	94	4.07447	30
185850	108	4.4537	20
185900	102	3.48039	18
185950	106	4.17925	19
186000	98	4.46939	34
186050	105	4.2381	21
186100	106	4.18868	21
186150	100	3.69	22
186200	95	4.02105	22
186250	93	3.47312	16
186300	103	3.69903	15
186350	102	4.10784	21
186400	106	4.29245	19
186450	100	3.79	17
186500	105	3.88571	27
186550	103	3.56311	15
186600	102	4.08824	29
186650	103	4.4466	23
186700	90	3.58889	18
186750	102	4.55882	23
186800	101	3.58416	30
186850	96	4.80208	33
186900	106	3.38679	17
186950	96	4.20833	40
187000	104	3.78846	21
187050	102	3.79412	16
187100	101	3.81188	24
187150	105	3.74286	30
187200	95	3.86316	21
187250	105	3.87619	20
187300	93	3.32258	22
187350	101	3.85149	19
187400	105	3.85714	18
187450	92	3.71739	14
187500	100	3.86	15
187550	97	4.03093	48
187600	105	3.48571	24
187650	92	4.26087	21
187700	96	3.53125	22
187750	97	3.87629	14
187800	89	3.46067	19
187850	102	3.94118	29
187900	95	4.58947	22
187950	102	3.92157	17
188000	86	4.37209	24
188050	95	3.32632	29
188100	94	3.94681	21
188150	97	4.08247	25
188200	101	4.17822	27
188250	111	4.93694	28
188300	95	3.30526	17
188350	98	3.64286	15
188400	112	4.01786	21
188450	100	3.35	22
188500	112	3.98214	22
188550	99	3.65657	26
188600	106	3.77358	14
188650	99	4.55556	20
188700	97	3.80412	22
188750	94	3.93617	25
188800	111	4.18018	17
188850	96	3.82292	17
188900	102	3.97059	23
188950	107	3.8785	28
189000	105	4.31429	22
189050	104	3.67308	19
189100	97	3.74227	16
189150	102	3.91176	18
189200	99	3.50505	17
189250	88	3.39773	19
189300	102	4.06863	21
189350	86	3.80233	28
189400	98	3.60204	17
189450	100	3.87	17
189500	108	3.65741	21
189550	105	4.0381	22
189600	108	3.91667	23
189650	103	3.64078	17
189700	102	3.90196	22
189750	97	4.23711	27
189800	108	3.98148	15
189850	95	4.06316	30
189900	100	3.35	26
189950	104	4.58654	20
190000	106	3.88679	15
