generation	pedigree_id	age
179800	7499	3.972	40
179850	7499	3.98787	39
179900	7575	3.97281	41
179950	7475	3.97993	46
180000	5978	4.94647	39
180005	1901	9.95318	35
180010	608	14.8421	37
180015	188	19.9309	42
180020	106	14.4528	41
180025	104	7.66346	44
180030	107	4.70093	33
180035	105	4	38
180040	101	4.51485	18
180045	102	4.04902	23
180050	105	3.54286	21
180100	101	3.71287	18
180150	100	4.02	21
180200	108	3.66667	20
180250	100	3.5	16
180300	99	4.11111	35
180350	104	4.68269	26
180400	94	4.14894	15
180450	101	3.33663	24
180500	104	3.67308	21
180550	83	4.98795	22
180600	105	4.07619	20
180650	96	3.69792	21
180700	95	4.24211	21
180750	91	3.37363	25
180800	93	3.56989	14
180850	101	3.88119	22
180900	105	3.95238	18
180950	101	4.0396	26
181000	95	4.81053	22
181050	99	3.71717	24
181100	98	4.30612	29
181150	102	3.15686	21
181200	97	4.6701	33
181250	102	4.56863	24
181300	110	3.87273	19
181350	102	3.84314	16
181400	98	4.07143	25
181450	98	3.91837	19
181500	97	3.53608	20
181550	93	4.48387	23
181600	97	4.81443	40
181650	102	5.06863	21
181700	98	3.88776	21
181750	103	4.09709	33
181800	102	4.31373	28
181850	99	4.57576	39
181900	101	4.06931	23
181950	105	4.34286	23
182000	102	4.31373	17
182050	104	3.76923	23
182100	108	3.19444	16
182150	101	4.60396	18
182200	95	4.36842	23
182250	110	3.00909	15
182300	101	3.82178	17
182350	101	4.13861	18
182400	93	4.63441	25
182450	91	4.94505	23
182500	111	3.79279	28
182550	88	4.03409	21
182600	103	3.84466	18
182650	104	4.67308	20
182700	94	4.29787	21
182750	102	3.55882	21
182800	103	4.30097	19
182850	96	3.5625	24
182900	90	3.84444	16
182950	100	4.7	38
183000	94	4.47872	21
183050	89	4.02247	15
183100	99	4.75758	25
183150	102	4.76471	20
183200	99	3.80808	18
183250	97	4.14433	18
183300	90	3.28889	20
183350	104	3.75962	19
183400	97	4.4433	29
183450	91	4.13187	29
183500	95	3.77895	17
183550	106	3.66038	28
183600	92	4.07609	19
183650	95	3.84211	39
183700	106	3.98113	36
183750	103	4.72816	26
183800	106	4.62264	45
183850	103	4.36893	20
183900	94	3.78723	19
183950	113	3.29204	20
184000	106	4	33
184050	99	3.67677	15
184100	106	4.26415	24
184150	100	4.14	21
184200	103	3.58252	16
184250	102	4.52941	24
184300	95	4.49474	26
184350	96	4.35417	18
184400	91	4.04396	23
184450	94	3.12766	19
184500	106	3.74528	20
184550	102	4.22549	20
184600	94	4.2234	22
184650	103	5.05825	27
184700	86	3.67442	19
184750	101	3.91089	21
184800	109	3.47706	40
184850	105	3.27619	19
184900	94	5.56383	22
184950	106	4.09434	20
185000	96	4.04167	22
185050	104	3.95192	19
185100	112	3.49107	22
185150	98	4.4898	33
185200	95	4	17
185250	93	4.10753	24
185300	99	3.83838	20
185350	90	3.87778	25
185400	103	4.33981	23
185450	99	4.70707	22
185500	91	5.1978	29
185550	95	3.88421	19
185600	98	3.45918	18
185650	104	3.96154	24
185700	99	3.63636	20
185750	102	3.63725	27
185800	100	3.57	21
185850	93	4.32258	29
185900	94	4.87234	27
185950	94	4.12766	26
186000	98	3.80612	27
186050	95	3.22105	16
186100	107	4.2243	24
186150	90	3.52222	24
186200	92	4.25	24
186250	90	3.32222	18
186300	103	4.20388	23
186350	93	4.91398	30
186400	92	3.44565	17
186450	104	4.46154	22
186500	106	3.29245	26
186550	108	4.09259	22
186600	88	3.01136	18
186650	102	4.70588	21
186700	94	3.41489	22
186750	107	4	27
186800	116	4.84483	20
186850	111	3.81081	30
186900	110	4.19091	47
186950	104	3.72115	16
187000	97	4.24742	21
187050	104	4.60577	22
187100	105	3.87619	17
187150	94	4.62766	29
187200	95	3.92632	23
187250	105	3.92381	24
187300	104	3.49038	18
187350	99	3.38384	13
187400	100	4.34	20
187450	100	3.83	18
187500	99	3.71717	18
187550	91	3.53846	30
187600	108	3.63889	14
187650	109	3.79817	21
187700	107	3.88785	26
187750	106	4.16981	31
187800	100	3.88	19
187850	106	4.40566	24
187900	115	3.91304	32
187950	96	4.65625	21
188000	94	4.1383	17
188050	94	3.93617	19
188100	93	4.23656	20
188150	99	4.08081	21
188200	101	4.08911	28
188250	98	4.38776	31
188300	89	3.31461	18
188350	91	3.62637	24
188400	102	3.53922	26
188450	103	4.12621	25
188500	114	4.19298	25
188550	103	4.96117	24
188600	97	3.91753	18
188650	105	3.69524	22
188700	109	4.20183	24
188750	96	4.59375	24
188800	94	3.2766	12
188850	102	4.91176	21
188900	108	3.34259	18
188950	103	4.16505	26
189000	106	3.73585	21
189050	95	4.13684	29
189100	92	4.26087	14
189150	105	4.34286	21
189200	107	3.4486	27
189250	102	3.4902	22
189300	101	3.71287	17
189350	101	4.41584	21
189400	89	3.82022	18
189450	98	3.54082	19
189500	97	3.46392	18
189550	94	3.76596	23
189600	105	3.61905	36
189650	107	4.05607	28
189700	102	4.04902	19
189750	108	3.74074	18
189800	99	4.10101	15
189850	100	3.4	20
189900	99	3.47475	28
189950	104	4.34615	22
190000	109	3.6789	21
