generation	pedigree_id	age
179800	337085560	7
179800	337088089	5
179800	337088795	5
179800	337090140	4
179800	337084852	7
179800	337081801	9
179800	337093833	2
179800	337094194	2
179800	337088545	5
179800	337089435	5
179800	337079756	10
179800	337091970	3
179800	337088207	5
179800	337094505	2
179800	337095392	1
179800	337095492	1
179800	337092030	3
179800	337089708	5
179800	337092390	3
179800	337098146	0
179800	337095276	2
179800	337072150	14
179800	337086126	6
179800	337086880	6
179800	337094640	2
179800	337097264	0
179800	337097319	0
179800	337092847	3
179800	337096089	1
179800	337097128	1
179800	337087561	6
179800	337098686	0
179800	337094567	2
179800	337084952	7
179800	337097209	0
179800	337098836	0
179800	337090096	4
179800	337074997	12
179800	337095053	2
179800	337095774	1
179800	337097827	0
179800	337082805	8
179800	337082934	8
179800	337088778	5
179800	337084442	7
179800	337079330	10
179800	337098328	0
179800	337088825	5
179800	337097271	0
179800	337091720	3
179800	337094290	2
179800	337088714	5
179800	337097670	0
179800	337082483	8
179800	337095073	2
179800	337090440	4
179800	337096119	1
179800	337093368	3
179800	337088035	5
179800	337074245	13
179800	337091865	3
179800	337098167	0
179800	337098580	0
179800	337083037	8
179800	337087065	6
179800	337096069	1
179800	337096115	1
179800	337082838	8
179800	337098542	0
179800	337090975	4
179800	337091341	4
179800	337091797	3
179800	337097810	0
179800	337073419	13
179800	337084434	7
179800	337096451	1
179800	337098911	0
179800	337096310	1
179800	337098415	0
179800	337082725	8
179800	337091087	4
179800	337094468	2
179800	337083593	8
179800	337081869	9
179800	337098783	0
179800	337084156	7
179800	337088415	5
179800	337091529	4
179800	337098875	0
179800	337093801	2
179800	337091355	4
179800	337090231	4
179800	337091684	3
179800	337092186	3
179800	337082849	8
179800	337096243	1
179800	337095704	1
179800	337095212	2
179800	337053927	24
179800	337079077	10
179850	337190695	1
179850	337186735	3
179850	337191932	0
179850	337153476	21
179850	337189127	2
179850	337189300	2
179850	337191011	1
179850	337178202	7
179850	337184873	4
179850	337183387	5
179850	337191304	0
179850	337184835	4
179850	337191198	1
179850	337181243	6
179850	337191314	0
179850	337183668	5
179850	337187804	2
179850	337192759	0
179850	337187663	2
179850	337182715	5
179850	337191280	0
179850	337192394	0
179850	337177042	8
179850	337146347	24
179850	337191285	0
179850	337180098	6
179850	337163442	15
179850	337188642	2
179850	337180422	6
179850	337183556	5
179850	337188244	2
179850	337187008	3
179850	337155047	20
179850	337173789	10
179850	337187367	3
179850	337184161	4
179850	337170733	11
179850	337180607	6
179850	337190014	1
179850	337191792	0
179850	337167515	13
179850	337191236	0
179850	337190473	1
179850	337180333	6
179850	337191239	0
179850	337192035	0
179850	337186631	3
179850	337188794	2
179850	337180505	6
179850	337177743	8
179850	337189495	1
179850	337191396	0
179850	337157790	18
179850	337173393	10
179850	337183408	5
179850	337178401	7
179850	337187286	3
179850	337191136	1
179850	337191229	0
179850	337190067	1
179850	337190588	1
179850	337189111	2
179850	337190596	1
179850	337165151	14
179850	337175207	9
179850	337188302	2
179850	337189510	1
179850	337191576	0
179850	337183063	5
179850	337186018	3
179850	337186203	3
179850	337176633	8
179850	337184396	4
179850	337192785	0
179850	337186666	3
179850	337191431	0
179850	337185791	3
179850	337182251	5
179850	337187435	3
179850	337187206	3
179850	337175441	9
179850	337191987	0
179850	337188917	2
179850	337184679	4
179850	337183364	5
179850	337184669	4
179850	337157657	18
179850	337190377	1
179850	337171125	11
179850	337174365	9
179850	337190851	1
179850	337170484	12
179850	337177061	8
179850	337190152	1
179850	337188757	2
179850	337181497	6
179850	337189113	2
179850	337186390	3
179850	337189505	1
179850	337187944	2
179900	337273340	7
179900	337279830	3
179900	337273440	7
179900	337269900	8
179900	337267077	10
179900	337281510	2
179900	337281743	2
179900	337279020	4
179900	337285550	0
179900	337280953	3
179900	337286736	0
179900	337285095	0
179900	337281290	2
179900	337274695	6
179900	337281381	2
179900	337279858	3
179900	337274872	6
179900	337269801	8
179900	337284414	1
179900	337276745	5
179900	337273457	7
179900	337279110	4
179900	337279638	3
179900	337285954	0
179900	337277173	5
179900	337285917	0
179900	337245657	21
179900	337284764	1
179900	337282509	2
179900	337279961	3
179900	337276100	5
179900	337286234	0
179900	337283875	1
