generation	pedigree_id	age
179800	7524	4.05316	35
179850	7474	3.98488	45
179900	7538	3.92903	39
179950	7473	4.05754	48
180000	5957	4.91623	39
180005	1975	9.87443	36
180010	625	14.936	37
180015	216	19.8472	34
180020	105	18.4	34
180025	103	9.36893	39
180030	95	6.89474	40
180035	90	4.66667	39
180040	94	3.5	18
180045	100	4.06	21
180050	115	2.89565	17
180100	95	3.84211	32
180150	108	4.08333	20
180200	102	4.10784	26
180250	93	4.11828	23
180300	104	4.26923	24
180350	94	3.64894	20
180400	104	3.16346	17
180450	91	3.8022	22
180500	97	2.91753	19
180550	97	4.29897	19
180600	106	2.34906	18
180650	105	4.31429	28
180700	97	3.68041	28
180750	89	3.83146	26
180800	104	4.18269	24
180850	103	3.43689	18
180900	103	3.78641	20
180950	104	4.29808	21
181000	98	3.70408	33
181050	102	3.73529	18
181100	94	4.79787	27
181150	92	3.70652	16
181200	92	3.80435	26
181250	86	3.15116	13
181300	94	4.25532	16
181350	109	3.81651	22
181400	102	3.95098	26
181450	103	4.12621	14
181500	106	3.66038	18
181550	93	4.13978	22
181600	95	3.69474	23
181650	91	3.85714	23
181700	101	4.14851	22
181750	94	4.46809	23
181800	97	3.6701	18
181850	102	3.85294	24
181900	100	3.78	20
181950	92	4.6413	26
182000	104	3.99038	24
182050	93	3.95699	23
182100	106	3.20755	16
182150	98	4.57143	29
182200	105	3.87619	20
182250	102	4.42157	29
182300	95	3.49474	17
182350	95	3.82105	20
182400	96	4.86458	27
182450	103	4.49515	15
182500	97	3.94845	22
182550	102	4.28431	22
182600	104	4.02885	30
182650	103	3.34951	18
182700	104	4.28846	27
182750	98	3.61224	15
182800	109	4.01835	30
182850	103	3.48544	27
182900	97	4.53608	43
182950	94	3.41489	25
183000	104	3.28846	17
183050	111	2.88288	19
183100	100	3.57	15
183150	96	3.51042	16
183200	101	4.29703	19
183250	100	4.14	18
183300	101	3.54455	18
183350	101	5.0297	33
183400	93	3.58065	19
183450	97	3.74227	36
183500	107	4.05607	18
183550	111	4.34234	23
183600	105	4.1619	30
183650	122	3.56557	18
183700	105	4.68571	23
183750	97	4.10309	21
183800	93	3.97849	22
183850	92	3.34783	23
183900	102	4.69608	24
183950	111	3.54955	27
184000	98	4.02041	21
184050	99	3.68687	20
184100	92	4.43478	25
184150	108	3.69444	17
184200	98	4.05102	20
184250	104	3.88462	20
184300	98	4.67347	25
184350	100	3.11	19
184400	95	3.17895	24
184450	101	4.22772	22
184500	98	3.7449	14
184550	113	3.87611	22
184600	106	3.80189	21
184650	105	4.05714	33
184700	98	4.59184	36
184750	98	3.95918	17
184800	100	4.08	24
184850	100	3.79	40
184900	102	4.18627	23
184950	94	3.75532	25
185000	103	5.1165	19
185050	90	3.83333	20
185100	111	4.21622	25
185150	100	3.66	18
185200	97	3.47423	17
185250	97	4.59794	23
185300	85	4.04706	24
185350	95	3.89474	21
185400	106	3.53774	20
185450	105	3.84762	29
185500	95	2.91579	23
185550	104	3.43269	34
185600	104	3.93269	23
185650	110	3.10909	21
185700	104	4.08654	24
185750	92	3.88043	22
185800	106	3.61321	21
185850	104	3.75	22
185900	98	4.0102	20
185950	103	3.33981	20
186000	103	3.25243	14
186050	96	4.45833	21
186100	103	3.71845	21
186150	96	3.71875	18
186200	104	3.49038	22
186250	103	4.76699	27
186300	96	4.02083	22
186350	85	4.36471	21
186400	101	4.12871	21
186450	106	4.66038	23
186500	103	3.43689	19
186550	92	3.6413	18
186600	109	3.89908	28
186650	100	4.19	33
186700	91	2.95604	15
186750	104	4.75	35
186800	106	4.40566	26
186850	114	4.15789	24
186900	92	4.22826	28
186950	99	3.90909	16
187000	102	3.90196	23
187050	91	4.08791	19
187100	108	3.11111	17
187150	97	4.79381	33
187200	96	5.40625	28
187250	92	3.36957	29
187300	108	4.01852	21
187350	91	4.31868	22
187400	109	3.76147	17
187450	103	3.46602	22
187500	97	4.38144	19
187550	101	4.38614	35
187600	104	4.22115	16
187650	90	3.92222	18
187700	100	3.73	22
187750	108	4.92593	22
187800	102	3.59804	18
187850	91	3.96703	15
187900	98	3.30612	29
187950	99	4.13131	29
188000	93	4.07527	19
188050	107	3.28037	25
188100	97	3.61856	26
188150	97	4.35052	27
188200	109	4.56881	20
188250	109	2.88991	30
188300	102	3.95098	20
188350	96	3.96875	19
188400	97	4.70103	24
188450	101	4.23762	29
188500	104	4.36538	25
188550	99	5.12121	25
188600	112	3.99107	34
188650	101	4.12871	18
188700	109	3.26606	25
188750	103	4.27184	19
188800	87	3.81609	19
188850	110	3.97273	37
188900	103	4.3301	36
188950	104	4.03846	20
189000	94	4.19149	33
189050	103	3.19417	18
189100	96	4.85417	32
189150	99	4.69697	37
189200	91	4.43956	28
189250	102	4.29412	25
189300	92	4.29348	23
189350	97	4.14433	23
189400	104	4.47115	25
189450	100	3.17	24
189500	106	4.70755	29
189550	101	4.14851	21
189600	95	4.43158	20
189650	109	3.24771	15
189700	101	3.73267	19
189750	109	4.14679	28
189800	105	4.5619	23
189850	99	4.42424	24
189900	107	3.50467	21
189950	88	4.875	20
190000	100	4.59	18
