 pedigree_id het
0 slim_761955198 0.0001602
1 slim_761955123 0.0001313
2 slim_761955196 0.0001616
3 slim_761955214 0.0001854
4 slim_761955116 0.000178
5 slim_761955212 0.0001566
6 slim_761955226 0.000161
7 slim_761955127 0.0001469
8 slim_761955182 0.0001651
9 slim_761955225 0.000159
10 slim_761955115 1.8e-05
11 slim_761955204 0.0001592
12 slim_761955160 0.0001477
13 slim_761955162 0.0001466
14 slim_761955163 1e-07
15 slim_761955176 0.0001888
16 slim_761955124 0.000161
17 slim_761955156 0.0001819
18 slim_761955184 0.0001668
19 slim_761955175 0.000112
20 slim_761955128 0.000161
21 slim_761955216 0.0001541
22 slim_761955195 0.0001252
23 slim_761955157 0.0001495
24 slim_761955129 0.0001905
25 slim_761955219 0.0001272
26 slim_761955172 0.000191
27 slim_761955144 0.0001103
28 slim_761955208 0.0001159
29 slim_761955185 0.0001447
30 slim_761955222 0.000118
31 slim_761955151 0.000203
32 slim_761955179 6.46e-05
33 slim_761955171 0.000182
34 slim_761955130 0.0001229
35 slim_761955114 0.0001837
36 slim_761955159 0.0001654
37 slim_761955165 9.21e-05
38 slim_761955177 0.0
39 slim_761955113 0.000161
40 slim_761955147 0.0001756
41 slim_761955164 0.0001572
42 slim_761955170 0.0001941
43 slim_761955202 0.0001068
44 slim_761955194 0.0001648
45 slim_761955136 9.91e-05
46 slim_761955158 0.0001865
47 slim_761955119 0.0001014
48 slim_761955191 0.0001344
49 slim_761955117 0.0001523
50 slim_761955166 0.0001512
51 slim_761955188 0.0001889
52 slim_761955161 0.0001865
53 slim_761955190 9.73e-05
54 slim_761955139 0.0001413
55 slim_761955125 0.0001144
56 slim_761955143 0.000142
57 slim_761955154 0.0001761
58 slim_761955145 0.0001413
59 slim_761955121 0.0001281
60 slim_761955137 0.0001628
61 slim_761955131 0.0001751
62 slim_761955152 0.0001861
63 slim_761955180 0.0001714
64 slim_761955189 0.0001277
65 slim_761955223 0.0001014
66 slim_761955110 0.0001612
67 slim_761955206 9.57e-05
68 slim_761955210 0.0001342
69 slim_761955142 0.000133
70 slim_761955183 3e-07
71 slim_761955197 0.0001111
72 slim_761955135 2.48e-05
73 slim_761955192 0.0001311
74 slim_761955186 0.0001567
75 slim_761955148 0.0001836
76 slim_761955224 9.14e-05
77 slim_761955169 0.0001512
78 slim_761955205 0.000185
79 slim_761955193 0.0001867
80 slim_761955181 0.0001702
81 slim_761955174 0.000127
82 slim_761955111 0.0001431
83 slim_761955221 0.0001033
84 slim_761955207 0.00015
85 slim_761955211 0.0001631
86 slim_761955138 0.000179
87 slim_761955217 0.0001619
88 slim_761955133 2.51e-05
89 slim_761955155 7.91e-05
90 slim_761955149 0.0001038
91 slim_761955227 0.000115
92 slim_761955146 0.0001605
93 slim_761955122 0.0001635
94 slim_761955140 0.0001504
95 slim_761955173 0.0001539
96 slim_761955201 0.0001729
97 slim_761955209 0.0001481
98 slim_761955200 0.000158
99 slim_761955150 0.0001797
