 pedigree_id het
0 slim_761986292 1.2e-05
1 slim_761986263 6.5e-06
2 slim_761986283 1.09e-05
3 slim_761986252 1.14e-05
4 slim_761986317 3.2e-06
5 slim_761986293 1.19e-05
6 slim_761986296 5.2e-06
7 slim_761986287 7.9e-06
8 slim_761986323 9e-07
9 slim_761986255 7.8e-06
10 slim_761986259 7.8e-06
11 slim_761986273 7.5e-06
12 slim_761986313 4.7e-06
13 slim_761986268 5.7e-06
14 slim_761986318 1.12e-05
15 slim_761986327 3.7e-06
16 slim_761986335 5.3e-06
17 slim_761986272 7e-06
18 slim_761986311 8.3e-06
19 slim_761986239 7.1e-06
20 slim_761986304 8.4e-06
21 slim_761986236 6.3e-06
22 slim_761986339 6e-06
23 slim_761986337 5.1e-06
24 slim_761986288 6.8e-06
25 slim_761986253 9.4e-06
26 slim_761986316 9.5e-06
27 slim_761986302 7.6e-06
28 slim_761986315 7.8e-06
29 slim_761986264 4.2e-06
30 slim_761986330 1.29e-05
31 slim_761986277 3.9e-06
32 slim_761986286 6.5e-06
33 slim_761986332 1.32e-05
34 slim_761986309 1.3e-05
35 slim_761986248 6.3e-06
36 slim_761986344 3.4e-06
37 slim_761986238 1.04e-05
38 slim_761986262 1.2e-05
39 slim_761986237 7.1e-06
40 slim_761986310 1.06e-05
41 slim_761986234 1.7e-06
42 slim_761986347 7e-06
43 slim_761986257 5.2e-06
44 slim_761986249 1.32e-05
45 slim_761986303 6.3e-06
46 slim_761986297 4.3e-06
47 slim_761986276 6.8e-06
48 slim_761986290 1.21e-05
49 slim_761986336 2.9e-06
50 slim_761986247 8.7e-06
51 slim_761986240 2.6e-06
52 slim_761986243 7.8e-06
53 slim_761986340 7.5e-06
54 slim_761986267 3.3e-06
55 slim_761986328 8.5e-06
56 slim_761986314 8.8e-06
57 slim_761986260 7.6e-06
58 slim_761986324 7.5e-06
59 slim_761986242 1.41e-05
60 slim_761986299 9.6e-06
61 slim_761986345 5.9e-06
62 slim_761986278 4.5e-06
63 slim_761986305 5.6e-06
64 slim_761986275 2.9e-06
65 slim_761986284 2.9e-06
66 slim_761986245 3.6e-06
67 slim_761986348 7.5e-06
68 slim_761986331 5.9e-06
69 slim_761986329 6.9e-06
70 slim_761986235 9e-06
71 slim_761986319 9.4e-06
72 slim_761986342 1.24e-05
73 slim_761986261 7.6e-06
74 slim_761986343 1.26e-05
75 slim_761986294 4.9e-06
76 slim_761986258 5.7e-06
77 slim_761986300 4.9e-06
78 slim_761986333 5.5e-06
79 slim_761986307 1.08e-05
80 slim_761986254 4.4e-06
81 slim_761986279 8.6e-06
82 slim_761986265 1.15e-05
83 slim_761986321 7.7e-06
84 slim_761986334 4.4e-06
85 slim_761986325 4.1e-06
86 slim_761986322 5.7e-06
87 slim_761986269 5.6e-06
88 slim_761986251 9.5e-06
89 slim_761986250 7.5e-06
90 slim_761986256 1.7e-06
91 slim_761986266 5.8e-06
92 slim_761986233 6.8e-06
93 slim_761986298 9.7e-06
94 slim_761986326 1.33e-05
95 slim_761986301 3.7e-06
96 slim_761986246 4.4e-06
97 slim_761986346 6.4e-06
98 slim_761986338 1.24e-05
99 slim_761986291 1.14e-05
