 pedigree_id het
0 slim_762801038 3.1e-06
1 slim_762801116 4.5e-06
2 slim_762801066 0.0
3 slim_762801032 2.3e-06
4 slim_762801104 2.4e-06
5 slim_762801075 4.3e-06
6 slim_762801053 4.3e-06
7 slim_762801094 5.3e-06
8 slim_762801068 1.9e-06
9 slim_762801103 5e-06
10 slim_762801067 1.2e-06
11 slim_762801035 3.1e-06
12 slim_762801064 0.0
13 slim_762801086 3.3e-06
14 slim_762801134 3.3e-06
15 slim_762801124 2.2e-06
16 slim_762801041 2e-06
17 slim_762801081 3.4e-06
18 slim_762801110 3.2e-06
19 slim_762801079 3.6e-06
20 slim_762801065 1.6e-06
21 slim_762801055 4.8e-06
22 slim_762801077 3.9e-06
23 slim_762801117 2.6e-06
24 slim_762801123 2.3e-06
25 slim_762801088 3.4e-06
26 slim_762801070 5e-06
27 slim_762801130 2.5e-06
28 slim_762801097 1.8e-06
29 slim_762801136 4.1e-06
30 slim_762801036 4e-06
31 slim_762801078 2.5e-06
32 slim_762801074 3.6e-06
33 slim_762801059 5.2e-06
34 slim_762801135 2.9e-06
35 slim_762801093 5e-06
36 slim_762801113 4.5e-06
37 slim_762801087 2.2e-06
38 slim_762801089 2.7e-06
39 slim_762801076 3.9e-06
40 slim_762801109 3.6e-06
41 slim_762801106 5e-06
42 slim_762801107 4.5e-06
43 slim_762801034 1.5e-06
44 slim_762801122 2.3e-06
45 slim_762801114 2.6e-06
46 slim_762801062 3.6e-06
47 slim_762801056 4.1e-06
48 slim_762801084 4.2e-06
49 slim_762801051 2.8e-06
50 slim_762801042 3.1e-06
51 slim_762801111 4.3e-06
52 slim_762801044 4.1e-06
53 slim_762801060 4.1e-06
54 slim_762801096 4.9e-06
55 slim_762801120 4.2e-06
56 slim_762801118 4.5e-06
57 slim_762801071 4.9e-06
58 slim_762801054 1.5e-06
59 slim_762801058 3.8e-06
60 slim_762801129 1.6e-06
61 slim_762801127 5.3e-06
62 slim_762801112 3e-06
63 slim_762801102 2.8e-06
64 slim_762801037 1.8e-06
65 slim_762801047 3.9e-06
66 slim_762801091 4.4e-06
67 slim_762801090 3.7e-06
68 slim_762801133 1.9e-06
69 slim_762801043 3.5e-06
70 slim_762801057 2.4e-06
71 slim_762801082 3.1e-06
72 slim_762801137 5.1e-06
73 slim_762801138 3.1e-06
74 slim_762801031 3.1e-06
75 slim_762801099 3.7e-06
76 slim_762801085 3.7e-06
77 slim_762801125 2.8e-06
78 slim_762801100 0.0
79 slim_762801063 3e-06
80 slim_762801080 2.7e-06
81 slim_762801030 2.9e-06
82 slim_762801052 3.3e-06
83 slim_762801045 2.4e-06
84 slim_762801048 3.1e-06
85 slim_762801139 2.7e-06
86 slim_762801095 1.6e-06
87 slim_762801069 2.3e-06
88 slim_762801132 5.4e-06
89 slim_762801128 3.2e-06
90 slim_762801105 1.7e-06
91 slim_762801131 3.6e-06
92 slim_762801098 3e-06
93 slim_762801033 3.3e-06
94 slim_762801083 4.5e-06
95 slim_762801072 2.5e-06
96 slim_762801049 1.3e-06
97 slim_762801119 2.1e-06
98 slim_762801121 4e-06
99 slim_762801126 5e-06
