 pedigree_id het
0 slim_337677326 1.05e-05
1 slim_337677711 5.7e-06
2 slim_337677453 6.2e-06
3 slim_337677406 2.3e-06
4 slim_337677434 6.3e-06
5 slim_337677539 6.4e-06
6 slim_337677633 1.19e-05
7 slim_337677676 4.7e-06
8 slim_337677483 5.4e-06
9 slim_337677659 1.01e-05
10 slim_337677679 6.2e-06
11 slim_337677570 1.24e-05
12 slim_337677646 7.8e-06
13 slim_337677516 1.78e-05
14 slim_337677710 1.36e-05
15 slim_337677653 5.8e-06
16 slim_337677622 9.3e-06
17 slim_337677638 6e-07
18 slim_337677635 5.7e-06
19 slim_337677640 4.9e-06
20 slim_337677701 5.6e-06
21 slim_337677683 7e-07
22 slim_337677568 5.7e-06
23 slim_337677677 1.08e-05
24 slim_337677712 6.5e-06
25 slim_337677666 3.3e-06
26 slim_337677613 7.6e-06
27 slim_337677597 3.3e-06
28 slim_337677586 6.6e-06
29 slim_337677714 5.6e-06
30 slim_337677704 5.6e-06
31 slim_337677684 1.9e-06
32 slim_337677700 7.9e-06
33 slim_337677547 2.4e-06
34 slim_337677713 8e-06
35 slim_337677542 6e-06
36 slim_337677618 1.26e-05
37 slim_337677626 2.1e-06
38 slim_337677642 5.7e-06
39 slim_337677070 1.04e-05
40 slim_337677715 1.08e-05
41 slim_337677619 8e-06
42 slim_337677612 4.4e-06
43 slim_337677685 5.4e-06
44 slim_337677600 9.8e-06
45 slim_337677648 1.18e-05
46 slim_337677362 8.6e-06
47 slim_337677610 9.7e-06
48 slim_337677335 1.19e-05
49 slim_337677480 1.13e-05
50 slim_337677691 9.7e-06
51 slim_337677706 1.02e-05
52 slim_337677656 7.4e-06
53 slim_337677647 4.6e-06
54 slim_337677680 8.1e-06
55 slim_337677688 2.4e-06
56 slim_337677694 7e-07
57 slim_337677687 9.5e-06
58 slim_337677665 9.5e-06
59 slim_337677623 3.8e-06
60 slim_337677634 6e-06
61 slim_337677644 4.1e-06
62 slim_337677643 1.18e-05
63 slim_337677087 1.74e-05
64 slim_337677439 1.07e-05
65 slim_337677690 6.6e-06
66 slim_337677587 6.2e-06
67 slim_337677507 3.5e-06
68 slim_337677689 7e-07
69 slim_337677520 5.6e-06
70 slim_337677697 5.3e-06
71 slim_337677631 8.3e-06
72 slim_337677645 6.9e-06
73 slim_337677484 3.2e-06
74 slim_337677672 6.1e-06
75 slim_337677493 6.1e-06
76 slim_337677664 1.42e-05
77 slim_337677669 4.8e-06
78 slim_337677582 1.19e-05
79 slim_337677657 5.3e-06
80 slim_337677709 6.3e-06
81 slim_337677598 5.7e-06
82 slim_337677703 1.2e-05
83 slim_337677675 7.2e-06
84 slim_337677506 7.9e-06
85 slim_337677654 8.1e-06
86 slim_337677629 9.3e-06
87 slim_337677667 5.7e-06
88 slim_337677695 8.8e-06
89 slim_337677616 5.1e-06
90 slim_337677566 3.2e-06
91 slim_337677649 6.8e-06
92 slim_337677563 2.6e-06
93 slim_337677652 1e-07
94 slim_337677352 7.5e-06
95 slim_337677195 1.12e-05
96 slim_337677614 1.03e-05
97 slim_337677708 9.9e-06
98 slim_337677681 6.3e-06
99 slim_337677639 9.2e-06
