 pedigree_id het
0 slim_337596746 1.55e-05
1 slim_337596675 4.1e-06
2 slim_337596778 5.3e-06
3 slim_337596796 1.23e-05
4 slim_337596764 5.3e-06
5 slim_337596721 1.42e-05
6 slim_337596610 9.9e-06
7 slim_337596635 4.6e-06
8 slim_337596699 1.1e-05
9 slim_337596713 2e-07
10 slim_337596762 1.03e-05
11 slim_337596815 7.5e-06
12 slim_337596804 3.7e-06
13 slim_337596643 1.28e-05
14 slim_337596734 1.4e-06
15 slim_337596672 9.7e-06
16 slim_337596812 9.5e-06
17 slim_337596434 9.5e-06
18 slim_337596788 4.9e-06
19 slim_337596731 1.24e-05
20 slim_337596656 1.23e-05
21 slim_337596752 5.9e-06
22 slim_337596745 6.9e-06
23 slim_337596694 5.2e-06
24 slim_337596628 1.2e-05
25 slim_337596805 9.5e-06
26 slim_337596662 7.2e-06
27 slim_337596700 2.1e-06
28 slim_337596646 1.3e-05
29 slim_337596777 4.6e-06
30 slim_337596753 1.12e-05
31 slim_337596809 9.8e-06
32 slim_337596560 8.9e-06
33 slim_337596631 1.23e-05
34 slim_337596813 1.52e-05
35 slim_337596726 1.33e-05
36 slim_337596754 1.24e-05
37 slim_337596679 9.1e-06
38 slim_337596806 1.28e-05
39 slim_337596792 1.24e-05
40 slim_337596624 1e-07
41 slim_337596811 1.31e-05
42 slim_337596794 1.28e-05
43 slim_337596737 1.36e-05
44 slim_337596790 1.07e-05
45 slim_337596494 1.13e-05
46 slim_337596807 5e-06
47 slim_337596808 7.5e-06
48 slim_337596518 1.3e-06
49 slim_337596817 9.7e-06
50 slim_337596693 6.8e-06
51 slim_337596816 6.7e-06
52 slim_337596697 7.9e-06
53 slim_337596749 9.2e-06
54 slim_337596670 1.23e-05
55 slim_337596736 1.06e-05
56 slim_337596472 1.02e-05
57 slim_337596781 6.8e-06
58 slim_337596786 7e-06
59 slim_337596498 6.5e-06
60 slim_337596785 9.5e-06
61 slim_337596712 3.8e-06
62 slim_337596814 1.29e-05
63 slim_337596810 1.05e-05
64 slim_337596769 6.5e-06
65 slim_337596768 5e-07
66 slim_337596707 1.07e-05
67 slim_337596597 9.5e-06
68 slim_337596655 1.07e-05
69 slim_337596756 4.5e-06
70 slim_337596663 1.08e-05
71 slim_337596725 6.2e-06
72 slim_337596789 7.8e-06
73 slim_337596705 8e-06
74 slim_337596422 1.22e-05
75 slim_337596799 1.17e-05
76 slim_337596464 7.8e-06
77 slim_337596619 1.5e-05
78 slim_337596795 4e-06
79 slim_337596755 1.25e-05
80 slim_337596802 9.6e-06
81 slim_337596500 1.01e-05
82 slim_337596626 1.16e-05
83 slim_337596553 9.3e-06
84 slim_337596798 9.2e-06
85 slim_337596803 6.2e-06
86 slim_337596771 1.25e-05
