 pedigree_id het
0 slim_763043512 3.9e-06
1 slim_763043513 2.2e-06
2 slim_763043514 4.8e-06
3 slim_763043515 4.4e-06
4 slim_763043516 2.3e-06
5 slim_763043517 3.5e-06
6 slim_763043518 4.5e-06
7 slim_763043519 5.2e-06
8 slim_763043520 4.8e-06
9 slim_763043521 2.6e-06
10 slim_763043522 2.5e-06
11 slim_763043523 3.6e-06
12 slim_763043524 4.9e-06
13 slim_763043525 1.4e-06
14 slim_763043526 2.4e-06
15 slim_763043527 4.3e-06
16 slim_763043528 9e-07
17 slim_763043529 2.9e-06
18 slim_763043530 3.7e-06
19 slim_763043531 2.9e-06
20 slim_763043532 5e-06
21 slim_763043533 4.1e-06
22 slim_763043534 3.7e-06
23 slim_763043535 2.7e-06
24 slim_763043536 3.2e-06
25 slim_763043537 4.1e-06
26 slim_763043538 4.5e-06
27 slim_763043539 2.9e-06
28 slim_763043540 5.4e-06
29 slim_763043541 4.4e-06
30 slim_763043542 5.7e-06
31 slim_763043543 4.3e-06
32 slim_763043544 2.6e-06
33 slim_763043545 5.1e-06
34 slim_763043546 3.3e-06
35 slim_763043547 3.1e-06
36 slim_763043548 6.7e-06
37 slim_763043549 2.7e-06
38 slim_763043550 4.1e-06
39 slim_763043551 3e-06
40 slim_763043552 6e-06
41 slim_763043553 4.7e-06
42 slim_763043554 4.4e-06
43 slim_763043555 2.1e-06
44 slim_763043556 4.1e-06
45 slim_763043557 4e-06
46 slim_763043558 3.7e-06
47 slim_763043559 2.6e-06
48 slim_763043560 5.3e-06
49 slim_763043561 4.8e-06
50 slim_763043562 4.6e-06
51 slim_763043563 4.7e-06
52 slim_763043564 2.3e-06
53 slim_763043565 1.2e-06
54 slim_763043566 3.1e-06
55 slim_763043567 2.9e-06
56 slim_763043568 5.6e-06
57 slim_763043569 4.4e-06
58 slim_763043570 3.4e-06
59 slim_763043571 5e-06
60 slim_763043572 5.9e-06
61 slim_763043573 2.4e-06
62 slim_763043574 1.7e-06
63 slim_763043575 6.2e-06
64 slim_763043576 4.7e-06
65 slim_763043577 4.3e-06
66 slim_763043578 1.8e-06
67 slim_763043579 5e-06
68 slim_763043580 2.6e-06
69 slim_763043581 4.8e-06
70 slim_763043582 5.2e-06
71 slim_763043583 1.6e-06
72 slim_763043584 4.1e-06
73 slim_763043585 5.2e-06
74 slim_763043586 5e-06
75 slim_763043587 5.1e-06
76 slim_763043588 5.4e-06
77 slim_763043589 5e-06
78 slim_763043590 6e-07
79 slim_763043591 5.1e-06
80 slim_763043592 5.1e-06
81 slim_763043593 2.2e-06
82 slim_763043594 4.6e-06
83 slim_763043595 2.3e-06
84 slim_763043596 4.1e-06
85 slim_763043597 3.3e-06
86 slim_763043598 5.9e-06
87 slim_763043599 4.9e-06
88 slim_763043600 3.3e-06
89 slim_763043601 5.1e-06
90 slim_763043602 5.3e-06
91 slim_763043603 3.7e-06
92 slim_763043604 2.1e-06
93 slim_763043605 1.3e-06
94 slim_763043606 5.3e-06
95 slim_763043607 5.9e-06
96 slim_763043608 3.3e-06
97 slim_763043609 5.4e-06
98 slim_763043610 6.2e-06
99 slim_763043611 3.3e-06
100 slim_763043612 2.7e-06
101 slim_763043613 5.5e-06
102 slim_763043614 5.3e-06
103 slim_763043615 4e-06
104 slim_763043616 2.3e-06
