 pedigree_id het
0 slim_762849430 3.6e-06
1 slim_762849506 5.3e-06
2 slim_762849530 5.3e-06
3 slim_762849513 3e-07
4 slim_762849496 3.5e-06
5 slim_762849433 5.8e-06
6 slim_762849429 6.1e-06
7 slim_762849460 4.7e-06
8 slim_762849471 4.1e-06
9 slim_762849457 5.7e-06
10 slim_762849484 5.2e-06
11 slim_762849454 3.8e-06
12 slim_762849512 4e-06
13 slim_762849516 2.8e-06
14 slim_762849432 4.5e-06
15 slim_762849522 4.6e-06
16 slim_762849486 2.4e-06
17 slim_762849517 3.2e-06
18 slim_762849456 3.8e-06
19 slim_762849462 2.5e-06
20 slim_762849531 4.4e-06
21 slim_762849428 5e-06
22 slim_762849519 6e-06
23 slim_762849521 5.6e-06
24 slim_762849455 4e-06
25 slim_762849466 4.6e-06
26 slim_762849507 5.9e-06
27 slim_762849480 4e-06
28 slim_762849515 4.2e-06
29 slim_762849495 2.2e-06
30 slim_762849489 2.8e-06
31 slim_762849474 4.3e-06
32 slim_762849453 3.1e-06
33 slim_762849477 5.1e-06
34 slim_762849458 5e-06
35 slim_762849435 2.2e-06
36 slim_762849445 5.3e-06
37 slim_762849440 3.7e-06
38 slim_762849447 4.9e-06
39 slim_762849524 3.5e-06
40 slim_762849424 4.7e-06
41 slim_762849510 5.6e-06
42 slim_762849528 1.2e-06
43 slim_762849476 3.3e-06
44 slim_762849436 3.3e-06
45 slim_762849441 3.9e-06
46 slim_762849485 4.4e-06
47 slim_762849465 1.3e-06
48 slim_762849434 1.9e-06
49 slim_762849470 3e-06
50 slim_762849533 1.5e-06
51 slim_762849482 6.5e-06
52 slim_762849514 3.5e-06
53 slim_762849463 5e-06
54 slim_762849527 5.7e-06
55 slim_762849526 2.6e-06
56 slim_762849444 3e-06
57 slim_762849443 3e-07
58 slim_762849427 3.9e-06
59 slim_762849511 6.5e-06
60 slim_762849501 1.8e-06
61 slim_762849437 9e-07
62 slim_762849449 5.9e-06
63 slim_762849490 4e-06
64 slim_762849473 3.4e-06
65 slim_762849509 2.5e-06
66 slim_762849503 5.8e-06
67 slim_762849452 3.2e-06
68 slim_762849464 4.4e-06
69 slim_762849498 3.6e-06
70 slim_762849487 4.8e-06
71 slim_762849488 1.1e-06
72 slim_762849494 5.5e-06
73 slim_762849497 2.7e-06
74 slim_762849483 3.1e-06
75 slim_762849520 1.7e-06
76 slim_762849431 2.8e-06
77 slim_762849439 3.8e-06
78 slim_762849508 6.6e-06
79 slim_762849493 5.3e-06
80 slim_762849442 2.8e-06
81 slim_762849502 4.6e-06
82 slim_762849425 4.6e-06
83 slim_762849469 3.7e-06
84 slim_762849472 3.5e-06
85 slim_762849518 3.9e-06
86 slim_762849523 4.5e-06
87 slim_762849459 4.3e-06
88 slim_762849532 5.3e-06
89 slim_762849525 4e-06
90 slim_762849500 1.9e-06
91 slim_762849467 6.4e-06
92 slim_762849481 4.8e-06
93 slim_762849451 5.2e-06
94 slim_762849426 4.3e-06
95 slim_762849499 5.5e-06
96 slim_762849492 6.3e-06
97 slim_762849479 5.2e-06
98 slim_762849505 1e-06
99 slim_762849468 5.9e-06
