 pedigree_id het
0 slim_337471728 4.25e-05
1 slim_337471568 0.0001799
2 slim_337471480 9.6e-06
3 slim_337471708 0.0001032
4 slim_337471618 9.3e-05
5 slim_337471668 0.0001852
6 slim_337471656 0.0001795
7 slim_337471784 0.0001084
8 slim_337471741 5.8e-06
9 slim_337471482 0.0001797
10 slim_337471783 4.8e-06
11 slim_337471804 8.5e-06
12 slim_337471794 0.0001807
13 slim_337471443 0.000179
14 slim_337471526 9e-07
15 slim_337471695 6e-07
16 slim_337471790 6.12e-05
17 slim_337471561 9e-06
18 slim_337471346 5.4e-06
19 slim_337471757 0.0001251
20 slim_337471704 0.0001769
21 slim_337471677 3.39e-05
22 slim_337471823 9.52e-05
23 slim_337471625 0.0002066
24 slim_337471800 1.14e-05
25 slim_337471785 3.01e-05
26 slim_337471743 1.28e-05
27 slim_337471819 8.91e-05
28 slim_337471826 3.51e-05
29 slim_337471803 0.0001605
30 slim_337471527 7e-07
31 slim_337471793 4.14e-05
32 slim_337471689 9.2e-06
33 slim_337471697 0.0
34 slim_337471788 5.62e-05
35 slim_337471672 9.51e-05
36 slim_337471705 6.4e-05
37 slim_337471828 0.0001591
38 slim_337471700 7.8e-06
39 slim_337471772 0.0001793
40 slim_337471777 0.000127
41 slim_337471829 0.0001481
42 slim_337471814 0.0001764
43 slim_337471789 0.0002109
44 slim_337471557 5.67e-05
45 slim_337471761 6.13e-05
46 slim_337471759 0.000166
47 slim_337471812 5.3e-06
48 slim_337471817 6.08e-05
49 slim_337471767 6.15e-05
50 slim_337471827 8.1e-06
51 slim_337471628 3.4e-06
52 slim_337471796 0.0002111
53 slim_337471811 9.48e-05
54 slim_337471807 4e-05
55 slim_337471782 9.1e-06
56 slim_337471688 3.93e-05
57 slim_337471573 5.6e-06
58 slim_337471755 9.54e-05
59 slim_337471748 0.000148
60 slim_337471809 5.2e-06
61 slim_337471771 6.03e-05
62 slim_337471769 6.4e-05
63 slim_337471810 2e-06
64 slim_337471731 3.96e-05
65 slim_337471637 0.0001159
66 slim_337471740 8.72e-05
67 slim_337471801 5.69e-05
68 slim_337471815 9.12e-05
69 slim_337471718 6.26e-05
70 slim_337471746 6.4e-06
71 slim_337471822 0.0001739
72 slim_337471806 0.0001794
73 slim_337471795 0.0001156
74 slim_337471696 0.0001579
75 slim_337471799 0.0001641
76 slim_337471222 0.0001812
77 slim_337471523 6.23e-05
78 slim_337471642 1.7e-06
79 slim_337471552 0.0001769
80 slim_337471706 9.17e-05
81 slim_337471774 0.0001589
82 slim_337471816 0.000105
83 slim_337471732 0.0001072
84 slim_337471813 0.0001769
85 slim_337471821 0.0001286
