 pedigree_id het
0 slim_762190934 4.4e-06
1 slim_762190985 4e-06
2 slim_762190959 4.4e-06
3 slim_762190953 4.9e-06
4 slim_762190952 4.1e-06
5 slim_762191041 4.8e-06
6 slim_762190995 4.1e-06
7 slim_762190964 7.2e-06
8 slim_762191047 7e-06
9 slim_762190971 4.5e-06
10 slim_762190993 2.5e-06
11 slim_762191008 6e-06
12 slim_762190976 2.6e-06
13 slim_762190921 3.1e-06
14 slim_762190948 3.8e-06
15 slim_762190982 1e-06
16 slim_762191037 7.2e-06
17 slim_762191004 7.4e-06
18 slim_762190992 5.7e-06
19 slim_762191040 4.7e-06
20 slim_762191027 5.8e-06
21 slim_762190923 5.3e-06
22 slim_762190925 3e-06
23 slim_762191023 4.5e-06
24 slim_762191042 3.2e-06
25 slim_762190929 6.4e-06
26 slim_762191035 6.3e-06
27 slim_762191031 6.3e-06
28 slim_762190969 7e-07
29 slim_762190932 4.1e-06
30 slim_762191018 3.6e-06
31 slim_762191039 3.1e-06
32 slim_762190938 7.7e-06
33 slim_762190981 4.5e-06
34 slim_762190988 2.2e-06
35 slim_762191013 6.3e-06
36 slim_762190954 2.4e-06
37 slim_762190944 3.5e-06
38 slim_762191029 4.4e-06
39 slim_762190940 1.5e-06
40 slim_762190926 3.5e-06
41 slim_762191043 6.5e-06
42 slim_762190965 4.4e-06
43 slim_762190946 8.2e-06
44 slim_762191045 4e-06
45 slim_762190930 3e-07
46 slim_762190984 5.9e-06
47 slim_762191048 3.4e-06
48 slim_762191014 7.7e-06
49 slim_762190936 4.8e-06
50 slim_762190931 2.1e-06
51 slim_762191038 3.7e-06
52 slim_762190970 5.2e-06
53 slim_762191009 7e-06
54 slim_762191046 1e-07
55 slim_762190997 6.2e-06
56 slim_762190935 4.1e-06
57 slim_762190994 6.7e-06
58 slim_762190998 5.4e-06
59 slim_762190943 6.8e-06
60 slim_762190951 8e-07
61 slim_762190949 6.4e-06
62 slim_762190990 6.3e-06
63 slim_762191028 4.7e-06
64 slim_762191020 4.4e-06
65 slim_762191000 3.8e-06
66 slim_762191025 4.3e-06
67 slim_762190962 1.6e-06
68 slim_762190991 7.4e-06
69 slim_762191017 5.7e-06
70 slim_762190919 5.4e-06
71 slim_762191015 1.6e-06
72 slim_762191012 4.3e-06
73 slim_762190950 4.5e-06
74 slim_762190922 5.2e-06
75 slim_762191033 5.5e-06
76 slim_762190978 6e-06
77 slim_762191010 4.4e-06
78 slim_762191026 5.6e-06
79 slim_762191016 5.2e-06
80 slim_762191003 3.2e-06
81 slim_762191032 3.1e-06
82 slim_762191030 7e-06
83 slim_762191001 1.7e-06
84 slim_762190956 4.9e-06
85 slim_762190983 7.8e-06
86 slim_762190972 5e-06
87 slim_762190924 1.6e-06
88 slim_762190920 5.7e-06
89 slim_762190999 4.3e-06
90 slim_762190966 7.1e-06
91 slim_762190967 1.7e-06
92 slim_762191036 6.3e-06
93 slim_762190933 8.3e-06
94 slim_762190986 0.0
95 slim_762190963 6.2e-06
96 slim_762191022 1e-07
97 slim_762190987 4.3e-06
98 slim_762191044 4e-06
99 slim_762190941 5.1e-06
