 pedigree_id het
0 slim_762164689 3.4e-06
1 slim_762164665 2.1e-06
2 slim_762164727 4.7e-06
3 slim_762164672 2.5e-06
4 slim_762164711 7e-06
5 slim_762164651 7.1e-06
6 slim_762164700 5.7e-06
7 slim_762164644 6.4e-06
8 slim_762164733 6e-07
9 slim_762164657 2.7e-06
10 slim_762164717 2.9e-06
11 slim_762164668 7.2e-06
12 slim_762164693 4.8e-06
13 slim_762164663 4.2e-06
14 slim_762164664 5.6e-06
15 slim_762164681 4.8e-06
16 slim_762164647 4.5e-06
17 slim_762164731 5.8e-06
18 slim_762164685 1.5e-06
19 slim_762164699 6.6e-06
20 slim_762164714 2.9e-06
21 slim_762164652 2.8e-06
22 slim_762164720 7.1e-06
23 slim_762164718 2.8e-06
24 slim_762164679 3.9e-06
25 slim_762164650 4.4e-06
26 slim_762164677 4.5e-06
27 slim_762164674 5.6e-06
28 slim_762164707 4.2e-06
29 slim_762164687 3.8e-06
30 slim_762164658 3.5e-06
31 slim_762164649 4.3e-06
32 slim_762164695 6.3e-06
33 slim_762164696 7.7e-06
34 slim_762164721 4.3e-06
35 slim_762164704 6.6e-06
36 slim_762164692 3.9e-06
37 slim_762164703 1e-07
38 slim_762164709 2.8e-06
39 slim_762164691 4.7e-06
40 slim_762164705 4.5e-06
41 slim_762164729 7.9e-06
42 slim_762164669 3.3e-06
43 slim_762164730 2.6e-06
44 slim_762164708 5.8e-06
45 slim_762164725 5.4e-06
46 slim_762164653 3.5e-06
47 slim_762164697 2.4e-06
48 slim_762164659 5.1e-06
49 slim_762164662 4.3e-06
50 slim_762164724 7.5e-06
51 slim_762164710 6e-06
52 slim_762164684 5.6e-06
53 slim_762164701 3.8e-06
54 slim_762164732 6.6e-06
55 slim_762164690 2.8e-06
56 slim_762164688 4.2e-06
57 slim_762164673 7.7e-06
58 slim_762164680 6.4e-06
59 slim_762164698 5.5e-06
60 slim_762164667 4.6e-06
61 slim_762164686 8e-07
62 slim_762164666 5.5e-06
63 slim_762164676 3e-06
64 slim_762164656 2.1e-06
65 slim_762164683 3.8e-06
66 slim_762164671 2.8e-06
67 slim_762164728 1.2e-06
68 slim_762164723 3.2e-06
69 slim_762164670 5.4e-06
70 slim_762164661 3.1e-06
71 slim_762164655 3.6e-06
72 slim_762164722 6.5e-06
73 slim_762164694 3.6e-06
74 slim_762164726 3.9e-06
75 slim_762164660 4.5e-06
76 slim_762164682 3.7e-06
77 slim_762164702 4e-06
78 slim_762164675 6.3e-06
79 slim_762164719 4e-06
80 slim_762164713 4.9e-06
81 slim_762164645 1.2e-06
82 slim_762164646 6.9e-06
83 slim_762164648 4.7e-06
84 slim_762164716 6.5e-06
85 slim_762164654 1.9e-06
86 slim_762164712 5.3e-06
87 slim_762164715 5.3e-06
88 slim_762164678 3.9e-06
89 slim_762164706 6.1e-06
