 pedigree_id het
0 slim_337588119 1.4e-05
1 slim_337588149 1.81e-05
2 slim_337588132 1.11e-05
3 slim_337588036 8.4e-06
4 slim_337588095 1.19e-05
5 slim_337588026 1.13e-05
6 slim_337588054 1.02e-05
7 slim_337588070 1.08e-05
8 slim_337587975 1.38e-05
9 slim_337588049 1e-05
10 slim_337588129 1.16e-05
11 slim_337587972 1.12e-05
12 slim_337588137 3e-07
13 slim_337588081 5e-07
14 slim_337588136 1.27e-05
15 slim_337588041 8.4e-06
16 slim_337588084 9e-06
17 slim_337588157 1.45e-05
18 slim_337587998 1.33e-05
19 slim_337588130 1.21e-05
20 slim_337587971 1.51e-05
21 slim_337588027 1.13e-05
22 slim_337588146 6e-07
23 slim_337588008 9.2e-06
24 slim_337588083 1.33e-05
25 slim_337588140 1.34e-05
26 slim_337587842 5.2e-06
27 slim_337588123 1.19e-05
28 slim_337588103 1.45e-05
29 slim_337587921 1.4e-05
30 slim_337588094 9.8e-06
31 slim_337587858 1.28e-05
32 slim_337588109 1.05e-05
33 slim_337587957 1.01e-05
34 slim_337587955 1.13e-05
35 slim_337587879 0.0
36 slim_337588120 9.6e-06
37 slim_337588114 1.47e-05
38 slim_337588099 1.24e-05
39 slim_337588122 1e-05
40 slim_337587587 1.38e-05
41 slim_337587961 1.33e-05
42 slim_337588091 1.4e-06
43 slim_337588037 1.11e-05
44 slim_337588077 9.2e-06
45 slim_337588110 1.1e-05
46 slim_337588113 1.77e-05
47 slim_337588089 1.04e-05
48 slim_337588098 5.9e-06
49 slim_337588151 8.3e-06
50 slim_337588155 1.2e-05
51 slim_337588046 1e-07
52 slim_337587768 1.84e-05
53 slim_337588150 1.34e-05
54 slim_337588059 8.5e-06
55 slim_337588147 1.17e-05
56 slim_337588138 1.1e-05
57 slim_337588126 1.08e-05
58 slim_337587691 1.01e-05
59 slim_337588040 5.9e-06
60 slim_337587977 1.47e-05
61 slim_337588159 1.09e-05
62 slim_337588100 1.52e-05
63 slim_337588143 1.1e-05
64 slim_337587985 9.4e-06
65 slim_337588061 1.02e-05
66 slim_337588104 1.35e-05
67 slim_337588056 1.37e-05
68 slim_337588125 1.48e-05
69 slim_337588144 1.43e-05
70 slim_337588124 1.78e-05
71 slim_337587945 1.53e-05
72 slim_337588096 1.35e-05
73 slim_337587946 1.48e-05
74 slim_337588145 1.29e-05
75 slim_337587829 1.7e-05
76 slim_337588112 1.35e-05
77 slim_337587713 1e-05
78 slim_337588058 1.49e-05
79 slim_337588108 1.26e-05
80 slim_337588068 1.19e-05
81 slim_337588097 1.02e-05
82 slim_337588007 1.25e-05
83 slim_337588053 1.14e-05
84 slim_337587934 7.4e-06
85 slim_337587963 1.1e-05
86 slim_337588044 1.18e-05
87 slim_337588038 1.44e-05
88 slim_337587511 1.38e-05
89 slim_337588087 1.3e-05
90 slim_337588153 1.08e-05
91 slim_337588135 1.07e-05
92 slim_337588142 1.02e-05
93 slim_337588134 1.09e-05
94 slim_337588161 1.03e-05
95 slim_337588079 1.34e-05
96 slim_337588141 6e-06
97 slim_337588139 1.41e-05
