 pedigree_id het
0 slim_762179363 7.4e-06
1 slim_762179315 8.3e-06
2 slim_762179365 7.7e-06
3 slim_762179293 2.9e-06
4 slim_762179319 6.1e-06
5 slim_762179284 6.1e-06
6 slim_762179332 6.6e-06
7 slim_762179327 6.6e-06
8 slim_762179361 6e-06
9 slim_762179374 7.4e-06
10 slim_762179372 5.2e-06
11 slim_762179359 5.4e-06
12 slim_762179296 7.5e-06
13 slim_762179288 6.3e-06
14 slim_762179328 7.4e-06
15 slim_762179276 9.1e-06
16 slim_762179333 5.4e-06
17 slim_762179360 1.4e-06
18 slim_762179331 6.5e-06
19 slim_762179368 2e-06
20 slim_762179371 5.9e-06
21 slim_762179304 7.1e-06
22 slim_762179342 7.9e-06
23 slim_762179353 6.5e-06
24 slim_762179324 7.1e-06
25 slim_762179289 5.7e-06
26 slim_762179346 6.2e-06
27 slim_762179323 3.5e-06
28 slim_762179280 1.9e-06
29 slim_762179335 5.8e-06
30 slim_762179317 6.1e-06
31 slim_762179281 1.5e-06
32 slim_762179303 5.8e-06
33 slim_762179321 4.6e-06
34 slim_762179358 6.7e-06
35 slim_762179362 4.9e-06
36 slim_762179373 6.8e-06
37 slim_762179325 5.7e-06
38 slim_762179354 6.5e-06
39 slim_762179297 7.3e-06
40 slim_762179345 6.6e-06
41 slim_762179314 8.1e-06
42 slim_762179337 2.5e-06
43 slim_762179318 6.4e-06
44 slim_762179309 6e-06
45 slim_762179334 4.8e-06
46 slim_762179294 7.4e-06
47 slim_762179302 7.3e-06
48 slim_762179298 5.4e-06
49 slim_762179311 6e-06
50 slim_762179272 6.4e-06
51 slim_762179282 5.6e-06
52 slim_762179336 5.6e-06
53 slim_762179352 7.2e-06
54 slim_762179375 6.8e-06
55 slim_762179291 5.8e-06
56 slim_762179355 6.1e-06
57 slim_762179326 6.5e-06
58 slim_762179312 4.1e-06
59 slim_762179347 7.7e-06
60 slim_762179350 7.7e-06
61 slim_762179348 6e-06
62 slim_762179286 5.9e-06
63 slim_762179339 4.8e-06
64 slim_762179279 5.6e-06
65 slim_762179344 6.1e-06
66 slim_762179369 7.4e-06
67 slim_762179274 4e-07
68 slim_762179273 5.2e-06
69 slim_762179290 8.9e-06
70 slim_762179299 6.5e-06
71 slim_762179329 6.7e-06
72 slim_762179320 5.9e-06
73 slim_762179313 4.8e-06
74 slim_762179300 3.4e-06
75 slim_762179343 8.8e-06
76 slim_762179308 4.8e-06
77 slim_762179307 6.3e-06
78 slim_762179275 7.6e-06
79 slim_762179283 0.0
80 slim_762179295 5.6e-06
81 slim_762179366 7e-06
82 slim_762179316 5.7e-06
83 slim_762179301 5.3e-06
84 slim_762179341 6.8e-06
85 slim_762179357 6.9e-06
86 slim_762179367 6.6e-06
87 slim_762179292 6.1e-06
88 slim_762179285 4.8e-06
89 slim_762179364 7.7e-06
90 slim_762179277 6.8e-06
91 slim_762179338 4.8e-06
92 slim_762179330 5.5e-06
93 slim_762179370 4.2e-06
94 slim_762179340 2.8e-06
95 slim_762179322 1.9e-06
96 slim_762179287 4.3e-06
97 slim_762179305 7.3e-06
98 slim_762179306 5.7e-06
99 slim_762179310 4.6e-06
