 pedigree_id het
0 slim_762698185 6.5e-06
1 slim_762698121 6.2e-06
2 slim_762698132 6.1e-06
3 slim_762698155 2.4e-06
4 slim_762698156 4.9e-06
5 slim_762698093 6.6e-06
6 slim_762698092 4.3e-06
7 slim_762698110 3.7e-06
8 slim_762698172 5.7e-06
9 slim_762698105 6e-06
10 slim_762698166 3.9e-06
11 slim_762698120 4.4e-06
12 slim_762698119 6.8e-06
13 slim_762698183 4.7e-06
14 slim_762698135 3.8e-06
15 slim_762698147 4.8e-06
16 slim_762698126 2.7e-06
17 slim_762698142 6e-06
18 slim_762698176 3.3e-06
19 slim_762698090 4.6e-06
20 slim_762698095 5.4e-06
21 slim_762698186 1.3e-06
22 slim_762698104 4.3e-06
23 slim_762698079 6.7e-06
24 slim_762698077 5.2e-06
25 slim_762698148 6.7e-06
26 slim_762698137 4.4e-06
27 slim_762698124 3.1e-06
28 slim_762698128 6.7e-06
29 slim_762698177 4.5e-06
30 slim_762698144 3.6e-06
31 slim_762698160 3.4e-06
32 slim_762698102 2.3e-06
33 slim_762698133 6.8e-06
34 slim_762698081 6.4e-06
35 slim_762698145 4.6e-06
36 slim_762698169 4.1e-06
37 slim_762698085 3.6e-06
38 slim_762698111 6.4e-06
39 slim_762698117 6e-06
40 slim_762698115 5e-06
41 slim_762698178 1.4e-06
42 slim_762698112 1.4e-06
43 slim_762698094 4.8e-06
44 slim_762698153 5.5e-06
45 slim_762698162 7.6e-06
46 slim_762698078 5.3e-06
47 slim_762698099 6.8e-06
48 slim_762698182 4.4e-06
49 slim_762698174 6.4e-06
50 slim_762698180 4.8e-06
51 slim_762698109 7.3e-06
52 slim_762698187 5.9e-06
53 slim_762698152 5.1e-06
54 slim_762698108 6.9e-06
55 slim_762698170 7.8e-06
56 slim_762698114 6.3e-06
57 slim_762698087 5.7e-06
58 slim_762698082 3.3e-06
59 slim_762698164 7.1e-06
60 slim_762698129 5.5e-06
61 slim_762698131 2e-06
62 slim_762698146 7.9e-06
63 slim_762698158 5.1e-06
64 slim_762698140 4.9e-06
65 slim_762698084 3e-06
66 slim_762698096 7.2e-06
67 slim_762698116 4.1e-06
68 slim_762698171 4.8e-06
69 slim_762698167 3.2e-06
70 slim_762698150 4.5e-06
71 slim_762698130 6e-07
72 slim_762698168 6.3e-06
73 slim_762698138 6e-06
74 slim_762698189 4.9e-06
75 slim_762698181 6.8e-06
76 slim_762698173 7.3e-06
77 slim_762698143 6e-06
78 slim_762698127 6.8e-06
79 slim_762698098 4.9e-06
80 slim_762698086 4.6e-06
81 slim_762698188 6.4e-06
82 slim_762698190 6.4e-06
83 slim_762698165 8e-06
84 slim_762698107 4.2e-06
85 slim_762698091 6.4e-06
86 slim_762698113 4.3e-06
87 slim_762698125 3.9e-06
88 slim_762698083 4e-06
89 slim_762698118 3.7e-06
90 slim_762698097 6e-06
91 slim_762698134 7e-07
92 slim_762698123 5.8e-06
93 slim_762698179 2e-06
94 slim_762698101 1.6e-06
95 slim_762698141 5.8e-06
96 slim_762698157 5.1e-06
97 slim_762698136 5.5e-06
98 slim_762698151 3.8e-06
99 slim_762698103 5e-06
