 pedigree_id het
0 slim_762342760 1.6e-06
1 slim_762342694 4.9e-06
2 slim_762342740 2.3e-06
3 slim_762342737 3.1e-06
4 slim_762342766 4.9e-06
5 slim_762342757 4.5e-06
6 slim_762342689 4.6e-06
7 slim_762342780 5e-06
8 slim_762342735 4.6e-06
9 slim_762342724 2.4e-06
10 slim_762342736 4.2e-06
11 slim_762342693 4.7e-06
12 slim_762342763 3.8e-06
13 slim_762342756 1.2e-06
14 slim_762342773 3.6e-06
15 slim_762342745 2e-07
16 slim_762342786 2.9e-06
17 slim_762342731 4e-06
18 slim_762342714 5.4e-06
19 slim_762342776 4.2e-06
20 slim_762342781 4.7e-06
21 slim_762342700 3.2e-06
22 slim_762342758 1.9e-06
23 slim_762342696 5.3e-06
24 slim_762342788 4.4e-06
25 slim_762342761 2.5e-06
26 slim_762342738 5.2e-06
27 slim_762342708 3.2e-06
28 slim_762342686 5.3e-06
29 slim_762342778 3.6e-06
30 slim_762342706 4.9e-06
31 slim_762342713 4.7e-06
32 slim_762342692 5e-06
33 slim_762342762 1.7e-06
34 slim_762342722 4.2e-06
35 slim_762342718 2.6e-06
36 slim_762342728 4.4e-06
37 slim_762342703 1.1e-06
38 slim_762342695 1.8e-06
39 slim_762342729 4.3e-06
40 slim_762342744 2.2e-06
41 slim_762342749 4.1e-06
42 slim_762342727 4e-06
43 slim_762342779 4.5e-06
44 slim_762342690 5.3e-06
45 slim_762342784 4.5e-06
46 slim_762342752 4.5e-06
47 slim_762342725 5.1e-06
48 slim_762342775 4.4e-06
49 slim_762342787 3.2e-06
50 slim_762342777 5.9e-06
51 slim_762342739 2.1e-06
52 slim_762342697 4.2e-06
53 slim_762342704 3.8e-06
54 slim_762342701 4.4e-06
55 slim_762342732 4.4e-06
56 slim_762342730 4.2e-06
57 slim_762342699 4.6e-06
58 slim_762342733 6e-07
59 slim_762342717 2.6e-06
60 slim_762342769 5.7e-06
61 slim_762342759 4.9e-06
62 slim_762342774 5.3e-06
63 slim_762342709 3.1e-06
64 slim_762342688 6.3e-06
65 slim_762342715 4.8e-06
66 slim_762342754 1.7e-06
67 slim_762342753 5.5e-06
68 slim_762342712 5.2e-06
69 slim_762342783 5e-06
70 slim_762342767 3.9e-06
71 slim_762342748 4.8e-06
72 slim_762342746 8e-07
73 slim_762342687 4.1e-06
74 slim_762342734 2.8e-06
75 slim_762342705 4.7e-06
76 slim_762342741 5.4e-06
77 slim_762342723 3.6e-06
78 slim_762342743 7e-07
79 slim_762342772 3.1e-06
80 slim_762342721 5.9e-06
81 slim_762342751 4.5e-06
82 slim_762342755 1e-07
83 slim_762342711 5.8e-06
84 slim_762342770 4.4e-06
85 slim_762342707 5e-07
86 slim_762342719 5.1e-06
87 slim_762342702 2.3e-06
88 slim_762342771 4.2e-06
89 slim_762342716 2e-06
90 slim_762342765 3e-07
91 slim_762342768 2.5e-06
92 slim_762342764 4.4e-06
93 slim_762342710 2.3e-06
94 slim_762342747 3.2e-06
95 slim_762342750 1.8e-06
96 slim_762342698 5.2e-06
97 slim_762342691 6.7e-06
98 slim_762342742 2.9e-06
99 slim_762342785 5.9e-06
