 pedigree_id het
0 slim_761954130 0.0001594
1 slim_761954209 0.0001275
2 slim_761954216 5.36e-05
3 slim_761954256 3.7e-05
4 slim_761954177 0.0001659
5 slim_761954245 0.0001013
6 slim_761954182 0.0001507
7 slim_761954212 9.88e-05
8 slim_761954203 0.0001306
9 slim_761954198 0.0001292
10 slim_761954258 0.0001767
11 slim_761954271 0.000131
12 slim_761954137 0.0001312
13 slim_761954135 5.56e-05
14 slim_761954249 0.000118
15 slim_761954155 0.0001572
16 slim_761954208 0.0001612
17 slim_761954144 0.0001198
18 slim_761954255 0.0001768
19 slim_761954159 0.0001738
20 slim_761954192 0.0001198
21 slim_761954116 0.0001563
22 slim_761954199 0.0001537
23 slim_761954170 0.0001763
24 slim_761954141 0.0001774
25 slim_761954236 7.64e-05
26 slim_761954146 0.0001313
27 slim_761954242 0.0001063
28 slim_761954166 0.0001589
29 slim_761954189 8.48e-05
30 slim_761954178 0.0001328
31 slim_761954217 1e-07
32 slim_761954231 0.0001305
33 slim_761954264 0.0001505
34 slim_761954237 5.52e-05
35 slim_761954187 0.0001602
36 slim_761954173 9.61e-05
37 slim_761954266 0.0001248
38 slim_761954190 0.0001664
39 slim_761954234 2.6e-05
40 slim_761954118 0.0001165
41 slim_761954227 0.0001378
42 slim_761954214 9.98e-05
43 slim_761954128 8.26e-05
44 slim_761954120 0.0001424
45 slim_761954174 0.0001658
46 slim_761954121 0.0001582
47 slim_761954132 0.0001594
48 slim_761954165 0.0001636
49 slim_761954218 0.0001296
50 slim_761954207 0.0001286
51 slim_761954161 0.0001293
52 slim_761954154 0.0001445
53 slim_761954157 5.94e-05
54 slim_761954267 0.000146
55 slim_761954250 0.0001023
56 slim_761954191 0.0001032
57 slim_761954224 0.0001086
58 slim_761954244 8.83e-05
59 slim_761954235 0.000165
60 slim_761954158 0.0001313
61 slim_761954188 0.0001663
62 slim_761954119 3.08e-05
63 slim_761954220 4.99e-05
64 slim_761954117 0.0001696
65 slim_761954241 0.0001412
66 slim_761954270 0.0001052
67 slim_761954195 5.24e-05
68 slim_761954129 0.000145
69 slim_761954160 0.0001386
70 slim_761954239 0.0001217
71 slim_761954147 0.0001689
72 slim_761954145 0.0001103
73 slim_761954232 0.0001433
74 slim_761954268 0.0001599
75 slim_761954205 0.0001151
76 slim_761954131 0.0001598
77 slim_761954126 0.0001548
78 slim_761954215 5.72e-05
79 slim_761954251 5.63e-05
80 slim_761954149 0.0001631
81 slim_761954197 0.00011
82 slim_761954171 1e-07
83 slim_761954133 0.0001769
84 slim_761954186 0.0001791
85 slim_761954260 3.92e-05
86 slim_761954259 7.48e-05
87 slim_761954184 0.0001644
88 slim_761954248 0.0001059
89 slim_761954206 0.000114
90 slim_761954257 1.7e-05
91 slim_761954213 0.0001164
92 slim_761954168 3.77e-05
93 slim_761954136 0.0001094
94 slim_761954222 0.0001694
95 slim_761954221 0.0001308
96 slim_761954225 7.19e-05
97 slim_761954193 0.0001217
98 slim_761954202 0.0001146
99 slim_761954181 0.0001544
