 slim_337459742 slim_337453010 slim_337456631 slim_337458623 slim_337447205 slim_337430874 slim_337448850 slim_337460344 slim_337458990 slim_337453195 slim_337447499 slim_337455023 slim_337459541 slim_337448018 slim_337451232 slim_337453454 slim_337461740 slim_337461755 slim_337461749 slim_337460002 slim_337461765 slim_337461748 slim_337461179 slim_337461768 slim_337461763 slim_337461742 slim_337459968 slim_337461757 slim_337450233 slim_337459734 slim_337461764 slim_337461728 slim_337461761 slim_337461730 slim_337451076 slim_337461762 slim_337458352 slim_337460606 slim_337461760 slim_337461801 slim_337461804 slim_337461791 slim_337461813 slim_337461812 slim_337461860 slim_337461873 slim_337461872 slim_337461835 slim_337461867 slim_337461871 slim_337461820 slim_337461782 slim_337461800 slim_337461862 slim_337461843 slim_337461868 slim_337461828 slim_337461818 slim_337461870 slim_337461770 slim_337461797 slim_337461869 slim_337461856 slim_337461826 slim_337461824 slim_337461855 slim_337461853 slim_337461816 slim_337461796 slim_337461845 slim_337461799 slim_337461780 slim_337461798 slim_337461787 slim_337461821 slim_337461789 slim_337461836 slim_337461834 slim_337461840 slim_337461849 slim_337461809 slim_337461839 slim_337461848 slim_337461823 slim_337461785 slim_337461833 slim_337461864 slim_337461861 slim_337461831 slim_337461837 slim_337461777 slim_337461795 slim_337461844 slim_337461819 slim_337461876 slim_337461794 slim_337461790 slim_337461866 slim_337461842 slim_337461847 slim_337461852 slim_337461815 slim_337461877 slim_337461865 slim_337461875
0 0.0008664 0.000832 0.0008554 0.0008907 0.000819 0.0008035 0.0008793 0.00086475 0.0008498 0.00082355 0.00086955 0.000878 0.00086755 0.0008152 0.0008941 0.0008865 0.00085665 0.0008081 0.00086655 0.00086175 0.00084575 0.0009016 0.000808 0.0008498 0.00085095 0.00082655 0.00084155 0.0008425 0.000806 0.0008439 0.0008039 0.0008524 0.000603 0.0008677 0.00085115 0.00085985 0.0008423 0.0008154 0.00083145 0.00087845 0.00082765 0.00086035 0.00085625 0.00083585 0.00087135 0.0009097 0.0008868 0.0008335 0.00080715 0.0008978 0.00090145 0.000783 0.0008213 0.00081225 0.00081845 0.000899 0.00065115 0.0008621 0.0008467 0.00080495 0.0008231 0.0008665 0.000803 0.0008489 0.00082375 0.00088205 0.00083775 0.0008679 0.00090805 0.000813 0.0009268 0.0008268 0.0006158 0.0008599 0.00080715 0.0008586 0.00086305 0.00086995 0.0008221 0.0008292 0.00088225 0.0008797 0.0008744 0.00085815 0.00083965 0.0008713 0.00084945 0.000924 0.00090685 0.00087335 0.00090285 0.0008796 0.0008021 0.0008772 0.00088575 0.00087045 0.00089285 0.000886 0.00088085 0.00062515 0.00088325 0.00085235 0.0008857 0.00088335 0.00085735
1 0.000832 0.0008837 0.0008998 0.00082485 0.00086225 0.0009128 0.00075965 0.0008688 0.00087185 0.0008662 0.00091155 0.00085925 0.00090535 0.0008374 0.0009003 0.0009466 0.0008726 0.00077525 0.00091765 0.0009162 0.0008385 0.00091925 0.0008511 0.0008603 0.0008913 0.0008568 0.0008764 0.00089365 0.0008446 0.00089805 0.00077565 0.00093325 0.0008551 0.0008569 0.00091725 0.00090845 0.0009054 0.0008788 0.00088445 0.0008742 0.00091025 0.0008925 0.0008117 0.00091405 0.0009167 0.00093025 0.00090415 0.0009125 0.0008664 0.0009024 0.00088015 0.00088025 0.0008971 0.0009361 0.0008226 0.00089265 0.0008844 0.0008905 0.00088825 0.0008926 0.0008954 0.0009339 0.00086385 0.00086175 0.0008664 0.0008799 0.0009229 0.00091145 0.0009259 0.00089895 0.00089195 0.0008869 0.0008275 0.0009289 0.00090335 0.00087495 0.0008317 0.0008817 0.00085885 0.00090365 0.00095215 0.00086865 0.00090875 0.00093265 0.00090795 0.00091345 0.0008812 0.00084665 0.00094425 0.00086785 0.0008885 0.00087325 0.00085745 0.00094875 0.0008045 0.00088295 0.0009276 0.00093005 0.0006677 0.0008111 0.00090005 0.000903 0.00066915 0.00085165 0.00093055
2 0.0008554 0.0008998 0.0008867 0.00093035 0.00090075 0.00079215 0.00092295 0.0008831 0.0008665 0.0008722 0.0009211 0.0009342 0.00095325 0.0008721 0.00088015 0.0009214 0.00084665 0.00085 0.0007171 0.00090755 0.00088355 0.00083195 0.0008583 0.00090715 0.0008802 0.00091375 0.00092065 0.00092005 0.00089005 0.00088035 0.00088035 0.00086775 0.00086455 0.0008956 0.0009008 0.00089305 0.00088935 0.0008474 0.00090935 0.00089825 0.0008147 0.00088745 0.00088905 0.0008058 0.00085415 0.00084045 0.0009159 0.00089555 0.00088585 0.00092015 0.0009183 0.0008899 0.00091615 0.00090425 0.00092445 0.0009166 0.0008595 0.0009 0.00090245 0.00090865 0.0008869 0.0008658 0.0008605 0.0009237 0.0008724 0.0009149 0.0009013 0.00067755 0.0009129 0.0008884 0.000938 0.0008919 0.00088105 0.0008327 0.0008732 0.0008914 0.0009234 0.00088815 0.00088255 0.00088715 0.0008148 0.0009208 0.00089745 0.00089565 0.00089725 0.0008545 0.00090735 0.00093175 0.0008131 0.0009215 0.0008964 0.00091875 0.00093765 0.0008793 0.000928 0.00090705 0.0008851 0.0008398 0.0009105 0.0008721 0.00080005 0.0008474 0.0009561 0.0008729 0.00088525
3 0.0008907 0.00082485 0.00093035 0.0009187 0.0008916 0.00091675 0.0008145 0.0009134 0.0008916 0.0008737 0.0007866 0.0008506 0.0008507 0.0008523 0.0008513 0.0008884 0.00088635 0.00084995 0.00088815 0.000886 0.0008879 0.00086775 0.00083585 0.0008711 0.0008545 0.00089055 0.0008709 0.00083815 0.0007547 0.00087375 0.00079675 0.00093705 0.0008484 0.0008616 0.00091195 0.00088845 0.00086715 0.00086295 0.00092355 0.00086515 0.00088815 0.0008965 0.00081585 0.00085695 0.0008798 0.0009053 0.0008918 0.0008703 0.00085475 0.0009126 0.0008636 0.0008535 0.0008899 0.00089385 0.00083055 0.0008826 0.0008714 0.0008397 0.00086025 0.00089635 0.0008507 0.0009239 0.00087435 0.00087695 0.0008739 0.0008928 0.00091155 0.0009427 0.00088265 0.0009004 0.000892 0.000655 0.00087975 0.00089175 0.00089095 0.00087755 0.0007543 0.00086965 0.0008812 0.00087545 0.00090385 0.00082645 0.00086835 0.00087295 0.0009055 0.0009329 0.0008606 0.00069305 0.0009212 0.00084115 0.0008433 0.00077855 0.00084425 0.0009225 0.0007946 0.0008446 0.0009199 0.0008601 0.0008632 0.0008741 0.0008489 0.0009105 0.0008512 0.00082395 0.00089955
4 0.000819 0.00086225 0.00090075 0.0008916 0.0008602 0.00092135 0.00085565 0.0008573 0.00089215 0.00082665 0.0008607 0.00086625 0.0008759 0.00087905 0.00085025 0.00089 0.0008114 0.00082335 0.00087695 0.00085735 0.00085385 0.00090375 0.00080815 0.00092235 0.0008561 0.0008636 0.00086465 0.00084955 0.00085265 0.00089325 0.00079675 0.00087595 0.00080375 0.0008822 0.00088335 0.0008575 0.00085545 0.00090145 0.00083465 0.00085255 0.00089345 0.0008556 0.0008009 0.00091625 0.0008545 0.00090065 0.00085375 0.00088395 0.00085755 0.0008522 0.0008769 0.00084705 0.0008819 0.0008933 0.00084085 0.0008959 0.00082485 0.00085835 0.0008181 0.0008995 0.00080665 0.00089475 0.00081995 0.00085145 0.00082685 0.00085155 0.000896 0.0006502 0.00086125 0.00085795 0.0008539 0.000851 0.0008282 0.0008468 0.00088365 0.0008727 0.00082495 0.00085755 0.0008251 0.0008451 0.00092315 0.00090115 0.00088435 0.0008112 0.00090615 0.0009308 0.0008289 0.00089835 0.00088565 0.0008513 0.00085435 0.00088335 0.0008658 0.00090525 0.00088365 0.00084425 0.0008768 0.00088505 0.0008485 0.00082955 0.0008478 0.00087065 0.00086225 0.00090225 0.0008799
5 0.0008035 0.0009128 0.00079215 0.00091675 0.00092135 0.0008902 0.0009038 0.00090075 0.00087225 0.0008454 0.00091575 0.00091285 0.00095335 0.00087685 0.00087825 0.00090885 0.0008577 0.0008289 0.0008477 0.00090765 0.00086625 0.0006806 0.0008605 0.00087135 0.00091345 0.0008837 0.00087425 0.00090145 0.00089355 0.00080415 0.00086305 0.00085085 0.00078085 0.00089715 0.0008858 0.00084945 0.00089675 0.0008246 0.0009082 0.00094675 0.0008169 0.0008895 0.00090415 0.0006589 0.0008449 0.00088165 0.0008661 0.00085025 0.0009019 0.00090555 0.00093375 0.0008313 0.0008738 0.00079645 0.0009077 0.0009109 0.00079395 0.00088105 0.00089785 0.00084405 0.0008925 0.00082875 0.0008373 0.00087745 0.0008456 0.0009147 0.0008809 0.0008945 0.0009021 0.00084855 0.00087855 0.0008687 0.00092295 0.000862 0.0008331 0.0009229 0.00090965 0.00089755 0.0008904 0.0008793 0.00063755 0.0009077 0.00092045 0.0008742 0.0008661 0.00084515 0.0008828 0.00089775 0.0006823 0.00089935 0.0009421 0.00093715 0.00076485 0.00085305 0.0009147 0.0009061 0.00085975 0.00068035 0.00093 0.0007981 0.0006651 0.00086815 0.00089085 0.00094105 0.00087625
6 0.0008793 0.00075965 0.00092295 0.0008145 0.00085565 0.0009038 0.0007539 0.00086155 0.00085565 0.000836 0.00089375 0.00083535 0.0008964 0.0008603 0.00088465 0.0009175 0.00087615 0.00076235 0.0009177 0.0008746 0.0008993 0.0008555 0.0008035 0.0007551 0.00088495 0.00086415 0.00088635 0.00082835 0.0007933 0.0008665 0.0007274 0.0008589 0.0008913 0.00079975 0.00087215 0.0009097 0.00087125 0.00087355 0.0008877 0.0008688 0.0009183 0.0008072 0.0007577 0.00086375 0.0009124 0.0008922 0.0009079 0.00086315 0.00088405 0.0008818 0.0008711 0.00088875 0.00077915 0.000891 0.0007543 0.00079695 0.00090785 0.0008869 0.0008977 0.0008886 0.00084525 0.000901 0.00085545 0.00081475 0.0008362 0.00092175 0.00086015 0.0009063 0.0009104 0.00083315 0.00090765 0.0008762 0.00087555 0.00090545 0.00088255 0.00083085 0.00073025 0.0008589 0.0008154 0.00089235 0.00091775 0.000831 0.00089055 0.00089495 0.00088865 0.00091455 0.000851 0.00084825 0.00089 0.00084795 0.0009015 0.00079785 0.000899 0.00089205 0.0007104 0.0008659 0.000915 0.0008734 0.00081235 0.0008678 0.00083885 0.00085875 0.00079215 0.00088995 0.00090655
7 0.00086475 0.0008688 0.0008831 0.0009134 0.0008573 0.00090075 0.00086155 0.0008669 0.00083885 0.00083645 0.00091485 0.0008725 0.00090715 0.0008169 0.00083945 0.00081415 0.00081865 0.0008679 0.00087525 0.0008467 0.00090935 0.0008795 0.00084315 0.00084365 0.0008851 0.0008539 0.00084205 0.00085255 0.0008705 0.00088985 0.00086735 0.00086105 0.00080715 0.00085765 0.0008698 0.00089245 0.0008636 0.00086845 0.0008839 0.0006604 0.0008726 0.00086985 0.00083815 0.00089545 0.0008695 0.0008538 0.0008984 0.0008575 0.0008648 0.0008881 0.00067565 0.00084555 0.00086065 0.00088545 0.00085565 0.00089545 0.00082905 0.0009053 0.0008468 0.0009001 0.0008429 0.00086645 0.00085965 0.00083435 0.00083665 0.0008997 0.00086085 0.0008832 0.0009284 0.0008796 0.0009117 0.0008847 0.00086695 0.0008653 0.00087185 0.0008996 0.00085455 0.00085125 0.00087065 0.00085655 0.0008925 0.00087225 0.00084295 0.0008764 0.00088795 0.00090375 0.0008073 0.0009214 0.00088285 0.00088295 0.0009242 0.0009184 0.00087845 0.00087485 0.0008917 0.0008589 0.0008616 0.000876 0.00087425 0.00091075 0.00086395 0.0008696 0.0008541 0.00088385 0.00085145
8 0.0008498 0.00087185 0.0008665 0.0008916 0.00089215 0.00087225 0.00085565 0.00083885 0.0009077 0.0008403 0.00088005 0.0008765 0.00086955 0.0008541 0.0008837 0.00091255 0.0008767 0.0008206 0.0008729 0.0008516 0.00087825 0.00092955 0.00084155 0.0008201 0.00089135 0.00088605 0.0008804 0.0008677 0.00084365 0.00089555 0.000805 0.000853 0.0007905 0.0008101 0.0008706 0.00093685 0.00090085 0.00078445 0.00088955 0.00086885 0.0008641 0.00085345 0.0008654 0.0008463 0.0008916 0.00094045 0.000911 0.00081705 0.0008353 0.00089735 0.0008813 0.0008554 0.0008556 0.0008846 0.00092805 0.00087435 0.00082545 0.0008949 0.0008845 0.00087315 0.0008748 0.0008696 0.0008532 0.000863 0.0008405 0.00085815 0.00087915 0.000899 0.0008952 0.00089995 0.00091325 0.0009174 0.0008716 0.0009211 0.0008816 0.0008735 0.0008519 0.00086475 0.00089265 0.0008741 0.00090495 0.00089595 0.00090685 0.00088885 0.0007894 0.000922 0.00089415 0.0009113 0.000918 0.00088925 0.00089715 0.0009044 0.0008936 0.00086095 0.00090595 0.00089255 0.00088805 0.00092395 0.00090565 0.0009125 0.00086505 0.0009227 0.00089415 0.00090075 0.00088175
9 0.00082355 0.0008662 0.0008722 0.0008737 0.00082665 0.0008454 0.000836 0.00083645 0.0008403 0.0008823 0.00085465 0.0008771 0.0008767 0.00081855 0.00086475 0.00088255 0.00062265 0.0006256 0.00084695 0.0006431 0.00086185 0.0008592 0.00083095 0.00086085 0.00080335 0.0008914 0.0008933 0.0008193 0.0008583 0.00090885 0.00081555 0.0008746 0.00080605 0.00086795 0.00086495 0.00085355 0.00081945 0.0008383 0.0008396 0.0008017 0.0009101 0.00086805 0.0008564 0.0008148 0.0008828 0.0009195 0.0008772 0.00084785 0.0008351 0.0008443 0.00085035 0.0008379 0.00087835 0.00082815 0.0008787 0.0009103 0.0008174 0.0008863 0.00080855 0.00084705 0.0007901 0.00088 0.0006497 0.0008627 0.00044135 0.0008816 0.00081695 0.00086645 0.0008948 0.0008051 0.0008799 0.0008673 0.0008383 0.0008477 0.0008708 0.00083865 0.0008393 0.00083865 0.00079725 0.0008698 0.0008377 0.00085295 0.0008978 0.0008316 0.00088065 0.0008942 0.00083335 0.0008602 0.0008213 0.0008922 0.00085885 0.0008861 0.0008874 0.00088365 0.0008625 0.00087595 0.0008789 0.00083275 0.000824 0.00088365 0.000798 0.00079895 0.00085315 0.00083915 0.00082635
