 slim_761977194 slim_761977236 slim_761977220 slim_761977227 slim_761977230 slim_761977229 slim_761977228 slim_761977235 slim_761977204 slim_761977217 slim_761977214 slim_761977197 slim_761977225 slim_761977198 slim_761977211 slim_761977203 slim_761977233 slim_761977199 slim_761977232 slim_761977201 slim_761977215 slim_761977231 slim_761977237 slim_761977212 slim_761977207 slim_761977210 slim_761977238 slim_761977195 slim_761977209 slim_761977234 slim_761977206 slim_761977205 slim_761977222 slim_761977193 slim_761977196 slim_761977216 slim_761977213 slim_761977226 slim_761977224 slim_761977221 slim_761977202 slim_761977192 slim_761977223 slim_761977200 slim_761977208 slim_761977219 slim_761977218
0 1.7e-06 1.5e-06 1.35e-06 2.8e-06 1e-06 1e-06 1.3e-06 2.1e-06 1.95e-06 3e-06 2.5e-06 2.05e-06 1.45e-06 1.5e-06 1.55e-06 2.5e-06 1.05e-06 2.45e-06 1.45e-06 1.35e-06 1.75e-06 1.5e-06 1.35e-06 9e-07 1.95e-06 1.55e-06 1.95e-06 2.35e-06 1.95e-06 2.1e-06 1.45e-06 9e-07 2e-06 1.4e-06 1.45e-06 1.35e-06 1.15e-06 1.5e-06 1.45e-06 2e-06 2e-06 2.25e-06 1.6e-06 1.55e-06 2.05e-06 1.7e-06 1.55e-06
1 1.5e-06 1.5e-06 1.35e-06 2.65e-06 9.5e-07 9e-07 1.3e-06 1.15e-06 2.2e-06 2.6e-06 2.15e-06 1.5e-06 1.75e-06 1.45e-06 1.05e-06 2.1e-06 1.05e-06 2.25e-06 8.5e-07 1.65e-06 1.7e-06 9e-07 1.65e-06 8e-07 1.95e-06 1.55e-06 1.6e-06 1.3e-06 1.9e-06 1.15e-06 8.5e-07 8e-07 9e-07 8e-07 1.4e-06 1.65e-06 1.1e-06 1e-06 8.5e-07 1.35e-06 1.9e-06 1.3e-06 1.15e-06 1.9e-06 1.05e-06 1.2e-06 1.1e-06
2 1.35e-06 1.35e-06 1.7e-06 3.05e-06 1e-06 1e-06 9.5e-07 2.1e-06 2.55e-06 2.95e-06 2.7e-06 1.8e-06 1.6e-06 1.25e-06 1.55e-06 2.7e-06 1.1e-06 2.7e-06 1.45e-06 1.75e-06 1.8e-06 1.5e-06 1.75e-06 9e-07 2.15e-06 1.3e-06 1.5e-06 2.35e-06 2.15e-06 2.1e-06 1.45e-06 9e-07 2e-06 1.4e-06 1.45e-06 1.75e-06 1.15e-06 1.45e-06 1.45e-06 2.2e-06 2.4e-06 2.25e-06 1.6e-06 1.95e-06 2.05e-06 1.7e-06 1.55e-06
3 2.8e-06 2.65e-06 3.05e-06 3.1e-06 2.65e-06 2.8e-06 3e-06 2.75e-06 2.6e-06 2.2e-06 2e-06 2.55e-06 2.45e-06 2.65e-06 2.65e-06 2e-06 2.75e-06 2.15e-06 2.7e-06 2.8e-06 2.25e-06 2.75e-06 2.8e-06 2.7e-06 2.2e-06 2.55e-06 2.75e-06 2.4e-06 2.35e-06 2.35e-06 2.7e-06 2.7e-06 2.7e-06 2.65e-06 2.35e-06 2.8e-06 2.4e-06 2.6e-06 2.6e-06 2.45e-06 2.7e-06 2.1e-06 2.55e-06 2.85e-06 2.5e-06 2.8e-06 2.35e-06
4 1e-06 9.5e-07 1e-06 2.65e-06 6e-07 4e-07 9.5e-07 1.55e-06 2.35e-06 2.95e-06 2.25e-06 1.65e-06 1.2e-06 1.1e-06 9.5e-07 2.25e-06 4.5e-07 2.3e-06 9e-07 1.4e-06 1.35e-06 9.5e-07 1.4e-06 3.5e-07 1.65e-06 1.1e-06 1.55e-06 1.8e-06 1.75e-06 1.5e-06 9e-07 3.5e-07 1.45e-06 8.5e-07 8.5e-07 1.4e-06 6e-07 9.5e-07 9e-07 1.8e-06 2.05e-06 1.7e-06 1.05e-06 1.55e-06 1.5e-06 1.1e-06 9.5e-07
5 1e-06 9e-07 1e-06 2.8e-06 4e-07 3e-07 8.5e-07 1.4e-06 2.4e-06 3.1e-06 2.45e-06 1.65e-06 1.25e-06 1.1e-06 8e-07 2.45e-06 5e-07 2.5e-06 7.5e-07 1.4e-06 1.35e-06 8e-07 1.4e-06 2e-07 1.9e-06 1.3e-06 1.75e-06 1.8e-06 1.75e-06 1.55e-06 7.5e-07 2e-07 1.3e-06 7e-07 1e-06 1.4e-06 5.5e-07 8e-07 7.5e-07 1.7e-06 1.95e-06 1.7e-06 1.05e-06 1.75e-06 1.35e-06 9.5e-07 1.1e-06
6 1.3e-06 1.3e-06 9.5e-07 3e-06 9.5e-07 8.5e-07 1.6e-06 2.05e-06 2.5e-06 2.9e-06 2.65e-06 1.75e-06 1.6e-06 1.2e-06 1.5e-06 2.65e-06 1.05e-06 2.65e-06 1.4e-06 1.7e-06 1.75e-06 1.45e-06 1.7e-06 8.5e-07 2.1e-06 1.25e-06 1.55e-06 2.3e-06 2.1e-06 2.05e-06 1.4e-06 8.5e-07 1.95e-06 1.35e-06 1.4e-06 1.7e-06 1.1e-06 1.45e-06 1.4e-06 2.15e-06 2.25e-06 2.2e-06 1.55e-06 1.9e-06 2e-06 1.65e-06 1.5e-06
7 2.1e-06 1.15e-06 2.1e-06 2.75e-06 1.55e-06 1.4e-06 2.05e-06 1.1e-06 2e-06 2.5e-06 2.1e-06 1.9e-06 2.35e-06 2.2e-06 1.1e-06 1.85e-06 1.65e-06 2.05e-06 1e-06 1.8e-06 2.1e-06 1e-06 1.8e-06 1.3e-06 2.1e-06 2.4e-06 2.05e-06 1.15e-06 1.95e-06 1e-06 9e-07 1.3e-06 6.5e-07 9.5e-07 2.1e-06 1.8e-06 1.65e-06 1.05e-06 1e-06 1.15e-06 1.65e-06 1.1e-06 1.3e-06 2.15e-06 7.5e-07 1.25e-06 1.4e-06
8 1.95e-06 2.2e-06 2.55e-06 2.6e-06 2.35e-06 2.4e-06 2.5e-06 2e-06 1.7e-06 2.25e-06 1.95e-06 2.55e-06 2.4e-06 2.7e-06 2.15e-06 1.75e-06 2.45e-06 1.75e-06 2.2e-06 1.55e-06 2.65e-06 2.25e-06 1.55e-06 2.3e-06 2e-06 2.7e-06 2.3e-06 2.4e-06 2.05e-06 1.95e-06 2.2e-06 2.3e-06 2.1e-06 2.15e-06 2.7e-06 1.55e-06 2.55e-06 2.1e-06 2.15e-06 1.45e-06 1.4e-06 2.15e-06 2.15e-06 1.7e-06 1.95e-06 2.3e-06 2.05e-06
9 3e-06 2.6e-06 2.95e-06 2.2e-06 2.95e-06 3.1e-06 2.9e-06 2.5e-06 2.25e-06 2.5e-06 2.05e-06 2.3e-06 2.6e-06 2.5e-06 2.85e-06 1.8e-06 3.05e-06 1.85e-06 2.8e-06 2.7e-06 2.65e-06 2.8e-06 2.7e-06 3e-06 2.05e-06 2.4e-06 2.6e-06 2.2e-06 2.2e-06 2.5e-06 2.75e-06 3e-06 2.5e-06 2.7e-06 2.65e-06 2.7e-06 2.7e-06 2.8e-06 2.8e-06 2.25e-06 2.55e-06 2.1e-06 2.75e-06 2.75e-06 2.6e-06 3e-06 2.6e-06
