 slim_762406408 slim_762406386 slim_762406380 slim_762406370 slim_762406378 slim_762406365 slim_762406376 slim_762406397 slim_762406419 slim_762406407 slim_762406377 slim_762406413 slim_762406368 slim_762406372 slim_762406396 slim_762406415 slim_762406410 slim_762406417 slim_762406414 slim_762406399 slim_762406391 slim_762406381 slim_762406379 slim_762406389 slim_762406387 slim_762406403 slim_762406373 slim_762406366 slim_762406395 slim_762406406 slim_762406384 slim_762406416 slim_762406371 slim_762406411 slim_762406400 slim_762406374 slim_762406404 slim_762406394 slim_762406401 slim_762406398 slim_762406412 slim_762406369 slim_762406385 slim_762406375 slim_762406382 slim_762406392 slim_762406409 slim_762406390 slim_762406402 slim_762406388 slim_762406383 slim_762406393 slim_762406367 slim_762406418 slim_762406405
0 1.1e-06 1.8e-06 3.15e-06 2.4e-06 2.5e-06 1.45e-06 2.8e-06 2.1e-06 2.9e-06 2.35e-06 2.45e-06 2.55e-06 2.8e-06 2.55e-06 1.75e-06 2.15e-06 1.4e-06 1.95e-06 3.4e-06 1.3e-06 1.9e-06 2.25e-06 2.8e-06 2.95e-06 9e-07 2.8e-06 2.3e-06 1.8e-06 2.6e-06 9.5e-07 2.45e-06 6.5e-07 1.7e-06 2.7e-06 1.9e-06 1.95e-06 1.7e-06 1.05e-06 2.8e-06 2.7e-06 1.55e-06 2.9e-06 1.6e-06 2.45e-06 1.9e-06 2.3e-06 1.5e-06 2.55e-06 1.7e-06 2.1e-06 1.85e-06 2.1e-06 1.6e-06 2.8e-06 2.5e-06
1 1.8e-06 3e-06 2.7e-06 2.2e-06 2.15e-06 2.1e-06 2.5e-06 2e-06 2e-06 2.15e-06 2.1e-06 2.2e-06 2.5e-06 2.2e-06 2.1e-06 2.4e-06 2.15e-06 2.15e-06 2.95e-06 1.7e-06 2e-06 2.2e-06 2.4e-06 2.05e-06 1.85e-06 2.6e-06 2.1e-06 2.1e-06 2.7e-06 1.85e-06 2.1e-06 1.6e-06 2e-06 2.55e-06 1.95e-06 2.5e-06 1.65e-06 1.85e-06 2.3e-06 2.3e-06 2.1e-06 2.5e-06 1.9e-06 2.1e-06 1.95e-06 2.1e-06 1.85e-06 1.8e-06 1.95e-06 2e-06 1.6e-06 2e-06 1.9e-06 1.8e-06 2.15e-06
2 3.15e-06 2.7e-06 2e-06 2.4e-06 1.25e-06 3.35e-06 1.1e-06 2.25e-06 2.2e-06 2.35e-06 1.2e-06 1.3e-06 1.1e-06 1.3e-06 3.2e-06 2.35e-06 3.3e-06 2.35e-06 1.65e-06 3.05e-06 2.05e-06 2.25e-06 1.5e-06 1.65e-06 3.3e-06 2.45e-06 2.3e-06 2.25e-06 2.25e-06 3.2e-06 1.2e-06 3.2e-06 2.15e-06 2.4e-06 2.25e-06 2.15e-06 2.6e-06 3.05e-06 1.1e-06 1.4e-06 2.25e-06 1.45e-06 2.25e-06 1.2e-06 2.25e-06 2.3e-06 2.15e-06 1.7e-06 2.15e-06 2.3e-06 2.6e-06 2.3e-06 2.25e-06 2.1e-06 1.25e-06
3 2.4e-06 2.2e-06 2.4e-06 3.1e-06 1.6e-06 2e-06 2e-06 1.75e-06 1.95e-06 1.55e-06 1.55e-06 1.65e-06 2e-06 1.6e-06 1.95e-06 2.65e-06 2.45e-06 2.3e-06 2.65e-06 2.15e-06 1.85e-06 1.95e-06 2e-06 2.3e-06 2.4e-06 2.25e-06 1.55e-06 2.05e-06 2.55e-06 2.2e-06 1.55e-06 2.45e-06 1.9e-06 2.4e-06 1.85e-06 2.45e-06 2.05e-06 2.3e-06 1.95e-06 1.9e-06 1.95e-06 2.05e-06 2.05e-06 1.55e-06 1.95e-06 1.55e-06 2e-06 1.85e-06 1.95e-06 1.95e-06 1.95e-06 1.75e-06 2.05e-06 1.8e-06 1.6e-06
4 2.5e-06 2.15e-06 1.25e-06 1.6e-06 1e-07 2.75e-06 6e-07 1.5e-06 1.8e-06 1.55e-06 5e-08 1.5e-07 6e-07 1.5e-07 2.65e-06 2.2e-06 2.5e-06 1.8e-06 1.5e-06 2.4e-06 1.15e-06 1.7e-06 6e-07 1.45e-06 2.75e-06 2.35e-06 1.5e-06 1.45e-06 2.05e-06 2.65e-06 5e-08 2.65e-06 1.25e-06 2.35e-06 1.5e-06 1.85e-06 2.15e-06 2.45e-06 7e-07 5.5e-07 1.3e-06 9.5e-07 1.4e-06 5e-08 1.65e-06 1.5e-06 1.3e-06 7.5e-07 1.3e-06 1.4e-06 2.25e-06 1.55e-06 1.4e-06 1.8e-06 5e-08
5 1.45e-06 2.1e-06 3.35e-06 2e-06 2.75e-06 2.2e-06 3.05e-06 2e-06 2.5e-06 1.95e-06 2.7e-06 2.8e-06 3.05e-06 2.8e-06 1.45e-06 2.7e-06 1.75e-06 2.45e-06 3.65e-06 1.65e-06 2.2e-06 2.15e-06 3.1e-06 3.1e-06 1.3e-06 2.45e-06 1.9e-06 2e-06 2.8e-06 1.15e-06 2.7e-06 1.6e-06 2.15e-06 2.55e-06 1.95e-06 2.25e-06 1.9e-06 1.65e-06 3e-06 3e-06 2e-06 3e-06 2.2e-06 2.7e-06 2.1e-06 1.9e-06 2.2e-06 2.75e-06 2.15e-06 2.3e-06 1.8e-06 1.95e-06 2.2e-06 2.3e-06 2.75e-06
6 2.8e-06 2.5e-06 1.1e-06 2e-06 6e-07 3.05e-06 1.1e-06 1.85e-06 2.1e-06 1.95e-06 5.5e-07 6.5e-07 5.5e-07 6.5e-07 2.95e-06 2.1e-06 2.9e-06 2.15e-06 1.45e-06 2.8e-06 1.65e-06 1.9e-06 1.1e-06 1.8e-06 3.05e-06 2.25e-06 1.9e-06 1.9e-06 1.95e-06 2.9e-06 5.5e-07 2.95e-06 1.65e-06 2.2e-06 1.85e-06 1.7e-06 2.45e-06 2.75e-06 1.1e-06 1e-06 1.7e-06 1.05e-06 1.8e-06 5.5e-07 2e-06 1.9e-06 1.7e-06 1.2e-06 1.7e-06 1.85e-06 2.55e-06 1.9e-06 1.8e-06 2.05e-06 6e-07
7 2.1e-06 2e-06 2.25e-06 1.75e-06 1.5e-06 2e-06 1.85e-06 2.9e-06 1.8e-06 1.7e-06 1.45e-06 1.55e-06 1.85e-06 1.55e-06 1.95e-06 2.4e-06 2.25e-06 2.1e-06 2.5e-06 1.95e-06 1.75e-06 1.65e-06 1.9e-06 2.2e-06 2.1e-06 2.2e-06 1.65e-06 1.85e-06 2.4e-06 1.85e-06 1.45e-06 2.15e-06 1.75e-06 2.05e-06 1.6e-06 2.2e-06 1.85e-06 2.1e-06 1.85e-06 1.8e-06 1.8e-06 1.95e-06 1.85e-06 1.45e-06 1.75e-06 1.65e-06 1.8e-06 1.75e-06 1.75e-06 1.8e-06 1.75e-06 1.45e-06 1.85e-06 1.55e-06 1.5e-06
8 2.9e-06 2e-06 2.2e-06 1.95e-06 1.8e-06 2.5e-06 2.1e-06 1.8e-06 9e-07 1.9e-06 1.75e-06 1.85e-06 2.1e-06 1.85e-06 2.4e-06 2.6e-06 3.1e-06 2.3e-06 2.1e-06 2.75e-06 2.2e-06 1.95e-06 1.85e-06 1.7e-06 2.9e-06 2.1e-06 1.85e-06 2.35e-06 2.55e-06 2.6e-06 1.75e-06 2.95e-06 2.35e-06 2.05e-06 2.05e-06 2.75e-06 1.7e-06 2.85e-06 1.85e-06 1.75e-06 2.4e-06 2.1e-06 2.4e-06 1.75e-06 2.1e-06 1.85e-06 2.3e-06 1.55e-06 2.3e-06 2e-06 1.55e-06 1.85e-06 2.4e-06 5e-07 1.8e-06
9 2.35e-06 2.15e-06 2.35e-06 1.55e-06 1.55e-06 1.95e-06 1.95e-06 1.7e-06 1.9e-06 3e-06 1.5e-06 1.6e-06 1.95e-06 1.6e-06 1.9e-06 2.6e-06 2.4e-06 2.25e-06 2.6e-06 2.1e-06 1.8e-06 1.9e-06 1.95e-06 2.25e-06 2.35e-06 2.2e-06 1.5e-06 2e-06 2.5e-06 2.15e-06 1.5e-06 2.4e-06 1.9e-06 2.35e-06 1.8e-06 2.4e-06 2e-06 2.25e-06 1.9e-06 1.85e-06 1.95e-06 2.05e-06 2e-06 1.5e-06 1.9e-06 1.5e-06 1.95e-06 1.8e-06 1.9e-06 1.9e-06 1.9e-06 1.7e-06 2e-06 1.75e-06 1.55e-06
