 slim_337511136 slim_337511177 slim_337510980 slim_337511159 slim_337511081 slim_337511135 slim_337511108 slim_337511064 slim_337511039 slim_337510812 slim_337511008 slim_337511046 slim_337511139 slim_337511144 slim_337511118 slim_337511015 slim_337511113 slim_337511105 slim_337510935 slim_337511051 slim_337511165 slim_337511132 slim_337511101 slim_337511127 slim_337511147 slim_337511120 slim_337511138 slim_337511151 slim_337511096 slim_337510881 slim_337510957 slim_337511181 slim_337511088 slim_337511091 slim_337510965 slim_337511042 slim_337511172 slim_337511178 slim_337511079 slim_337511167 slim_337511052 slim_337511104 slim_337511044 slim_337511089 slim_337511158 slim_337510805 slim_337511098 slim_337511175 slim_337511190 slim_337511053 slim_337511103 slim_337511184 slim_337511097 slim_337511154 slim_337511020 slim_337511045 slim_337511162 slim_337511157 slim_337511100 slim_337511124 slim_337511137 slim_337511022 slim_337511075 slim_337511145 slim_337511110 slim_337511092 slim_337511146 slim_337511173 slim_337511168 slim_337511149 slim_337511080 slim_337510828 slim_337510594 slim_337511125 slim_337511077 slim_337511093 slim_337511019 slim_337511189 slim_337511179 slim_337511176 slim_337510992 slim_337511180 slim_337511188 slim_337511170 slim_337511185 slim_337511186 slim_337511166
0 4.16e-05 4.73e-05 5.83e-05 0.00017525 0.0001973 0.0001861 0.0001443 6.6e-05 2.125e-05 0.00010145 5.97e-05 0.00012735 6.73e-05 0.00016205 4.98e-05 9.25e-05 5.845e-05 8.395e-05 0.0001598 0.0001699 5.83e-05 5.92e-05 7.63e-05 0.0001539 0.00019745 7.485e-05 2.345e-05 0.0003291 3.89e-05 0.00010975 0.00036845 5.675e-05 5.895e-05 0.0001361 6.59e-05 2.235e-05 6.705e-05 0.00011345 6.71e-05 0.00011485 0.00023175 0.00019605 0.00027015 0.00010235 9.135e-05 0.0003993 0.0001187 6.605e-05 6.595e-05 5.635e-05 5.98e-05 0.00021505 0.0001818 2.225e-05 0.00016275 0.0001491 0.0001817 8.57e-05 0.0001453 3.99e-05 0.00012765 0.00011425 7.63e-05 0.0001454 0.00012255 5.655e-05 0.00026735 0.00017115 2.29e-05 0.00011 0.00018135 7.365e-05 0.0003031 2.33e-05 5.64e-05 0.0003027 0.0001983 7.58e-05 0.0001979 0.0001623 9.98e-05 0.0001312 5.975e-05 0.00036835 6.025e-05 0.00014605 0.00010345
1 4.73e-05 9.28e-05 8.385e-05 0.0002012 0.00022325 0.0002124 0.00017 6.595e-05 4.71e-05 0.0001014 8.525e-05 0.00015315 6.725e-05 0.00018825 4.945e-05 0.00011855 8.4e-05 8.44e-05 0.00018545 0.00016955 8.425e-05 8.475e-05 0.00010185 0.0001538 0.0002234 0.0001007 4.905e-05 0.0003548 6.535e-05 0.00013585 0.0003942 8.335e-05 8.455e-05 0.0001355 6.585e-05 4.88e-05 6.7e-05 0.0001402 6.705e-05 0.0001407 0.00025755 0.00022225 0.00029565 0.00012845 0.0001176 0.0004249 0.0001178 6.685e-05 6.59e-05 8.295e-05 8.535e-05 0.0002151 0.00020745 4.785e-05 0.00018815 0.0001483 0.00020735 0.0001015 0.00017115 6.6e-05 0.00015345 0.0001401 0.00010185 0.0001711 0.00014825 8.315e-05 0.0002933 0.00017085 4.895e-05 0.00013555 0.00020715 9.975e-05 0.0003025 4.89e-05 8.3e-05 0.00030175 0.00022395 0.00010185 0.00022355 0.0001885 9.92e-05 0.00015755 8.53e-05 0.00039415 8.595e-05 0.00017175 0.0001294
2 5.83e-05 8.385e-05 9.11e-05 0.0001865 0.0001972 0.00021155 0.00016935 9.095e-05 4.64e-05 0.0001261 4.73e-05 0.000127 0.0001007 0.00018755 7.445e-05 0.0001177 4.615e-05 0.0001092 0.00015885 0.000157 5.815e-05 4.66e-05 0.000101 0.0001785 0.00019735 7.455e-05 5.945e-05 0.0002947 7.64e-05 0.00013525 0.00033415 8.25e-05 4.66e-05 0.0001604 9.075e-05 5.97e-05 9.175e-05 0.0001258 9.18e-05 0.00011455 0.0002313 0.0001961 0.000263 7.51e-05 9.155e-05 0.00039025 0.00015525 0.0001034 9.945e-05 8.21e-05 4.74e-05 0.00024 0.0001695 4.71e-05 0.00018715 0.0001971 0.0001694 0.0001106 0.000145 6.515e-05 0.0001273 0.0001139 0.0001009 0.0001703 0.00015885 8.23e-05 0.00026725 0.00017055 4.815e-05 0.0001346 0.00014355 7.365e-05 0.0002936 4.8e-05 8.22e-05 0.0003052 0.0002232 6.395e-05 0.00022295 0.00018775 0.0001112 0.0001314 4.725e-05 0.0003341 8.5e-05 0.000171 0.00012865
3 0.00017525 0.0002012 0.0001865 0.0002482 0.0002627 0.0003311 0.00029645 0.00022935 0.00018565 0.00025795 0.00017985 0.00021175 0.00022215 0.00031305 0.00020545 0.00026295 0.00018675 0.0002544 0.0001517 0.00029675 0.00017495 0.0001798 0.00023975 0.00032445 0.00026285 0.0001521 0.0001679 0.00026385 0.0001917 0.0002678 0.000303 0.00022695 0.0001865 0.00029935 0.00023755 0.00016855 0.0002305 0.0001878 0.00023055 0.0001992 0.00032295 0.00027475 0.0002944 0.0001591 0.0001763 0.0003935 0.000259 0.00021945 0.00022895 0.00022655 0.00017995 0.0003724 0.00028965 0.0001867 0.0003263 0.0001666 0.00028955 0.00024195 0.00022965 0.00020315 0.0002125 0.00019855 0.00023965 0.00028935 0.00015865 0.00022675 0.0003394 0.0002556 0.0001784 0.00027315 0.00022955 0.0001509 0.0003096 0.00017955 0.00022665 0.00030545 0.00034945 0.00020315 0.00035615 0.00031325 0.0001665 0.0002225 0.0001799 0.0003028 0.00021735 0.00029005 0.00026225
4 0.0001973 0.00022325 0.0001972 0.0002627 0.0003766 0.000237 0.00019645 0.00024025 0.0001971 0.00026895 0.00019055 0.0001971 0.00024185 0.00021295 0.00021735 0.00022115 0.00019745 0.00026535 0.0002627 0.00030755 0.00019695 0.0001902 0.00019805 0.0002499 0.00018845 0.00019025 0.0001909 0.0002795 0.00021365 0.00022035 0.0003186 0.00023785 0.00019725 0.0002248 0.0002486 0.0001906 0.0002419 0.00023615 0.00024195 0.0002366 0.00027495 0.00025955 0.0002795 0.0001964 0.0002134 0.0002717 0.00022275 0.00024145 0.00024865 0.00023745 0.00019065 0.000331 0.00018925 0.0001978 0.00019885 0.00028895 0.00018905 0.00025325 0.0002672 0.00021415 0.0001969 0.0002363 0.00019795 0.0001897 0.00027005 0.00023765 0.00026585 0.00029305 0.00019075 0.0001987 0.0002667 0.00018935 0.00029895 0.000191 0.00023755 0.0003058 0.0001966 0.0002136 0.00020345 0.00021315 0.0002156 0.0002598 0.0001906 0.00031855 0.0001901 0.00018985 0.00022075
5 0.0001861 0.0002124 0.00021155 0.0003311 0.000237 0.0 0.0001674 0.00018335 0.00017505 0.00026045 0.0002186 0.0002911 0.00022865 0.00014905 0.00020895 0.0002035 0.0002118 0.000195 0.0003042 0.0002879 0.0002224 0.000218 0.0002289 0.00024415 0.00023715 0.0002452 0.0001939 0.0003631 0.00016765 9.015e-05 0.00036805 0.00013265 0.00021175 0.00023255 0.00021305 0.0001931 0.0002197 0.0002546 0.00021975 0.00024435 0.0002988 0.0001529 0.00030425 0.000266 0.0002198 0.00029805 0.0001524 0.0002303 0.00022175 0.00013225 0.0002187 0.0001607 0.00021015 0.0001759 0.00025915 0.00030525 0.00021005 0.00024505 0.0002749 0.00015745 0.0002913 0.0002437 0.0002289 0.000174 0.0002616 0.00013245 0.0002664 0.00030055 0.0001824 0.00020665 0.00031065 0.00024415 0.00033225 0.00018245 0.0001323 0.00033705 0.00022035 0.00019285 0.00021365 0.0001493 0.0002816 0.00021905 0.00021865 0.000368 0.000219 0.0001747 8.445e-05
6 0.0001443 0.00017 0.00016935 0.00029645 0.00019645 0.0001674 0.0002636 0.0001776 0.00013255 0.0002128 0.0001711 0.00019725 0.0001873 0.00015015 0.0001612 0.00015135 0.0001695 0.0001955 0.00026945 0.00028095 0.00018135 0.0001705 0.00013495 0.00017925 0.0001966 0.0001978 0.0001461 0.00032915 0.0001625 0.0001502 0.00036845 0.00016885 0.0001702 0.0001615 0.0001769 0.0001461 0.00017805 0.00024855 0.0001781 0.0002378 0.0002687 0.0002538 0.00027015 0.00022525 0.00021455 0.00026425 0.0001703 0.00018945 0.0001856 0.00016845 0.0001712 0.0002612 0.0001694 0.0001336 0.00013545 0.0002704 0.0001693 0.00019735 0.00026825 0.0001518 0.00019755 0.00023685 0.00013495 0.00013295 0.00023215 0.00016865 0.0002665 0.0002938 0.00013455 0.0001357 0.000304 0.00019655 0.00029155 0.00013465 0.0001685 0.0003028 0.00013315 0.0001874 0.0001328 0.0001504 0.0002341 0.00025435 0.00017115 0.00036835 0.000134 0.0001341 0.0001496
7 6.6e-05 6.595e-05 9.095e-05 0.00022935 0.00024025 0.00018335 0.0001776 0.0001047 5.475e-05 0.000106 8.98e-05 0.0001702 8.1e-05 0.00017645 5.325e-05 0.0001064 9.12e-05 7.24e-05 0.00020245 0.0001573 0.00010215 9.01e-05 0.0001068 0.0001599 0.0002404 0.0001164 6.53e-05 0.00037155 6.46e-05 0.00012485 0.0003937 5.285e-05 9.06e-05 0.00013985 7.36e-05 6.49e-05 7.345e-05 0.0001513 7.35e-05 0.00013935 0.000257 0.00020455 0.0003131 0.00014495 0.0001167 0.00043075 0.00013665 8.445e-05 8.23e-05 5.245e-05 8.99e-05 0.00018555 0.0002134 5.41e-05 0.00019345 0.00017765 0.0002133 0.0001053 0.0001699 5.26e-05 0.0001704 0.00014005 0.00010645 0.0001774 0.0001668 5.265e-05 0.0002934 0.0001696 5.415e-05 0.00013985 0.00020685 0.0001169 0.00030705 5.38e-05 5.27e-05 0.0003198 0.00023025 8.99e-05 0.00023065 0.00017635 0.0001282 0.00013905 8.99e-05 0.0003937 9.125e-05 0.00017675 0.0001193
8 2.125e-05 4.71e-05 4.64e-05 0.00018565 0.0001971 0.00017505 0.00013255 5.475e-05 1.69e-05 9.005e-05 4.835e-05 0.0001266 6.445e-05 0.00015095 3.825e-05 8.115e-05 4.655e-05 7.255e-05 0.0001594 0.0001583 5.86e-05 4.79e-05 6.485e-05 0.00014205 0.00019725 7.43e-05 2.325e-05 0.00032865 3.955e-05 9.855e-05 0.00036795 4.57e-05 4.75e-05 0.0001245 5.385e-05 2.325e-05 5.53e-05 0.0001254 5.535e-05 0.00011455 0.00023115 0.00019585 0.00027015 0.00010155 9.135e-05 0.0003879 0.0001189 6.67e-05 6.255e-05 4.53e-05 4.845e-05 0.00020365 0.0001705 1.045e-05 0.0001512 0.0001604 0.0001704 7.435e-05 0.00014495 2.875e-05 0.0001272 0.0001137 6.485e-05 0.00013395 0.0001217 4.55e-05 0.00026705 0.0001707 1.055e-05 9.85e-05 0.0001809 7.22e-05 0.00029145 1.18e-05 4.535e-05 0.0003028 0.0001869 6.465e-05 0.00018655 0.0001512 0.00011085 0.000131 4.84e-05 0.00036775 4.89e-05 0.00013485 9.175e-05
9 0.00010145 0.0001014 0.0001261 0.00025795 0.00026895 0.00026045 0.0002128 0.000106 9.005e-05 0.0001611 0.00011805 0.0002056 9.73e-05 0.00022945 8.18e-05 0.00016645 0.00012635 0.0001137 0.00023095 0.00015745 0.0001375 0.00011865 0.00014165 0.0001827 0.0002691 0.00014455 9.345e-05 0.0004066 0.000118 0.0001843 0.00043815 0.0001307 0.0001257 0.00017495 9.68e-05 9.325e-05 9.01e-05 0.0001962 9.015e-05 0.0001835 0.0002774 0.00027345 0.00034795 0.0001804 0.0001697 0.00045915 0.00017205 0.0001013 0.0001055 0.0001303 0.00011815 0.00021 0.00024195 8.88e-05 0.0002285 0.00020645 0.00024185 8.055e-05 0.00018355 0.00010545 0.00020585 0.00018475 0.0001414 0.00020605 0.00020195 0.0001305 0.00030755 0.000184 8.255e-05 0.0001744 0.00022095 0.00014565 0.00033565 8.215e-05 0.0001304 0.000355 0.0002656 0.00014275 0.0002723 0.00022965 0.0001571 0.0002084 0.00011795 0.0004381 0.0001201 0.00020485 0.00017875
