 slim_762025504 slim_762025505 slim_762025530 slim_762025499 slim_762025496 slim_762025513 slim_762025539 slim_762025500 slim_762025503 slim_762025509 slim_762025508 slim_762025519 slim_762025520 slim_762025542 slim_762025515 slim_762025506 slim_762025536 slim_762025526 slim_762025525 slim_762025524 slim_762025535 slim_762025512 slim_762025537 slim_762025531 slim_762025501 slim_762025514 slim_762025523 slim_762025502 slim_762025540 slim_762025495 slim_762025522 slim_762025511 slim_762025521 slim_762025516 slim_762025538 slim_762025497 slim_762025529 slim_762025527 slim_762025518 slim_762025533 slim_762025541 slim_762025534 slim_762025510 slim_762025507 slim_762025517 slim_762025528 slim_762025498 slim_762025532
0 2e-06 2e-06 2.05e-06 2.3e-06 2.45e-06 1.65e-06 1.65e-06 1.8e-06 1.35e-06 1.55e-06 2.05e-06 2.15e-06 2.3e-06 1.6e-06 1.4e-06 2e-06 1.6e-06 1.75e-06 1.25e-06 1.25e-06 1.35e-06 2.05e-06 2.2e-06 1.3e-06 2.45e-06 1.8e-06 1.85e-06 2.4e-06 1.8e-06 1.35e-06 1.85e-06 1.7e-06 1.65e-06 2.45e-06 2.1e-06 2.2e-06 1.1e-06 2e-06 2.3e-06 1.95e-06 1.55e-06 1.7e-06 2e-06 1.75e-06 1.45e-06 1.95e-06 1.75e-06 1.45e-06
1 2e-06 3.1e-06 2.15e-06 1.8e-06 2.15e-06 2.15e-06 1.9e-06 2.05e-06 2.25e-06 1.9e-06 2.25e-06 1.7e-06 2.1e-06 2.25e-06 2.05e-06 1.95e-06 2.2e-06 1.85e-06 2.1e-06 2.1e-06 2.15e-06 2.25e-06 1.7e-06 1.95e-06 2.35e-06 2.35e-06 2.2e-06 2.05e-06 1.65e-06 1.85e-06 1.75e-06 1.95e-06 2.15e-06 2.6e-06 1.95e-06 2.45e-06 2.2e-06 1.85e-06 2.35e-06 2.3e-06 1.9e-06 2.2e-06 2.2e-06 2.6e-06 1.85e-06 2.15e-06 2.6e-06 2.4e-06
2 2.05e-06 2.15e-06 2.3e-06 1.85e-06 1.4e-06 2.1e-06 2.35e-06 1.65e-06 1.9e-06 2.2e-06 2.15e-06 2.25e-06 2.3e-06 1.9e-06 1.35e-06 1.85e-06 1.95e-06 1.8e-06 1.85e-06 1.85e-06 2.15e-06 1.85e-06 1.9e-06 2.2e-06 1.65e-06 1.95e-06 1.8e-06 1.7e-06 2.2e-06 2.15e-06 2.1e-06 2.3e-06 1.45e-06 1.8e-06 2.1e-06 2.3e-06 2.2e-06 2.35e-06 1.35e-06 1.6e-06 1.5e-06 2.05e-06 2.55e-06 2.1e-06 1.75e-06 2.1e-06 2.45e-06 2.05e-06
3 2.3e-06 1.8e-06 1.85e-06 2.2e-06 1.7e-06 2.25e-06 2.45e-06 2.05e-06 2.2e-06 2.4e-06 2.5e-06 2.6e-06 2.6e-06 2.25e-06 1.9e-06 2.35e-06 2.15e-06 2.25e-06 2.05e-06 2.05e-06 2.2e-06 2.3e-06 1.2e-06 2.3e-06 2.2e-06 2.1e-06 2.2e-06 1.6e-06 1.75e-06 2.2e-06 2e-06 2e-06 2.05e-06 2.2e-06 2e-06 2.5e-06 2.25e-06 2.8e-06 2.1e-06 2.25e-06 1.55e-06 2.35e-06 2.75e-06 2.6e-06 2.1e-06 2.55e-06 2.65e-06 2.4e-06
4 2.45e-06 2.15e-06 1.4e-06 1.7e-06 1.5e-06 2.4e-06 2.7e-06 2.05e-06 2.5e-06 2.3e-06 2.35e-06 1.8e-06 2.05e-06 2.15e-06 1.95e-06 1.55e-06 2.15e-06 1.9e-06 2.55e-06 2.55e-06 2.5e-06 1.8e-06 1.8e-06 2.65e-06 1.5e-06 2.5e-06 2.1e-06 1.75e-06 2.55e-06 2.6e-06 2.05e-06 2.7e-06 1.7e-06 1.8e-06 1.85e-06 2.1e-06 2.8e-06 2.25e-06 1.15e-06 1.5e-06 1.95e-06 2.55e-06 2.8e-06 2.6e-06 2.2e-06 2.5e-06 2.8e-06 2.55e-06
5 1.65e-06 2.15e-06 2.1e-06 2.25e-06 2.4e-06 2.5e-06 1.5e-06 1.45e-06 1.65e-06 1.85e-06 2e-06 2.2e-06 1.8e-06 1.75e-06 1.55e-06 2.1e-06 1.9e-06 1.9e-06 1.55e-06 1.55e-06 1.7e-06 1.75e-06 2.3e-06 1.5e-06 2e-06 1.95e-06 1.45e-06 2.5e-06 1.85e-06 1.45e-06 2e-06 1.7e-06 1.8e-06 2.55e-06 2.05e-06 2.6e-06 1.5e-06 2.2e-06 2.4e-06 2.1e-06 1.7e-06 1.65e-06 1.85e-06 2.05e-06 1.5e-06 1.7e-06 1.95e-06 1.65e-06
6 1.65e-06 1.9e-06 2.35e-06 2.45e-06 2.7e-06 1.5e-06 1e-06 1.7e-06 1.9e-06 1.65e-06 2.05e-06 1.9e-06 1.9e-06 2e-06 2.1e-06 2.15e-06 2.1e-06 2e-06 1.55e-06 1.55e-06 1.4e-06 2.1e-06 2.45e-06 1e-06 2.35e-06 2.05e-06 1.95e-06 2.55e-06 1.3e-06 9.5e-07 1.7e-06 1.1e-06 2.3e-06 2.75e-06 2.1e-06 2.9e-06 1.45e-06 1.8e-06 2.75e-06 2.55e-06 2e-06 1.45e-06 1.15e-06 2.15e-06 1.3e-06 1.45e-06 2.2e-06 1.95e-06
7 1.8e-06 2.05e-06 1.65e-06 2.05e-06 2.05e-06 1.45e-06 1.7e-06 1.6e-06 1.6e-06 2e-06 1.75e-06 1.95e-06 1.55e-06 2.05e-06 9e-07 1.95e-06 2.15e-06 1.45e-06 1.6e-06 1.6e-06 2e-06 1.5e-06 2.15e-06 1.8e-06 1.75e-06 1.9e-06 1e-06 2.4e-06 1.9e-06 1.75e-06 2.05e-06 2.05e-06 1.45e-06 2.6e-06 2e-06 2.55e-06 2.05e-06 1.95e-06 2.25e-06 2.05e-06 1.3e-06 1.5e-06 1.9e-06 2.2e-06 1.2e-06 1.25e-06 2.35e-06 1.85e-06
8 1.35e-06 2.25e-06 1.9e-06 2.2e-06 2.5e-06 1.65e-06 1.9e-06 1.6e-06 2.1e-06 1.8e-06 2.05e-06 2.7e-06 2.55e-06 1.65e-06 1.05e-06 2.3e-06 1.65e-06 1.85e-06 1.05e-06 1.05e-06 1.45e-06 2.05e-06 2.2e-06 1.45e-06 2.45e-06 1.65e-06 1.65e-06 2.4e-06 1.95e-06 1.55e-06 2.15e-06 1.8e-06 1.5e-06 2.5e-06 2.3e-06 2.55e-06 1.05e-06 2.55e-06 2.35e-06 2e-06 1.35e-06 1.6e-06 2.25e-06 1.7e-06 1.45e-06 1.95e-06 1.9e-06 1.45e-06
9 1.55e-06 1.9e-06 2.2e-06 2.4e-06 2.3e-06 1.85e-06 1.65e-06 2e-06 1.8e-06 2.8e-06 1.95e-06 1.55e-06 2e-06 1.8e-06 2e-06 1.7e-06 1.8e-06 1.75e-06 1.6e-06 1.6e-06 1.7e-06 2.05e-06 2.3e-06 1.45e-06 2.4e-06 2.15e-06 2.15e-06 2.55e-06 2e-06 1.55e-06 1.75e-06 1.9e-06 1.95e-06 2.55e-06 1.9e-06 2.25e-06 1.4e-06 1.7e-06 2.25e-06 1.95e-06 2.05e-06 2e-06 2e-06 2.1e-06 1.75e-06 2.05e-06 2.1e-06 1.95e-06
