 slim_762546156 slim_762546157 slim_762546158 slim_762546159 slim_762546160 slim_762546161 slim_762546162 slim_762546163 slim_762546164 slim_762546165 slim_762546166 slim_762546167 slim_762546168 slim_762546169 slim_762546170 slim_762546171 slim_762546172 slim_762546173 slim_762546174 slim_762546175 slim_762546176 slim_762546177 slim_762546178 slim_762546179 slim_762546180 slim_762546181 slim_762546182 slim_762546183 slim_762546184 slim_762546185 slim_762546186 slim_762546187 slim_762546188 slim_762546189 slim_762546190 slim_762546191 slim_762546192 slim_762546193 slim_762546194 slim_762546195 slim_762546196 slim_762546197
0 3e-06 2.8e-06 1.6e-06 2e-06 2.7e-06 2.4e-06 2.4e-06 2.75e-06 2.05e-06 2.8e-06 2.5e-06 1.85e-06 2.35e-06 2.15e-06 1.9e-06 1.65e-06 2.3e-06 2.1e-06 1.8e-06 2.3e-06 2.25e-06 1.7e-06 1.9e-06 2.35e-06 2.4e-06 3e-06 2.55e-06 2.3e-06 2.3e-06 2.2e-06 1.95e-06 2.05e-06 2.3e-06 2.25e-06 2.05e-06 2.5e-06 2.25e-06 2.05e-06 2e-06 2.4e-06 2.35e-06 2.55e-06
1 2.8e-06 3.8e-06 2.95e-06 2.35e-06 2.65e-06 2.65e-06 2.2e-06 2.7e-06 2.6e-06 2.4e-06 2.25e-06 2.6e-06 2.25e-06 2.6e-06 2.45e-06 2.4e-06 2.15e-06 3.2e-06 2.65e-06 2.35e-06 2.9e-06 2.85e-06 2.65e-06 3.05e-06 2.7e-06 3.15e-06 2.75e-06 2.25e-06 2.6e-06 2.65e-06 2.55e-06 2.25e-06 2.05e-06 2.3e-06 2.55e-06 2.5e-06 2.75e-06 2.2e-06 2.75e-06 2.8e-06 3e-06 2.15e-06
2 1.6e-06 2.95e-06 3e-07 1.2e-06 2.5e-06 2.35e-06 2.95e-06 2.9e-06 1.5e-06 2.9e-06 2.8e-06 1.2e-06 2.1e-06 2.25e-06 1.3e-06 1.8e-06 2.55e-06 1.15e-06 1.1e-06 2e-06 1.6e-06 3.2e-06 1.25e-06 1.65e-06 2.05e-06 2.9e-06 2.75e-06 2.25e-06 2.4e-06 2.1e-06 1.5e-06 2.1e-06 2.15e-06 3.35e-06 1.15e-06 2.7e-06 1.8e-06 1.85e-06 1.35e-06 2e-06 2e-06 2.85e-06
3 2e-06 2.35e-06 1.2e-06 1.9e-06 2.2e-06 2.1e-06 2.75e-06 2.4e-06 1.45e-06 2.8e-06 2.1e-06 1.45e-06 1.65e-06 2.1e-06 1.3e-06 1.6e-06 2.45e-06 1.7e-06 1.55e-06 2.25e-06 1.95e-06 3e-06 1.5e-06 2.1e-06 1.9e-06 2.7e-06 2.35e-06 1.85e-06 2.3e-06 2e-06 1.7e-06 1.5e-06 1.35e-06 3.2e-06 1.2e-06 2.3e-06 1.95e-06 1.5e-06 1.6e-06 1.95e-06 2.2e-06 2.75e-06
4 2.7e-06 2.65e-06 2.5e-06 2.2e-06 2.7e-06 2.2e-06 2.65e-06 1.9e-06 2.4e-06 2.4e-06 2.4e-06 2.15e-06 1.75e-06 2.35e-06 2.2e-06 2.1e-06 2.55e-06 2.55e-06 2.2e-06 2.7e-06 1.9e-06 3.1e-06 2.2e-06 2.05e-06 2.2e-06 2.4e-06 2.3e-06 2.15e-06 2.25e-06 2.25e-06 2.25e-06 2.1e-06 2.05e-06 3e-06 2.35e-06 2.45e-06 2.7e-06 2e-06 2.3e-06 2.75e-06 2.35e-06 2.5e-06
5 2.4e-06 2.65e-06 2.35e-06 2.1e-06 2.2e-06 2.8e-06 2.3e-06 2.3e-06 2.15e-06 2.35e-06 2.2e-06 2.05e-06 1.9e-06 2.1e-06 2e-06 1.45e-06 2.3e-06 2.55e-06 2.1e-06 2.65e-06 2.35e-06 2.65e-06 2.1e-06 2.5e-06 1.55e-06 2e-06 2.15e-06 2e-06 2.25e-06 2.2e-06 2.2e-06 1.8e-06 1.9e-06 2.8e-06 2.25e-06 2.35e-06 2.55e-06 1.85e-06 2.15e-06 2.6e-06 2.4e-06 2.5e-06
6 2.4e-06 2.2e-06 2.95e-06 2.75e-06 2.65e-06 2.3e-06 3e-06 2.5e-06 2.55e-06 2.1e-06 2.2e-06 2.4e-06 2.35e-06 2.3e-06 2.4e-06 1.8e-06 1.8e-06 3e-06 2.45e-06 2.15e-06 2.75e-06 2.05e-06 2.45e-06 2.9e-06 2.65e-06 2.95e-06 2.4e-06 2.3e-06 2.2e-06 2.45e-06 2.4e-06 2.2e-06 2.35e-06 1.7e-06 2.9e-06 2.35e-06 2.75e-06 2.2e-06 2.55e-06 2.8e-06 2.6e-06 1.75e-06
7 2.75e-06 2.7e-06 2.9e-06 2.4e-06 1.9e-06 2.3e-06 2.5e-06 2.5e-06 2.05e-06 2.6e-06 1.65e-06 2.3e-06 2e-06 2.35e-06 2.05e-06 2e-06 2.7e-06 2.7e-06 2.35e-06 2.95e-06 2.1e-06 2.8e-06 2.35e-06 2.25e-06 2.6e-06 2.6e-06 1.85e-06 2.05e-06 2.15e-06 2.6e-06 2.45e-06 1.95e-06 1.7e-06 2.9e-06 2.55e-06 2.05e-06 2.5e-06 1.85e-06 2.4e-06 2.55e-06 2.25e-06 2.5e-06
8 2.05e-06 2.6e-06 1.5e-06 1.45e-06 2.4e-06 2.15e-06 2.55e-06 2.05e-06 2.5e-06 2.7e-06 1.8e-06 1.5e-06 1.75e-06 2.15e-06 1.3e-06 1.65e-06 2.5e-06 1.75e-06 1.6e-06 2.3e-06 2.05e-06 2.8e-06 1.5e-06 2.2e-06 2.2e-06 2.75e-06 2.1e-06 1.9e-06 2.1e-06 2.2e-06 1.8e-06 1.7e-06 1.5e-06 3e-06 1.65e-06 2.1e-06 1.95e-06 1.55e-06 1.55e-06 1.95e-06 2e-06 2.55e-06
9 2.8e-06 2.4e-06 2.9e-06 2.8e-06 2.4e-06 2.35e-06 2.1e-06 2.6e-06 2.7e-06 2.2e-06 2.15e-06 2.4e-06 2.25e-06 2.25e-06 2.5e-06 2.5e-06 2.25e-06 2.7e-06 2.4e-06 2.3e-06 2.65e-06 2.95e-06 2.45e-06 2.75e-06 2.6e-06 2.5e-06 2.4e-06 2.2e-06 2.3e-06 2.25e-06 2.1e-06 2.55e-06 2.5e-06 2.3e-06 2.9e-06 2.15e-06 2.55e-06 2.3e-06 2.55e-06 2.65e-06 2.3e-06 1.9e-06
