 slim_762066497 slim_762066476 slim_762066458 slim_762066508 slim_762066507 slim_762066465 slim_762066504 slim_762066502 slim_762066453 slim_762066489 slim_762066464 slim_762066473 slim_762066459 slim_762066485 slim_762066484 slim_762066498 slim_762066461 slim_762066471 slim_762066445 slim_762066452 slim_762066490 slim_762066487 slim_762066469 slim_762066448 slim_762066493 slim_762066463 slim_762066470 slim_762066515 slim_762066496 slim_762066488 slim_762066479 slim_762066457 slim_762066499 slim_762066482 slim_762066483 slim_762066512 slim_762066501 slim_762066503 slim_762066446 slim_762066513 slim_762066468 slim_762066492 slim_762066486 slim_762066451 slim_762066478 slim_762066516 slim_762066460 slim_762066491 slim_762066505 slim_762066472 slim_762066509 slim_762066456 slim_762066480 slim_762066510 slim_762066462 slim_762066477 slim_762066449 slim_762066514 slim_762066454 slim_762066447 slim_762066466 slim_762066481 slim_762066474 slim_762066450 slim_762066467 slim_762066511 slim_762066444 slim_762066500 slim_762066506 slim_762066494 slim_762066475 slim_762066455 slim_762066495
0 2.6e-06 2.1e-06 2e-06 2.1e-06 1.7e-06 1.95e-06 2e-06 2.05e-06 2e-06 2.1e-06 1.6e-06 1.9e-06 2.35e-06 2.45e-06 1.6e-06 2.25e-06 1.95e-06 2.1e-06 1.95e-06 1.7e-06 2.3e-06 2.05e-06 1.75e-06 1.6e-06 2e-06 1.55e-06 1.5e-06 1.65e-06 2e-06 2.2e-06 1.7e-06 2.55e-06 2.1e-06 1.5e-06 2.05e-06 2.45e-06 2.3e-06 2e-06 2.05e-06 1.55e-06 1.85e-06 2e-06 1.35e-06 1.4e-06 1.5e-06 1.6e-06 1.85e-06 1.45e-06 2.25e-06 1.55e-06 2.15e-06 1.65e-06 2.55e-06 1.6e-06 2.1e-06 1.7e-06 1.5e-06 1.8e-06 1.9e-06 1.9e-06 2.45e-06 2.2e-06 2.25e-06 1.9e-06 1.85e-06 1.6e-06 2.1e-06 1.4e-06 1.5e-06 1.55e-06 2.05e-06 2.3e-06 2e-06
1 2.1e-06 1.6e-06 2.55e-06 1.3e-06 1.75e-06 1.3e-06 1.45e-06 1.5e-06 1.45e-06 2.55e-06 1.9e-06 1.65e-06 1.65e-06 1.8e-06 1.6e-06 1.45e-06 1.35e-06 1.35e-06 1.05e-06 1.8e-06 1.8e-06 1.15e-06 1.75e-06 1.3e-06 1.2e-06 1.6e-06 2.35e-06 2.05e-06 2e-06 1.6e-06 1.8e-06 1.85e-06 9.5e-07 1.15e-06 1.5e-06 1.8e-06 1.05e-06 1.35e-06 2e-06 2.8e-06 1.25e-06 2.2e-06 2.6e-06 2.1e-06 2.3e-06 1.35e-06 1.4e-06 1.4e-06 1.55e-06 1.55e-06 1.15e-06 1.65e-06 2.1e-06 1.1e-06 1.25e-06 1.8e-06 1.95e-06 2.1e-06 1.15e-06 1.2e-06 1.8e-06 1.45e-06 1.35e-06 1.15e-06 1.75e-06 1.6e-06 9.5e-07 2.4e-06 1.85e-06 1.85e-06 1.1e-06 1.4e-06 2.3e-06
2 2e-06 2.55e-06 3.2e-06 2.4e-06 2.1e-06 2.45e-06 1.95e-06 2.1e-06 2.45e-06 1.75e-06 2.3e-06 2.45e-06 2.05e-06 2.25e-06 2e-06 2.3e-06 1.95e-06 2.5e-06 2.5e-06 2.05e-06 2e-06 2.5e-06 2.2e-06 2.15e-06 2.4e-06 2e-06 2e-06 2e-06 2.1e-06 1.8e-06 2.3e-06 2.2e-06 2.55e-06 2.2e-06 1.95e-06 2.05e-06 2.75e-06 1.95e-06 2.15e-06 1.95e-06 2.15e-06 2.4e-06 1.75e-06 1.85e-06 2.2e-06 2.3e-06 2.6e-06 2.3e-06 2.35e-06 1.95e-06 2.6e-06 2.05e-06 2.3e-06 2.1e-06 2.15e-06 2.15e-06 2.3e-06 2.2e-06 2.3e-06 2.7e-06 2.05e-06 2.55e-06 2.35e-06 2.4e-06 2.35e-06 2e-06 2.6e-06 1.9e-06 1.8e-06 2.1e-06 2.45e-06 2.8e-06 2e-06
3 2.1e-06 1.3e-06 2.4e-06 1.9e-06 1.95e-06 1.2e-06 1.35e-06 1.35e-06 1.25e-06 2.45e-06 1.9e-06 1.45e-06 1.75e-06 1.95e-06 1.8e-06 1.5e-06 1.35e-06 1.05e-06 1.35e-06 1.7e-06 1.65e-06 1.5e-06 1.85e-06 1.35e-06 1e-06 1.8e-06 2.5e-06 1.95e-06 2.1e-06 1.65e-06 1.8e-06 1.6e-06 1.2e-06 1.35e-06 1.25e-06 1.75e-06 1.1e-06 1.4e-06 2.15e-06 2.75e-06 1.05e-06 2.35e-06 2.55e-06 2.1e-06 2.3e-06 1.5e-06 1.3e-06 1.55e-06 1.5e-06 1.75e-06 1.15e-06 1.85e-06 2.05e-06 1.35e-06 1.45e-06 1.95e-06 2.1e-06 2.2e-06 1.15e-06 1.5e-06 1.75e-06 1.45e-06 1.55e-06 1.4e-06 2e-06 1.8e-06 1.35e-06 2.3e-06 1.9e-06 2e-06 1.1e-06 1.75e-06 2.25e-06
4 1.7e-06 1.75e-06 2.1e-06 1.95e-06 2.3e-06 1.8e-06 1.75e-06 1.9e-06 1.9e-06 2.1e-06 1.9e-06 2e-06 2.1e-06 2.15e-06 1.15e-06 2e-06 1.6e-06 1.9e-06 1.75e-06 1.5e-06 2.1e-06 1.7e-06 1.4e-06 1.45e-06 1.8e-06 1.35e-06 1.15e-06 1.65e-06 1.85e-06 1.8e-06 2.05e-06 2.35e-06 1.75e-06 1.4e-06 1.9e-06 2.3e-06 2.1e-06 1.55e-06 1.8e-06 1.75e-06 1.65e-06 1.9e-06 1.6e-06 1.55e-06 1.9e-06 1.55e-06 1.95e-06 1.55e-06 2.15e-06 1.15e-06 1.95e-06 1.2e-06 2.45e-06 1.3e-06 1.85e-06 1.4e-06 1.5e-06 1.85e-06 1.75e-06 1.95e-06 2.3e-06 2e-06 2.1e-06 1.65e-06 1.55e-06 1.15e-06 1.85e-06 1.8e-06 1.45e-06 1.3e-06 1.75e-06 2.05e-06 2.15e-06
5 1.95e-06 1.3e-06 2.45e-06 1.2e-06 1.8e-06 1.6e-06 1.5e-06 1.4e-06 1.25e-06 2.45e-06 1.8e-06 1.2e-06 1.7e-06 1.95e-06 1.6e-06 1.6e-06 1.4e-06 1.1e-06 1.05e-06 1.85e-06 1.7e-06 1.5e-06 1.75e-06 1.15e-06 1e-06 1.6e-06 2.2e-06 2.05e-06 1.95e-06 1.7e-06 1.65e-06 1.6e-06 1.3e-06 1.2e-06 1.65e-06 1.85e-06 1.05e-06 1.45e-06 2e-06 2.5e-06 1.45e-06 2.35e-06 2.35e-06 1.95e-06 2.15e-06 1.45e-06 1.1e-06 1.1e-06 1.5e-06 1.55e-06 9.5e-07 1.65e-06 2.3e-06 1.2e-06 1.45e-06 1.8e-06 1.8e-06 2.1e-06 1.4e-06 1.4e-06 1.85e-06 1.8e-06 1.45e-06 1.25e-06 1.6e-06 1.6e-06 1.2e-06 2.1e-06 1.85e-06 1.6e-06 1e-06 1.75e-06 2.25e-06
6 2e-06 1.45e-06 1.95e-06 1.35e-06 1.75e-06 1.5e-06 1.3e-06 1.2e-06 1.75e-06 2e-06 1.85e-06 1.8e-06 1.35e-06 1.55e-06 1.55e-06 1.15e-06 9.5e-07 1.45e-06 1.55e-06 1.65e-06 1.45e-06 1.5e-06 1.65e-06 1.1e-06 1.2e-06 1.6e-06 2.45e-06 1.85e-06 1.85e-06 1e-06 1.35e-06 1.55e-06 1.35e-06 1.05e-06 8.5e-07 1.05e-06 1.8e-06 8e-07 1.9e-06 2.75e-06 8.5e-07 2.5e-06 2.5e-06 2.1e-06 2.2e-06 1.3e-06 1.6e-06 1.4e-06 1.55e-06 1.5e-06 1.6e-06 1.6e-06 1.75e-06 1.2e-06 1.1e-06 1.8e-06 1.95e-06 2.25e-06 1.2e-06 1.7e-06 1.05e-06 1.6e-06 1.4e-06 1.4e-06 2e-06 1.55e-06 1.65e-06 2.25e-06 1.7e-06 1.9e-06 1.35e-06 2e-06 2.05e-06
7 2.05e-06 1.5e-06 2.1e-06 1.35e-06 1.9e-06 1.4e-06 1.2e-06 1.9e-06 1e-06 2.15e-06 1.8e-06 1.65e-06 1.5e-06 1.7e-06 1.8e-06 1.35e-06 1.45e-06 1.3e-06 1.55e-06 1.9e-06 1.3e-06 1.55e-06 1.95e-06 1.45e-06 1.3e-06 1.8e-06 2.45e-06 1.95e-06 1.85e-06 1.4e-06 1.55e-06 1.55e-06 1.5e-06 1.35e-06 1.2e-06 1.25e-06 1.5e-06 1.15e-06 1.9e-06 2.65e-06 1.35e-06 2.35e-06 2.5e-06 2e-06 2.25e-06 1.55e-06 1.5e-06 1.55e-06 1.1e-06 1.75e-06 1.35e-06 1.85e-06 1.85e-06 1.3e-06 1.2e-06 1.9e-06 2.1e-06 2.15e-06 1.35e-06 1.7e-06 1.25e-06 1.7e-06 1.3e-06 1.35e-06 2e-06 1.8e-06 1.45e-06 2.25e-06 1.85e-06 2e-06 1.3e-06 1.75e-06 1.95e-06
8 2e-06 1.45e-06 2.45e-06 1.25e-06 1.9e-06 1.25e-06 1.75e-06 1e-06 3e-07 2.5e-06 1.65e-06 1.45e-06 1.85e-06 2.05e-06 1.9e-06 1.7e-06 1.7e-06 1e-06 1.45e-06 2e-06 1.35e-06 1.5e-06 2.05e-06 1.55e-06 1.2e-06 1.85e-06 2.35e-06 1.85e-06 2.1e-06 1.95e-06 2e-06 1.8e-06 1.45e-06 1.5e-06 1.75e-06 1.95e-06 1.15e-06 1.7e-06 2.15e-06 2.4e-06 1.55e-06 2.15e-06 2.35e-06 1.8e-06 2.2e-06 1.65e-06 1.35e-06 1.6e-06 9.5e-07 1.85e-06 1.05e-06 1.95e-06 2.15e-06 1.3e-06 1.55e-06 1.9e-06 2.15e-06 1.95e-06 1.35e-06 1.6e-06 1.95e-06 1.65e-06 1.45e-06 1.2e-06 1.9e-06 1.9e-06 1.15e-06 2.15e-06 1.85e-06 2e-06 1.2e-06 1.4e-06 2.1e-06
9 2.1e-06 2.55e-06 1.75e-06 2.45e-06 2.1e-06 2.45e-06 2e-06 2.15e-06 2.5e-06 3.4e-06 2.35e-06 2.45e-06 2.1e-06 2.3e-06 2e-06 2.35e-06 1.95e-06 2.5e-06 2.5e-06 2.1e-06 2.05e-06 2.5e-06 2.2e-06 2.15e-06 2.4e-06 2e-06 2e-06 2.05e-06 2.15e-06 1.85e-06 2.35e-06 2.25e-06 2.55e-06 2.2e-06 2.05e-06 2.15e-06 2.75e-06 2e-06 2.2e-06 2e-06 2.2e-06 2.5e-06 1.85e-06 1.95e-06 2.3e-06 2.3e-06 2.6e-06 2.3e-06 2.4e-06 1.95e-06 2.6e-06 2.05e-06 2.4e-06 2.1e-06 2.2e-06 2.15e-06 2.3e-06 2.25e-06 2.35e-06 2.7e-06 2.15e-06 2.6e-06 2.4e-06 2.4e-06 2.35e-06 2e-06 2.6e-06 2e-06 1.9e-06 2.1e-06 2.45e-06 2.8e-06 2.1e-06
