 slim_762201940 slim_762201899 slim_762201893 slim_762201938 slim_762201934 slim_762201908 slim_762201946 slim_762201921 slim_762201889 slim_762201910 slim_762201904 slim_762201887 slim_762201929 slim_762201922 slim_762201900 slim_762201903 slim_762201895 slim_762201918 slim_762201898 slim_762201920 slim_762201930 slim_762201924 slim_762201911 slim_762201913 slim_762201914 slim_762201890 slim_762201894 slim_762201937 slim_762201917 slim_762201915 slim_762201912 slim_762201897 slim_762201892 slim_762201928 slim_762201933 slim_762201935 slim_762201906 slim_762201926 slim_762201945 slim_762201902 slim_762201944 slim_762201907 slim_762201891 slim_762201931 slim_762201943 slim_762201941 slim_762201919 slim_762201896 slim_762201925 slim_762201916 slim_762201923 slim_762201888 slim_762201932 slim_762201936 slim_762201909 slim_762201905 slim_762201939 slim_762201901 slim_762201942 slim_762201927
0 1e-07 1.25e-06 1.55e-06 8.5e-07 1.75e-06 8.5e-07 9.5e-07 1.7e-06 9.5e-07 1.1e-06 8e-07 1.35e-06 1.3e-06 1.75e-06 1.15e-06 9.5e-07 1.05e-06 1.45e-06 1.3e-06 1.65e-06 8.5e-07 1.25e-06 2.15e-06 1.1e-06 1.3e-06 8e-07 1.3e-06 8e-07 1.35e-06 1.15e-06 1.4e-06 1.4e-06 1.8e-06 1.3e-06 1.6e-06 1.4e-06 1.35e-06 1.3e-06 2.05e-06 1.2e-06 1.45e-06 1.4e-06 1.2e-06 1.35e-06 1.45e-06 7.5e-07 1.4e-06 1.2e-06 2.15e-06 1.6e-06 1.75e-06 1.25e-06 1.15e-06 5.5e-07 1.6e-06 1.6e-06 1.4e-06 1.65e-06 1.1e-06 1.8e-06
1 1.25e-06 1.1e-06 1e-06 1.2e-06 1.35e-06 1.15e-06 1.25e-06 1.2e-06 7.5e-07 1.3e-06 9e-07 1.05e-06 1.55e-06 1.3e-06 8.5e-07 1.05e-06 9.5e-07 1.2e-06 6e-07 1.05e-06 1.2e-06 1.1e-06 1.9e-06 7.5e-07 8e-07 9.5e-07 1.05e-06 9e-07 7.5e-07 9e-07 1.1e-06 9e-07 1.4e-06 8e-07 1.15e-06 9.5e-07 9e-07 1e-06 1.85e-06 1.05e-06 1.15e-06 1.05e-06 9e-07 9e-07 9e-07 8.5e-07 8e-07 1.05e-06 1.9e-06 1.05e-06 1.35e-06 1.05e-06 6e-07 9e-07 1.4e-06 1.2e-06 9e-07 1.95e-06 8e-07 1.35e-06
2 1.55e-06 1e-06 1.4e-06 1.45e-06 9.5e-07 1.5e-06 1.4e-06 1.3e-06 1.05e-06 1.35e-06 1.1e-06 1.1e-06 1.45e-06 1.45e-06 1.25e-06 1.15e-06 9.5e-07 1.35e-06 1.05e-06 1.2e-06 1.5e-06 1.2e-06 2e-06 1.25e-06 1.25e-06 1.35e-06 1e-06 1.1e-06 1.05e-06 1.1e-06 1.35e-06 1.3e-06 1.1e-06 1.25e-06 1.3e-06 1.15e-06 1.15e-06 1.05e-06 2.05e-06 1.05e-06 1.2e-06 1.4e-06 8.5e-07 1.15e-06 1.25e-06 1.25e-06 1.1e-06 1.4e-06 2e-06 1e-06 1.3e-06 1.35e-06 1e-06 1.35e-06 1.45e-06 1.1e-06 1.3e-06 2.2e-06 1.2e-06 9.5e-07
3 8.5e-07 1.2e-06 1.45e-06 1.2e-06 1.6e-06 9e-07 1.3e-06 1.4e-06 1e-06 1.2e-06 8.5e-07 1.35e-06 1.6e-06 1.6e-06 1.15e-06 1e-06 1.05e-06 1.1e-06 1.25e-06 1.4e-06 1.05e-06 1.2e-06 2.15e-06 1.15e-06 1.1e-06 8.5e-07 9.5e-07 8.5e-07 1.35e-06 1.2e-06 9e-07 1.2e-06 1.65e-06 1.1e-06 1.5e-06 1.35e-06 1.35e-06 1.25e-06 2.1e-06 1.15e-06 1.1e-06 1.2e-06 1.1e-06 1.35e-06 1.25e-06 9.5e-07 1.4e-06 1.1e-06 2.15e-06 1.5e-06 1.6e-06 1.05e-06 1.15e-06 1e-06 1.55e-06 1.5e-06 1.2e-06 1.85e-06 8.5e-07 1.65e-06
4 1.75e-06 1.35e-06 9.5e-07 1.6e-06 1e-06 1.75e-06 1.8e-06 1.35e-06 1.35e-06 1.5e-06 1.15e-06 1.45e-06 9.5e-07 1.6e-06 1.4e-06 1.15e-06 9.5e-07 1.4e-06 1.4e-06 1.6e-06 1.65e-06 1.2e-06 2.3e-06 1.55e-06 1.45e-06 1.6e-06 9.5e-07 1.15e-06 1.55e-06 1.55e-06 1.45e-06 1.5e-06 1e-06 1.45e-06 1.1e-06 1.25e-06 1.25e-06 1.05e-06 2.45e-06 8e-07 1.25e-06 1.6e-06 8.5e-07 1.25e-06 1.45e-06 1.45e-06 1.6e-06 1.45e-06 2.3e-06 1.1e-06 9.5e-07 1.55e-06 1.35e-06 1.6e-06 1.5e-06 8e-07 1.5e-06 2.45e-06 1.4e-06 8.5e-07
5 8.5e-07 1.15e-06 1.5e-06 9e-07 1.75e-06 1.3e-06 1.3e-06 1.7e-06 1.05e-06 1.25e-06 1e-06 1.4e-06 1.7e-06 1.6e-06 1.05e-06 1.15e-06 1.1e-06 1.45e-06 1.2e-06 1.6e-06 1.25e-06 1.35e-06 2.2e-06 7.5e-07 1.2e-06 7.5e-07 1.3e-06 1e-06 1.2e-06 1.15e-06 1.4e-06 1.3e-06 1.8e-06 1.2e-06 1.5e-06 1.3e-06 1.25e-06 1.25e-06 2.05e-06 1.3e-06 1.45e-06 1.15e-06 1.1e-06 1.25e-06 1.5e-06 9e-07 1.25e-06 1e-06 2.2e-06 1.55e-06 1.75e-06 1e-06 1.1e-06 8.5e-07 1.7e-06 1.6e-06 1.3e-06 1.85e-06 1e-06 1.8e-06
6 9.5e-07 1.25e-06 1.4e-06 1.3e-06 1.8e-06 1.3e-06 1.8e-06 1.8e-06 1.15e-06 1.45e-06 1.15e-06 1.3e-06 1.65e-06 1.55e-06 1.4e-06 1.3e-06 1.3e-06 1.4e-06 1.3e-06 1.45e-06 1.35e-06 1.25e-06 2.05e-06 1.3e-06 1.45e-06 1.2e-06 1.45e-06 1.15e-06 1.2e-06 1.15e-06 1.55e-06 1.5e-06 1.65e-06 1.45e-06 1.45e-06 1.5e-06 1.5e-06 1.3e-06 2e-06 1.4e-06 1.6e-06 1.55e-06 1.3e-06 1.5e-06 1.5e-06 1.15e-06 1.25e-06 1.55e-06 2.05e-06 1.4e-06 1.6e-06 1.45e-06 1.2e-06 1.1e-06 1.65e-06 1.7e-06 1.5e-06 2e-06 1.3e-06 1.85e-06
7 1.7e-06 1.2e-06 1.3e-06 1.4e-06 1.35e-06 1.7e-06 1.8e-06 1.6e-06 1.25e-06 1.35e-06 1.2e-06 1.55e-06 1.7e-06 1.45e-06 1.15e-06 1.35e-06 1.2e-06 1.2e-06 1.25e-06 1.3e-06 1.35e-06 1.3e-06 2.35e-06 1.4e-06 1e-06 1.5e-06 1.05e-06 1.2e-06 1.4e-06 1.45e-06 1e-06 1.15e-06 1.4e-06 1e-06 1.5e-06 1.05e-06 1e-06 1.35e-06 2.4e-06 1.2e-06 9e-07 1.3e-06 1.25e-06 1e-06 1.1e-06 1.35e-06 1.45e-06 1.2e-06 2.35e-06 1.4e-06 1.45e-06 1.35e-06 1.2e-06 1.45e-06 1.35e-06 1e-06 1.15e-06 2.4e-06 1.1e-06 1.1e-06
8 9.5e-07 7.5e-07 1.05e-06 1e-06 1.35e-06 1.05e-06 1.15e-06 1.25e-06 1.1e-06 1.2e-06 8e-07 1.05e-06 1.45e-06 1.4e-06 9.5e-07 9.5e-07 8e-07 1.15e-06 8e-07 1.15e-06 1.1e-06 1.05e-06 1.9e-06 9.5e-07 1e-06 9.5e-07 1e-06 8e-07 9.5e-07 8e-07 1.1e-06 1.1e-06 1.4e-06 1e-06 1.3e-06 1.1e-06 1.05e-06 1e-06 1.75e-06 1e-06 1.1e-06 1.15e-06 9.5e-07 1.05e-06 9.5e-07 9e-07 1e-06 1e-06 1.9e-06 1.1e-06 1.35e-06 1.05e-06 7e-07 9e-07 1.35e-06 1.2e-06 1.1e-06 1.7e-06 9e-07 1.35e-06
9 1.1e-06 1.3e-06 1.35e-06 1.2e-06 1.5e-06 1.25e-06 1.45e-06 1.35e-06 1.2e-06 1.9e-06 1.15e-06 1.5e-06 1.55e-06 1.65e-06 1.2e-06 1.3e-06 1.2e-06 1.45e-06 1.35e-06 1.6e-06 1.4e-06 1.35e-06 2.3e-06 1.35e-06 1.45e-06 1.15e-06 1.3e-06 1.15e-06 1.4e-06 1.35e-06 1.5e-06 1.5e-06 1.55e-06 1.45e-06 1.55e-06 1.15e-06 1.15e-06 1.35e-06 2.3e-06 1.25e-06 1.15e-06 1.55e-06 1.2e-06 1.15e-06 1.55e-06 1.2e-06 1.45e-06 1.3e-06 2.3e-06 1.45e-06 1.6e-06 1.45e-06 1.25e-06 1.2e-06 1.4e-06 1.2e-06 1.5e-06 2.15e-06 1.3e-06 1.25e-06
