 slim_762151940 slim_762151973 slim_762151995 slim_762151989 slim_762151953 slim_762151956 slim_762151939 slim_762151992 slim_762151964 slim_762151962 slim_762151960 slim_762151961 slim_762151975 slim_762151981 slim_762151952 slim_762151970 slim_762151945 slim_762151967 slim_762151979 slim_762151986 slim_762151963 slim_762151954 slim_762151957 slim_762151991 slim_762151993 slim_762151985 slim_762151980 slim_762151950 slim_762151978 slim_762151966 slim_762151959 slim_762151990 slim_762151965 slim_762151944 slim_762151947 slim_762151996 slim_762151983 slim_762151982 slim_762151974 slim_762151949 slim_762151988 slim_762151984 slim_762151941 slim_762151951 slim_762151972 slim_762151948 slim_762151997 slim_762151958 slim_762151968 slim_762151987 slim_762151943 slim_762151976 slim_762151971 slim_762151977 slim_762151946 slim_762151994 slim_762151942 slim_762151955 slim_762151969
0 1.7e-06 1.7e-06 2.05e-06 1.95e-06 1.1e-06 1.5e-06 9.5e-07 1.9e-06 2e-06 1.65e-06 1.75e-06 1.85e-06 2.05e-06 1.5e-06 1.6e-06 1.55e-06 1.35e-06 1.3e-06 2.5e-06 1.6e-06 8.5e-07 1.65e-06 2.4e-06 1.95e-06 2.35e-06 2.3e-06 2.25e-06 8.5e-07 1.95e-06 2.7e-06 2.45e-06 9e-07 1.55e-06 1.95e-06 1.5e-06 1.85e-06 1.85e-06 2.15e-06 2.4e-06 1.4e-06 1.85e-06 2.35e-06 1.7e-06 2.4e-06 2.1e-06 1.85e-06 1.6e-06 2.15e-06 1.05e-06 2.3e-06 1.05e-06 2.15e-06 1.35e-06 1.45e-06 1.55e-06 1.8e-06 1.35e-06 1.55e-06 2e-06
1 1.7e-06 2.4e-06 1.95e-06 1.45e-06 1.45e-06 1.9e-06 1.65e-06 2.25e-06 2.15e-06 1.2e-06 1.4e-06 1.5e-06 2.1e-06 1.6e-06 1.65e-06 1.8e-06 1.7e-06 1.5e-06 2.15e-06 1.95e-06 1.6e-06 1.7e-06 2.05e-06 2.3e-06 2.05e-06 2.35e-06 2.55e-06 1.65e-06 1.6e-06 2.75e-06 2.25e-06 1.85e-06 1.7e-06 2.3e-06 1.9e-06 2.25e-06 2.25e-06 2.2e-06 2.05e-06 1.85e-06 2.1e-06 2.4e-06 1.7e-06 2.15e-06 2.1e-06 2.25e-06 1.7e-06 2.05e-06 1.5e-06 2.1e-06 1.8e-06 2.45e-06 1.45e-06 1.75e-06 1.65e-06 1.95e-06 1.7e-06 1.55e-06 2.4e-06
2 2.05e-06 1.95e-06 2.2e-06 1.55e-06 2.35e-06 1.8e-06 2e-06 1.75e-06 1.75e-06 1.9e-06 1.4e-06 1.55e-06 1.5e-06 2.2e-06 1.95e-06 2.1e-06 2.15e-06 2.15e-06 1.7e-06 2.1e-06 1.95e-06 1.7e-06 1.55e-06 2e-06 1.5e-06 1.7e-06 1.75e-06 2e-06 1.55e-06 1.6e-06 1.5e-06 2.35e-06 1.75e-06 2e-06 1.9e-06 1.95e-06 1.95e-06 1.75e-06 1.55e-06 2e-06 2.1e-06 1.75e-06 1.95e-06 1.7e-06 1.8e-06 1.85e-06 2.3e-06 1.7e-06 1.7e-06 1.35e-06 2.3e-06 1.9e-06 1.4e-06 1.8e-06 2.15e-06 1.75e-06 2.05e-06 1.8e-06 2e-06
3 1.95e-06 1.45e-06 1.55e-06 1.1e-06 2.1e-06 1.8e-06 1.9e-06 2.15e-06 2.15e-06 1.4e-06 9.5e-07 1e-06 1.85e-06 1.8e-06 1.35e-06 1.9e-06 1.9e-06 2e-06 1.5e-06 1.95e-06 1.85e-06 1.25e-06 1.5e-06 2.3e-06 1.6e-06 2.1e-06 2.45e-06 1.9e-06 1.15e-06 2.5e-06 1.9e-06 2.1e-06 1.7e-06 2.3e-06 1.8e-06 2.25e-06 2.25e-06 2e-06 1.6e-06 1.85e-06 2.2e-06 2.15e-06 1.6e-06 1.75e-06 2.05e-06 2.25e-06 2e-06 1.95e-06 1.65e-06 1.7e-06 2.05e-06 2.35e-06 1.3e-06 1.6e-06 1.85e-06 2e-06 1.8e-06 1.45e-06 2.15e-06
4 1.1e-06 1.45e-06 2.35e-06 2.1e-06 1.3e-06 1.8e-06 1.1e-06 2.1e-06 2.3e-06 1.4e-06 1.95e-06 2e-06 2.25e-06 1.15e-06 1.6e-06 1.45e-06 1.05e-06 1.3e-06 2.65e-06 1.6e-06 1e-06 1.75e-06 2.6e-06 1.95e-06 2.55e-06 2.5e-06 2.45e-06 1.05e-06 2.15e-06 2.9e-06 2.65e-06 8e-07 1.85e-06 1.95e-06 1.65e-06 1.85e-06 1.85e-06 2.35e-06 2.6e-06 1.4e-06 1.75e-06 2.55e-06 1.55e-06 2.6e-06 2e-06 1.85e-06 1.5e-06 2.05e-06 1.35e-06 2.5e-06 8.5e-07 2.35e-06 1.7e-06 1.6e-06 1.4e-06 1.95e-06 1.2e-06 1.4e-06 2.1e-06
5 1.5e-06 1.9e-06 1.8e-06 1.8e-06 1.8e-06 1.7e-06 1.45e-06 1.55e-06 1.75e-06 1.85e-06 1.4e-06 1.5e-06 1.4e-06 1.8e-06 1.9e-06 1.35e-06 1.85e-06 1.65e-06 2.05e-06 1.45e-06 1.4e-06 1.2e-06 1.9e-06 1.9e-06 1.85e-06 1.4e-06 1.75e-06 1.45e-06 1.35e-06 1.9e-06 2.05e-06 1.8e-06 1.2e-06 1.9e-06 1.2e-06 1.75e-06 1.8e-06 1.9e-06 1.9e-06 1.3e-06 1.75e-06 1.45e-06 1.6e-06 1.95e-06 1.85e-06 1.8e-06 1.8e-06 1.85e-06 1.25e-06 1.85e-06 1.8e-06 1.4e-06 1.45e-06 1e-06 1.5e-06 1.45e-06 1.7e-06 1.45e-06 1.85e-06
6 9.5e-07 1.65e-06 2e-06 1.9e-06 1.1e-06 1.45e-06 1.6e-06 1.85e-06 1.95e-06 1.6e-06 1.7e-06 1.8e-06 2e-06 1.45e-06 1.6e-06 1.5e-06 1.3e-06 1.25e-06 2.45e-06 1.55e-06 8.5e-07 1.6e-06 2.35e-06 1.9e-06 2.3e-06 2.25e-06 2.2e-06 9e-07 1.9e-06 2.65e-06 2.4e-06 1.05e-06 1.5e-06 1.9e-06 1.45e-06 1.85e-06 1.75e-06 2.1e-06 2.35e-06 1.4e-06 1.8e-06 2.3e-06 1.65e-06 2.35e-06 2.05e-06 1.8e-06 1.55e-06 2.1e-06 1e-06 2.25e-06 1.05e-06 2.1e-06 1.3e-06 1.4e-06 1.5e-06 1.75e-06 1.3e-06 1.5e-06 1.95e-06
7 1.9e-06 2.25e-06 1.75e-06 2.15e-06 2.1e-06 1.55e-06 1.85e-06 2.4e-06 1.6e-06 2.2e-06 1.8e-06 2e-06 1.35e-06 2.2e-06 2.2e-06 1.8e-06 2.15e-06 2.15e-06 1.95e-06 1.85e-06 1.8e-06 1.8e-06 1.8e-06 1.65e-06 1.65e-06 1.4e-06 1.25e-06 1.85e-06 1.8e-06 1.35e-06 1.8e-06 2.05e-06 1.7e-06 1.65e-06 1.6e-06 1.7e-06 1.55e-06 1.8e-06 1.7e-06 1.7e-06 1.7e-06 1.35e-06 2.05e-06 1.85e-06 1.75e-06 1.65e-06 2.3e-06 1.75e-06 1.55e-06 1.7e-06 2.05e-06 1.4e-06 1.85e-06 1.45e-06 2.1e-06 1.4e-06 1.95e-06 1.95e-06 1.7e-06
8 2e-06 2.15e-06 1.75e-06 2.15e-06 2.3e-06 1.75e-06 1.95e-06 1.6e-06 2.7e-06 2.1e-06 1.85e-06 2e-06 1.55e-06 2.45e-06 2.35e-06 2.05e-06 2.45e-06 1.85e-06 1.95e-06 2.1e-06 1.9e-06 1.95e-06 1.8e-06 1.9e-06 1.65e-06 1.55e-06 1.55e-06 1.95e-06 1.8e-06 1.5e-06 1.85e-06 2.5e-06 1.5e-06 1.9e-06 1.9e-06 1.95e-06 1.85e-06 1.95e-06 1.7e-06 2e-06 2e-06 1.5e-06 2.25e-06 1.9e-06 1.9e-06 1.95e-06 2.3e-06 1.9e-06 1.55e-06 1.75e-06 2.45e-06 1.65e-06 1.7e-06 1.7e-06 2.15e-06 1.5e-06 2.3e-06 2.1e-06 2e-06
9 1.65e-06 1.2e-06 1.9e-06 1.4e-06 1.4e-06 1.85e-06 1.6e-06 2.2e-06 2.1e-06 2.3e-06 1.35e-06 1.45e-06 2.05e-06 1.55e-06 1.6e-06 1.75e-06 1.65e-06 1.45e-06 2.1e-06 1.9e-06 1.55e-06 1.65e-06 2e-06 2.25e-06 2e-06 2.3e-06 2.5e-06 1.6e-06 1.55e-06 2.7e-06 2.2e-06 1.8e-06 1.65e-06 2.25e-06 1.85e-06 2.2e-06 2.2e-06 2.15e-06 2e-06 1.8e-06 2.05e-06 2.35e-06 1.65e-06 2.1e-06 2.05e-06 2.2e-06 1.65e-06 2e-06 1.45e-06 2.05e-06 1.75e-06 2.4e-06 1.4e-06 1.7e-06 1.6e-06 1.9e-06 1.65e-06 1.5e-06 2.35e-06
