 slim_762071014 slim_762071050 slim_762071037 slim_762071036 slim_762071046 slim_762071051 slim_762071013 slim_762071017 slim_762071040 slim_762071034 slim_762071035 slim_762071011 slim_762071030 slim_762071041 slim_762071012 slim_762071045 slim_762071028 slim_762071024 slim_762071010 slim_762071031 slim_762071048 slim_762071029 slim_762071056 slim_762071020 slim_762071038 slim_762071018 slim_762071052 slim_762071047 slim_762071023 slim_762071055 slim_762071015 slim_762071039 slim_762071021 slim_762071026 slim_762071016 slim_762071054 slim_762071019 slim_762071053 slim_762071043 slim_762071033 slim_762071049 slim_762071042 slim_762071044 slim_762071032 slim_762071022 slim_762071025 slim_762071027
0 8e-07 2.5e-06 1e-06 2.45e-06 1.7e-06 1.2e-06 2.15e-06 1.75e-06 2.25e-06 2.3e-06 2.2e-06 1.6e-06 2.35e-06 1.2e-06 1.4e-06 1.45e-06 1.8e-06 2.65e-06 2e-06 2.05e-06 2.4e-06 2.05e-06 1.35e-06 2.4e-06 1.85e-06 1.2e-06 4.5e-07 2.3e-06 1.95e-06 2.75e-06 1.5e-06 2e-06 2.3e-06 2.1e-06 1.5e-06 2.2e-06 1.55e-06 1.3e-06 3.15e-06 1.35e-06 1.5e-06 1.45e-06 1.35e-06 2.35e-06 2.2e-06 2.35e-06 1.85e-06
1 2.5e-06 1.8e-06 1.85e-06 1.35e-06 1.8e-06 1.5e-06 2.25e-06 1.4e-06 1.3e-06 1.45e-06 1.05e-06 1.6e-06 1.2e-06 2.05e-06 2.45e-06 1.7e-06 1.75e-06 1.2e-06 1.95e-06 1.25e-06 1.75e-06 1.4e-06 2.45e-06 1.9e-06 1.15e-06 1.9e-06 2.35e-06 2e-06 1.95e-06 1.4e-06 1.85e-06 1.75e-06 1.75e-06 1.15e-06 1.85e-06 1e-06 1.85e-06 1.5e-06 2.45e-06 1.5e-06 1.65e-06 2.35e-06 1.7e-06 1.5e-06 1.8e-06 1.1e-06 1.8e-06
2 1e-06 1.85e-06 1.5e-06 1.8e-06 1.6e-06 9.5e-07 1.8e-06 1.25e-06 1.6e-06 1.55e-06 1.55e-06 1.25e-06 1.7e-06 1.25e-06 1.4e-06 1.35e-06 1.65e-06 2e-06 1.65e-06 1.35e-06 1.9e-06 1.55e-06 1.35e-06 1.9e-06 1.2e-06 1e-06 8.5e-07 1.7e-06 1.6e-06 2.1e-06 1.35e-06 1.5e-06 1.8e-06 1.45e-06 1.35e-06 1.55e-06 1.45e-06 9.5e-07 2.75e-06 1.1e-06 1.4e-06 1.4e-06 1e-06 1.6e-06 1.7e-06 1.7e-06 1.5e-06
3 2.45e-06 1.35e-06 1.8e-06 1.7e-06 1.7e-06 1.45e-06 2.2e-06 1.4e-06 1.1e-06 1.15e-06 1.2e-06 1.65e-06 1e-06 2.05e-06 2.45e-06 1.75e-06 1.75e-06 1.25e-06 2.15e-06 1.15e-06 1.55e-06 1.25e-06 2.35e-06 1.7e-06 1e-06 1.8e-06 2.3e-06 2.25e-06 2.05e-06 1.15e-06 1.65e-06 1.75e-06 1.85e-06 9.5e-07 1.65e-06 1.1e-06 1.7e-06 1.25e-06 2e-06 1.35e-06 1.7e-06 2.3e-06 1.65e-06 1.15e-06 1.7e-06 1.15e-06 1.9e-06
4 1.7e-06 1.8e-06 1.6e-06 1.7e-06 2.8e-06 1.45e-06 2.3e-06 1.75e-06 1.6e-06 1.7e-06 1.8e-06 1.75e-06 1.55e-06 1.6e-06 2.1e-06 1.5e-06 1.6e-06 1.6e-06 2.15e-06 1.75e-06 1.75e-06 1.55e-06 2.05e-06 1.95e-06 1.65e-06 1.7e-06 1.55e-06 2.4e-06 2.1e-06 1.7e-06 1.5e-06 2e-06 2.2e-06 1.45e-06 1.5e-06 1.6e-06 1.5e-06 1.5e-06 2.35e-06 1.5e-06 1.5e-06 2.1e-06 1.7e-06 1.75e-06 2.1e-06 1.6e-06 1.85e-06
5 1.2e-06 1.5e-06 9.5e-07 1.45e-06 1.45e-06 5e-07 1.1e-06 7.5e-07 1.4e-06 1.4e-06 1.1e-06 6e-07 1.4e-06 9e-07 1.25e-06 1.35e-06 1.5e-06 1.85e-06 9.5e-07 1.1e-06 1.5e-06 1.15e-06 1.25e-06 1.55e-06 9e-07 1.15e-06 1.05e-06 1.4e-06 9.5e-07 1.95e-06 1.45e-06 1.05e-06 1.25e-06 1.25e-06 1.45e-06 1.3e-06 1.4e-06 3.5e-07 2.45e-06 7.5e-07 1.3e-06 1.4e-06 9e-07 1.45e-06 1.2e-06 1.4e-06 8e-07
6 2.15e-06 2.25e-06 1.8e-06 2.2e-06 2.3e-06 1.1e-06 9e-07 1.5e-06 2.2e-06 2.2e-06 1.8e-06 1.35e-06 2.15e-06 1.45e-06 1.3e-06 2.25e-06 2.3e-06 2.65e-06 9e-07 1.8e-06 1.95e-06 1.95e-06 1.55e-06 1.8e-06 1.7e-06 1.95e-06 2e-06 1.5e-06 1.15e-06 2.75e-06 2.3e-06 1.05e-06 1.45e-06 2.05e-06 2.3e-06 2.1e-06 2.3e-06 1.15e-06 2.75e-06 1.55e-06 2.2e-06 1.5e-06 1.75e-06 2.25e-06 1.4e-06 2.15e-06 1.2e-06
7 1.75e-06 1.4e-06 1.25e-06 1.4e-06 1.75e-06 7.5e-07 1.5e-06 1.3e-06 1.2e-06 1.45e-06 9.5e-07 9.5e-07 1.35e-06 1.4e-06 1.7e-06 1.65e-06 1.7e-06 1.85e-06 1.3e-06 1e-06 1.7e-06 1.35e-06 1.7e-06 1.75e-06 6.5e-07 1.35e-06 1.6e-06 1.6e-06 1.3e-06 1.95e-06 1.7e-06 1.25e-06 1.35e-06 1.2e-06 1.7e-06 1.25e-06 1.7e-06 7.5e-07 2.65e-06 1e-06 1.6e-06 1.7e-06 1.2e-06 1.5e-06 1.35e-06 1.3e-06 1.1e-06
8 2.25e-06 1.3e-06 1.6e-06 1.1e-06 1.6e-06 1.4e-06 2.2e-06 1.2e-06 1.6e-06 1.15e-06 1.3e-06 1.65e-06 1e-06 2e-06 2.3e-06 1.55e-06 1.65e-06 1.05e-06 2.1e-06 1.2e-06 1.55e-06 1.15e-06 2.25e-06 1.6e-06 8e-07 1.65e-06 2.1e-06 2.15e-06 2.05e-06 1.15e-06 1.45e-06 1.65e-06 1.9e-06 8e-07 1.45e-06 1e-06 1.5e-06 1.3e-06 2.05e-06 1.4e-06 1.55e-06 2.1e-06 1.6e-06 1.2e-06 1.8e-06 1.05e-06 1.9e-06
9 2.3e-06 1.45e-06 1.55e-06 1.15e-06 1.7e-06 1.4e-06 2.2e-06 1.45e-06 1.15e-06 1.8e-06 1.5e-06 1.65e-06 1.2e-06 2e-06 2.35e-06 1.65e-06 1.75e-06 1.2e-06 2.1e-06 1.4e-06 1.65e-06 1.25e-06 2.25e-06 1.65e-06 1.15e-06 1.8e-06 2.15e-06 2.05e-06 2e-06 1.2e-06 1.6e-06 1.7e-06 1.95e-06 1e-06 1.6e-06 1.15e-06 1.6e-06 1.3e-06 2e-06 1.45e-06 1.6e-06 2.25e-06 1.5e-06 9.5e-07 1.85e-06 1.25e-06 1.9e-06
10 2.2e-06 1.05e-06 1.55e-06 1.2e-06 1.8e-06 1.1e-06 1.8e-06 9.5e-07 1.3e-06 1.5e-06 6e-07 1.2e-06 1.05e-06 1.65e-06 2.1e-06 1.8e-06 1.75e-06 1.8e-06 1.55e-06 5.5e-07 1.7e-06 1.5e-06 2.1e-06 1.95e-06 6.5e-07 1.45e-06 2.05e-06 1.75e-06 1.55e-06 1.85e-06 1.9e-06 1.45e-06 1.2e-06 1.15e-06 1.9e-06 1.1e-06 1.95e-06 1.1e-06 2.85e-06 1.1e-06 1.75e-06 2e-06 1.45e-06 1.55e-06 1.25e-06 1.05e-06 1.35e-06
11 1.6e-06 1.6e-06 1.25e-06 1.65e-06 1.75e-06 6e-07 1.35e-06 9.5e-07 1.65e-06 1.65e-06 1.2e-06 1e-06 1.6e-06 1.2e-06 1.55e-06 1.65e-06 1.7e-06 2.05e-06 1e-06 1.3e-06 1.7e-06 1.35e-06 1.55e-06 1.8e-06 1.15e-06 1.45e-06 1.45e-06 1.55e-06 1.1e-06 2.15e-06 1.75e-06 1.3e-06 1.4e-06 1.5e-06 1.75e-06 1.5e-06 1.75e-06 5e-07 2.7e-06 1e-06 1.6e-06 1.7e-06 1.15e-06 1.7e-06 1.4e-06 1.55e-06 9.5e-07
12 2.35e-06 1.2e-06 1.7e-06 1e-06 1.55e-06 1.4e-06 2.15e-06 1.35e-06 1e-06 1.2e-06 1.05e-06 1.6e-06 1.6e-06 1.95e-06 2.35e-06 1.6e-06 1.6e-06 1.1e-06 2.05e-06 1e-06 1.45e-06 1.15e-06 2.3e-06 1.65e-06 9.5e-07 1.65e-06 2.2e-06 2.15e-06 2e-06 1.15e-06 1.5e-06 1.7e-06 1.8e-06 8.5e-07 1.5e-06 1e-06 1.6e-06 1.3e-06 2.1e-06 1.35e-06 1.6e-06 2.2e-06 1.65e-06 1.25e-06 1.65e-06 1e-06 1.8e-06
13 1.2e-06 2.05e-06 1.25e-06 2.05e-06 1.6e-06 9e-07 1.45e-06 1.4e-06 2e-06 2e-06 1.65e-06 1.2e-06 1.95e-06 1.7e-06 1.45e-06 1.6e-06 1.8e-06 2.4e-06 1.45e-06 1.65e-06 1.75e-06 1.75e-06 1.4e-06 2e-06 1.5e-06 1.45e-06 1.05e-06 1.85e-06 1.4e-06 2.5e-06 1.75e-06 1.55e-06 1.7e-06 1.85e-06 1.75e-06 1.85e-06 1.7e-06 9.5e-07 2.8e-06 1.2e-06 1.55e-06 1.55e-06 1.3e-06 2.05e-06 1.6e-06 2e-06 1.1e-06
14 1.4e-06 2.45e-06 1.4e-06 2.45e-06 2.1e-06 1.25e-06 1.3e-06 1.7e-06 2.3e-06 2.35e-06 2.1e-06 1.55e-06 2.35e-06 1.45e-06 2.3e-06 1.9e-06 2.1e-06 2.7e-06 1.35e-06 2e-06 2.25e-06 2.1e-06 1.35e-06 2.1e-06 1.9e-06 1.55e-06 1.25e-06 1.85e-06 1.55e-06 2.8e-06 1.9e-06 1.45e-06 1.9e-06 2.15e-06 1.9e-06 2.25e-06 2e-06 1.35e-06 3.05e-06 1.55e-06 1.95e-06 1.3e-06 1.65e-06 2.4e-06 1.85e-06 2.3e-06 1.6e-06
15 1.45e-06 1.7e-06 1.35e-06 1.75e-06 1.5e-06 1.35e-06 2.25e-06 1.65e-06 1.55e-06 1.65e-06 1.8e-06 1.65e-06 1.6e-06 1.6e-06 1.9e-06 2.4e-06 1.6e-06 1.45e-06 2.05e-06 1.7e-06 1.85e-06 1.55e-06 1.85e-06 1.9e-06 1.55e-06 1.5e-06 1.3e-06 2.2e-06 2e-06 1.55e-06 1.4e-06 1.85e-06 2.15e-06 1.4e-06 1.4e-06 1.4e-06 1.4e-06 1.4e-06 2.4e-06 1.45e-06 1.3e-06 1.85e-06 1.55e-06 1.7e-06 2.05e-06 1.6e-06 1.9e-06
16 1.8e-06 1.75e-06 1.65e-06 1.75e-06 1.6e-06 1.5e-06 2.3e-06 1.7e-06 1.65e-06 1.75e-06 1.75e-06 1.7e-06 1.6e-06 1.8e-06 2.1e-06 1.6e-06 2.9e-06 1.65e-06 2.05e-06 1.8e-06 1.9e-06 1.6e-06 2.1e-06 2e-06 1.7e-06 1.75e-06 1.65e-06 2.3e-06 2.05e-06 1.75e-06 1.55e-06 2e-06 2.15e-06 1.5e-06 1.55e-06 1.65e-06 1.6e-06 1.55e-06 2.35e-06 1.5e-06 1.6e-06 2.15e-06 1.75e-06 1.8e-06 2.15e-06 1.55e-06 1.9e-06
17 2.65e-06 1.2e-06 2e-06 1.25e-06 1.6e-06 1.85e-06 2.65e-06 1.85e-06 1.05e-06 1.2e-06 1.8e-06 2.05e-06 1.1e-06 2.4e-06 2.7e-06 1.45e-06 1.65e-06 8e-07 2.45e-06 1.7e-06 1.6e-06 1.15e-06 2.65e-06 1.6e-06 1.55e-06 2.1e-06 2.5e-06 2.4e-06 2.4e-06 7e-07 1.5e-06 2e-06 2.35e-06 9e-07 1.5e-06 9e-07 1.5e-06 1.8e-06 1.75e-06 1.85e-06 1.5e-06 2.55e-06 1.95e-06 1.25e-06 2.25e-06 1.1e-06 2.3e-06
18 2e-06 1.95e-06 1.65e-06 2.15e-06 2.15e-06 9.5e-07 9e-07 1.3e-06 2.1e-06 2.1e-06 1.55e-06 1e-06 2.05e-06 1.45e-06 1.35e-06 2.05e-06 2.05e-06 2.45e-06 1.4e-06 1.65e-06 2e-06 1.9e-06 1.6e-06 1.85e-06 1.65e-06 1.8e-06 1.85e-06 1.45e-06 1.05e-06 2.6e-06 2.2e-06 1.1e-06 1.4e-06 1.95e-06 2.2e-06 1.95e-06 2.15e-06 1.1e-06 2.9e-06 1.45e-06 2e-06 1.6e-06 1.65e-06 2.15e-06 1.45e-06 1.9e-06 1.1e-06
19 2.05e-06 1.25e-06 1.35e-06 1.15e-06 1.75e-06 1.1e-06 1.8e-06 1e-06 1.2e-06 1.4e-06 5.5e-07 1.3e-06 1e-06 1.65e-06 2e-06 1.7e-06 1.8e-06 1.7e-06 1.65e-06 6e-07 1.7e-06 1.45e-06 1.95e-06 1.8e-06 6.5e-07 1.1e-06 1.9e-06 1.75e-06 1.6e-06 1.8e-06 1.75e-06 1.4e-06 1.4e-06 1.05e-06 1.75e-06 1.1e-06 1.8e-06 1.1e-06 2.8e-06 1.15e-06 1.7e-06 1.85e-06 1.35e-06 1.45e-06 1.2e-06 1.15e-06 1.45e-06
