 slim_761968332 slim_761968301 slim_761968329 slim_761968313 slim_761968340 slim_761968321 slim_761968305 slim_761968337 slim_761968342 slim_761968297 slim_761968292 slim_761968290 slim_761968338 slim_761968291 slim_761968347 slim_761968300 slim_761968343 slim_761968344 slim_761968312 slim_761968324 slim_761968346 slim_761968294 slim_761968317 slim_761968298 slim_761968296 slim_761968293 slim_761968326 slim_761968339 slim_761968336 slim_761968328 slim_761968331 slim_761968316 slim_761968319 slim_761968311 slim_761968335 slim_761968314 slim_761968304 slim_761968308 slim_761968315 slim_761968295 slim_761968320 slim_761968307 slim_761968334 slim_761968302 slim_761968323 slim_761968299 slim_761968345 slim_761968330 slim_761968327 slim_761968309 slim_761968322 slim_761968303 slim_761968310 slim_761968318 slim_761968341 slim_761968306 slim_761968333 slim_761968349 slim_761968325 slim_761968348
0 8.92e-05 8.815e-05 0.00010105 6.2e-05 6.26e-05 0.00010255 5.525e-05 0.0001023 6.905e-05 6.17e-05 7.805e-05 8.1e-05 8.6e-05 0.0001078 0.0001215 0.0001065 0.0001085 0.0001036 7.365e-05 8.565e-05 0.00010965 6.135e-05 8.285e-05 0.00010645 5.82e-05 8.06e-05 0.00011295 6.605e-05 7.65e-05 9.59e-05 5.415e-05 9.17e-05 8.405e-05 7.035e-05 6.41e-05 9.03e-05 7.37e-05 8.425e-05 9.47e-05 7.115e-05 6.305e-05 8.755e-05 0.000122 6.935e-05 5.635e-05 9.28e-05 8.26e-05 6.305e-05 0.0001324 0.00010045 6.415e-05 6.65e-05 0.00010725 0.00012745 6.11e-05 7.45e-05 9.905e-05 5.955e-05 8.56e-05 9.525e-05
1 8.815e-05 0.0001332 7.985e-05 8.365e-05 8.225e-05 8.255e-05 7.365e-05 8.23e-05 7.965e-05 8.295e-05 8.515e-05 8.825e-05 8.73e-05 8.86e-05 0.0001283 0.00010315 0.00012595 0.00010375 8.58e-05 8.735e-05 9.96e-05 8.905e-05 7.295e-05 7.725e-05 9.41e-05 9.535e-05 0.00010505 9.065e-05 9.525e-05 7.76e-05 8.14e-05 8.14e-05 8.46e-05 9.315e-05 7.395e-05 7.88e-05 8.365e-05 8.865e-05 9.475e-05 9.69e-05 8.24e-05 8.875e-05 7.15e-05 8.165e-05 7.895e-05 8.865e-05 8.58e-05 8.24e-05 9.735e-05 7.775e-05 8.26e-05 8.71e-05 8.025e-05 0.0001025 7.075e-05 7.505e-05 7.635e-05 8.97e-05 8.735e-05 7.96e-05
2 0.00010105 7.985e-05 9.49e-05 0.00012205 0.0001208 7.28e-05 0.0001128 7.285e-05 8e-05 0.00010015 9.535e-05 8.75e-05 0.00010225 7.29e-05 0.00013405 0.0001142 0.00012995 0.00012575 0.00011495 0.0001175 0.00012645 0.000128 0.00011055 6.09e-05 0.00011725 0.0001022 0.00012615 8.49e-05 9.27e-05 5.535e-05 0.00011505 7.385e-05 9.215e-05 5.89e-05 0.00011295 9.885e-05 8.285e-05 9.8e-05 9.305e-05 0.00010725 7.74e-05 9.805e-05 9.81e-05 9.235e-05 0.00010245 7.61e-05 9.585e-05 7.74e-05 9.28e-05 0.0001125 7.775e-05 0.0001032 8.64e-05 0.00012155 0.0001152 0.0001183 0.000111 0.00010695 0.0001175 0.0001006
3 6.2e-05 8.365e-05 0.00012205 5.27e-05 3.815e-05 0.00010215 3.055e-05 0.0001019 6.68e-05 6.485e-05 6.755e-05 6.71e-05 5.63e-05 0.00010685 0.0001216 9.62e-05 0.0001245 0.00010035 3.565e-05 7.21e-05 9.725e-05 4.625e-05 5.19e-05 0.0001134 4.67e-05 7.465e-05 0.00010605 6.685e-05 7.925e-05 0.00011465 3.74e-05 9.135e-05 9.195e-05 9.555e-05 3.955e-05 6.825e-05 6.59e-05 7.225e-05 9.895e-05 6.57e-05 6.94e-05 7.545e-05 9.82e-05 5.995e-05 4.105e-05 9.42e-05 5.935e-05 6.94e-05 0.00014515 6.27e-05 7.05e-05 6.41e-05 9.12e-05 0.0001229 2.78e-05 3.585e-05 6.135e-05 6.86e-05 7.21e-05 7.12e-05
4 6.26e-05 8.225e-05 0.0001208 3.815e-05 5.36e-05 9.945e-05 3.56e-05 9.92e-05 7.17e-05 7.125e-05 6.72e-05 7.925e-05 7.56e-05 0.0001033 0.00012695 9.5e-05 0.0001195 8.645e-05 4.81e-05 6.635e-05 8.315e-05 3.545e-05 4.965e-05 0.00011915 4.875e-05 8.795e-05 9.3e-05 6.83e-05 8.515e-05 0.00011415 2.985e-05 8.84e-05 8.76e-05 9.73e-05 3.535e-05 6.565e-05 7.175e-05 7.345e-05 9.56e-05 7.46e-05 7.365e-05 7.575e-05 8.835e-05 7.115e-05 4.54e-05 8.96e-05 7.965e-05 7.365e-05 0.00013735 6.73e-05 7.475e-05 7.145e-05 9.655e-05 0.00010965 3.35e-05 3.37e-05 6.705e-05 5.725e-05 6.63e-05 6.92e-05
5 0.00010255 8.255e-05 7.28e-05 0.00010215 9.945e-05 0.0001455 9.28e-05 7.28e-05 8.27e-05 0.0001017 9.79e-05 9.025e-05 0.00010495 7.285e-05 0.00013325 0.0001019 0.00012905 0.0001131 9.51e-05 9.485e-05 0.00011265 0.0001067 8.92e-05 8.62e-05 9.74e-05 0.0001071 0.00011375 8.755e-05 9.7e-05 8.065e-05 9.525e-05 7.515e-05 9.485e-05 8.425e-05 9.285e-05 7.625e-05 8.55e-05 0.0001006 8.93e-05 0.00010995 8.005e-05 0.00010075 7.37e-05 9.5e-05 8.255e-05 7.605e-05 9.855e-05 8.005e-05 0.0001029 8.985e-05 8.04e-05 0.0001047 8.8e-05 0.00010635 9.525e-05 9.82e-05 8.985e-05 0.0001071 9.485e-05 7.9e-05
6 5.525e-05 7.365e-05 0.0001128 3.055e-05 3.56e-05 9.28e-05 3.08e-05 9.255e-05 5.47e-05 6.22e-05 6.685e-05 6.185e-05 5.745e-05 9.715e-05 0.00013285 9.485e-05 0.0001315 0.0001035 3.15e-05 7.135e-05 9.665e-05 4.42e-05 4.15e-05 0.00010915 4.39e-05 7.86e-05 0.0001131 6.355e-05 6.79e-05 0.0001139 3.995e-05 8.2e-05 9.125e-05 9.255e-05 2.445e-05 5.89e-05 5.44e-05 7.54e-05 8.86e-05 6.91e-05 5.44e-05 7.87e-05 9.02e-05 5.13e-05 2.605e-05 8.65e-05 5.925e-05 5.44e-05 0.00014585 5.965e-05 5.55e-05 6.205e-05 8.79e-05 0.00012345 1.555e-05 2.435e-05 5.83e-05 6.625e-05 7.13e-05 6.21e-05
7 0.0001023 8.23e-05 7.285e-05 0.0001019 9.92e-05 7.28e-05 9.255e-05 0.000145 8.245e-05 0.00010145 9.765e-05 9e-05 0.0001047 7.29e-05 0.000133 0.00010165 0.0001288 0.00011285 9.485e-05 9.46e-05 0.0001124 0.00010645 8.895e-05 8.595e-05 9.715e-05 0.00010685 0.0001135 8.73e-05 9.67e-05 8.04e-05 9.5e-05 7.52e-05 9.46e-05 8.43e-05 9.26e-05 7.6e-05 8.525e-05 0.00010035 8.905e-05 0.0001097 7.98e-05 0.0001005 7.345e-05 9.475e-05 8.23e-05 7.61e-05 9.83e-05 7.98e-05 0.00010265 8.96e-05 8.015e-05 0.00010445 8.775e-05 0.0001061 9.5e-05 9.795e-05 8.96e-05 0.00010685 9.46e-05 7.875e-05
8 6.905e-05 7.965e-05 8e-05 6.68e-05 7.17e-05 8.27e-05 5.47e-05 8.245e-05 9.08e-05 7.265e-05 7.34e-05 5.76e-05 6.87e-05 7.975e-05 0.00014085 0.00010535 0.00013585 0.00012485 5.78e-05 0.0001013 0.0001198 7.73e-05 7.88e-05 9.025e-05 6.435e-05 8.505e-05 0.00013445 5.87e-05 6.225e-05 9.31e-05 7.14e-05 7.41e-05 9.85e-05 5.64e-05 6.355e-05 7.81e-05 5.065e-05 8.215e-05 8.67e-05 7.66e-05 4.955e-05 8.53e-05 0.00011865 6.165e-05 4.955e-05 7.39e-05 7e-05 4.955e-05 0.0001432 9.335e-05 5.065e-05 7.785e-05 9.32e-05 0.00014295 5.06e-05 6.45e-05 9.19e-05 7.795e-05 0.00010125 8.315e-05
9 6.17e-05 8.295e-05 0.00010015 6.485e-05 7.125e-05 0.0001017 6.22e-05 0.00010145 7.265e-05 0.0001112 8.265e-05 8.16e-05 7.93e-05 0.0001065 0.00011575 0.00010485 0.0001107 0.00010595 7.345e-05 8.855e-05 0.0001063 7.135e-05 7.64e-05 9.825e-05 6.99e-05 7.155e-05 0.00011525 7.64e-05 7.825e-05 9e-05 6.83e-05 9.08e-05 8.695e-05 8.22e-05 7.085e-05 8.945e-05 7.545e-05 8.88e-05 9.44e-05 7.555e-05 7.615e-05 9.21e-05 0.00011255 7.5e-05 6.945e-05 0.0001019 8.08e-05 7.615e-05 0.00012195 9.23e-05 7.725e-05 5.86e-05 9.905e-05 0.00012595 5.855e-05 7.01e-05 9.085e-05 6.975e-05 8.855e-05 9.375e-05
10 7.805e-05 8.515e-05 9.535e-05 6.755e-05 6.72e-05 9.79e-05 6.685e-05 9.765e-05 7.34e-05 8.265e-05 0.0001257 7.32e-05 6.345e-05 0.00010175 0.0001244 0.00011565 0.00012655 0.00010885 7.31e-05 9.87e-05 0.0001081 7.545e-05 7.945e-05 8.485e-05 8.445e-05 8.265e-05 0.0001172 7.59e-05 8.48e-05 9.255e-05 6.72e-05 9e-05 9.605e-05 7.62e-05 6.65e-05 9.445e-05 7.33e-05 7.135e-05 0.00010215 7.425e-05 7.67e-05 7.35e-05 0.0001111 6.66e-05 7.69e-05 9.27e-05 6.615e-05 7.67e-05 0.0001308 8.785e-05 7.665e-05 8.27e-05 8.625e-05 0.00012865 6.34e-05 6.315e-05 8.63e-05 7.575e-05 9.865e-05 9.64e-05
11 8.1e-05 8.825e-05 8.75e-05 6.71e-05 7.925e-05 9.025e-05 6.185e-05 9e-05 5.76e-05 8.16e-05 7.32e-05 0.0001129 5.69e-05 8.73e-05 0.0001355 0.00011175 0.00014105 0.0001322 5.665e-05 0.00010885 0.0001257 8.785e-05 8.23e-05 8.71e-05 7.54e-05 8.075e-05 0.00013985 6.675e-05 6.84e-05 9.88e-05 8.34e-05 8.25e-05 0.000106 6.735e-05 7.06e-05 8.655e-05 5.68e-05 8.01e-05 9.51e-05 7.555e-05 6.16e-05 8.325e-05 0.00012265 6.16e-05 6.16e-05 8.295e-05 5.955e-05 6.16e-05 0.00014605 9.015e-05 6.155e-05 8.08e-05 8.86e-05 0.0001475 5.785e-05 6.57e-05 8.865e-05 8.84e-05 0.0001088 8.92e-05
12 8.6e-05 8.73e-05 0.00010225 5.63e-05 7.56e-05 0.00010495 5.745e-05 0.0001047 6.87e-05 7.93e-05 6.345e-05 5.69e-05 6e-05 0.0001079 0.00012515 0.00012485 0.0001428 0.0001351 5.38e-05 0.0001123 0.00012205 8.665e-05 7.58e-05 7.685e-05 9.095e-05 6.775e-05 0.0001416 7.97e-05 7.45e-05 0.000102 8.93e-05 9.725e-05 0.0001095 8.29e-05 6.625e-05 0.0001014 6.29e-05 6.885e-05 0.00010915 6.425e-05 7.775e-05 7.2e-05 0.0001248 5.105e-05 7.785e-05 0.000102 3.94e-05 7.775e-05 0.0001471 7.805e-05 7.775e-05 7.365e-05 7.665e-05 0.00014915 4.825e-05 5.125e-05 7.665e-05 8.73e-05 0.00011225 0.00010055
