 slim_762044925 slim_762044892 slim_762044916 slim_762044903 slim_762044887 slim_762044902 slim_762044924 slim_762044913 slim_762044914 slim_762044912 slim_762044900 slim_762044895 slim_762044918 slim_762044904 slim_762044894 slim_762044890 slim_762044919 slim_762044908 slim_762044898 slim_762044909 slim_762044923 slim_762044911 slim_762044906 slim_762044907 slim_762044921 slim_762044910 slim_762044897 slim_762044905 slim_762044896 slim_762044891 slim_762044899 slim_762044901 slim_762044917 slim_762044920 slim_762044893 slim_762044922 slim_762044888 slim_762044886 slim_762044889 slim_762044926 slim_762044915
0 6e-07 9e-07 1.6e-06 9.5e-07 1.15e-06 8.5e-07 1.75e-06 9.5e-07 9.5e-07 1e-06 1.7e-06 1.15e-06 1.4e-06 1.2e-06 9e-07 1.4e-06 1.05e-06 8e-07 1.45e-06 1.6e-06 9.5e-07 1.35e-06 1.15e-06 1.35e-06 8.5e-07 1.45e-06 9.5e-07 1.25e-06 9e-07 1.1e-06 8e-07 6e-07 1.4e-06 1.05e-06 1e-06 1.2e-06 1.35e-06 1.2e-06 1.15e-06 1.35e-06 1.4e-06
1 9e-07 1.2e-06 1.5e-06 1.1e-06 1.1e-06 1e-06 1.55e-06 1.1e-06 1.1e-06 1.1e-06 1.6e-06 1.05e-06 1.3e-06 1.35e-06 9.5e-07 1.35e-06 1e-06 9e-07 1.4e-06 1.4e-06 1e-06 1.65e-06 1.05e-06 1e-06 1e-06 1.35e-06 9.5e-07 1.2e-06 1.05e-06 1.05e-06 9.5e-07 7.5e-07 1.3e-06 1.25e-06 1.05e-06 1.1e-06 1.25e-06 1.05e-06 1.1e-06 1.25e-06 1.3e-06
2 1.6e-06 1.5e-06 1.4e-06 1.2e-06 1.35e-06 1.25e-06 1e-06 1.7e-06 1.65e-06 1.35e-06 7.5e-07 1.05e-06 7.5e-07 1.25e-06 1.2e-06 1.25e-06 1.35e-06 1.05e-06 1.05e-06 1.45e-06 1.15e-06 2.25e-06 1e-06 1.55e-06 1.25e-06 1.3e-06 1e-06 1.15e-06 1.2e-06 1.15e-06 1.55e-06 1.5e-06 7.5e-07 1.15e-06 1.2e-06 7e-07 1.1e-06 1.05e-06 1e-06 1e-06 7.5e-07
3 9.5e-07 1.1e-06 1.2e-06 1.5e-06 1.1e-06 9e-07 1.35e-06 1.2e-06 1.2e-06 1.05e-06 1.25e-06 1e-06 1e-06 1.2e-06 9e-07 1.15e-06 1.05e-06 8e-07 1.2e-06 1.5e-06 9e-07 1.7e-06 1e-06 1.35e-06 9.5e-07 1.25e-06 9.5e-07 1.15e-06 9e-07 1.05e-06 1.1e-06 9e-07 1e-06 1.1e-06 9.5e-07 8.5e-07 1.1e-06 1.05e-06 1e-06 1e-06 1e-06
4 1.15e-06 1.1e-06 1.35e-06 1.1e-06 1.7e-06 1.15e-06 1.35e-06 1.35e-06 1.35e-06 9.5e-07 1.25e-06 1.1e-06 1.15e-06 1.3e-06 1.1e-06 1.2e-06 1.1e-06 1.05e-06 1.25e-06 1.55e-06 9.5e-07 1.9e-06 1.1e-06 1.45e-06 1.15e-06 1.3e-06 1.1e-06 1.15e-06 1e-06 1.2e-06 1.15e-06 1e-06 1.15e-06 1.2e-06 1e-06 9.5e-07 1e-06 1.15e-06 1e-06 1e-06 1.15e-06
5 8.5e-07 1e-06 1.25e-06 9e-07 1.15e-06 1.3e-06 1.55e-06 1.1e-06 1.1e-06 1.05e-06 1.45e-06 9e-07 1.05e-06 1.15e-06 8e-07 1.3e-06 1.1e-06 7e-07 1.3e-06 1.55e-06 9.5e-07 1.6e-06 9e-07 1.25e-06 8.5e-07 1.3e-06 8.5e-07 1.2e-06 9.5e-07 9.5e-07 1e-06 8e-07 1.05e-06 1.15e-06 1e-06 9e-07 1.2e-06 9.5e-07 1e-06 1.15e-06 1.05e-06
6 1.75e-06 1.55e-06 1e-06 1.35e-06 1.35e-06 1.55e-06 9e-07 1.85e-06 1.8e-06 1.4e-06 6e-07 1.35e-06 9.5e-07 1.25e-06 1.5e-06 1.15e-06 1.05e-06 1.4e-06 1.05e-06 1.3e-06 1.15e-06 2.45e-06 1.4e-06 1.65e-06 1.55e-06 1.3e-06 1.3e-06 1.25e-06 1.2e-06 1.45e-06 1.75e-06 1.65e-06 9.5e-07 1.15e-06 1.2e-06 8.5e-07 1.1e-06 1.45e-06 1.1e-06 1e-06 9.5e-07
7 9.5e-07 1.1e-06 1.7e-06 1.2e-06 1.35e-06 1.1e-06 1.85e-06 1.3e-06 8.5e-07 1.25e-06 1.75e-06 1.35e-06 1.5e-06 1.4e-06 1.1e-06 1.35e-06 1.25e-06 1e-06 1.6e-06 1.8e-06 1.15e-06 1.75e-06 1.35e-06 1.05e-06 1.05e-06 1.15e-06 1.15e-06 1.45e-06 1.15e-06 1.05e-06 1.15e-06 8e-07 1.5e-06 1.3e-06 1.2e-06 1.35e-06 1.55e-06 1.4e-06 1.35e-06 1.55e-06 1.5e-06
8 9.5e-07 1.1e-06 1.65e-06 1.2e-06 1.35e-06 1.1e-06 1.8e-06 8.5e-07 1.5e-06 1.25e-06 1.75e-06 1.25e-06 1.45e-06 1.45e-06 1.1e-06 1.4e-06 1.25e-06 1e-06 1.55e-06 1.7e-06 1.15e-06 1.75e-06 1.25e-06 1.15e-06 1.05e-06 1.25e-06 1.1e-06 1.4e-06 1.15e-06 1.1e-06 1.15e-06 9e-07 1.45e-06 1.35e-06 1.2e-06 1.25e-06 1.45e-06 1.3e-06 1.2e-06 1.45e-06 1.45e-06
9 1e-06 1.1e-06 1.35e-06 1.05e-06 9.5e-07 1.05e-06 1.4e-06 1.25e-06 1.25e-06 1.6e-06 1.3e-06 1.05e-06 1.15e-06 1.25e-06 1.05e-06 1.25e-06 1.1e-06 9.5e-07 1.25e-06 1.55e-06 9.5e-07 1.8e-06 1.05e-06 1.4e-06 1.05e-06 1.3e-06 1.05e-06 1.15e-06 9.5e-07 1.15e-06 1.05e-06 9.5e-07 1.15e-06 1.15e-06 1e-06 9.5e-07 1e-06 1.1e-06 9.5e-07 1.05e-06 1.15e-06
