 slim_762467003 slim_762467006 slim_762467021 slim_762467012 slim_762467035 slim_762467007 slim_762467033 slim_762467010 slim_762467020 slim_762467042 slim_762467032 slim_762467009 slim_762467027 slim_762467005 slim_762467011 slim_762467023 slim_762467017 slim_762467028 slim_762467014 slim_762467043 slim_762467034 slim_762467015 slim_762467040 slim_762467041 slim_762467024 slim_762467026 slim_762467022 slim_762467018 slim_762467037 slim_762467019 slim_762467036 slim_762467016 slim_762467004 slim_762467008 slim_762467013 slim_762467029 slim_762467030 slim_762467025 slim_762467038 slim_762467031 slim_762467039
0 2e-06 1.35e-06 1.65e-06 1.35e-06 1.55e-06 1.85e-06 1.1e-06 1.65e-06 1.75e-06 1.25e-06 1.25e-06 1.55e-06 1.6e-06 1.35e-06 1.3e-06 1.45e-06 1.2e-06 1.2e-06 1.1e-06 1.35e-06 1.4e-06 2e-06 1.25e-06 1.45e-06 1.4e-06 1.15e-06 1.55e-06 1.35e-06 1.25e-06 1.45e-06 1.35e-06 1.2e-06 1.55e-06 1.5e-06 1.1e-06 1.3e-06 1.45e-06 1.65e-06 1.6e-06 1.45e-06 1.35e-06
1 1.35e-06 1.6e-06 1.45e-06 1.05e-06 1.1e-06 1.55e-06 1.05e-06 1.65e-06 1.65e-06 1.35e-06 1.05e-06 1.1e-06 1.15e-06 1.15e-06 1.05e-06 1.15e-06 1.25e-06 9e-07 1.05e-06 1.4e-06 1.35e-06 1.85e-06 1.35e-06 1.6e-06 1.4e-06 1.25e-06 1.1e-06 1.5e-06 1.4e-06 1.3e-06 1.35e-06 1.35e-06 1.35e-06 1.15e-06 1.25e-06 1.15e-06 1.25e-06 1.6e-06 1.75e-06 1.1e-06 1.45e-06
2 1.65e-06 1.45e-06 1.2e-06 1.7e-06 9.5e-07 1.4e-06 1.5e-06 1.95e-06 9e-07 1.65e-06 1.35e-06 9.5e-07 1e-06 1.55e-06 1.6e-06 1.7e-06 1.6e-06 1.3e-06 1.45e-06 1.75e-06 1.1e-06 2.2e-06 1.7e-06 1.9e-06 1.7e-06 1.55e-06 9.5e-07 1.8e-06 1.75e-06 1.15e-06 1.65e-06 1.55e-06 1.15e-06 9.5e-07 1.6e-06 1.5e-06 1.7e-06 1.3e-06 2.1e-06 1.55e-06 1.9e-06
3 1.35e-06 1.05e-06 1.7e-06 1.2e-06 1.65e-06 1.85e-06 8.5e-07 1.5e-06 1.9e-06 1.5e-06 1.3e-06 1.65e-06 1.7e-06 1.35e-06 8e-07 1.25e-06 1.45e-06 1.15e-06 7e-07 1.45e-06 1.45e-06 2.05e-06 1.25e-06 1.9e-06 1.55e-06 1.05e-06 1.65e-06 1.8e-06 1.3e-06 1.45e-06 1.5e-06 1.3e-06 1.45e-06 1.55e-06 1.15e-06 1.2e-06 1.4e-06 1.9e-06 1.7e-06 1.35e-06 1.45e-06
4 1.55e-06 1.1e-06 9.5e-07 1.65e-06 1.1e-06 1.35e-06 1.6e-06 1.95e-06 1.3e-06 1.45e-06 1.15e-06 5.5e-07 6e-07 1.3e-06 1.7e-06 1.45e-06 1.25e-06 1e-06 1.45e-06 1.55e-06 1.15e-06 1.75e-06 1.65e-06 1.45e-06 1.5e-06 1.45e-06 5.5e-07 1.35e-06 1.75e-06 1.05e-06 1.45e-06 1.6e-06 1.15e-06 9.5e-07 1.6e-06 1.45e-06 1.5e-06 1.4e-06 1.95e-06 1.25e-06 1.75e-06
5 1.85e-06 1.55e-06 1.4e-06 1.85e-06 1.35e-06 2e-06 1.7e-06 2.25e-06 1.3e-06 1.75e-06 2e-06 1.35e-06 1.4e-06 1.6e-06 1.8e-06 1.6e-06 1.55e-06 1.5e-06 1.7e-06 1.65e-06 1.6e-06 1.8e-06 1.8e-06 1.8e-06 1.8e-06 2e-06 1.35e-06 1.7e-06 2.05e-06 1.35e-06 1.75e-06 2.05e-06 1.6e-06 1.45e-06 1.9e-06 1.95e-06 1.85e-06 1.7e-06 2.45e-06 1.7e-06 1.9e-06
6 1.1e-06 1.05e-06 1.5e-06 8.5e-07 1.6e-06 1.7e-06 6e-07 1.4e-06 1.85e-06 1.2e-06 1.25e-06 1.6e-06 1.65e-06 1.15e-06 5.5e-07 1.3e-06 1.35e-06 9.5e-07 6.5e-07 1.4e-06 1e-06 2.05e-06 9e-07 2.1e-06 1.35e-06 1.2e-06 1.6e-06 2e-06 1.15e-06 1.25e-06 1.3e-06 1e-06 1.15e-06 1.5e-06 1e-06 9.5e-07 1.25e-06 1.85e-06 1.95e-06 1.2e-06 1.4e-06
7 1.65e-06 1.65e-06 1.95e-06 1.5e-06 1.95e-06 2.25e-06 1.4e-06 2.4e-06 2.15e-06 1.8e-06 1.45e-06 1.95e-06 2e-06 1.75e-06 1.5e-06 1.8e-06 1.8e-06 1.5e-06 1.25e-06 1.8e-06 1.8e-06 1.95e-06 1.75e-06 1.95e-06 1.85e-06 1.4e-06 1.95e-06 2e-06 1.65e-06 1.9e-06 1.8e-06 1.5e-06 1.85e-06 1.8e-06 1.5e-06 1.5e-06 1.8e-06 2.1e-06 1.5e-06 1.75e-06 1.9e-06
8 1.75e-06 1.65e-06 9e-07 1.9e-06 1.3e-06 1.3e-06 1.85e-06 2.15e-06 1.1e-06 1.75e-06 1.65e-06 1.3e-06 1.35e-06 1.7e-06 1.95e-06 1.65e-06 1.65e-06 1.6e-06 1.75e-06 1.65e-06 1.6e-06 2.15e-06 1.95e-06 1.6e-06 1.8e-06 1.7e-06 1.3e-06 1.5e-06 1.85e-06 1.45e-06 1.75e-06 1.85e-06 1.6e-06 1.05e-06 1.7e-06 1.85e-06 1.85e-06 1.2e-06 1.95e-06 1.8e-06 1.8e-06
9 1.25e-06 1.35e-06 1.65e-06 1.5e-06 1.45e-06 1.75e-06 1.2e-06 1.8e-06 1.75e-06 2.2e-06 1.35e-06 1.45e-06 1.5e-06 1.25e-06 1.4e-06 1.45e-06 1.3e-06 1.2e-06 1.25e-06 1.4e-06 1.4e-06 1.95e-06 1.35e-06 1.55e-06 1.3e-06 1.3e-06 1.45e-06 1.45e-06 1.45e-06 1.5e-06 1.25e-06 1.3e-06 1.55e-06 1.5e-06 1.3e-06 1.4e-06 1.5e-06 1.55e-06 1.85e-06 1.45e-06 1.5e-06
10 1.25e-06 1.05e-06 1.35e-06 1.3e-06 1.15e-06 2e-06 1.25e-06 1.45e-06 1.65e-06 1.35e-06 4e-07 1.15e-06 1.2e-06 1.15e-06 1.35e-06 1.45e-06 1.45e-06 8.5e-07 1e-06 1.45e-06 1.45e-06 2.15e-06 1.45e-06 1.5e-06 1.4e-06 8.5e-07 1.15e-06 1.4e-06 1.25e-06 1.65e-06 1.35e-06 1e-06 1.55e-06 9e-07 1.1e-06 7e-07 1.05e-06 1.4e-06 1.4e-06 1.1e-06 1.55e-06
11 1.55e-06 1.1e-06 9.5e-07 1.65e-06 5.5e-07 1.35e-06 1.6e-06 1.95e-06 1.3e-06 1.45e-06 1.15e-06 1.1e-06 6e-07 1.3e-06 1.7e-06 1.45e-06 1.25e-06 1e-06 1.45e-06 1.55e-06 1.15e-06 1.75e-06 1.65e-06 1.45e-06 1.5e-06 1.45e-06 5.5e-07 1.35e-06 1.75e-06 1.05e-06 1.45e-06 1.6e-06 1.15e-06 9.5e-07 1.6e-06 1.45e-06 1.5e-06 1.4e-06 1.95e-06 1.25e-06 1.75e-06
12 1.6e-06 1.15e-06 1e-06 1.7e-06 6e-07 1.4e-06 1.65e-06 2e-06 1.35e-06 1.5e-06 1.2e-06 6e-07 1.2e-06 1.35e-06 1.7e-06 1.5e-06 1.3e-06 1.05e-06 1.5e-06 1.6e-06 1.2e-06 1.8e-06 1.7e-06 1.5e-06 1.5e-06 1.5e-06 6e-07 1.4e-06 1.75e-06 1.1e-06 1.45e-06 1.6e-06 1.15e-06 1e-06 1.65e-06 1.45e-06 1.55e-06 1.45e-06 2e-06 1.3e-06 1.8e-06
13 1.35e-06 1.15e-06 1.55e-06 1.35e-06 1.3e-06 1.6e-06 1.15e-06 1.75e-06 1.7e-06 1.25e-06 1.15e-06 1.3e-06 1.35e-06 1.9e-06 1.3e-06 1.35e-06 1.35e-06 1.05e-06 1.15e-06 1.4e-06 1.4e-06 1.9e-06 1.3e-06 1.6e-06 1.35e-06 1.35e-06 1.3e-06 1.5e-06 1.5e-06 1.4e-06 1.3e-06 1.4e-06 1.5e-06 1.3e-06 1.35e-06 1.25e-06 1.3e-06 1.55e-06 1.9e-06 1.25e-06 1.5e-06
