 slim_762224455 slim_762224444 slim_762224431 slim_762224440 slim_762224443 slim_762224458 slim_762224453 slim_762224437 slim_762224468 slim_762224467 slim_762224457 slim_762224439 slim_762224464 slim_762224448 slim_762224454 slim_762224446 slim_762224433 slim_762224465 slim_762224456 slim_762224462 slim_762224436 slim_762224469 slim_762224449 slim_762224466 slim_762224438 slim_762224445 slim_762224470 slim_762224434 slim_762224435 slim_762224463 slim_762224460 slim_762224442 slim_762224451 slim_762224441 slim_762224452 slim_762224447 slim_762224461 slim_762224459 slim_762224450 slim_762224432
0 4e-07 2.55e-06 2.85e-06 1.9e-06 2.1e-06 2.2e-06 1.75e-06 2e-06 2.15e-06 2.35e-06 2.6e-06 1.95e-06 1.95e-06 2.75e-06 2.45e-06 2e-06 1.65e-06 2e-06 9e-07 8.5e-07 2e-06 2.2e-06 2.25e-06 1.4e-06 2.1e-06 2.35e-06 2.15e-06 2.55e-06 2.4e-06 2.85e-06 2.05e-06 2.75e-06 1.75e-06 2.55e-06 2.6e-06 2.6e-06 2.05e-06 2.6e-06 1.9e-06 2.6e-06
1 2.55e-06 5e-07 7.5e-07 1.15e-06 1.4e-06 1.45e-06 2.35e-06 1.35e-06 2.25e-06 1.25e-06 3.5e-07 1.45e-06 1.45e-06 1.6e-06 2.55e-06 1.95e-06 2.05e-06 2.35e-06 2.2e-06 2.45e-06 1.65e-06 1.05e-06 1.15e-06 2.95e-06 1.3e-06 1.45e-06 1.15e-06 6.5e-07 1.3e-06 1.85e-06 1.3e-06 1.9e-06 2.05e-06 3e-07 1.2e-06 2.55e-06 1.4e-06 5e-07 2.25e-06 3.5e-07
2 2.85e-06 7.5e-07 9e-07 1.3e-06 1.95e-06 1.5e-06 2.55e-06 1.75e-06 2.4e-06 1.8e-06 5.5e-07 1.6e-06 1.8e-06 1.8e-06 2.75e-06 2.25e-06 2.35e-06 2.6e-06 2.4e-06 2.85e-06 1.8e-06 1.3e-06 1.5e-06 2.95e-06 1.55e-06 1.55e-06 1.35e-06 8e-07 1.45e-06 2e-06 1.7e-06 2e-06 2.25e-06 6e-07 1.35e-06 2.8e-06 1.75e-06 6.5e-07 2.25e-06 5.5e-07
3 1.9e-06 1.15e-06 1.3e-06 1.4e-06 1.7e-06 9.5e-07 1.65e-06 1.5e-06 1.7e-06 1.35e-06 1.1e-06 1.45e-06 1.4e-06 1.6e-06 1.7e-06 1.25e-06 1.25e-06 2.1e-06 1.3e-06 1.9e-06 1.6e-06 1.05e-06 1.15e-06 2.1e-06 1.35e-06 1.15e-06 9.5e-07 1.05e-06 1.2e-06 1.65e-06 1.5e-06 1.55e-06 1.4e-06 1.05e-06 1.35e-06 1.85e-06 1.5e-06 1.05e-06 1.65e-06 1.1e-06
4 2.1e-06 1.4e-06 1.95e-06 1.7e-06 2.4e-06 1.95e-06 2.05e-06 1.5e-06 2.3e-06 1.7e-06 1.7e-06 1.85e-06 1.5e-06 2.35e-06 2.55e-06 2.1e-06 2.1e-06 2.2e-06 2e-06 1.7e-06 2.05e-06 1.85e-06 1.8e-06 2.4e-06 1.85e-06 2.05e-06 1.85e-06 1.8e-06 1.9e-06 2.5e-06 1.5e-06 2.45e-06 2.05e-06 1.65e-06 2.05e-06 2.65e-06 1.95e-06 1.75e-06 2.1e-06 1.7e-06
5 2.2e-06 1.45e-06 1.5e-06 9.5e-07 1.95e-06 1.8e-06 1.85e-06 1.8e-06 1.9e-06 1.65e-06 1.4e-06 1.65e-06 1.65e-06 1.8e-06 1.9e-06 1.5e-06 1.55e-06 2.3e-06 1.55e-06 2.2e-06 1.8e-06 1.3e-06 1.45e-06 2.2e-06 1.6e-06 1.1e-06 1.2e-06 1.25e-06 1.35e-06 1.8e-06 1.8e-06 1.7e-06 1.65e-06 1.35e-06 1.55e-06 2.05e-06 1.8e-06 1.3e-06 1.75e-06 1.4e-06
6 1.75e-06 2.35e-06 2.55e-06 1.65e-06 2.05e-06 1.85e-06 2.3e-06 2.05e-06 2e-06 1.8e-06 2.35e-06 1.8e-06 1.95e-06 2.1e-06 1.5e-06 1.3e-06 1.35e-06 2.25e-06 1.5e-06 1.75e-06 2.2e-06 1.85e-06 1.65e-06 2.05e-06 1.95e-06 1.95e-06 1.85e-06 2.3e-06 1.85e-06 2.15e-06 2.1e-06 2.1e-06 1.6e-06 2.3e-06 2.25e-06 1.6e-06 1.75e-06 2.3e-06 1.6e-06 2.35e-06
7 2e-06 1.35e-06 1.75e-06 1.5e-06 1.5e-06 1.8e-06 2.05e-06 2.6e-06 2.1e-06 1.75e-06 1.4e-06 1.7e-06 1.4e-06 2.1e-06 2.45e-06 1.9e-06 1.95e-06 2.15e-06 1.85e-06 1.65e-06 1.9e-06 1.55e-06 1.65e-06 2.4e-06 1.6e-06 1.85e-06 1.6e-06 1.6e-06 1.75e-06 2.3e-06 1.35e-06 2.3e-06 1.8e-06 1.35e-06 1.85e-06 2.5e-06 1.75e-06 1.5e-06 2.1e-06 1.4e-06
8 2.15e-06 2.25e-06 2.4e-06 1.7e-06 2.3e-06 1.9e-06 2e-06 2.1e-06 2.7e-06 2.25e-06 2.1e-06 2e-06 2.1e-06 2.25e-06 2.2e-06 1.75e-06 1.85e-06 2.35e-06 1.75e-06 2.1e-06 2.2e-06 1.75e-06 2e-06 2.25e-06 1.95e-06 2e-06 1.75e-06 2.15e-06 2e-06 2.4e-06 2.1e-06 2.4e-06 1.7e-06 2.05e-06 2.35e-06 2.25e-06 2.15e-06 2.2e-06 2.2e-06 2.1e-06
9 2.35e-06 1.25e-06 1.8e-06 1.35e-06 1.7e-06 1.65e-06 1.8e-06 1.75e-06 2.25e-06 2.1e-06 1.45e-06 1.95e-06 1.7e-06 1.8e-06 1.65e-06 1.3e-06 1.35e-06 2.5e-06 1.9e-06 2.2e-06 2.05e-06 1.45e-06 1.15e-06 2.65e-06 1.75e-06 1.7e-06 1.5e-06 1.55e-06 1.6e-06 1.9e-06 1.75e-06 1.9e-06 1.9e-06 1.4e-06 1.85e-06 1.7e-06 1.5e-06 1.45e-06 2.3e-06 1.45e-06
