 slim_337516287 slim_337516032 slim_337516296 slim_337516441 slim_337516323 slim_337516428 slim_337516298 slim_337516351 slim_337516439 slim_337516375 slim_337516350 slim_337516410 slim_337516203 slim_337516352 slim_337516339 slim_337516363 slim_337516318 slim_337516229 slim_337516432 slim_337516386 slim_337516382 slim_337516435 slim_337516400 slim_337516398 slim_337516290 slim_337516349 slim_337516431 slim_337516256 slim_337516426 slim_337516308 slim_337516438 slim_337516346 slim_337516393 slim_337516367 slim_337516433 slim_337516417 slim_337516371 slim_337516425 slim_337516413 slim_337516364 slim_337516224 slim_337516397 slim_337516437 slim_337516418 slim_337516411 slim_337516380 slim_337516423 slim_337516376 slim_337516120 slim_337516409 slim_337516098 slim_337516194 slim_337516406 slim_337516353 slim_337516420 slim_337516307 slim_337516103 slim_337516444 slim_337516407 slim_337516288 slim_337516370 slim_337516442 slim_337516100 slim_337516297 slim_337516357 slim_337516430 slim_337516241 slim_337516385 slim_337516334 slim_337516434 slim_337516338 slim_337516377 slim_337516317 slim_337516391 slim_337516255 slim_337516024 slim_337516424 slim_337516132 slim_337516240 slim_337516148 slim_337516261 slim_337516369 slim_337516399 slim_337516427 slim_337516412 slim_337516362 slim_337516161 slim_337516365 slim_337516443 slim_337516440 slim_337516436 slim_337516422 slim_337516419 slim_337516387 slim_337516394
0 0.000245 0.00022415 0.0002798 0.0002714 0.0001699 0.00013175 0.00023145 0.00022 0.00029035 0.00016765 0.00018115 0.0001936 0.00026615 0.00024745 0.00022195 0.00022715 0.00031705 0.00029295 0.0001705 0.0001699 0.0001908 0.0002968 0.00015665 0.0003247 0.0003403 0.00021205 0.00028185 0.0001708 0.0001675 0.00033735 0.0001495 0.00027995 0.0002969 0.00018915 0.0002313 0.00018025 0.00018885 0.00018065 0.0001478 0.00013515 0.00023895 0.0002781 0.00033835 0.00013985 0.00014625 0.00031695 0.00035225 0.00034415 0.000217 0.0002901 0.00027055 0.00017855 0.00017 0.0002698 0.00015735 0.00028105 0.0002811 0.00019165 0.0002745 0.00029295 0.00046425 0.00017075 0.00033715 0.0003301 0.0001906 0.0002034 0.0002899 0.00032415 0.00023415 0.00039125 0.00024485 0.000239 0.0001339 0.0002147 0.0002302 0.00024615 0.00031715 0.00021995 0.00017295 0.00015705 0.0001929 0.0002671 0.00029 0.00019075 0.00014735 0.00022 0.00030815 0.00018225 0.00016265 0.00023115 0.0001646 0.00017735 0.00024295 0.00020425 0.0001873
1 0.00022415 0.0002989 0.0002036 0.0002051 0.0002051 0.0002108 0.00022995 0.0002921 0.00032855 0.00024655 0.00026595 0.0002807 0.0001979 0.00022505 0.0002605 0.00029925 0.00031525 0.0003348 0.00020555 0.00020515 0.0003223 0.0003426 0.00030905 0.00032365 0.0003354 0.00027905 0.00024405 0.0002064 0.000297 0.0003038 0.00025885 0.00023285 0.00034275 0.0003051 0.00021095 0.0002591 0.0003174 0.0002246 0.00025755 0.00027005 0.0003092 0.0002158 0.00030515 0.0001856 0.00022515 0.0003152 0.00034175 0.00031435 0.00026045 0.0002039 0.00026035 0.00014975 0.00020525 0.0003343 0.0001867 0.00025625 0.00032065 0.0003201 0.00023685 0.0003348 0.00036675 0.00032295 0.0003036 0.0001991 0.0002723 0.00033175 0.0002481 0.0003261 0.00031 0.0002482 0.00020415 0.000291 0.00021035 0.00030185 0.00033095 0.00029815 0.00031535 0.00029205 0.00026595 0.00028535 0.00028 0.00025345 0.00024825 0.00032155 0.00029715 0.0001501 0.00032885 0.0002674 0.0001979 0.0002821 0.0001979 0.00028785 0.00027005 0.00027445 0.00024125
2 0.0002798 0.0002036 0.0002261 0.00025875 0.0003492 0.00030895 0.0001535 0.0004081 0.00030425 0.0003155 0.0003106 0.00034925 0.0002416 0.00020355 0.00038955 0.00041525 0.0003597 0.0003041 0.0003493 0.00034925 0.00031595 0.0002698 0.00031895 0.0002385 0.00032335 0.00020355 0.0002701 0.00035045 0.0003249 0.00031945 0.000256 0.0002396 0.00026995 0.00037515 0.00017945 0.0003283 0.0003373 0.00023645 0.0003125 0.0002738 0.000228 0.00013825 0.00032075 0.0002688 0.0002941 0.00035965 0.0002637 0.0001988 0.00040415 0.00011365 0.00030485 0.0002388 0.00034935 0.0002903 0.0002388 0.00023205 0.00026605 0.00028985 0.0002628 0.0003041 0.00025435 0.00030365 0.00031925 0.00013915 0.0002488 0.00032245 0.00026415 0.00023935 0.0002948 0.0001738 0.0001487 0.0002629 0.0002554 0.0003704 0.00041925 0.00027005 0.0003598 0.00040805 0.0003667 0.00025485 0.00034855 0.0003047 0.0002643 0.00031495 0.00025365 0.00021805 0.00024545 0.000312 0.000342 0.0001634 0.00033205 0.0002135 0.00013845 0.0003238 0.00032405
3 0.0002714 0.0002051 0.00025875 0.0004084 0.00020515 0.00025805 0.00028515 0.00024365 0.00036405 0.0002659 0.000257 0.0002662 0.0002047 0.0002662 0.0002049 0.00024365 0.00030915 0.00037035 0.0002053 0.0002052 0.00031405 0.0003755 0.0003234 0.00037325 0.00034265 0.00032015 0.00024405 0.00020645 0.0003162 0.00030335 0.00029175 0.0002515 0.00037565 0.0002967 0.0002575 0.00025985 0.00030905 0.00027115 0.00027185 0.00030835 0.00032795 0.0002709 0.0003047 0.0002275 0.00026685 0.00030915 0.0003606 0.0003695 0.0002043 0.0002592 0.00031015 0.0002056 0.0002053 0.0003754 0.00024255 0.00025635 0.00036175 0.00031185 0.00024375 0.00037035 0.00040815 0.00033175 0.00030315 0.00025405 0.00029665 0.00031785 0.00030385 0.0003756 0.00031 0.0003034 0.00025935 0.0002981 0.0002576 0.000265 0.00028305 0.0002981 0.00030925 0.0002436 0.0002569 0.00031805 0.0002655 0.0003035 0.000304 0.00032635 0.00032985 0.00020565 0.00036175 0.00025845 0.0002053 0.00033715 0.00020555 0.0003346 0.00032505 0.0002683 0.00022695
4 0.0001699 0.0002051 0.0003492 0.00020515 0.0001128 0.00012355 0.00032375 0.00011525 0.00037875 0.00016925 0.0001563 0.00017045 0.0002174 0.0003187 7.66e-05 0.00011525 0.0002718 0.00038505 5.73e-05 5.665e-05 0.0002698 0.00041265 0.0002366 0.0004368 0.0003566 0.0003246 0.0002642 5.79e-05 0.00023435 0.0002979 0.0002435 0.0003005 0.0004128 0.00018235 0.00028685 0.000163 0.0002023 0.00022455 0.0001715 0.0002221 0.00035495 0.0003715 0.00029925 0.00012955 0.00017035 0.00027175 0.0004298 0.0004642 5.65e-05 0.0003597 0.0002726 0.0001594 5.675e-05 0.0003851 0.000164 0.0002838 0.0003715 0.00026285 0.000264 0.00038505 0.0005406 0.00028295 0.0002977 0.0004001 0.0002708 0.0002491 0.00029765 0.0004384 0.00028175 0.0004462 0.00031415 0.00026995 0.00015615 0.0001692 0.00017405 0.00026995 0.0002719 0.0001152 0.00012365 0.0002694 0.00016975 0.0002654 0.0002978 0.0002826 0.0002764 0.00018715 0.00039895 0.00015775 5.675e-05 0.00038965 6.885e-05 0.00033475 0.00037765 0.0001897 0.00012975
5 0.00013175 0.0002108 0.00030895 0.00025805 0.00012355 0.0001523 0.0002853 0.00017425 0.0003201 0.00016975 0.0001781 0.00019565 0.00025315 0.0002827 0.00017605 0.0001815 0.0002984 0.0003227 0.00012385 0.0001236 0.0002416 0.00033415 0.00015515 0.0003581 0.0003226 0.0002568 0.0002692 0.00012355 0.00017655 0.00031905 0.0002001 0.00030075 0.0003343 0.00013445 0.0002613 0.00018185 0.0001558 0.00018625 0.00015705 0.0001382 0.00028655 0.00031925 0.0003191 0.00014185 0.00014835 0.00029835 0.0003736 0.00038015 0.00017065 0.00031965 0.0002516 0.000165 0.0001237 0.0003066 0.00013835 0.0002903 0.00030575 0.0002366 0.00026175 0.0003227 0.0004742 0.00022675 0.00031885 0.00035 0.00022045 0.00022785 0.0002716 0.0003598 0.0002428 0.00040615 0.00027395 0.00023595 0.00013075 0.0002168 0.00018515 0.0002432 0.0002985 0.0001742 0.0001323 0.00020225 0.00019495 0.0002485 0.00027175 0.00024125 0.00019845 0.00020675 0.0003332 0.00017825 0.00011625 0.0002934 0.00011865 0.0002385 0.0002936 0.000204 0.00018925
6 0.00023145 0.00022995 0.0001535 0.00028515 0.00032375 0.0002853 0.0001392 0.0003813 0.00032245 0.0002756 0.0002975 0.0003095 0.0002797 0.0002153 0.00038335 0.00038845 0.00039505 0.00032505 0.0003238 0.0003238 0.0002616 0.00028305 0.00027225 0.00024105 0.0003533 0.0001671 0.0002951 0.00032465 0.00027525 0.00035085 0.00021985 0.00026045 0.0002832 0.00035015 0.0001994 0.00028845 0.0003244 0.00018055 0.0002639 0.0002508 0.00016505 0.00013035 0.0003518 0.00024795 0.00025425 0.00039495 0.0002916 0.0001961 0.0003788 0.0001431 0.00034005 0.0002748 0.0003239 0.00030275 0.00025345 0.00026885 0.00031365 0.00026235 0.00028775 0.00032505 0.00034725 0.00024075 0.00035065 0.0001957 0.0002491 0.00029335 0.00029545 0.00024065 0.00023395 0.0002567 0.0001882 0.0002395 0.0002422 0.0003306 0.000391 0.00024665 0.00039515 0.00038125 0.00033415 0.00022735 0.0003088 0.0003372 0.0002956 0.00026075 0.00021735 0.00022565 0.00029385 0.00029855 0.00031655 6.995e-05 0.0003183 0.0001324 8.24e-05 0.00027575 0.0003033
7 0.00022 0.0002921 0.0004081 0.00024365 0.00011525 0.00017425 0.0003813 0.0001331 0.0003827 0.0001882 0.0001788 0.00015605 0.00024355 0.0003328 6.705e-05 6.67e-05 0.00029665 0.00038535 0.00011535 0.0001153 0.0002025 0.00042075 0.00020635 0.00046105 0.0003283 0.0003304 0.000244 0.00011525 0.00020505 0.0003284 0.0002536 0.0003175 0.0004209 0.00012585 0.00035595 0.00016325 0.000177 0.00027305 0.00018835 0.00023605 0.00033565 0.00041 0.00032845 0.00020405 0.00020445 0.0002966 0.000431 0.00049455 6.665e-05 0.00041865 0.00034535 0.00024675 0.0001154 0.0004014 0.0002436 0.00029495 0.0004087 0.00022695 0.0002437 0.00038535 0.0005776 0.0002361 0.0003282 0.0004311 0.00026755 0.0002072 0.00037665 0.0004631 0.00023305 0.0005052 0.00037315 0.00024145 0.00022715 0.00013955 6.67e-05 0.00024155 0.00029675 6.655e-05 0.00012505 0.00026735 0.00015535 0.0003424 0.0003768 0.0002284 0.0002848 0.0002924 0.00042795 0.00017895 0.00011525 0.0003995 0.00011515 0.00033575 0.0004078 0.00019415 0.00015575
8 0.00029035 0.00032855 0.00030425 0.00036405 0.00037875 0.0003201 0.00032245 0.0003827 0.0004108 0.00029725 0.00032445 0.00031055 0.00034675 0.00026035 0.00039955 0.00038985 0.0003125 0.00020815 0.00037855 0.0003788 0.0002657 0.00025765 0.00028075 0.00025595 0.0003261 0.00025355 0.0003401 0.00037875 0.00027655 0.00035755 0.00022965 0.00029705 0.0002578 0.00033135 0.00028845 0.00032205 0.00032205 0.00032235 0.00030365 0.0002686 0.00028625 0.00030815 0.0003576 0.0002858 0.000275 0.0003128 0.00028565 0.00030135 0.0004141 0.00030795 0.00027715 0.0002967 0.0003789 0.00022415 0.00028915 0.0003307 0.00022295 0.0002679 0.00033275 0.0002082 0.00028935 0.00023505 0.00035735 0.00030505 0.0002549 0.00027695 0.00032185 0.0002568 0.00033385 0.0003074 0.00027585 0.00032635 0.00028885 0.00033255 0.0003585 0.0003335 0.00031265 0.00038265 0.00035825 0.0002199 0.0003097 0.0002743 0.000322 0.0002283 0.0002242 0.00034275 0.0002562 0.0003246 0.00037155 0.00030225 0.00036145 0.00026905 0.0003017 0.0003134 0.00032145
9 0.00016765 0.00024655 0.0003155 0.0002659 0.00016925 0.00016975 0.0002756 0.0001882 0.00029725 0.0002997 0.00019425 0.00017055 0.0002656 0.0002475 0.00018855 0.0001882 0.00031855 0.00029985 0.0001698 0.0001694 0.00016945 0.00034415 0.00020635 0.0003699 0.00035 0.0002302 0.00026585 0.00016935 0.00016705 0.0003504 0.00016145 0.0002618 0.0003443 0.00018875 0.0002717 0.00016895 0.00021275 0.00022355 0.0001874 0.0001928 0.0002661 0.0003176 0.00035045 0.00015055 0.00015115 0.0003185 0.00037605 0.00040205 0.00018855 0.00032595 0.0002998 0.00020115 0.0001695 0.00031685 0.0001979 0.0002895 0.00032415 0.000194 0.00026565 0.00029985 0.00050755 0.0001873 0.0003502 0.00035355 0.00019855 0.00019415 0.00033085 0.0003705 0.00024005 0.0004274 0.0002807 0.0002484 0.0001748 0.00016915 0.0001879 0.0002484 0.00031865 0.00018815 0.0001885 0.0001754 0.00016985 0.00029655 0.000331 0.00015055 0.00019315 0.0002468 0.00035135 0.0001944 0.0001693 0.0002924 0.00016905 0.00023815 0.00030055 0.0002093 0.00017005
