 slim_762006980 slim_762007013 slim_762007005 slim_762006976 slim_762006984 slim_762006999 slim_762006975 slim_762006978 slim_762006977 slim_762007011 slim_762007006 slim_762007015 slim_762006993 slim_762006986 slim_762006992 slim_762007008 slim_762007002 slim_762006990 slim_762007009 slim_762007001 slim_762007000 slim_762007004 slim_762006982 slim_762006981 slim_762007010 slim_762007017 slim_762006987 slim_762006983 slim_762006996 slim_762007003 slim_762006985 slim_762006988 slim_762006991 slim_762007012 slim_762007014 slim_762006994 slim_762007007 slim_762006998 slim_762006995 slim_762006979 slim_762006989 slim_762006997 slim_762007016
0 3.03e-05 4.495e-05 2.735e-05 3.92e-05 3.335e-05 1.57e-05 2.76e-05 5.58e-05 5.66e-05 4.05e-05 2.13e-05 4.235e-05 2.705e-05 3.39e-05 2.14e-05 6.725e-05 4.13e-05 4.23e-05 2.265e-05 4.73e-05 2.79e-05 4.38e-05 3.435e-05 3.115e-05 2.5e-05 2.13e-05 3.865e-05 3.5e-05 4.94e-05 2.505e-05 3.88e-05 5.705e-05 3.39e-05 4.235e-05 3.22e-05 4.73e-05 2.245e-05 4.73e-05 3.365e-05 6.375e-05 5.23e-05 4.235e-05 4.385e-05
1 4.495e-05 5.56e-05 5.4e-05 5.565e-05 4.99e-05 4.325e-05 4.355e-05 4.945e-05 5.925e-05 5.075e-05 5.105e-05 4.425e-05 5.335e-05 5.235e-05 4.735e-05 2.835e-05 3.41e-05 4.42e-05 2.78e-05 4.14e-05 4.945e-05 4.765e-05 4.97e-05 3.715e-05 4.09e-05 4.71e-05 4.59e-05 3.03e-05 5.355e-05 4.095e-05 4.855e-05 3.005e-05 5.235e-05 4.425e-05 4.55e-05 4.52e-05 3.85e-05 4.095e-05 5.04e-05 3.46e-05 3.48e-05 3.945e-05 4.81e-05
2 2.735e-05 5.4e-05 2e-07 3e-05 4.205e-05 3.075e-05 4.075e-05 5.94e-05 6.87e-05 5.245e-05 1.51e-05 5.72e-05 1.805e-05 2.63e-05 1.125e-05 7.155e-05 5.23e-05 5.715e-05 3.65e-05 3.59e-05 4.125e-05 2.945e-05 4.315e-05 4.225e-05 1.835e-05 1.665e-05 4.905e-05 4.88e-05 3.54e-05 1.835e-05 4.915e-05 6.595e-05 2.63e-05 5.72e-05 4.725e-05 3.98e-05 2.12e-05 3.575e-05 2.425e-05 6.505e-05 5.87e-05 5.55e-05 2.94e-05
3 3.92e-05 5.565e-05 3e-05 5.98e-05 3.025e-05 3.675e-05 3.515e-05 4.275e-05 5.185e-05 3.325e-05 3.835e-05 5.87e-05 3.045e-05 3.16e-05 3.455e-05 6.815e-05 5.38e-05 5.865e-05 4.32e-05 4.91e-05 4e-05 4.27e-05 3.07e-05 3.68e-05 3.66e-05 3.475e-05 3.94e-05 4.32e-05 4.28e-05 3.665e-05 4.315e-05 5.55e-05 3.16e-05 5.87e-05 4.085e-05 5.3e-05 3.68e-05 4.9e-05 3.04e-05 6.17e-05 5.675e-05 4.56e-05 4.295e-05
4 3.335e-05 4.99e-05 4.205e-05 3.025e-05 3.69e-05 2.61e-05 2.39e-05 3.645e-05 4.575e-05 2.18e-05 4.425e-05 5.3e-05 3.115e-05 3.19e-05 4.045e-05 6.705e-05 4.8e-05 5.295e-05 3.265e-05 5.45e-05 3.415e-05 4.81e-05 1.95e-05 2.56e-05 3.735e-05 3.545e-05 2.82e-05 3.23e-05 4.82e-05 3.74e-05 3.19e-05 4.96e-05 3.19e-05 5.3e-05 2.975e-05 5.84e-05 3.47e-05 5.455e-05 3.05e-05 6.06e-05 5.065e-05 3.44e-05 4.835e-05
5 1.57e-05 4.325e-05 3.075e-05 3.675e-05 2.61e-05 6.7e-06 1.855e-05 5.335e-05 5.595e-05 2.89e-05 2.67e-05 4.255e-05 2.405e-05 2.98e-05 2.29e-05 7.09e-05 3.71e-05 4.25e-05 1.565e-05 5.085e-05 2.58e-05 4.72e-05 2.66e-05 2.45e-05 2.32e-05 1.705e-05 2.94e-05 2.825e-05 5.205e-05 2.325e-05 2.965e-05 5.55e-05 2.98e-05 4.255e-05 2.05e-05 5.475e-05 2.09e-05 5.075e-05 3.225e-05 6.72e-05 5.065e-05 3.32e-05 4.725e-05
6 2.76e-05 4.355e-05 4.075e-05 3.515e-05 2.39e-05 1.855e-05 3.61e-05 4.165e-05 4.635e-05 1.9e-05 3.86e-05 4.475e-05 3.52e-05 2.985e-05 3.48e-05 6.095e-05 3.955e-05 4.47e-05 2.605e-05 5.08e-05 2.775e-05 4.71e-05 2.38e-05 2.205e-05 3.34e-05 2.94e-05 2.6e-05 2.62e-05 5.27e-05 3.345e-05 2.97e-05 4.355e-05 2.985e-05 4.475e-05 2.295e-05 5.47e-05 3.085e-05 5.085e-05 2.945e-05 5.72e-05 4.715e-05 2.985e-05 4.715e-05
7 5.58e-05 4.945e-05 5.94e-05 4.275e-05 3.645e-05 5.335e-05 4.165e-05 5.24e-05 4.16e-05 2.995e-05 6.15e-05 5.845e-05 5.325e-05 4.465e-05 5.78e-05 3.915e-05 4.775e-05 5.84e-05 5.95e-05 4.915e-05 4.68e-05 4.275e-05 3.595e-05 4.315e-05 5.945e-05 5.775e-05 3.525e-05 4.95e-05 4.285e-05 5.95e-05 4.08e-05 3.94e-05 4.465e-05 5.845e-05 4.3e-05 5.295e-05 5.68e-05 4.935e-05 4.325e-05 3.27e-05 3.94e-05 4.125e-05 4.32e-05
8 5.66e-05 5.925e-05 6.87e-05 5.185e-05 4.575e-05 5.595e-05 4.635e-05 4.16e-05 7.02e-05 3.525e-05 6.215e-05 4.96e-05 6.23e-05 5.195e-05 6.225e-05 5.505e-05 5.545e-05 4.955e-05 6.36e-05 6.195e-05 4.545e-05 5.83e-05 4.51e-05 5e-05 6.615e-05 6.23e-05 4.81e-05 5.36e-05 5.8e-05 6.62e-05 5.695e-05 4.92e-05 5.195e-05 4.96e-05 4.995e-05 6.195e-05 6.365e-05 6.18e-05 5.275e-05 5.14e-05 5.81e-05 5.17e-05 5.855e-05
9 4.05e-05 5.075e-05 5.245e-05 3.325e-05 2.18e-05 2.89e-05 1.9e-05 2.995e-05 3.525e-05 1e-07 5.105e-05 5.005e-05 4.615e-05 2.625e-05 4.725e-05 5.82e-05 4.515e-05 5e-05 4.335e-05 5.535e-05 2.49e-05 4.9e-05 2.16e-05 2.44e-05 4.79e-05 4.23e-05 1.91e-05 3.105e-05 5.35e-05 4.795e-05 2.65e-05 3.85e-05 2.625e-05 5.005e-05 2.06e-05 5.925e-05 4.54e-05 5.525e-05 2.915e-05 5.18e-05 4.825e-05 2.545e-05 4.905e-05
