 slim_762373939 slim_762373923 slim_762373922 slim_762373926 slim_762373946 slim_762373925 slim_762373932 slim_762373920 slim_762373941 slim_762373952 slim_762373931 slim_762373936 slim_762373956 slim_762373942 slim_762373921 slim_762373955 slim_762373935 slim_762373951 slim_762373940 slim_762373944 slim_762373938 slim_762373950 slim_762373943 slim_762373930 slim_762373937 slim_762373924 slim_762373947 slim_762373949 slim_762373929 slim_762373933 slim_762373927 slim_762373919 slim_762373953 slim_762373934 slim_762373928 slim_762373948 slim_762373945 slim_762373954
0 2.9e-06 2.15e-06 2.05e-06 2.1e-06 2.35e-06 2.1e-06 1.9e-06 2.15e-06 1.8e-06 2.3e-06 1.75e-06 2e-06 1.9e-06 1.85e-06 1.85e-06 2e-06 1.9e-06 2.15e-06 1.75e-06 1.9e-06 2.1e-06 1.45e-06 2.05e-06 2.05e-06 2.15e-06 2.1e-06 2.1e-06 2.1e-06 2.2e-06 1.95e-06 1.75e-06 1.75e-06 1.9e-06 1.7e-06 2e-06 2.15e-06 1.7e-06 2.1e-06
1 2.15e-06 2e-07 1.7e-06 7.5e-07 1.85e-06 2.55e-06 1.75e-06 2.3e-06 2.4e-06 1.8e-06 1.35e-06 1.9e-06 2e-06 1.85e-06 6e-07 1.45e-06 2e-06 1.7e-06 1.1e-06 2.55e-06 2.45e-06 3.15e-06 9e-07 1.05e-06 2.8e-06 2.45e-06 2e-06 2e-06 1.15e-06 1.7e-06 1.65e-06 2.5e-06 1.95e-06 1.35e-06 1.65e-06 2.95e-06 2.4e-06 1.9e-06
2 2.05e-06 1.7e-06 1.8e-06 1.4e-06 1.85e-06 2.4e-06 1.4e-06 1.95e-06 1.95e-06 1.8e-06 1e-06 1.3e-06 1.65e-06 2.3e-06 1.5e-06 1.3e-06 1.85e-06 1.25e-06 1.35e-06 1.9e-06 2.1e-06 2.85e-06 1.65e-06 1.45e-06 2.5e-06 2.1e-06 1.35e-06 1.3e-06 1.75e-06 9.5e-07 1.65e-06 2.05e-06 1.4e-06 1e-06 1.2e-06 2.75e-06 1.85e-06 1.35e-06
3 2.1e-06 7.5e-07 1.4e-06 1.3e-06 1.95e-06 2.5e-06 1.5e-06 2.05e-06 2.3e-06 1.9e-06 1.1e-06 1.6e-06 1.75e-06 1.95e-06 9.5e-07 1.25e-06 1.75e-06 1.2e-06 1.2e-06 2.25e-06 2.4e-06 3e-06 1.15e-06 1e-06 2.65e-06 2.4e-06 1.7e-06 1.7e-06 1.45e-06 1.15e-06 1.65e-06 2.4e-06 1.6e-06 1.1e-06 1.25e-06 2.9e-06 2.05e-06 1.7e-06
4 2.35e-06 1.85e-06 1.85e-06 1.95e-06 2.4e-06 2.5e-06 2.1e-06 2.35e-06 2.05e-06 1.25e-06 1.7e-06 1.7e-06 2.4e-06 2.4e-06 1.85e-06 1.9e-06 2.3e-06 2.35e-06 1.55e-06 2.4e-06 1.85e-06 2.85e-06 1.65e-06 1.95e-06 2.4e-06 1.85e-06 1.65e-06 1.65e-06 1.65e-06 2.1e-06 2e-06 1.95e-06 1.8e-06 1.75e-06 2.05e-06 2.95e-06 2.45e-06 1.6e-06
5 2.1e-06 2.55e-06 2.4e-06 2.5e-06 2.5e-06 2.7e-06 2.15e-06 2.1e-06 2.1e-06 2.45e-06 2e-06 2.3e-06 2.5e-06 2.3e-06 2.45e-06 2.3e-06 2.35e-06 2.8e-06 1.9e-06 2.25e-06 1.7e-06 1.9e-06 2.25e-06 2.5e-06 1.6e-06 1.7e-06 2.4e-06 2.3e-06 2.4e-06 2.55e-06 1.6e-06 1.85e-06 2.2e-06 2.15e-06 2.35e-06 1.9e-06 2.2e-06 2.3e-06
6 1.9e-06 1.75e-06 1.4e-06 1.5e-06 2.1e-06 2.15e-06 1.7e-06 2.05e-06 2.15e-06 2.05e-06 8.5e-07 1.7e-06 1.65e-06 2.15e-06 1.6e-06 1.45e-06 1.65e-06 1.6e-06 1.15e-06 1.95e-06 2.2e-06 2.4e-06 1.65e-06 1.4e-06 2.35e-06 2.2e-06 1.8e-06 1.65e-06 1.95e-06 1.45e-06 1.35e-06 2e-06 1.7e-06 1.15e-06 1.35e-06 2.65e-06 1.9e-06 1.65e-06
7 2.15e-06 2.3e-06 1.95e-06 2.05e-06 2.35e-06 2.1e-06 2.05e-06 3e-06 2.15e-06 2.3e-06 1.75e-06 1.8e-06 2e-06 2.4e-06 2.1e-06 1.9e-06 2.1e-06 1.7e-06 1.95e-06 2.2e-06 1.75e-06 2.45e-06 2.15e-06 2.05e-06 1.55e-06 1.75e-06 1.9e-06 1.9e-06 2.25e-06 1.6e-06 2.2e-06 2.1e-06 1.75e-06 1.65e-06 1.65e-06 2.15e-06 2e-06 1.9e-06
8 1.8e-06 2.4e-06 1.95e-06 2.3e-06 2.05e-06 2.1e-06 2.15e-06 2.15e-06 2.8e-06 2.05e-06 2e-06 1.75e-06 2.05e-06 2.05e-06 2.2e-06 2.15e-06 2.15e-06 2.3e-06 2.05e-06 1.85e-06 1.75e-06 1.65e-06 2.1e-06 2.35e-06 2e-06 1.75e-06 1.75e-06 1.75e-06 2.05e-06 2e-06 2e-06 1.45e-06 1.7e-06 1.9e-06 2.15e-06 2.1e-06 1.8e-06 1.8e-06
9 2.3e-06 1.8e-06 1.8e-06 1.9e-06 1.25e-06 2.45e-06 2.05e-06 2.3e-06 2.05e-06 2.3e-06 1.65e-06 1.65e-06 2.35e-06 2.35e-06 1.8e-06 1.85e-06 2.25e-06 2.3e-06 1.5e-06 2.35e-06 1.8e-06 2.8e-06 1.6e-06 1.9e-06 2.35e-06 1.8e-06 1.7e-06 1.65e-06 1.6e-06 2.05e-06 1.95e-06 1.9e-06 1.8e-06 1.7e-06 2e-06 2.9e-06 2.4e-06 1.6e-06
