 slim_337538086 slim_337537956 slim_337537946 slim_337537972 slim_337538082 slim_337537920 slim_337538093 slim_337538065 slim_337538121 slim_337538115 slim_337538102 slim_337538110 slim_337538124 slim_337538043 slim_337538136 slim_337537996 slim_337538149 slim_337537954 slim_337538010 slim_337538129 slim_337538160 slim_337538066 slim_337538013 slim_337538145 slim_337538101 slim_337538092 slim_337538020 slim_337538106 slim_337537922 slim_337537814 slim_337538080 slim_337537909 slim_337538032 slim_337537915 slim_337537974 slim_337538094 slim_337538133 slim_337538158 slim_337538112 slim_337538153 slim_337537851 slim_337538108 slim_337538051 slim_337537945 slim_337538035 slim_337537994 slim_337538096 slim_337538091 slim_337538005 slim_337538151 slim_337538025 slim_337538144 slim_337538150 slim_337538139 slim_337538155 slim_337538162 slim_337538122 slim_337537870 slim_337538141 slim_337538071 slim_337538156 slim_337538132 slim_337538143 slim_337537815 slim_337538097 slim_337538072 slim_337538104 slim_337537747 slim_337537998 slim_337538058 slim_337538125 slim_337538142 slim_337537732 slim_337538130 slim_337538161 slim_337537863 slim_337538062 slim_337538114 slim_337538135 slim_337538042 slim_337537830 slim_337538014 slim_337538075 slim_337538004 slim_337538126 slim_337538128 slim_337537791 slim_337538009 slim_337538045 slim_337538116 slim_337537848 slim_337538050 slim_337538113 slim_337538078 slim_337538147 slim_337538127 slim_337538052 slim_337537935 slim_337538137
0 0.0004011 0.0002178 0.0002336 0.00026165 0.0002356 0.0002678 0.00022895 0.00022585 0.0002192 0.00024705 0.00033755 0.00021725 0.0002639 0.00033695 0.00025985 0.0002014 0.000229 0.0002167 0.00022295 0.00023515 0.0002217 0.0002168 0.00023275 0.00024955 0.0002359 0.0003086 0.0002495 0.000218 0.00021655 0.0002311 0.0002313 0.00024135 0.00031115 0.000232 0.00022845 0.00023905 0.00024675 0.0002327 0.00022985 0.00021425 0.0002841 0.00021415 0.00023505 0.0002312 0.0002217 0.0003111 0.00023495 0.0002532 0.00022875 0.00027735 0.0002655 0.00023295 0.00023755 0.00024205 0.00023515 0.00020075 0.0002327 0.0002402 0.0002373 0.00020665 0.0002621 0.0002207 0.0003086 0.00022025 0.00023255 0.0002276 0.0002536 0.00021395 0.0002313 0.000219 0.0002192 0.0002141 0.00021515 0.00023455 0.00021455 0.00023075 0.00023465 0.00024585 0.0002289 0.00021895 0.00022935 0.0002292 0.0002358 0.0002626 0.00021905 0.0002174 0.0002214 0.00021565 0.0002352 0.000206 0.0002218 0.0002334 0.00023025 0.00023605 0.0002301 0.0002602 0.00024565 0.0002215 0.00021795
1 0.0002178 0.0002622 0.0001514 0.0001644 0.000179 0.00017105 0.0001863 0.00028105 0.0001371 0.0001639 0.000255 0.0001339 0.0001669 0.00023945 0.0001637 0.00013195 0.0001865 0.00013335 0.0002222 0.00013905 0.00013865 0.0001337 0.0001355 0.0001933 0.00015285 0.0002098 0.00019325 0.0001314 0.00013305 0.00014775 0.00013385 0.00014405 0.000315 0.00018055 0.00013225 0.0001426 0.0001638 0.00018055 0.0001322 0.0001717 0.00018765 0.0002614 0.00013725 0.00013375 0.00013865 0.00022855 0.00013935 0.0001701 0.00023 0.0001785 0.0001696 0.0001782 0.0001406 0.00022955 0.00013935 0.0001313 0.00013545 0.00014225 0.0001398 0.00022025 0.0001655 0.00022355 0.0002098 0.00014 0.0001805 0.00017555 0.0002367 0.00017485 0.00013385 0.0001369 0.000137 0.0001747 0.0001316 0.0001393 0.00017205 0.00017375 0.00013915 0.00018605 0.00017565 0.00013725 0.0002695 0.00017965 0.0001789 0.0001654 0.00013735 0.00014265 0.00013835 0.0001321 0.0001391 0.00013655 0.00013845 0.0001775 0.00017695 0.0001389 0.0001769 0.0001644 0.00018605 0.00013845 0.00013135
2 0.0002336 0.0001514 9.11e-05 8.27e-05 0.00024315 0.00015985 8.77e-05 0.00017365 4.635e-05 8e-05 0.0001707 0.0001263 0.000213 0.00020015 8.045e-05 4.64e-05 0.0001638 0.00012605 0.00028595 0.0001256 0.0001259 0.00010265 0.00020585 0.00016745 0.0001256 0.0002484 0.0001674 0.0001513 0.0001259 0.0001257 0.0001285 0.00012735 0.0003266 0.00019065 4.89e-05 4.74e-05 8.06e-05 0.0001902 5.115e-05 0.0001033 9.45e-05 0.0003779 5.015e-05 0.0001284 0.0001259 0.00013895 0.0001265 0.0001332 0.0001304 0.00023445 7.98e-05 0.0001647 0.00020575 0.00023195 0.0001257 4.605e-05 0.0002058 4.915e-05 0.00020515 0.00020655 8.415e-05 0.0002363 0.0002484 0.00012575 0.0001901 0.00019015 0.00013085 0.00019055 0.0001285 4.61e-05 4.59e-05 0.0001905 4.835e-05 0.00010285 0.00016385 0.00020005 0.0001262 0.0001929 0.00019255 4.65e-05 0.00027255 0.0002976 0.0002679 0.0001603 4.66e-05 0.00013505 0.00012585 4.88e-05 0.00012565 4.61e-05 0.0001257 0.00022105 0.0002704 0.00012835 0.0002703 8.04e-05 0.0001927 0.0001257 0.0001513
3 0.00026165 0.0001644 8.27e-05 7.92e-05 0.0002482 0.00012325 0.0001228 0.00024095 5.725e-05 5.45e-05 0.00011865 0.0001387 0.00017675 0.00014265 4.2e-05 6.99e-05 0.0002053 0.00013835 0.0003034 0.0001258 0.00013825 0.0001088 0.0002071 0.0001914 0.0001638 0.00022425 0.00019135 0.00016435 0.0001382 0.0001639 0.00012335 0.0001238 0.0003103 0.00019375 4.205e-05 4.275e-05 5.52e-05 0.0001937 3.975e-05 0.00010885 8.835e-05 0.00039815 4.02e-05 0.0001233 0.00013825 0.0001183 0.00012615 0.00010815 0.00016575 0.00023655 4.215e-05 0.00016765 0.00020695 0.0002592 0.0001259 6.945e-05 0.00020705 4.065e-05 0.000207 0.00023515 4.085e-05 0.00024695 0.00022425 0.00014155 0.0001936 0.00019365 0.0001694 0.0002061 0.00012335 5.705e-05 5.715e-05 0.0002061 5.44e-05 9.65e-05 0.0001795 0.0001926 0.00012605 0.00021755 0.00019235 5.725e-05 0.00031225 0.00030155 0.00027245 0.000124 5.735e-05 0.00014665 0.00013815 5.485e-05 0.00012585 6.985e-05 0.00013835 0.00022445 0.00027495 0.00012325 0.00027485 4.205e-05 0.00021735 0.00013805 0.00016435
4 0.0002356 0.000179 0.00024315 0.0002482 9.83e-05 0.00015865 0.00024335 0.00029945 0.0002401 0.00026055 0.00034135 0.00015155 0.00010605 0.0002598 0.00024885 0.0002535 0.00015505 0.00015155 0.0001054 0.0001384 0.0001516 0.00018645 4.94e-05 0.0001415 0.0001542 0.00015 0.00014145 0.0001788 0.0001515 0.00015405 0.00013895 0.00013845 0.00030295 0.0001669 0.00022785 0.00022735 0.00026135 0.0001664 0.00022845 0.00022225 0.0002723 0.0001617 0.0002278 0.00013875 0.00015155 0.0003204 0.0001378 0.000208 0.00028635 0.00011125 0.0002476 0.0001389 4.96e-05 0.00016945 0.0001386 0.0002534 4.925e-05 0.0002271 5.015e-05 0.0002077 0.00024815 0.0002233 0.00015 0.0001524 0.00016645 0.0001665 0.00022935 0.00017965 0.00013885 0.0002399 0.0002405 0.0001794 0.0002407 0.00017375 0.00015215 0.0001654 0.00013885 0.00016895 0.00016695 0.0002398 0.0002229 0.0001055 7.52e-05 0.0001598 0.0002399 0.0001594 0.00015145 0.000241 0.0001384 0.00025325 0.000151 0.0001304 7.735e-05 0.00013895 7.755e-05 0.00024755 0.00016875 0.00015135 0.00017895
5 0.0002678 0.00017105 0.00015985 0.00012325 0.00015865 0.0002204 0.0002051 0.00031185 0.00014565 0.0001368 0.0001903 0.00014255 0.00011615 0.00016095 0.00012665 0.00016355 0.00019975 0.0001424 0.000213 0.00012455 0.00013715 0.00014735 0.0001212 0.0001786 0.00015095 0.00016315 0.0001786 0.00017085 0.0001427 0.0001564 0.00012865 0.0001176 0.00029995 0.0001946 0.0001371 0.00012635 0.00013905 0.0001946 0.0001361 0.0001847 0.00017085 0.00031655 0.0001303 0.00012855 0.000137 0.00019535 0.00012475 0.00013215 0.0002479 0.0001681 0.00011915 0.0001682 0.0001159 0.0002539 0.0001243 0.00016345 0.00012115 0.00012445 0.00011705 0.00023505 0.0001235 0.0002493 0.00016315 0.0001405 0.0001945 0.00019955 0.00023995 0.00021235 0.00012865 0.00014545 0.00014585 0.0002123 0.00014955 0.00012965 0.0001855 0.0001989 0.0001247 0.0002127 0.00019815 0.0001458 0.000307 0.00021935 0.00018345 0.00011865 0.0001459 0.0001505 0.00013685 0.00014985 0.0001246 0.0001584 0.00013695 0.00019205 0.0001912 0.00012315 0.0001911 0.0001242 0.0002125 0.00013675 0.000171
6 0.00022895 0.0001863 8.77e-05 0.0001228 0.00024335 0.0002051 0.0001628 0.0001275 8.705e-05 0.0001208 0.00021595 0.0001615 0.00025305 0.00024585 0.0001207 8.175e-05 0.00015895 0.0001616 0.00028705 0.0001671 0.0001665 0.00013805 0.0002409 0.00016605 0.0001663 0.00028875 0.00016605 0.00018585 0.00016145 0.0001614 0.0001634 0.00017355 0.00033125 0.000191 8.385e-05 9.495e-05 0.0001205 0.0001911 8.59e-05 9.98e-05 0.0001407 0.000332 9.11e-05 0.0001633 0.0001665 0.0001844 0.0001665 0.0001786 0.0001263 0.0002698 0.0001265 0.00016415 0.0002458 0.000185 0.0001672 8.215e-05 0.00024085 9.625e-05 0.00024555 0.0002076 0.00012335 0.000236 0.00028875 0.0001655 0.000191 0.00018605 8.42e-05 0.00018535 0.0001634 8.695e-05 8.79e-05 0.00018545 8.38e-05 0.00014375 0.0001589 0.0001941 0.0001673 0.00018585 0.00018715 8.705e-05 0.00022605 0.0002907 0.000267 0.0001998 8.715e-05 0.00017025 0.0001664 8.385e-05 0.00016715 8.74e-05 0.00016635 0.0002205 0.00026485 0.00016825 0.00026475 0.0001207 0.0001857 0.0001663 0.00018625
7 0.00022585 0.00028105 0.00017365 0.00024095 0.00029945 0.00031185 0.0001275 9.58e-05 0.0001949 0.00022745 0.00032205 0.00025675 0.0003594 0.0003535 0.00023955 0.00017715 0.0001928 0.0002566 0.0002862 0.0002743 0.0002615 0.00024435 0.000336 0.00021195 0.00024015 0.00038405 0.0002119 0.00028085 0.00025645 0.00023525 0.0002699 0.0002806 0.00033955 0.0002572 0.0002032 0.0002141 0.00022635 0.00025785 0.0002038 0.0001675 0.00025845 0.0002887 0.00020955 0.0002698 0.0002615 0.0002907 0.00027385 0.0002851 0.00012535 0.0003651 0.00024535 0.0002315 0.0003409 0.0001904 0.0002744 0.00017705 0.00033595 0.00021525 0.0003409 0.00020595 0.0002406 0.0002444 0.00038405 0.00025815 0.00025775 0.0002528 7.91e-05 0.00024005 0.0002699 0.0001947 0.000195 0.00024 0.0001902 0.00026155 0.0002139 0.0002723 0.0002738 0.0002315 0.0002544 0.0001943 0.0001738 0.0003435 0.0003229 0.0003058 0.0001944 0.0002566 0.0002614 0.0001905 0.00027435 0.0001822 0.00026135 0.0002886 0.0003195 0.00027475 0.0003194 0.0002403 0.0002313 0.0002613 0.000281
8 0.0002192 0.0001371 4.635e-05 5.725e-05 0.0002401 0.00014565 8.705e-05 0.0001949 3.86e-05 5.42e-05 0.000145 0.00011165 0.00019895 0.00018575 5.475e-05 1.985e-05 0.000175 0.00011165 0.0002832 0.00011215 0.00011155 7.695e-05 0.0002031 0.0001787 0.0001371 0.0002457 0.00017865 0.00013675 0.0001115 0.0001372 0.0001145 0.0001136 0.0003126 0.0001765 2.265e-05 2.285e-05 5.495e-05 0.00017645 2.59e-05 7.76e-05 6.93e-05 0.00037485 2.505e-05 0.0001144 0.00011155 0.0001131 0.00011195 0.00010725 0.00013125 0.0002318 5.49e-05 0.00014985 0.000203 0.0002429 0.00011225 2.005e-05 0.00020305 2.42e-05 0.0002025 0.00019215 5.875e-05 0.0002223 0.0002457 0.00011075 0.00017635 0.0001764 0.0001518 0.00017585 0.0001145 1.945e-05 2.08e-05 0.0001758 2.275e-05 7.765e-05 0.0001492 0.00017445 0.00011235 0.00020425 0.0001776 2.035e-05 0.0002838 0.00029455 0.00026485 0.00014635 2.045e-05 0.00012045 0.00011145 2.29e-05 0.0001122 2.005e-05 0.0001111 0.0002062 0.00026735 0.00011435 0.00026725 5.395e-05 0.00020405 0.00011135 0.00013705
9 0.00024705 0.0001639 8e-05 5.45e-05 0.00026055 0.0001368 0.0001208 0.00022745 5.42e-05 0.0001061 0.00011595 0.0001375 0.0001904 0.00015495 5.515e-05 5.39e-05 0.00020325 0.00013715 0.000303 0.000138 0.000137 0.00010755 0.00022075 0.00020425 0.00016255 0.00023825 0.0002042 0.0001639 0.00013725 0.00016265 0.00013825 0.00013775 0.00030905 0.00020485 5.505e-05 5.525e-05 5.47e-05 0.0002051 5.575e-05 0.00010605 0.00010045 0.00039765 5.535e-05 0.00013815 0.000137 0.0001156 0.0001381 0.00010695 0.00016455 0.00025055 5.425e-05 0.0001788 0.0002206 0.00027125 0.0001381 5.335e-05 0.0002207 5.49e-05 0.00022105 0.00022 5.56e-05 0.0002484 0.00023825 0.00013895 0.000205 0.00020505 0.0001829 0.00020415 0.00013825 5.4e-05 5.45e-05 0.0002041 5.43e-05 0.00010835 0.00017745 0.00020525 0.0001379 0.0002311 0.0002045 5.43e-05 0.0003117 0.00031515 0.0002853 0.00013875 5.44e-05 0.00014615 0.00013695 5.485e-05 0.00013805 5.38e-05 0.00013715 0.00023525 0.0002878 0.0001381 0.0002877 5.375e-05 0.0002309 0.00013675 0.0001638
