 slim_337493548 slim_337493738 slim_337493719 slim_337493722 slim_337493715 slim_337493743 slim_337493642 slim_337493714 slim_337493514 slim_337493725 slim_337493673 slim_337493749 slim_337493682 slim_337493733 slim_337493730 slim_337493717 slim_337493588 slim_337493558 slim_337493750 slim_337493606 slim_337493697 slim_337493684 slim_337493711 slim_337493670 slim_337493716 slim_337493434 slim_337493655 slim_337493613 slim_337493710 slim_337493681 slim_337493643 slim_337493576 slim_337493746 slim_337493646 slim_337493645 slim_337493633 slim_337493607 slim_337493587 slim_337493702 slim_337493541 slim_337493707 slim_337493605 slim_337493744 slim_337493736 slim_337493590 slim_337493723 slim_337493701 slim_337493748 slim_337493665 slim_337493708 slim_337493564 slim_337493745 slim_337493662 slim_337493704 slim_337493664 slim_337493374 slim_337493347 slim_337493737 slim_337493650 slim_337493546 slim_337493625 slim_337493671 slim_337493713 slim_337493500 slim_337493480 slim_337493751 slim_337493641 slim_337493675 slim_337493651 slim_337493566 slim_337493740 slim_337493726 slim_337493676 slim_337493718 slim_337493565 slim_337493632 slim_337493667 slim_337493593 slim_337493705 slim_337493266 slim_337493273 slim_337493731 slim_337493693 slim_337493540 slim_337493619 slim_337493703 slim_337493696 slim_337493507 slim_337493712 slim_337493739 slim_337493432 slim_337493511 slim_337493732 slim_337493640 slim_337493735 slim_337493742
0 0.0007039 0.0007235 0.0006542 0.0005791 0.0005283 0.0007203 0.0007207 0.00072695 0.00060985 0.0006844 0.0005482 0.0005792 0.00064415 0.000622 0.0006887 0.00068155 0.0006396 0.000733 0.00064085 0.00074955 0.0006393 0.0005711 0.0006225 0.0007674 0.00065545 0.00072245 0.00070145 0.00068695 0.0005238 0.0005922 0.0005504 0.00056335 0.0006572 0.00062245 0.0005727 0.0006448 0.0006615 0.00061405 0.0005386 0.00049355 0.0006205 0.00073195 0.00063565 0.0006278 0.0006576 0.00073855 0.00064005 0.0007202 0.0007158 0.0006337 0.00066165 0.00070385 0.0007534 0.0006262 0.00081595 0.0005226 0.00068475 0.00059775 0.0007499 0.00066505 0.00068515 0.00071315 0.0006143 0.00062405 0.00056765 0.00065715 0.0005302 0.0006841 0.0006153 0.00051805 0.00053025 0.0005689 0.000621 0.0006711 0.00062075 0.0007661 0.00065655 0.000684 0.00071285 0.0007149 0.0004649 0.0006621 0.0005689 0.000611 0.0006543 0.0007904 0.0006274 0.0008102 0.0006571 0.00063165 0.00079025 0.00048845 0.00055695 0.00052995 0.0005835 0.0005314
1 0.0007235 0.0005832 0.0006525 0.0006816 0.0007227 0.0006478 0.00076715 0.00074825 0.0007892 0.00072605 0.0006273 0.0007343 0.00052155 0.00067335 0.0006574 0.00070415 0.00074065 0.0005254 0.00053815 0.0007813 0.0007946 0.00076135 0.00067385 0.0004813 0.0007118 0.0007306 0.00056705 0.00070045 0.00072855 0.00073875 0.0007202 0.0007246 0.00067525 0.0006738 0.00065715 0.00079 0.00066215 0.00070825 0.00078235 0.0007286 0.0007933 0.000599 0.0007476 0.00072415 0.00079425 0.0005815 0.0007136 0.00045355 0.0007146 0.00072865 0.0006623 0.00051095 0.00067325 0.0006771 0.00039495 0.00073235 0.0005086 0.0007131 0.00078165 0.0005534 0.000509 0.00062235 0.0006564 0.00053365 0.000772 0.0006752 0.00068645 0.00072575 0.0006562 0.0007056 0.0006865 0.0007922 0.00070115 0.00051625 0.0006829 0.00058545 0.0005555 0.00072565 0.00074555 0.0005533 0.0007495 0.0006975 0.0007922 0.00072325 0.00049845 0.00062125 0.0007237 0.00056945 0.00067515 0.00070555 0.0006211 0.0007264 0.0007367 0.0006861 0.00076115 0.00069765
2 0.0006542 0.0006525 0.0004905 0.00073215 0.00076825 0.00062855 0.00076985 0.00075285 0.0005826 0.0008838 0.00070075 0.0008456 0.0006946 0.00080075 0.0004928 0.0006679 0.00082235 0.00079225 0.0007709 0.00084535 0.00081755 0.00066395 0.00080125 0.00058795 0.0008082 0.00079305 0.0008129 0.0006702 0.00077465 0.0008624 0.00077015 0.0007869 0.0008314 0.0008012 0.00076975 0.0008076 0.00027215 0.0008366 0.0006981 0.0003051 0.0008489 0.00041785 0.0007811 0.000592 0.0008242 0.00074215 0.0008002 0.0004241 0.0007457 0.0005652 0.0002723 0.00071645 0.0008651 0.00054315 0.00072605 0.0005535 0.00073905 0.0006736 0.0008457 0.0006132 0.00073945 0.00057735 0.0003934 0.00075425 0.00047135 0.00083135 0.00077975 0.0008835 0.00059055 0.0006963 0.0007798 0.00060825 0.0007302 0.00066685 0.00066785 0.00052045 0.0007268 0.0008834 0.00073165 0.0006521 0.0008223 0.00058215 0.00060825 0.0007079 0.00070905 0.0007764 0.0005913 0.0008174 0.0008313 0.00061855 0.00077625 0.00075575 0.0008436 0.0007914 0.00065815 0.0007343
3 0.0005791 0.0006816 0.00073215 0.0006676 0.00045275 0.00079775 0.0005573 0.0005798 0.0007116 0.00081435 0.0005193 0.0007188 0.00050725 0.00058565 0.00056925 0.00056575 0.00052775 0.00077395 0.0006659 0.00079745 0.00067775 0.0006629 0.00058615 0.0006693 0.00057415 0.0005629 0.00074245 0.00049545 0.0005599 0.00070625 0.00047875 0.00046615 0.0005797 0.0005861 0.0003703 0.00070235 0.0007553 0.0006951 0.0006056 0.0006448 0.0006669 0.00066965 0.0005056 0.00076395 0.0006896 0.0005429 0.00064425 0.00068265 0.0007355 0.00056465 0.00075545 0.0005335 0.00076625 0.0006979 0.0007426 0.0006684 0.00068995 0.00073885 0.0007978 0.00066685 0.00069035 0.00072145 0.00062575 0.0006598 0.00063635 0.0005797 0.00047795 0.00081405 0.0007024 0.0006846 0.000478 0.0006719 0.0004042 0.0006744 0.00073255 0.0008183 0.00060925 0.00081395 0.0005741 0.000657 0.0005847 0.0007397 0.0006719 0.00064035 0.0006592 0.000739 0.00076355 0.00084815 0.00057965 0.0005286 0.00073885 0.00054625 0.0006927 0.00045825 0.000668 0.00045845
4 0.0005283 0.0007227 0.00076825 0.00045275 0.0007379 0.0008255 0.0005799 0.00066215 0.0006766 0.00079 0.0004953 0.00063185 0.00068215 0.00063765 0.0006159 0.0007592 0.0005871 0.00083715 0.00066575 0.00079025 0.0006678 0.0006518 0.00063815 0.00078745 0.00057955 0.0006692 0.00080565 0.00060985 0.000581 0.00061855 0.00042155 0.0004082 0.00066885 0.0006381 0.0005421 0.00063255 0.0007914 0.00061375 0.000614 0.00065875 0.00056305 0.0007761 0.0005161 0.0007587 0.00061905 0.00057075 0.00071895 0.0007759 0.00082015 0.0006579 0.00079155 0.0006265 0.0007531 0.00065145 0.0008282 0.00060065 0.00074195 0.0007337 0.0007906 0.0006923 0.00074235 0.0008259 0.00071015 0.0006604 0.00071575 0.0006688 0.0004666 0.0007897 0.00066755 0.00072275 0.00046665 0.0005996 0.0005184 0.00067655 0.000796 0.0008408 0.00078125 0.0007896 0.00059665 0.0007038 0.00040805 0.00074015 0.0005996 0.0006624 0.00073275 0.00081935 0.0007584 0.0008294 0.00066875 0.0006624 0.0008192 0.00054175 0.0005794 0.00045845 0.0007233 0.0006256
5 0.0007203 0.0006478 0.00062855 0.00079775 0.0008255 0.0008767 0.0008735 0.0008554 0.0007553 0.0004385 0.0007543 0.00059265 0.0006945 0.00063865 0.00070245 0.0007387 0.00081495 0.0005061 0.00066825 0.00066055 0.00082255 0.00070285 0.00063875 0.00068475 0.00065165 0.00085515 0.0005127 0.00078115 0.00072245 0.0006005 0.00080565 0.00081345 0.0006333 0.0006387 0.0007833 0.00081485 0.00062125 0.00066035 0.00078155 0.0006714 0.00084325 0.0006628 0.00079055 0.0005737 0.0008225 0.00073355 0.00061265 0.00062015 0.0005682 0.0007537 0.0006214 0.00071915 0.0005735 0.00064805 0.00058825 0.00072785 0.00056865 0.00049315 0.0006605 0.00076285 0.00056865 0.00062775 0.00074885 0.0006807 0.0007147 0.00063325 0.00080075 0.0004385 0.0005928 0.00056395 0.0008008 0.00072765 0.00082195 0.0007619 0.00056665 0.0005157 0.00064725 0.0004384 0.0008479 0.0007899 0.0007742 0.00064115 0.00072765 0.00072245 0.00063945 0.00074735 0.0005736 0.00052275 0.0006332 0.0007477 0.0007472 0.00073425 0.0006124 0.0008071 0.000786 0.00071065
6 0.0007207 0.00076715 0.00076985 0.0005573 0.0005799 0.0008735 0.0007082 0.00039545 0.0007199 0.00087825 0.00067885 0.0008474 0.000665 0.0006621 0.0005951 0.00076235 0.0006028 0.0008988 0.00087475 0.0006161 0.0005973 0.00074885 0.0006626 0.0007395 0.00061625 0.0004203 0.0008706 0.0005989 0.0007897 0.00085415 0.00058555 0.00059225 0.0006822 0.00066255 0.0006486 0.00058585 0.00077685 0.00080105 0.000676 0.00068715 0.00061785 0.00070735 0.00047985 0.00079965 0.0005924 0.0005426 0.00077785 0.00074935 0.00086075 0.00055375 0.000777 0.00063655 0.00078485 0.00083165 0.00082505 0.0007688 0.00077055 0.0008093 0.00061645 0.0007171 0.00077095 0.00076225 0.00067155 0.0008549 0.0006468 0.00068215 0.0006384 0.00087795 0.00084285 0.0007733 0.00063845 0.0007335 0.00051765 0.0007097 0.000835 0.00085695 0.000803 0.00087785 0.0004028 0.00052575 0.00081765 0.00075275 0.0007335 0.0008303 0.00080995 0.0006056 0.00079925 0.00087 0.0006821 0.0005662 0.00060545 0.0007771 0.00084165 0.0006458 0.0005116 0.0007801
7 0.00072695 0.00074825 0.00075285 0.0005798 0.00066215 0.0008554 0.00039545 0.0006491 0.00077765 0.0008723 0.0006492 0.0008451 0.00058605 0.00063945 0.00063165 0.00069525 0.00062435 0.00086235 0.00084285 0.00059835 0.0005496 0.00069395 0.00063995 0.0006864 0.0006693 0.0003718 0.0008341 0.0006214 0.0007577 0.00085275 0.00064225 0.00064985 0.0006455 0.0006399 0.0005813 0.00057175 0.00075985 0.00079635 0.0007113 0.0006921 0.00067385 0.000632 0.0005581 0.00079915 0.0005792 0.00059565 0.000751 0.0007102 0.0008243 0.0005146 0.00076 0.00065915 0.0007741 0.00081375 0.00078855 0.00077195 0.0007479 0.0008088 0.0005987 0.0007527 0.0007483 0.00070925 0.0006183 0.0008221 0.00060735 0.00064545 0.0006203 0.000872 0.0008284 0.00075035 0.00062035 0.00074025 0.00054005 0.00069155 0.0007869 0.0008321 0.00073595 0.0008719 0.00044375 0.0005093 0.00084545 0.00074985 0.00074025 0.0007975 0.00077715 0.00055735 0.00079875 0.00086165 0.0006454 0.0005113 0.0005572 0.00076975 0.0008649 0.0006383 0.00047685 0.00071295
8 0.00060985 0.0007892 0.0005826 0.0007116 0.0006766 0.0007553 0.0007199 0.00077765 0.0007805 0.0007584 0.00071905 0.0007665 0.0007893 0.0007411 0.00066285 0.0007643 0.00058655 0.00080355 0.00082595 0.00078515 0.0008112 0.00076765 0.0007416 0.000715 0.00069305 0.0007972 0.0007973 0.00073765 0.00069125 0.00078075 0.0007013 0.0007155 0.00077035 0.00074155 0.0007928 0.0007937 0.0005485 0.0008105 0.0005057 0.0004259 0.00072425 0.00065805 0.0006366 0.0005745 0.00080775 0.0007292 0.0007097 0.00071995 0.0008029 0.00072355 0.00054865 0.000738 0.0008457 0.00075455 0.00083955 0.0005831 0.00074845 0.0006273 0.0007855 0.00056205 0.00074885 0.00077975 0.0005127 0.0008207 0.0006718 0.0007703 0.00076385 0.0007581 0.0007636 0.0006534 0.0007639 0.00072435 0.00065425 0.00071785 0.0006527 0.0007717 0.0007143 0.000758 0.0006954 0.00071745 0.00076415 0.00061845 0.00072435 0.0008114 0.0007092 0.00083085 0.0005746 0.00085465 0.00077025 0.0007367 0.0008307 0.0006521 0.0007417 0.00075385 0.00068045 0.00069125
9 0.0006844 0.00072605 0.0008838 0.00081435 0.00079 0.0004385 0.00087825 0.0008723 0.0007584 9e-07 0.00077515 0.0003336 0.0007565 0.00044445 0.0008951 0.00087685 0.000771 0.00029445 0.00063835 0.0004305 0.0007581 0.0007585 0.00044465 0.0007489 0.00044855 0.0008727 0.00027405 0.0009062 0.000677 0.00034445 0.0007814 0.0007922 0.000443 0.0004446 0.0008022 0.00076365 0.00087775 0.00054685 0.00075865 0.00076125 0.0007802 0.0008929 0.0007664 0.00043035 0.0007743 0.00072055 0.0004199 0.00088155 0.00045845 0.0008778 0.0008779 0.0007422 0.0004267 0.00079175 0.0005666 0.00076345 0.0004328 0.00023955 0.00043055 0.00085025 0.0004329 0.0007074 0.000872 0.00063845 0.00086375 0.00044295 0.0007884 6e-07 0.0007717 0.0003816 0.00078845 0.00077565 0.00086675 0.00084 0.00042845 0.00065845 0.00061925 5e-07 0.00084 0.00087325 0.00068575 0.00064345 0.00077565 0.00079155 0.00062625 0.0007166 0.00043035 0.000353 0.0004429 0.00086625 0.00071645 0.00067455 0.0003421 0.0007844 0.0008115 0.00069255
