 slim_762310526 slim_762310527 slim_762310518 slim_762310528 slim_762310494 slim_762310498 slim_762310508 slim_762310493 slim_762310529 slim_762310495 slim_762310500 slim_762310492 slim_762310506 slim_762310524 slim_762310501 slim_762310507 slim_762310532 slim_762310515 slim_762310521 slim_762310522 slim_762310517 slim_762310536 slim_762310513 slim_762310512 slim_762310530 slim_762310502 slim_762310497 slim_762310523 slim_762310533 slim_762310511 slim_762310537 slim_762310534 slim_762310535 slim_762310504 slim_762310505 slim_762310499 slim_762310531 slim_762310519 slim_762310503 slim_762310510 slim_762310514 slim_762310525 slim_762310509 slim_762310496 slim_762310516 slim_762310490 slim_762310520 slim_762310491
0 1.6e-06 1.25e-06 1.25e-06 1.3e-06 1.15e-06 1.1e-06 1.35e-06 1.1e-06 1.7e-06 1.15e-06 1.4e-06 1.45e-06 1.6e-06 1.5e-06 1.85e-06 1.6e-06 1.9e-06 2e-06 2e-06 1.4e-06 1.55e-06 1.65e-06 1.65e-06 1.55e-06 1.8e-06 1.35e-06 1.1e-06 2.05e-06 1.85e-06 1.6e-06 1.5e-06 1.85e-06 1.2e-06 1.4e-06 2.1e-06 9e-07 1.7e-06 1.55e-06 1.25e-06 1.85e-06 1.75e-06 1.1e-06 1.3e-06 1.7e-06 2.1e-06 1.9e-06 1.35e-06 1.6e-06
1 1.25e-06 1.3e-06 1e-06 7.5e-07 1.7e-06 8.5e-07 1.35e-06 8.5e-07 7.5e-07 1.35e-06 1.3e-06 1.8e-06 1.3e-06 1.6e-06 2e-06 1.3e-06 1.75e-06 1.85e-06 1.65e-06 1.05e-06 1.6e-06 1.75e-06 1.8e-06 1.25e-06 1.05e-06 1.25e-06 1.4e-06 2.25e-06 1.75e-06 1.55e-06 2e-06 2.35e-06 1.75e-06 1.8e-06 2.05e-06 1.35e-06 1.45e-06 2.1e-06 1.55e-06 9.5e-07 1.8e-06 1.75e-06 1.35e-06 1.6e-06 2.3e-06 2.2e-06 1.5e-06 1.55e-06
2 1.25e-06 1e-06 1.4e-06 1.05e-06 1.8e-06 9.5e-07 1.65e-06 9.5e-07 1.3e-06 1.35e-06 1.35e-06 1.95e-06 1.65e-06 1.75e-06 2.25e-06 1.65e-06 1.95e-06 2e-06 1.65e-06 1.2e-06 1.75e-06 1.8e-06 1.9e-06 1.6e-06 1.45e-06 1.55e-06 1.35e-06 2.4e-06 1.75e-06 1.7e-06 2.1e-06 2.25e-06 1.85e-06 1.9e-06 2.15e-06 1.35e-06 1.5e-06 2e-06 1.55e-06 1.45e-06 1.9e-06 1.8e-06 1.6e-06 1.65e-06 2.45e-06 2.35e-06 1.6e-06 1.55e-06
3 1.3e-06 7.5e-07 1.05e-06 1.4e-06 1.75e-06 8.5e-07 1.45e-06 9e-07 7.5e-07 1.4e-06 1.35e-06 1.85e-06 1.35e-06 1.65e-06 2.05e-06 1.35e-06 1.8e-06 1.9e-06 1.7e-06 1.1e-06 1.65e-06 1.8e-06 1.85e-06 1.25e-06 1.1e-06 1.3e-06 1.45e-06 2.3e-06 1.8e-06 1.6e-06 2.05e-06 2.4e-06 1.8e-06 1.85e-06 2.1e-06 1.35e-06 1.5e-06 2.15e-06 1.6e-06 9.5e-07 1.85e-06 1.8e-06 1.4e-06 1.65e-06 2.35e-06 2.25e-06 1.55e-06 1.6e-06
4 1.15e-06 1.7e-06 1.8e-06 1.75e-06 9e-07 1.6e-06 1.4e-06 1.6e-06 1.85e-06 1.25e-06 2e-06 5e-07 1.25e-06 1.3e-06 1.05e-06 1.2e-06 1.6e-06 1.8e-06 2.25e-06 1.8e-06 1.3e-06 1.35e-06 1.3e-06 1.15e-06 1.85e-06 1.2e-06 1.25e-06 1.45e-06 1.75e-06 1.3e-06 1e-06 1.45e-06 5e-07 5.5e-07 1.85e-06 1.25e-06 2e-06 9.5e-07 1.35e-06 2e-06 1.35e-06 6.5e-07 1.35e-06 1.6e-06 1.5e-06 1.15e-06 8.5e-07 1.3e-06
5 1.1e-06 8.5e-07 9.5e-07 8.5e-07 1.6e-06 9e-07 1.6e-06 5e-07 1.25e-06 1.35e-06 1.3e-06 1.7e-06 1.5e-06 1.65e-06 1.85e-06 1.5e-06 1.75e-06 1.7e-06 1.85e-06 1.05e-06 1.4e-06 1.8e-06 1.75e-06 1.45e-06 1.4e-06 1.45e-06 1.4e-06 1.95e-06 1.75e-06 1.6e-06 1.85e-06 2.2e-06 1.65e-06 1.7e-06 1.9e-06 1.15e-06 1.6e-06 2e-06 1.35e-06 1.3e-06 1.85e-06 1.65e-06 1.55e-06 1.55e-06 1.95e-06 2.05e-06 1.5e-06 1.6e-06
6 1.35e-06 1.35e-06 1.65e-06 1.45e-06 1.4e-06 1.6e-06 2.3e-06 1.6e-06 1.25e-06 1.3e-06 1.7e-06 1.7e-06 1.5e-06 1.55e-06 2e-06 1.5e-06 2.05e-06 2.1e-06 1.95e-06 1.7e-06 1.95e-06 1.8e-06 1.9e-06 1.45e-06 1.5e-06 1.25e-06 1.3e-06 2.4e-06 2.05e-06 1.8e-06 1.85e-06 2.25e-06 1.45e-06 1.7e-06 2.2e-06 1.4e-06 1.75e-06 1.85e-06 1.85e-06 1.45e-06 1.85e-06 1.4e-06 1.15e-06 1.95e-06 2.45e-06 2.25e-06 1.5e-06 1.7e-06
7 1.1e-06 8.5e-07 9.5e-07 9e-07 1.6e-06 5e-07 1.6e-06 9e-07 1.25e-06 1.35e-06 1.3e-06 1.7e-06 1.5e-06 1.65e-06 1.85e-06 1.5e-06 1.75e-06 1.7e-06 1.85e-06 1.05e-06 1.4e-06 1.8e-06 1.75e-06 1.45e-06 1.4e-06 1.45e-06 1.4e-06 1.95e-06 1.75e-06 1.6e-06 1.85e-06 2.2e-06 1.65e-06 1.7e-06 1.9e-06 1.2e-06 1.6e-06 2e-06 1.3e-06 1.3e-06 1.85e-06 1.65e-06 1.55e-06 1.55e-06 1.95e-06 2.05e-06 1.5e-06 1.6e-06
8 1.7e-06 7.5e-07 1.3e-06 7.5e-07 1.85e-06 1.25e-06 1.25e-06 1.25e-06 2e-07 1.4e-06 1.55e-06 1.95e-06 1.1e-06 1.55e-06 2.05e-06 1.1e-06 1.8e-06 1.85e-06 1.5e-06 1.25e-06 1.9e-06 1.8e-06 1.95e-06 1e-06 6.5e-07 1.05e-06 1.5e-06 2.5e-06 1.85e-06 1.65e-06 2.25e-06 2.65e-06 1.9e-06 2e-06 2.05e-06 1.8e-06 1.4e-06 2.3e-06 2.05e-06 4e-07 1.8e-06 1.95e-06 1.2e-06 1.75e-06 2.55e-06 2.45e-06 1.55e-06 1.55e-06
9 1.15e-06 1.35e-06 1.35e-06 1.4e-06 1.25e-06 1.35e-06 1.3e-06 1.35e-06 1.4e-06 1.8e-06 1.6e-06 1.55e-06 1.5e-06 1.45e-06 1.95e-06 1.5e-06 1.95e-06 2e-06 1.85e-06 1.55e-06 1.75e-06 1.7e-06 1.7e-06 1.45e-06 1.55e-06 1.25e-06 9.5e-07 2.25e-06 1.9e-06 1.7e-06 1.7e-06 2.1e-06 1.3e-06 1.55e-06 2.1e-06 1.25e-06 1.5e-06 1.7e-06 1.65e-06 1.55e-06 1.75e-06 1.2e-06 1.25e-06 1.6e-06 2.3e-06 2.1e-06 1.3e-06 1.55e-06
