 slim_762071133 slim_762071143 slim_762071121 slim_762071158 slim_762071147 slim_762071151 slim_762071157 slim_762071160 slim_762071113 slim_762071135 slim_762071114 slim_762071139 slim_762071126 slim_762071149 slim_762071144 slim_762071148 slim_762071111 slim_762071138 slim_762071152 slim_762071131 slim_762071119 slim_762071137 slim_762071146 slim_762071134 slim_762071112 slim_762071140 slim_762071118 slim_762071150 slim_762071125 slim_762071153 slim_762071156 slim_762071130 slim_762071129 slim_762071132 slim_762071141 slim_762071155 slim_762071145 slim_762071142 slim_762071136 slim_762071117 slim_762071120 slim_762071110 slim_762071123 slim_762071115 slim_762071159 slim_762071127 slim_762071116 slim_762071124 slim_762071128 slim_762071154 slim_762071122
0 1e-06 1.25e-06 1.1e-06 8e-07 1.55e-06 2.05e-06 1.05e-06 1.7e-06 1.85e-06 5e-07 1.1e-06 1.3e-06 1.2e-06 2.15e-06 1e-06 5.5e-07 1.25e-06 1.1e-06 1.95e-06 1.05e-06 1.3e-06 2.05e-06 2.15e-06 7e-07 2e-06 8e-07 1.65e-06 1.9e-06 1.25e-06 1.25e-06 1.3e-06 1.05e-06 1.2e-06 1.3e-06 1.05e-06 9.5e-07 1.3e-06 1.6e-06 1.2e-06 1.25e-06 1.35e-06 5e-07 7e-07 1.3e-06 1.3e-06 1.95e-06 2e-06 9e-07 1.85e-06 6e-07 9.5e-07
1 1.25e-06 2.1e-06 1.85e-06 1.45e-06 1.7e-06 2.85e-06 2e-06 2.1e-06 2e-06 1.25e-06 1.4e-06 2.2e-06 1.45e-06 3.1e-06 1.75e-06 1.3e-06 1.5e-06 1.65e-06 1.35e-06 1.65e-06 1.35e-06 2.85e-06 1.8e-06 1.4e-06 2.1e-06 1.5e-06 1.55e-06 1.75e-06 2e-06 1.3e-06 1.4e-06 1.6e-06 1.55e-06 1.35e-06 1.8e-06 1.5e-06 1.6e-06 1.85e-06 2e-06 1.35e-06 1.45e-06 1.45e-06 1.25e-06 1.55e-06 1.4e-06 2.2e-06 1.55e-06 1.7e-06 2e-06 1.35e-06 1.3e-06
2 1.1e-06 1.85e-06 1.9e-06 1.55e-06 1.8e-06 1.5e-06 1.2e-06 1.95e-06 1.7e-06 1.05e-06 1.5e-06 1.55e-06 1.65e-06 2.2e-06 1.15e-06 1.1e-06 1.4e-06 1.8e-06 2.4e-06 1.4e-06 1.9e-06 1.8e-06 2.3e-06 1.4e-06 1.95e-06 1.55e-06 2.15e-06 2.15e-06 1.5e-06 1.85e-06 1.6e-06 1.3e-06 1.55e-06 1.9e-06 1.8e-06 1.1e-06 1.75e-06 2.1e-06 1.15e-06 1.85e-06 1.85e-06 9.5e-07 1.15e-06 1.75e-06 1.9e-06 1.65e-06 2.45e-06 1.25e-06 1.75e-06 1.1e-06 1.4e-06
3 8e-07 1.45e-06 1.55e-06 1.3e-06 1.85e-06 2.5e-06 1.45e-06 2.15e-06 2.25e-06 8.5e-07 1.5e-06 1.45e-06 1.6e-06 2.6e-06 1.45e-06 9e-07 1.6e-06 1.05e-06 2.3e-06 1.4e-06 1.55e-06 2.5e-06 2.5e-06 8e-07 2.4e-06 8e-07 1.9e-06 2.25e-06 1.7e-06 1.45e-06 1.7e-06 1.45e-06 1.45e-06 1.55e-06 9.5e-07 1.3e-06 1.7e-06 1.9e-06 1.65e-06 1.5e-06 1.65e-06 9.5e-07 1.05e-06 1.7e-06 1.55e-06 2.4e-06 2.35e-06 1.25e-06 2.3e-06 9.5e-07 1.25e-06
4 1.55e-06 1.7e-06 1.8e-06 1.85e-06 2.6e-06 2.6e-06 2e-06 2.4e-06 1.9e-06 1.5e-06 1.6e-06 2.25e-06 1.75e-06 3.35e-06 1.75e-06 1.55e-06 1.6e-06 1.95e-06 1.9e-06 1.9e-06 1.7e-06 2.85e-06 1.7e-06 1.75e-06 2.15e-06 1.85e-06 1.55e-06 1.8e-06 2.3e-06 1.65e-06 1.5e-06 1.6e-06 1.55e-06 1.7e-06 2.15e-06 1.4e-06 1.85e-06 2.15e-06 2e-06 1.65e-06 1.65e-06 1.7e-06 1.4e-06 1.85e-06 1.7e-06 1.8e-06 1.9e-06 1.95e-06 1.65e-06 1.55e-06 1.4e-06
5 2.05e-06 2.85e-06 1.5e-06 2.5e-06 2.6e-06 7e-07 1.7e-06 2.15e-06 1.65e-06 2e-06 2.4e-06 2e-06 2.5e-06 1.7e-06 1.75e-06 2.05e-06 2e-06 2.35e-06 3.4e-06 1.75e-06 2.9e-06 1.05e-06 3e-06 2.35e-06 1.9e-06 2.5e-06 3.1e-06 2.85e-06 1.7e-06 2.95e-06 2.55e-06 1.95e-06 2.4e-06 2.9e-06 2.4e-06 2e-06 2.7e-06 2.45e-06 1.05e-06 2.95e-06 3e-06 1.75e-06 2.25e-06 2.6e-06 3e-06 1.45e-06 3.35e-06 1.45e-06 2.2e-06 2.1e-06 2.6e-06
6 1.05e-06 2e-06 1.2e-06 1.45e-06 2e-06 1.7e-06 1.1e-06 1.85e-06 1.95e-06 1e-06 1.35e-06 1.05e-06 1.45e-06 2.2e-06 1.05e-06 1.05e-06 1.4e-06 1.95e-06 2.55e-06 1.75e-06 2.05e-06 2e-06 2.35e-06 1.25e-06 2.15e-06 1.4e-06 2.2e-06 2.2e-06 1.45e-06 2.15e-06 1.7e-06 1.15e-06 1.75e-06 2.05e-06 1.4e-06 1.5e-06 1.65e-06 1.95e-06 1.15e-06 2.15e-06 2.2e-06 5.5e-07 1.4e-06 1.55e-06 2.2e-06 2e-06 2.45e-06 1.25e-06 1.9e-06 1.1e-06 1.8e-06
7 1.7e-06 2.1e-06 1.95e-06 2.15e-06 2.4e-06 2.15e-06 1.85e-06 2.7e-06 2e-06 1.65e-06 1.6e-06 2.05e-06 1.6e-06 2e-06 1.9e-06 1.7e-06 2.1e-06 2.25e-06 2.2e-06 1.85e-06 2.05e-06 2.05e-06 2.25e-06 1.95e-06 2.05e-06 2.1e-06 2.15e-06 2.3e-06 1.55e-06 2.2e-06 1.85e-06 1.9e-06 2.35e-06 2.05e-06 2.05e-06 2.3e-06 1.75e-06 1.85e-06 1.7e-06 2.15e-06 2.2e-06 1.35e-06 1.9e-06 1.7e-06 2.2e-06 2.3e-06 1.95e-06 1.5e-06 2.55e-06 1.75e-06 2.2e-06
8 1.85e-06 2e-06 1.7e-06 2.25e-06 1.9e-06 1.65e-06 1.95e-06 2e-06 2.7e-06 1.8e-06 1.6e-06 2.25e-06 1.8e-06 2.6e-06 1.85e-06 1.85e-06 1.65e-06 2.15e-06 2.05e-06 1.8e-06 2e-06 2e-06 1.8e-06 2.15e-06 1.7e-06 2.25e-06 1.95e-06 1.9e-06 1.95e-06 2.05e-06 1.5e-06 1.7e-06 1.9e-06 2e-06 2.3e-06 1.75e-06 2e-06 2.05e-06 1.55e-06 2.05e-06 2.05e-06 1.75e-06 1.75e-06 1.9e-06 2.1e-06 1.55e-06 1.95e-06 1.7e-06 1.85e-06 1.85e-06 1.9e-06
9 5e-07 1.25e-06 1.05e-06 8.5e-07 1.5e-06 2e-06 1e-06 1.65e-06 1.8e-06 9e-07 1.05e-06 1.3e-06 1.15e-06 2.1e-06 9.5e-07 5e-07 1.2e-06 1.15e-06 1.9e-06 1e-06 1.3e-06 2e-06 2.1e-06 7e-07 1.95e-06 8.5e-07 1.6e-06 1.85e-06 1.2e-06 1.25e-06 1.25e-06 1e-06 1.2e-06 1.3e-06 1.1e-06 9e-07 1.25e-06 1.55e-06 1.15e-06 1.25e-06 1.3e-06 4.5e-07 6.5e-07 1.25e-06 1.3e-06 1.9e-06 1.95e-06 8.5e-07 1.8e-06 5.5e-07 9e-07
