 slim_337496321 slim_337496427 slim_337496437 slim_337496454 slim_337496478 slim_337496431 slim_337496432 slim_337496101 slim_337496481 slim_337496438 slim_337496476 slim_337496410 slim_337496151 slim_337496452 slim_337496450 slim_337496385 slim_337496470 slim_337496241 slim_337496449 slim_337496132 slim_337496342 slim_337496439 slim_337496320 slim_337496440 slim_337496284 slim_337496219 slim_337496347 slim_337496383 slim_337495958 slim_337496365 slim_337496458 slim_337496246 slim_337496260 slim_337496358 slim_337496463 slim_337496373 slim_337496307 slim_337496459 slim_337496469 slim_337496434 slim_337496400 slim_337496377 slim_337496467 slim_337496464 slim_337496245 slim_337496202 slim_337496366 slim_337496380 slim_337496313 slim_337496196 slim_337496247 slim_337496479 slim_337496468 slim_337496311 slim_337496441 slim_337496453 slim_337496456 slim_337496268 slim_337496414 slim_337496466 slim_337496302 slim_337496340 slim_337496474 slim_337496460 slim_337496428 slim_337496251 slim_337496349 slim_337496406 slim_337496181 slim_337496199 slim_337496472 slim_337496461 slim_337496447 slim_337496351 slim_337496189 slim_337496425 slim_337496387 slim_337496091 slim_337496446 slim_337496407 slim_337496394 slim_337496433 slim_337496350 slim_337496354
0 2e-07 0.0001713 0.0004767 0.00039275 0.00032115 0.00052165 0.00036325 0.00037245 0.0003352 0.0003449 0.0002674 0.00037725 0.00040315 0.0002449 0.00021905 0.00028115 0.000417 0.00038395 0.0002811 0.0003719 0.0003027 0.00020765 0.0003927 0.00037045 0.0003338 0.0005735 0.00039155 0.0003984 0.00024425 0.00023335 0.00029675 0.00014485 0.00034495 0.0002665 0.0002149 0.000463 0.0002463 0.00021575 0.00013565 0.00024525 0.0002927 0.0003427 0.0004941 0.0003772 0.00047635 0.0001704 0.000494 0.00024805 0.00049575 0.00035555 0.0004944 0.00042025 0.00033865 0.00031755 0.0004941 0.00031755 0.00026615 0.0003099 0.00027525 0.000275 0.0003914 0.00025395 0.0003513 0.0002216 0.0002983 0.0003555 0.0003124 0.00045155 0.0003976 0.00014015 0.00024995 0.0003519 0.00035925 0.00029845 0.00034335 0.0001624 0.00014485 0.0003672 0.0002816 0.00035675 0.00036005 0.0002298 0.00028785 0.00049285
1 0.0001713 0.0003403 0.000486 0.00041555 0.0004031 0.0004678 0.00035925 0.0004432 0.00029365 0.00036325 0.0002996 0.00029645 0.00039505 0.0003174 0.00019235 0.0002285 0.00033595 0.00040205 0.00022845 0.00046955 0.00047165 0.00028055 0.00040015 0.00034455 0.00036615 0.00054835 0.0004589 0.000517 0.0002635 0.00026525 0.00024425 0.00026325 0.00034785 0.0002589 0.0002677 0.00041315 0.0002914 0.0002504 0.0002454 0.0003178 0.000207 0.00034875 0.0004127 0.0003059 0.00048565 0.0001708 0.0005034 0.00030825 0.00044505 0.00034 0.00050365 0.0004041 0.0002626 0.00040285 0.0004282 0.0003595 0.00030005 0.0003294 0.00020775 0.0002075 0.00045875 0.0003738 0.00032715 0.00029305 0.0002655 0.0003749 0.0002813 0.00045235 0.0003205 0.0001855 0.0002609 0.0003395 0.0003771 0.00026565 0.0003559 0.00032185 0.00026325 0.00035355 0.00039835 0.00038685 0.00030395 0.00033995 0.00028765 0.000562
2 0.0004767 0.000486 0.0005992 0.0003331 0.00036335 0.00040825 0.0004725 0.00035415 0.00047345 0.0003646 0.000485 0.00047455 0.00050115 0.00041075 0.00047455 0.00052855 0.00047335 0.00047395 0.0005285 0.00034305 0.0003852 0.0004183 0.0004484 0.00037185 0.00039715 0.00036055 0.0004308 0.00034235 0.0004423 0.00048505 0.00051305 0.0005191 0.00042195 0.00050275 0.00038515 0.00036385 0.0004305 0.00043065 0.0004603 0.0004111 0.0004517 0.0003525 0.0004275 0.00040945 0.00029975 0.000486 0.0003176 0.00040615 0.0003354 0.00045845 0.00031775 0.0003498 0.0004535 0.00038775 0.0003599 0.00046335 0.0004853 0.0003831 0.00045195 0.000452 0.00043065 0.0003955 0.0003543 0.00039975 0.0004856 0.0004531 0.00041955 0.000334 0.0004684 0.00047575 0.0005146 0.00038715 0.00044845 0.00048575 0.0003127 0.0004306 0.0005191 0.0003764 0.0004577 0.0004538 0.00038715 0.0004155 0.0004405 0.00029975
3 0.00039275 0.00041555 0.0003331 0.0004955 0.0003772 0.00044255 0.00046545 0.0003943 0.00045285 0.0002481 0.0004775 0.0004489 0.0005144 0.0003557 0.0004273 0.00046615 0.00049165 0.0004408 0.0004661 0.00034595 0.00044465 0.00035615 0.00045815 0.00037285 0.000379 0.0004244 0.00045545 0.0003961 0.0003873 0.00044305 0.0004504 0.00047775 0.0004222 0.00043955 0.00032655 0.0003431 0.00043935 0.0004038 0.00037535 0.00035605 0.00041505 0.0002787 0.0004865 0.00034825 0.00033275 0.0004155 0.0003503 0.00037295 0.00035345 0.00046775 0.0003506 0.0003005 0.000381 0.000412 0.00041965 0.0004055 0.0004777 0.00027605 0.0004018 0.000402 0.0004553 0.0003773 0.00035535 0.0003682 0.0004436 0.00040615 0.00033245 0.00028825 0.0004319 0.0004047 0.0004863 0.00034185 0.0004155 0.00044375 0.0003008 0.0004257 0.00047775 0.0003552 0.00045695 0.0003986 0.00032055 0.00040715 0.0004082 0.0003475
4 0.00032115 0.0004031 0.00036335 0.0003772 0.0005033 0.00051285 0.00048545 0.000285 0.00046415 0.0003656 0.0004158 0.00051885 0.00049935 0.00041915 0.0004017 0.00050055 0.00049965 0.00053665 0.0005005 0.0003206 0.00025215 0.00039765 0.00051265 0.00041205 0.00033995 0.00035475 0.00038495 0.00025295 0.0003578 0.00041605 0.0004872 0.00041875 0.0003712 0.0004904 0.0003276 0.00048555 0.00038905 0.00039005 0.0003219 0.0004195 0.00039945 0.00030905 0.00050065 0.00043575 0.000363 0.0004026 0.00038055 0.0004151 0.00050895 0.00041595 0.000381 0.0004371 0.00044665 0.00028865 0.00048295 0.0004412 0.00041525 0.0003585 0.0004114 0.00041135 0.0003848 0.0002944 0.00039365 0.00031975 0.0004562 0.0005169 0.000428 0.0004521 0.00051175 0.00040585 0.0004469 0.0004041 0.00051155 0.00045635 0.00037995 0.00028705 0.00041875 0.00041595 0.0003713 0.0005162 0.00038055 0.00028765 0.00036805 0.0002529
5 0.00052165 0.0004678 0.00040825 0.00044255 0.00051285 0.0003497 0.0002873 0.00049305 0.00029335 0.00050675 0.00035885 0.0002472 0.00025965 0.00034835 0.00043435 0.00039465 0.00023805 0.0002903 0.0003946 0.00045555 0.0005337 0.00036015 0.00027575 0.0002592 0.0005622 0.00046985 0.0004905 0.00056925 0.00046635 0.0003588 0.00037925 0.0004485 0.0004545 0.0003228 0.00046315 0.00018715 0.00036675 0.0003651 0.0006044 0.000349 0.0003779 0.0004988 0.00019445 0.00040545 0.0004079 0.00046775 0.00039055 0.00034865 0.00017605 0.00038095 0.00039065 0.00034135 0.0004724 0.00058285 0.0001939 0.00044135 0.0003591 0.00054305 0.00041545 0.0004153 0.00049035 0.0005633 0.00027685 0.00048675 0.00034315 0.0002751 0.00040375 0.00028615 0.0002352 0.00041135 0.0004156 0.0004186 0.00028995 0.0003433 0.00029805 0.00052515 0.0004485 0.00025875 0.0004387 0.00029025 0.00040895 0.00056065 0.00047415 0.000605
6 0.00036325 0.00035925 0.0004725 0.00046545 0.00048545 0.0002873 0.0003939 0.00052465 0.0003078 0.00053035 0.0002732 0.00025655 0.00023025 0.00033995 0.00039415 0.00027675 0.00025035 0.00026485 0.0002767 0.0004624 0.0005252 0.000303 0.0002398 0.0003159 0.00049725 0.00052935 0.0004122 0.00057605 0.0003961 0.00027375 0.00027895 0.00028015 0.0004283 0.0002226 0.0004121 0.00025685 0.0003402 0.0003227 0.00045735 0.0003403 0.00035205 0.00048745 0.00029155 0.0003644 0.00047215 0.0003592 0.0004548 0.0003229 0.0002825 0.00034925 0.0004549 0.00040635 0.0004402 0.0005053 0.0002998 0.0003638 0.00027345 0.00051245 0.00034315 0.000343 0.00041225 0.000495 0.00033355 0.0004434 0.0002583 0.0002573 0.0003863 0.00034495 0.00020485 0.0003029 0.00029755 0.0004195 0.00026485 0.00025845 0.00037315 0.00043455 0.00028015 0.00033275 0.0003635 0.00028245 0.00042445 0.0004833 0.0004406 0.0006271
7 0.00037245 0.0004432 0.00035415 0.0003943 0.000285 0.00049305 0.00052465 0.0005227 0.0004662 0.000368 0.000457 0.0005189 0.00051635 0.00043115 0.00041245 0.00054055 0.00050775 0.00054825 0.0005405 0.00034125 0.00026185 0.0004383 0.0005232 0.0004146 0.00037045 0.00035355 0.0004144 0.00026265 0.00040035 0.0004582 0.0005248 0.000469 0.0003902 0.0005278 0.00036815 0.0004865 0.00039065 0.0004027 0.00037285 0.0004315 0.0004305 0.00033855 0.00046365 0.00047755 0.0003538 0.0004427 0.00037135 0.0004267 0.0004808 0.00043535 0.0003718 0.00042435 0.00045975 0.0003181 0.0004448 0.0004671 0.00045645 0.00037035 0.0004542 0.00045415 0.00041425 0.0003249 0.0003962 0.0003169 0.0004989 0.0005288 0.00044335 0.0004658 0.0005406 0.00044575 0.00048575 0.00041565 0.00052335 0.00049905 0.0003807 0.0003175 0.000469 0.0004189 0.00039935 0.0005284 0.000399 0.00031805 0.0003872 0.0002626
8 0.0003352 0.00029365 0.00047345 0.00045285 0.00046415 0.00029335 0.0003078 0.0004662 0.0003288 0.0004565 0.00027495 0.00016625 0.00028965 0.00032905 0.00019185 0.0002836 0.00021525 0.00032005 0.00028355 0.00049615 0.0005438 0.00032095 0.0003317 0.0002228 0.00054065 0.00055135 0.000526 0.0006057 0.00033075 0.00024 0.0002843 0.0003595 0.0003925 0.00024105 0.0003451 0.00027705 0.0002939 0.00024025 0.00041485 0.0003294 0.0002093 0.0004202 0.0002085 0.00034955 0.0004731 0.00029405 0.0004734 0.0003075 0.00027955 0.0003241 0.00047365 0.00036795 0.0003598 0.00054775 0.00026605 0.00042045 0.0002758 0.00045035 0.00031545 0.00031525 0.00052585 0.0005015 0.00022325 0.00036175 0.00026535 0.0003184 0.00031135 0.00038435 0.00019865 0.00025085 0.0002964 0.00033415 0.0003195 0.0002655 0.0002929 0.0004293 0.0003595 0.00024425 0.00043305 0.0003417 0.0003366 0.0004644 0.00036515 0.00066755
9 0.0003449 0.00036325 0.0003646 0.0002481 0.0003656 0.00050675 0.00053035 0.000368 0.0004565 1.6e-06 0.0004909 0.00049965 0.00058625 0.00035115 0.00032375 0.00046535 0.0005546 0.00050585 0.0004653 0.0005238 0.0005527 0.000356 0.0005089 0.00038245 0.0003729 0.0005049 0.00049085 0.0004583 0.00041575 0.00045675 0.00044905 0.0004811 0.00044915 0.0004847 0.0002257 0.0004001 0.00045325 0.00041765 0.00033025 0.0003515 0.0003728 9.005e-05 0.0005634 0.0004349 0.00036425 0.0003632 0.0003817 0.00037275 0.00040045 0.00044105 0.0003822 0.0002004 0.0002367 0.00037225 0.000481 0.0003093 0.00049105 7.165e-05 0.00038965 0.0003898 0.0004907 0.0003616 0.0003648 0.000264 0.0004732 0.0004531 0.00022685 0.00042265 0.0004875 0.0003989 0.00045695 0.0003975 0.00048095 0.00047335 0.00027215 0.0004543 0.0004811 0.0003607 0.00053805 0.00045995 0.0001991 0.0003896 0.0004337 0.00036375
