 slim_762358447 slim_762358453 slim_762358433 slim_762358468 slim_762358436 slim_762358438 slim_762358444 slim_762358437 slim_762358466 slim_762358458 slim_762358446 slim_762358439 slim_762358459 slim_762358452 slim_762358454 slim_762358457 slim_762358451 slim_762358440 slim_762358431 slim_762358434 slim_762358465 slim_762358467 slim_762358435 slim_762358443 slim_762358461 slim_762358442 slim_762358460 slim_762358455 slim_762358448 slim_762358450 slim_762358463 slim_762358445 slim_762358464 slim_762358462 slim_762358449 slim_762358456 slim_762358432 slim_762358441
0 2.9e-06 2.5e-06 2.55e-06 2.1e-06 2.1e-06 2.35e-06 1.85e-06 2.4e-06 2.8e-06 3.15e-06 1.8e-06 1.8e-06 2.7e-06 2.35e-06 2e-06 2.95e-06 1.8e-06 2.05e-06 2.5e-06 2.1e-06 2.75e-06 2.35e-06 2.35e-06 2e-06 1.65e-06 1.7e-06 2.85e-06 2.25e-06 2.65e-06 1.8e-06 2.2e-06 2.2e-06 2.25e-06 2.45e-06 2.65e-06 2.8e-06 2.7e-06 2.7e-06
1 2.5e-06 3.2e-06 2.8e-06 2.15e-06 2.25e-06 2.25e-06 2.05e-06 2e-06 1.95e-06 3.55e-06 2.2e-06 2.3e-06 3e-06 2e-06 2.6e-06 2.55e-06 2.45e-06 2.2e-06 2.05e-06 2.55e-06 2.75e-06 1.9e-06 2.2e-06 2.35e-06 2.45e-06 2.3e-06 2.05e-06 2.2e-06 2.6e-06 2.2e-06 2.5e-06 1.9e-06 2.85e-06 2.1e-06 2e-06 2.6e-06 3e-06 2.25e-06
2 2.55e-06 2.8e-06 2.8e-06 1.8e-06 1.9e-06 1.9e-06 2.6e-06 2.3e-06 2.4e-06 2.35e-06 2.35e-06 2.5e-06 1.8e-06 2.45e-06 2.05e-06 2.85e-06 1.95e-06 1.9e-06 2.7e-06 2.3e-06 2.65e-06 2.2e-06 2.6e-06 2.1e-06 2.1e-06 2.3e-06 2.65e-06 2.4e-06 2.6e-06 2.35e-06 1.9e-06 2.2e-06 2.6e-06 2.55e-06 2.5e-06 3.25e-06 1.8e-06 2.8e-06
3 2.1e-06 2.15e-06 1.8e-06 1.8e-06 1.5e-06 1.6e-06 2.1e-06 1.7e-06 1.65e-06 2.65e-06 1.7e-06 2.1e-06 1.9e-06 1.8e-06 1.6e-06 2.3e-06 1.45e-06 1.7e-06 2.15e-06 1.85e-06 2.2e-06 1.65e-06 2.25e-06 1.7e-06 1.6e-06 1.85e-06 2.15e-06 1.85e-06 2.05e-06 1.7e-06 1.4e-06 1.6e-06 2e-06 1.85e-06 2e-06 2.85e-06 1.9e-06 2.15e-06
4 2.1e-06 2.25e-06 1.9e-06 1.5e-06 1.3e-06 1.2e-06 2.05e-06 1.3e-06 1.8e-06 2.35e-06 1.75e-06 2.3e-06 2.1e-06 2.4e-06 2e-06 2.45e-06 1.15e-06 2.1e-06 2.15e-06 2.25e-06 1.8e-06 1.2e-06 1.8e-06 1.7e-06 1.65e-06 1.75e-06 1.55e-06 2.1e-06 2e-06 1.75e-06 1.5e-06 1.15e-06 2.1e-06 2.5e-06 1.2e-06 3.1e-06 2.1e-06 2.1e-06
5 2.35e-06 2.25e-06 1.9e-06 1.6e-06 1.2e-06 1.7e-06 2.2e-06 1.45e-06 1.95e-06 2.4e-06 1.85e-06 2.55e-06 2.05e-06 2.5e-06 2.3e-06 2.7e-06 1.4e-06 2.4e-06 2.3e-06 2.5e-06 2e-06 1.35e-06 2.25e-06 2e-06 1.9e-06 2.05e-06 1.8e-06 2.35e-06 2.2e-06 1.85e-06 1.75e-06 1.3e-06 2.3e-06 2.6e-06 1.55e-06 3.2e-06 2.05e-06 2.2e-06
6 1.85e-06 2.05e-06 2.6e-06 2.1e-06 2.05e-06 2.2e-06 2.8e-06 2.25e-06 2.45e-06 3.3e-06 1.85e-06 2.1e-06 2.7e-06 2.25e-06 2.35e-06 2.9e-06 2.05e-06 2.05e-06 2.35e-06 2.15e-06 2.65e-06 2.2e-06 2.35e-06 2.05e-06 1.9e-06 2.1e-06 2.7e-06 2.55e-06 2.7e-06 1.85e-06 2.15e-06 2.05e-06 2.65e-06 2.35e-06 2.4e-06 2.75e-06 2.7e-06 2.55e-06
7 2.4e-06 2e-06 2.3e-06 1.7e-06 1.3e-06 1.45e-06 2.25e-06 1.9e-06 1.7e-06 2.85e-06 1.95e-06 2.6e-06 2.5e-06 2.2e-06 2.35e-06 2.3e-06 1.5e-06 2.4e-06 2e-06 2.5e-06 2.1e-06 1.1e-06 1.95e-06 2.05e-06 2e-06 2.15e-06 1.25e-06 2.1e-06 1.85e-06 1.95e-06 1.85e-06 1.15e-06 2.25e-06 2.3e-06 1.3e-06 2.9e-06 2.5e-06 1.8e-06
8 2.8e-06 1.95e-06 2.4e-06 1.65e-06 1.8e-06 1.95e-06 2.45e-06 1.7e-06 2.6e-06 3.2e-06 2.2e-06 2.9e-06 2.45e-06 1.95e-06 2.4e-06 2e-06 2.15e-06 2.4e-06 2.1e-06 2.5e-06 2.5e-06 1.6e-06 2.15e-06 2.4e-06 2.45e-06 2.45e-06 1.6e-06 1.9e-06 2.2e-06 2.2e-06 2.05e-06 1.7e-06 2.5e-06 2e-06 1.55e-06 3e-06 2.45e-06 1.95e-06
9 3.15e-06 3.55e-06 2.35e-06 2.65e-06 2.35e-06 2.4e-06 3.3e-06 2.85e-06 3.2e-06 3.4e-06 3e-06 3.25e-06 2.45e-06 3.35e-06 2.75e-06 3.6e-06 2.6e-06 3.2e-06 3.5e-06 3.15e-06 2.1e-06 2.8e-06 3.1e-06 3e-06 2.85e-06 2.75e-06 3.2e-06 3.2e-06 3.25e-06 3e-06 2.75e-06 2.75e-06 3.2e-06 3.45e-06 2.9e-06 3.3e-06 2.45e-06 3.4e-06
