 slim_337507979 slim_337507968 slim_337507997 slim_337507816 slim_337507963 slim_337507870 slim_337507958 slim_337507972 slim_337507969 slim_337507981 slim_337507799 slim_337507998 slim_337507934 slim_337507825 slim_337507952 slim_337507914 slim_337507909 slim_337507702 slim_337507975 slim_337508002 slim_337507746 slim_337507978 slim_337507964 slim_337507918 slim_337508007 slim_337507875 slim_337508010 slim_337507954 slim_337507984 slim_337507916 slim_337507915 slim_337507941 slim_337507876 slim_337508019 slim_337507894 slim_337507832 slim_337507793 slim_337507947 slim_337507866 slim_337507999 slim_337507884 slim_337507987 slim_337507722 slim_337507974 slim_337507652 slim_337508012 slim_337507970 slim_337507863 slim_337508004 slim_337508008 slim_337508015 slim_337508020 slim_337508018 slim_337508006 slim_337507921 slim_337507989 slim_337508017 slim_337507911 slim_337507976 slim_337507988 slim_337507711 slim_337507993 slim_337507966 slim_337507850 slim_337507697 slim_337507836 slim_337507980 slim_337507895 slim_337507728 slim_337507622 slim_337507925 slim_337507967 slim_337507995 slim_337507991 slim_337508009 slim_337507789 slim_337507768 slim_337507996 slim_337507955 slim_337507973 slim_337507957 slim_337507898 slim_337507765 slim_337507990 slim_337507932 slim_337507822 slim_337508003 slim_337507929 slim_337508016 slim_337507887 slim_337507920 slim_337508005 slim_337507858 slim_337507983 slim_337508011 slim_337507807 slim_337507917 slim_337507959
0 0.0003281 0.00044145 0.0004054 0.00048375 0.00025995 0.0002795 0.00037085 0.0004927 0.00018575 0.0003782 0.00028345 0.00037495 0.00028495 0.0005217 0.00034635 0.0003263 0.00025835 0.0003288 0.0002634 0.00034645 0.00030495 0.00037195 0.00034545 0.00033175 0.00035415 0.0002327 0.0004252 0.00037185 0.00032905 0.0002997 0.0002392 0.00035075 0.0003926 0.00030105 0.0004116 0.00023285 0.0003263 0.0003842 0.00016465 0.00056365 0.000425 0.00030555 0.0002994 0.00040525 0.0003518 0.0003679 0.0004756 0.00041775 0.0002346 0.00042915 0.0004318 0.0002545 0.0003662 0.00030265 0.0003079 0.0003531 0.0004159 0.00040585 0.000349 0.000332 0.0002361 0.00037335 0.0002328 0.00025395 0.0005082 0.0005555 0.0003652 0.00034795 0.000346 0.0003939 0.00041815 0.00053055 0.0003282 0.0002459 0.00030145 0.00028325 0.0001649 0.0002905 0.00039515 0.00026125 0.00028345 0.0001853 0.00048655 0.0004727 0.0003464 0.00039625 0.0001643 0.00034045 0.0002328 0.00041685 0.0003686 0.00026265 0.0004519 0.0004012 0.0003097 0.0004443 0.0004013 0.00039275
1 0.00044145 0.0005385 0.00038325 0.00040755 0.0004392 0.00039705 0.000425 0.00048385 0.00045905 0.0004341 0.0004488 0.00040155 0.00045315 0.00052215 0.0004469 0.0004217 0.00036765 0.00040395 0.0004457 0.000447 0.0003768 0.00040105 0.00043195 0.0004021 0.0003767 0.0004134 0.00050325 0.00040075 0.0003924 0.00041055 0.0004455 0.0004455 0.000455 0.000462 0.00049415 0.00041355 0.00042175 0.0004228 0.0003592 0.00048605 0.00047585 0.0004096 0.00041025 0.000461 0.0003758 0.00044675 0.0004251 0.0004089 0.00040755 0.00039075 0.00035265 0.00044745 0.0005362 0.00037055 0.00036245 0.00045165 0.0004038 0.000448 0.0004673 0.00041775 0.00044735 0.0004637 0.0004135 0.00046665 0.0003644 0.000487 0.0004588 0.0004408 0.0004403 0.0004053 0.0003748 0.00039135 0.0004159 0.00044065 0.00046825 0.00044095 0.0003593 0.00041575 0.0004638 0.0004136 0.0003589 0.0005116 0.00031395 0.00036005 0.00044695 0.00041625 0.0004412 0.00046055 0.0004135 0.00041565 0.0004514 0.00046075 0.00041945 0.00038285 0.0004246 0.00045345 0.00045705 0.0004208
2 0.0004054 0.00038325 0.0006476 0.00034355 0.00036885 0.00033705 0.000367 0.00042785 0.00038465 0.00039065 0.00038355 0.0003525 0.00042325 0.0004801 0.00038205 0.0003566 0.00034575 0.0003367 0.0004225 0.00038215 0.00036405 0.0003515 0.00042875 0.0003432 0.0003263 0.0003762 0.00043825 0.00035115 0.0003248 0.0003504 0.0003986 0.00038235 0.0003747 0.0003819 0.00043605 0.00037635 0.0003567 0.0003638 0.00036515 0.00043805 0.00042515 0.00038045 0.00035005 0.0004168 0.000326 0.0003826 0.0003621 0.000344 0.0003705 0.0004047 0.00041245 0.00037185 0.00048365 0.0003558 0.0003974 0.0003892 0.0003613 0.0003926 0.00040415 0.0003576 0.00038725 0.0003914 0.0003763 0.00039145 0.00037115 0.0004343 0.00038205 0.000376 0.00037615 0.0003566 0.00032595 0.0003962 0.00035085 0.00035405 0.0003879 0.0004248 0.00036525 0.00039305 0.0003922 0.0003772 0.0003846 0.0004377 0.00037555 0.00037315 0.0003821 0.0003576 0.0004053 0.0003864 0.0003763 0.00040625 0.0003874 0.0004037 0.00035555 0.00032585 0.00035725 0.00040205 0.00041305 0.00035665
3 0.00048375 0.00040755 0.00034355 7.02e-05 0.0003227 0.0003189 0.0002595 0.0003222 0.00041045 0.000275 0.00038045 0.00026865 0.0004526 0.00039995 0.0003503 0.0002572 0.00037125 0.0002467 0.00043525 0.0003504 0.0004176 0.0003491 0.0004579 0.0003891 0.000247 0.00037235 0.0003089 0.00034875 0.00023505 0.00040015 0.0004953 0.00027675 0.00014705 0.0002544 0.00039665 0.0003725 0.0002573 0.00032985 0.00048625 0.00030755 0.0002464 0.00034285 0.00039985 0.00033115 0.00025595 0.0003357 8.92e-05 0.00014565 0.00035775 0.0004825 0.00055895 0.0003456 0.0003933 0.00037325 0.00038135 0.0002596 0.00035085 0.00023535 0.00032855 0.0002596 0.00046515 0.00022885 0.00037245 0.00034365 0.0002401 0.0003708 0.0002878 0.00033535 0.0003447 0.0003294 0.00014575 0.00031175 0.0002425 0.00033185 0.0002591 0.0004699 0.00048635 0.00043275 0.0002145 0.00035195 0.0004816 0.00044555 0.0003791 0.00033805 0.00035035 0.00015895 0.0004745 0.00031485 0.00037245 0.00035825 0.00033085 0.0003761 0.00029355 0.00018395 0.00028235 0.00038685 0.00032215 0.0001471
4 0.00025995 0.0004392 0.00036885 0.0003227 0.000214 0.00024475 0.0003098 0.00039095 0.00015675 0.0003491 0.00024045 0.0003267 0.00031415 0.0004175 0.00027355 0.0002743 0.00032615 0.00026095 0.0002468 0.00027365 0.0002152 0.00038175 0.00026485 0.000283 0.00039155 0.00021785 0.0004011 0.0003817 0.0002617 0.00024455 0.0002882 0.0001879 0.0002367 0.0001617 0.00038445 0.000218 0.0002744 0.0002831 0.00026955 0.00052765 0.0003797 0.0003571 0.00024425 0.0003475 0.00038245 0.00026695 0.00029725 0.0003446 0.0002205 0.000374 0.0004328 0.0001552 0.0002331 0.00036135 0.00028005 0.0001614 0.0004167 0.0003158 0.00020315 0.0002448 0.0002344 0.00030515 0.00021795 0.0001606 0.0004664 0.0004475 0.0002203 0.00027585 0.00026695 0.0004106 0.0003609 0.00055055 0.0002769 0.00017775 0.0001668 0.0002638 0.0002698 0.00027245 0.0002988 0.00021135 0.00029585 0.00018 0.00040555 0.0004412 0.0002736 0.00021425 0.00023745 0.00022575 0.00021795 0.0003696 0.00030265 0.00018455 0.0003977 0.00039885 0.00022175 0.0003595 0.0003385 0.00025285
5 0.0002795 0.00039705 0.00033705 0.0003189 0.00024475 0.0003756 0.0003343 0.0004961 0.0002376 0.00025425 0.0003135 0.0002908 0.00035055 0.00051205 0.0004284 0.00026715 0.00020825 0.0002443 0.0003052 0.0004285 0.0003325 0.0003497 0.00041615 0.0003124 0.00019765 0.00028685 0.00040175 0.00034965 0.00024505 0.00034985 0.00026955 0.0003604 0.00034185 0.0003416 0.00038275 0.000287 0.00026705 0.0003692 0.00022765 0.00048615 0.0003251 0.00027945 0.00034955 0.00035635 0.0001884 0.00042845 0.00032215 0.00026285 0.0002895 0.0004453 0.00049845 0.00027185 0.00038675 0.00027495 0.00036275 0.00034055 0.00041615 0.0003413 0.00036195 0.0002449 0.0002579 0.0003384 0.00028695 0.00029095 0.0003748 0.0005591 0.00040665 0.0004307 0.000422 0.0003372 0.00024495 0.00041385 0.00026975 0.00028045 0.0003467 0.00038115 0.0002279 0.00033085 0.0003387 0.00028735 0.0003518 0.00027825 0.00044755 0.00041095 0.00042845 0.00029255 0.00025695 0.0003706 0.00028695 0.0004098 0.00041615 0.00028015 0.00041545 0.00024485 0.00030105 0.0004151 0.0003524 0.0003238
6 0.00037085 0.000425 0.000367 0.0002595 0.0003098 0.0003343 0.000517 0.0003949 0.00033665 0.0003583 0.00032535 0.00032575 0.00040615 0.00043075 0.0003081 0.00029105 0.00035675 0.0003027 0.00036045 0.0003082 0.00036335 0.00034065 0.0003719 0.00037295 0.0003234 0.0003244 0.00037025 0.0003403 0.0002911 0.00033985 0.0003923 0.00029775 0.00025915 0.00025905 0.00041375 0.00032425 0.00029085 0.0003373 0.00038995 0.00042455 0.0003556 0.00035415 0.00033955 0.00030375 0.00032325 0.00031525 0.00027365 0.00029155 0.00032475 0.0004314 0.00046605 0.0003349 0.00034 0.00032435 0.00035575 0.00028695 0.000308 0.0003098 0.00034175 0.0002986 0.00038615 0.0002886 0.0003245 0.0003196 0.0003579 0.00043905 0.00030335 0.0003085 0.00030875 0.00034805 0.00029155 0.00040315 0.00029145 0.00030415 0.0002589 0.00037825 0.00038995 0.0003554 0.0002957 0.00033195 0.0003974 0.000366 0.0004013 0.00039335 0.00030815 0.0002672 0.00037075 0.00031105 0.0003245 0.00036805 0.00031605 0.0003335 0.0003354 0.00029185 0.0002905 0.0004261 0.00029475 0.00025945
7 0.0004927 0.00048385 0.00042785 0.0003222 0.00039095 0.0004961 0.0003949 0.0005199 0.00045505 0.00045425 0.0004106 0.000444 0.0004053 0.0003462 0.00029285 0.0004123 0.00052845 0.0004364 0.0004768 0.00029295 0.0003901 0.0004159 0.00039745 0.00043775 0.0005269 0.0004053 0.0003961 0.00041555 0.00042475 0.0003648 0.0005534 0.00029475 0.0002889 0.000284 0.0004104 0.00040545 0.0004124 0.0003717 0.0005213 0.0003818 0.000438 0.0005124 0.0003645 0.0004662 0.0005353 0.00028705 0.0003225 0.0004118 0.0003908 0.0004258 0.00043485 0.00040985 0.0004324 0.00051075 0.000393 0.000304 0.00039795 0.00040795 0.00035765 0.00043 0.00051745 0.0003963 0.0004054 0.00039665 0.00047225 0.0002605 0.00026945 0.000278 0.00028685 0.0004482 0.00044605 0.0005194 0.0003978 0.00036645 0.00028995 0.00041195 0.0005214 0.000439 0.00039075 0.00040025 0.0004341 0.0004728 0.0003942 0.0004396 0.0002929 0.00034955 0.0004991 0.0003143 0.0004054 0.0004114 0.0003254 0.0004502 0.00035575 0.0004758 0.00037075 0.0003466 0.00046615 0.00032315
8 0.00018575 0.00045905 0.00038465 0.00041045 0.00015675 0.0002376 0.00033665 0.00045505 0.0002022 0.0003612 0.0002378 0.00035185 0.00029975 0.00047785 0.00028645 0.00028555 0.0002996 0.0002773 0.00024295 0.00028655 0.0002236 0.00037405 0.0002664 0.0003062 0.00038125 0.00021195 0.00040415 0.00037385 0.00027705 0.00023805 0.0002307 0.00025515 0.00029635 0.00019985 0.00040145 0.0002121 0.00028565 0.0003607 0.00022585 0.00056545 0.00039195 0.00033055 0.0002377 0.0003764 0.00037305 0.0003087 0.00038045 0.0003839 0.00022055 0.00040565 0.00043105 0.0001502 0.0002691 0.0003504 0.00029355 0.00025175 0.00042455 0.0003561 0.0002471 0.00029205 0.00018935 0.00031655 0.00021205 0.0001501 0.00049025 0.00053415 0.0002868 0.00029455 0.0002868 0.00043155 0.00039995 0.0005543 0.00029395 0.0001706 0.0001987 0.00022355 0.00022595 0.00029255 0.00033905 0.0002411 0.00028585 0.00010135 0.0004458 0.00047135 0.0002865 0.000311 0.00016345 0.00026755 0.00021205 0.0003832 0.00034425 0.00019785 0.00043295 0.00041295 0.00026995 0.00039835 0.0003674 0.00031255
9 0.0003782 0.0004341 0.00039065 0.000275 0.0003491 0.00025425 0.0003583 0.00045425 0.0003612 0.00029 0.00040775 0.0003271 0.0003898 0.0004455 0.0005105 0.00029065 0.0002364 0.00031045 0.00037545 0.0005106 0.0004474 0.00036505 0.0005206 0.000419 0.00015375 0.00038185 0.00038175 0.0003649 0.0002987 0.000462 0.0003883 0.0004137 0.00035565 0.0004316 0.000345 0.000382 0.0002909 0.00040525 0.00032785 0.00039015 0.00022855 0.0003201 0.0004617 0.0003556 0.00014515 0.000489 0.00026025 0.00021035 0.00038455 0.00050275 0.0005876 0.0004219 0.00042705 0.00030415 0.00045785 0.00037225 0.00043245 0.00034005 0.0004455 0.0002403 0.0003945 0.000374 0.00038195 0.0004231 0.00035255 0.00049575 0.0004751 0.00051275 0.0005043 0.00031605 0.00020995 0.0003832 0.0002932 0.00039215 0.0004365 0.00046975 0.00032795 0.00038935 0.00035275 0.00035435 0.00044185 0.0003967 0.00047455 0.0004471 0.00051055 0.00029665 0.0003557 0.0004158 0.00038195 0.000434 0.00046155 0.00036645 0.000439 0.0002019 0.00036505 0.00040335 0.00035165 0.00035565
