 slim_337480820 slim_337489450 slim_337494470 slim_337491311 slim_337493108 slim_337493633 slim_337494339 slim_337493359 slim_337491811 slim_337493006 slim_337494606 slim_337489101 slim_337492067 slim_337495177 slim_337495145 slim_337495148 slim_337495169 slim_337495153 slim_337495185 slim_337495174 slim_337495166 slim_337493023 slim_337495164 slim_337495179 slim_337495167 slim_337486785 slim_337495173 slim_337479871 slim_337495144 slim_337487680 slim_337485865 slim_337495162 slim_337489707 slim_337495243 slim_337495229 slim_337495310 slim_337495296 slim_337495298 slim_337495318 slim_337495257 slim_337495309 slim_337495226 slim_337495291 slim_337495218 slim_337495301 slim_337495247 slim_337495273 slim_337495274 slim_337495317 slim_337495205 slim_337495219 slim_337495266 slim_337495299 slim_337495313 slim_337495308 slim_337495208 slim_337495284 slim_337495191 slim_337495283 slim_337495271 slim_337495292 slim_337495264 slim_337495321 slim_337495203 slim_337495251 slim_337495289 slim_337495303 slim_337495230 slim_337495254 slim_337495239 slim_337495272 slim_337495222 slim_337495259 slim_337495305 slim_337495237 slim_337495240 slim_337495221 slim_337495307 slim_337495199 slim_337495312 slim_337495316 slim_337495320 slim_337495302 slim_337495263 slim_337495275 slim_337495281 slim_337495277 slim_337495246 slim_337495262 slim_337495297 slim_337495233 slim_337495278 slim_337495319 slim_337495286 slim_337495315 slim_337495282 slim_337495231 slim_337495235 slim_337495300 slim_337495245 slim_337495322 slim_337495206 slim_337495195
0 0.0008455 0.00082955 0.00083225 0.0008401 0.00087385 0.0008364 0.0008378 0.0008032 0.0008077 0.0008822 0.00090335 0.0008634 0.0008683 0.00088055 0.00087965 0.00080845 0.0008577 0.00085305 0.00084615 0.0008215 0.00088315 0.0008832 0.00090615 0.00085635 0.0008608 0.0008597 0.0009343 0.00086355 0.0009009 0.000827 0.00080805 0.00060995 0.00089155 0.0009298 0.0008775 0.00089515 0.00067845 0.000893 0.0008921 0.00058065 0.00084905 0.00087915 0.0008765 0.00091495 0.0007559 0.00088195 0.0008949 0.00086025 0.00093255 0.00083835 0.00090565 0.0008522 0.0008865 0.0008807 0.0008283 0.0008112 0.00084875 0.0008429 0.00092 0.00086585 0.0008378 0.0008745 0.0006455 0.00087445 0.00089405 0.0008652 0.00080885 0.0008569 0.0008502 0.00082625 0.0008806 0.00085815 0.00086825 0.0008306 0.00087505 0.0008901 0.00078985 0.00085865 0.0008677 0.00088975 0.00080645 0.0008615 0.0008651 0.0008806 0.00083755 0.0008664 0.00090215 0.00081065 0.0006518 0.00086555 0.0008338 0.0007716 0.00085275 0.0008798 0.00083615 0.0008358 0.00090895 0.00087345 0.0008454 0.0008873 0.0009008 0.0007875 0.00083505
1 0.00082955 0.0007522 0.0008383 0.0008236 0.0008174 0.0007893 0.0007774 0.0008689 0.0007296 0.000774 0.0008311 0.0008229 0.00078775 0.0007846 0.0008025 0.00084525 0.00073455 0.00085685 0.00086695 0.0008523 0.00078525 0.0009001 0.0007782 0.00073875 0.00080605 0.00079395 0.00084805 0.0008646 0.00085175 0.0008012 0.00083185 0.000817 0.00075915 0.00083985 0.00077275 0.0008273 0.00082755 0.000852 0.00083385 0.0008097 0.00084725 0.00083675 0.00077915 0.0008028 0.0007623 0.000878 0.000815 0.0007837 0.00081255 0.00079945 0.0008639 0.0008147 0.00078315 0.0007876 0.00082685 0.000819 0.00077415 0.00083705 0.00082715 0.0007989 0.0008534 0.00080085 0.0007589 0.00067475 0.00089535 0.0008092 0.00085495 0.0007779 0.00078835 0.0008193 0.00075225 0.00060295 0.0007719 0.0008166 0.00087935 0.0008434 0.00057785 0.00083865 0.00078615 0.000817 0.00084005 0.0008139 0.0008813 0.00088465 0.00087205 0.00082975 0.0008473 0.00080435 0.00087035 0.0008617 0.00066735 0.00081665 0.00085515 0.00078105 0.000829 0.00081125 0.0008628 0.0008085 0.0008541 0.0008109 0.00080645 0.00081195 0.0008353
2 0.00083225 0.0008383 0.0008934 0.00087625 0.00090355 0.00081595 0.0008687 0.0008549 0.00081155 0.0008697 0.0008061 0.0007624 0.00087055 0.000886 0.0008573 0.00079105 0.00085205 0.00080485 0.00083185 0.00083135 0.0008575 0.00080905 0.0008982 0.00081335 0.0007887 0.00079055 0.00084095 0.00087665 0.0008141 0.00081335 0.00087675 0.00086215 0.00083375 0.0007894 0.0008545 0.0008546 0.00085005 0.0007977 0.0008696 0.000862 0.0008523 0.0007669 0.00075585 0.000841 0.0008578 0.00081685 0.000887 0.0008498 0.00088635 0.00083165 0.00086635 0.0008266 0.00080245 0.0008177 0.0008684 0.0008655 0.0008146 0.0008438 0.0007671 0.00082685 0.00081935 0.00079705 0.00084765 0.00084425 0.00087925 0.000858 0.000864 0.00078545 0.0008608 0.00082665 0.00086535 0.00084775 0.0008023 0.00081095 0.00083805 0.00079255 0.00082855 0.00086215 0.00082395 0.0008669 0.00084595 0.00080585 0.0008354 0.0008644 0.00083845 0.0008477 0.00075395 0.00083855 0.0008503 0.00089765 0.00082415 0.0008587 0.0008493 0.0008517 0.0008721 0.0008207 0.00080615 0.00084305 0.0009078 0.00085625 0.0008406 0.0008621 0.0008075
3 0.0008401 0.0008236 0.00087625 0.000899 0.0009341 0.0008099 0.00081645 0.00077855 0.0007999 0.00089105 0.00086935 0.0008285 0.0008428 0.0008915 0.00092155 0.0008835 0.0008572 0.00084735 0.00085425 0.00082975 0.00088755 0.00087525 0.0007767 0.00082945 0.00084435 0.00083425 0.00089885 0.00092035 0.00083805 0.0008098 0.00078175 0.00088135 0.00082895 0.00084095 0.0008166 0.0008444 0.0008694 0.00087945 0.00082905 0.0008611 0.00087075 0.000793 0.00081035 0.0008993 0.0008719 0.0009172 0.0008648 0.00084895 0.00090485 0.000836 0.00083875 0.00089005 0.00086305 0.00091335 0.00085625 0.00085215 0.0008373 0.0008659 0.00084485 0.00084985 0.0008333 0.00084605 0.0008589 0.000882 0.0009001 0.000831 0.0008478 0.0008661 0.00089305 0.00087205 0.00087825 0.0008234 0.0008717 0.0008036 0.0009033 0.0008064 0.00082 0.0008555 0.00084485 0.0008577 0.0007544 0.0008725 0.00086315 0.00088265 0.0007739 0.00085865 0.0008098 0.0008216 0.00088295 0.00085475 0.00085685 0.00085575 0.0008489 0.00082745 0.00086565 0.0008482 0.0008159 0.0008789 0.0008831 0.00084345 0.0008897 0.00081045 0.00086165
4 0.00087385 0.0008174 0.00090355 0.0009341 0.0009683 0.00085295 0.0008594 0.00087685 0.0008618 0.0009013 0.00091475 0.0009222 0.00093775 0.00087725 0.0006672 0.00087195 0.00086755 0.00091575 0.00089865 0.00086285 0.0007079 0.00087675 0.0009336 0.00084475 0.0008861 0.0009025 0.0009655 0.00066725 0.0008994 0.00090665 0.0008972 0.0008434 0.00088785 0.00093055 0.000861 0.0008477 0.00092005 0.0009345 0.0009049 0.000835 0.0008519 0.00086015 0.0008994 0.00089185 0.0008942 0.0008639 0.00087555 0.00093825 0.0009005 0.00090935 0.00089585 0.00087275 0.00081225 0.00086865 0.00069525 0.0009008 0.00092105 0.0008808 0.0009303 0.00087485 0.000903 0.0008525 0.0007767 0.00085605 0.00088135 0.0008571 0.0008881 0.00087965 0.0007106 0.0009368 0.0006669 0.0007482 0.00088315 0.0008394 0.0007481 0.00089505 0.00080785 0.0009208 0.00087345 0.00085675 0.0008965 0.00087935 0.00092485 0.0009273 0.00077935 0.0009099 0.0009305 0.0009043 0.0007694 0.0008727 0.0007682 0.00083775 0.00089125 0.0008863 0.0009316 0.00089515 0.00094085 0.0008351 0.0008973 0.0009031 0.0008565 0.0008417 0.00087235
5 0.0008364 0.0007893 0.00081595 0.0008099 0.00085295 0.0008637 0.0008354 0.00079725 0.0007872 0.00086895 0.00086275 0.00086695 0.00086415 0.0008845 0.00080655 0.000775 0.0008424 0.0008724 0.000769 0.00083295 0.00084335 0.0008443 0.00083685 0.0007629 0.00084365 0.0008661 0.00091095 0.00086655 0.00083325 0.0008445 0.0008674 0.00086045 0.00079765 0.00086545 0.00081125 0.0007876 0.00086125 0.0008684 0.00084545 0.0008078 0.000842 0.0006427 0.000814 0.0008334 0.0008417 0.000889 0.00087655 0.00085775 0.0008969 0.00080545 0.0008613 0.0008943 0.00081025 0.00087365 0.00086595 0.0008263 0.0008288 0.00079875 0.0008275 0.0008585 0.0008768 0.00065205 0.00080855 0.0008373 0.0009209 0.00081145 0.0008719 0.00080955 0.0007841 0.00085815 0.0007983 0.00081305 0.00087205 0.00082075 0.00085785 0.00083915 0.00080685 0.0008273 0.0008635 0.0008506 0.00081755 0.00083265 0.00084835 0.00087865 0.00083485 0.00086035 0.0008198 0.00087385 0.00087215 0.00083975 0.00079775 0.00088625 0.00085195 0.00084575 0.00078275 0.00085275 0.00087685 0.0008465 0.00085065 0.0008419 0.00086525 0.0008599 0.000845
6 0.0008378 0.0007774 0.0008687 0.00081645 0.0008594 0.0008354 0.0008631 0.00084195 0.00081865 0.00088695 0.0008064 0.000685 0.00084945 0.0008794 0.00087335 0.0008739 0.0008685 0.00081875 0.0008733 0.00084345 0.0008595 0.00089555 0.00078605 0.0008472 0.0008495 0.00084265 0.0008722 0.0008645 0.00084595 0.0008596 0.00081155 0.00086485 0.00078905 0.00085275 0.00083025 0.0008472 0.00087835 0.00089705 0.0007884 0.00082275 0.00065545 0.0008434 0.00085525 0.00087005 0.00086605 0.00086415 0.0006615 0.00085625 0.0009071 0.0008308 0.0008499 0.0008528 0.0008297 0.0008943 0.00082835 0.00083865 0.000818 0.00083385 0.0008872 0.0006875 0.00082735 0.0008425 0.0008302 0.0008843 0.00088275 0.0008516 0.00082775 0.00081945 0.00085475 0.00086095 0.0008199 0.0007878 0.00082475 0.0008691 0.00088235 0.00068655 0.00078535 0.00083195 0.0006753 0.00063065 0.00083885 0.0008643 0.00088305 0.0008948 0.00085985 0.0008378 0.00085775 0.0008125 0.00087375 0.00077555 0.0008345 0.00082815 0.0008541 0.00064945 0.00087255 0.0008469 0.000885 0.0008642 0.0008438 0.00085605 0.0008713 0.00059805 0.0008532
7 0.0008032 0.0008689 0.0008549 0.00077855 0.00087685 0.00079725 0.00084195 0.0009008 0.00085775 0.0008856 0.00086275 0.00082835 0.00081505 0.0008816 0.0008652 0.0008268 0.0008771 0.0008441 0.00083285 0.000816 0.00085945 0.00079255 0.00083595 0.0007892 0.00081015 0.0008424 0.000883 0.00089335 0.00084855 0.00087055 0.00080895 0.0008348 0.000833 0.0008402 0.00083735 0.00079975 0.00083835 0.0008587 0.0008563 0.00080745 0.0008666 0.00081545 0.0008016 0.00087905 0.00086785 0.00085715 0.00086855 0.00082965 0.0008981 0.00084815 0.00079255 0.00086365 0.00085675 0.0008717 0.00088195 0.0008612 0.00081535 0.0008682 0.00084995 0.00083185 0.00084195 0.00079975 0.0008279 0.00089335 0.0008717 0.0007809 0.00084235 0.0008343 0.00086105 0.00084905 0.00083525 0.0008474 0.0008565 0.0007988 0.0008824 0.0008305 0.0008461 0.00089375 0.00083745 0.00083855 0.00064005 0.000857 0.00085345 0.0008772 0.0006667 0.0008607 0.00082165 0.00082975 0.0008206 0.00069595 0.00086965 0.0008502 0.0008352 0.0008529 0.0008261 0.00083075 0.000833 0.0008283 0.0006803 0.00085265 0.00087725 0.00083555 0.00082335
8 0.0008077 0.0007296 0.00081155 0.0007999 0.0008618 0.0007872 0.00081865 0.00085775 0.0008122 0.00078655 0.0008207 0.0007924 0.00083705 0.000815 0.00084445 0.0008068 0.00073825 0.00084635 0.0007768 0.00083265 0.00086645 0.0008695 0.00083295 0.0007978 0.0008144 0.00083665 0.0009041 0.00082395 0.00075355 0.000809 0.0008253 0.0008301 0.0008254 0.0008334 0.00082765 0.00087965 0.00084 0.0008725 0.00081855 0.0008147 0.000807 0.0008777 0.0007388 0.00084025 0.0007705 0.00087015 0.0008413 0.0008457 0.00079375 0.00071895 0.00087655 0.0008309 0.0007998 0.0007989 0.000815 0.0007499 0.00083785 0.0007313 0.00083315 0.0008457 0.000867 0.00085435 0.0008295 0.00071415 0.00085315 0.000836 0.0008577 0.0008229 0.0007608 0.00076275 0.000856 0.00083345 0.0008341 0.0008517 0.0007914 0.00077285 0.00080675 0.0007639 0.0008299 0.00087625 0.0008374 0.00080135 0.0008405 0.00086125 0.000806 0.0008304 0.0007496 0.00084885 0.00079495 0.0008747 0.0007662 0.0008628 0.0008033 0.00084745 0.0008407 0.00081725 0.0007955 0.0008582 0.00089105 0.00080875 0.0008841 0.000829 0.00084435
9 0.0008822 0.000774 0.0008697 0.00089105 0.0009013 0.00086895 0.00088695 0.0008856 0.00078655 0.0006215 0.00077075 0.00085215 0.0008712 0.00058595 0.0008555 0.0008727 0.00085425 0.00088735 0.0008684 0.0008917 0.00083635 0.0009178 0.0008157 0.00078945 0.00086605 0.00084745 0.0009351 0.00088435 0.00090205 0.00089835 0.00085985 0.00086885 0.0008391 0.00092475 0.0008474 0.0008379 0.00087965 0.0009046 0.0008435 0.00088425 0.00086785 0.0009118 0.00083185 0.00085805 0.0005878 0.0008958 0.0008927 0.00086685 0.0005928 0.00082505 0.00089975 0.0008628 0.0008816 0.00060575 0.00089885 0.00084715 0.0008282 0.00082475 0.00086455 0.0008517 0.00087545 0.0008858 0.00083975 0.00057265 0.00090865 0.0008792 0.00087715 0.0008651 0.00085295 0.00082835 0.00085485 0.00086235 0.00085045 0.00085185 0.00087795 0.0008828 0.00080135 0.0008281 0.00084355 0.00088695 0.000887 0.00083915 0.00090435 0.00090125 0.00090895 0.00089405 0.0009067 0.00084235 0.0008928 0.00084325 0.00083625 0.0008739 0.0008823 0.00085375 0.00086985 0.0008563 0.00087565 0.00088125 0.00089825 0.00083595 0.00087815 0.00087415 0.0008784
